"","Player","Nation","Age","Born","X90s","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"185","d.gross","Greri Landmoslands",21,1999,0.45,2.47,2.56,0,2.46,0,2.52,2.53,1,0.04,14.92,9.94,1,4.98,9.96,0.09,0.08,0,0,0,0,2.51,0.1,0,10600000,9900000,9300000,8700000,8200000,7600000,7e+06,6500000,6e+06,5500000
"186","k.nasution","Greri Landmoslands",25,1995,0.45,0,0.09,0,0.01,0.06,0,0,0,0.07,12.52,4.96,1,0.05,5.02,7.41,2.48,0,0,2.53,0,0,0,0,9200000,8500000,7900000,7300000,6800000,6200000,5700000,5200000,4800000,4400000
"187","l.dewit","Greri Landmoslands",35,1985,4.05,0.57,0.21,0,0.32,0.34,0,0.35,0,0.21,9.41,3.55,1,0,3.98,5.49,0.19,0.07,0,0.22,0.15,0.83,0.59,0,12200000,11100000,1e+07,9e+06,8100000,7200000,6400000,5700000,5100000,4500000
"188","b.sugawara","Greri Landmoslands",26,1994,2.67,2.21,1.52,0.44,1.4,0.31,0.41,1.41,1,1.15,17.81,4.49,1,4.78,7.05,5.93,0.74,0,0.02,0.65,2.69,4.77,0.75,0.01,15200000,14100000,1.3e+07,1.2e+07,11100000,10200000,9300000,8500000,7700000,7e+06
"189","e.alowo","Greri Landmoslands",24,1996,3.54,1.04,0.48,0.06,0.86,0.29,0,1.33,0,1.34,16.19,3.06,1,3.92,8.52,3.69,0.64,0.08,0,0.49,0.83,2.02,0.37,0.06,22700000,21200000,19800000,18300000,1.7e+07,15700000,14400000,13200000,12100000,11100000
"190","i.asante","Greri Landmoslands",27,1993,0.59,3.26,3.31,0,1.7,1.61,0.06,0,0,0,18.28,10.07,1,0.08,8.24,10.01,3.33,0,0,3.24,0.04,3.36,0,0,9200000,8500000,7800000,7200000,6600000,6100000,5500000,5e+06,4600000,4100000
"191","e.miyazaki","Greri Landmoslands",32,1988,3.98,0.01,0.09,0,0,0.01,0,0,0,0.01,0.23,0.27,1,0.24,0.02,0,0.09,0.06,0,0.1,0,0.09,0,0.05,14300000,1.3e+07,11900000,10800000,9700000,8800000,7900000,7100000,6400000,5700000
"192","c.ji","Greri Landmoslands",26,1994,2.39,1.81,1.3,0.48,0.81,0.53,1.24,3.13,1,1.77,18.29,6.11,1,6.6,4.45,7.31,1.75,0,0,1.83,0.52,2.27,0.42,0,13700000,12700000,11800000,10900000,1e+07,9200000,8400000,7700000,7e+06,6300000
"193","i.adoch","Greri Landmoslands",25,1995,1.37,6.5,4.26,1.47,4.91,0,1.35,2.91,1,1.41,20.02,4.2,1,7.76,10.73,1.44,0.62,0.1,0,0.77,0.72,7.2,0.78,0.04,9500000,8800000,8200000,7600000,7e+06,6400000,5900000,5400000,4900000,4500000
"194","i.mwale","Greri Landmoslands",28,1992,1.59,2.04,1.37,0.59,0.67,0.65,0.76,1.91,1,1.31,18.63,5.39,1,7.39,7.25,3.95,0.59,0.02,0,0.71,0,2.01,2.74,0,8600000,7900000,7300000,6700000,6100000,5600000,5100000,4600000,4200000,3800000
"195","o.contreras","Greri Landmoslands",34,1986,1.8,1.7,1.1,0.05,1.14,0.66,0,0.54,0.02,0.52,16.59,2.84,1,0.66,12.41,3.54,0.49,0.02,0.05,0.6,0.5,2.29,0.01,0.05,6200000,5600000,5100000,4600000,4100000,3700000,3300000,3e+06,2600000,2300000
"196","q.kaddu","Greri Landmoslands",28,1992,0.28,0,0,0.01,0,0,0,0,0,0,5.08,0.07,0.08,4.91,0,0.1,0.1,0.08,0.08,0.05,0.01,0.08,0.04,0,5300000,4900000,4500000,4200000,3800000,3500000,3200000,2900000,2600000,2300000
"197","s.nyarko","Greri Landmoslands",23,1997,0.29,0,0.09,0.04,0,0.04,0,0.04,0,0.03,9.9,0.05,0,0,10.01,0.07,0,0,0.08,0,0,0,5,0.01,8700000,8100000,7600000,7100000,6600000,6100000,5600000,5200000,4700000,4300000
"198","x.durand","Greri Landmoslands",23,1997,2.45,2.43,2.58,0.06,2.54,0.03,1.61,2.17,1,0.48,10.36,4.91,1,0.74,7.43,2.08,0.89,0.01,0.04,0.82,1.76,4.14,0.46,0,18800000,17600000,16400000,15300000,14200000,13100000,12100000,11200000,10200000,9400000
"199","z.musenero","Greri Landmoslands",29,1991,2.57,2.66,1.18,1.12,1.18,0.29,0.48,0.77,1,0.46,11.26,2.6,1,3.83,6.57,0.8,0.29,0.05,0.05,0.48,2.41,5.02,1.96,0,11100000,10200000,9400000,8600000,7800000,7100000,6500000,5900000,5300000,4800000
"200","a.alghamdi","Ledian",34,1986,2.57,1.49,0.38,1.18,0.39,0,1.14,1.47,1,0.41,15.83,3.14,1,10.01,5.69,0.06,0.78,0,0,0.69,1.5,3.1,1.85,0.05,6100000,5500000,5e+06,4500000,4100000,3600000,3300000,2900000,2600000,2300000
"201","h.mvula","Ledian",35,1985,2.86,2.38,1.08,1.77,0.75,0.06,1.42,1.62,1,0.38,19.34,4.92,1,14.17,4.45,0.75,3.53,0.38,0.07,3.17,1.3,3.76,4.19,0,5600000,5100000,4600000,4100000,3700000,3300000,3e+06,2600000,2300000,2100000
"202","o.patra","Ledian",23,1997,0.07,0,0.05,0,0,0,0.04,9.92,0.09,9.96,20.04,10.03,1,10.08,0,9.95,0,0.03,0.07,0.03,0,0,0.03,0,7900000,7400000,6900000,6400000,6e+06,5500000,5100000,4700000,4300000,3900000
"203","w.hagen","Ledian",25,1995,2.92,1.02,0.59,0.62,0.41,0.1,0.23,0.64,1,0.31,7.72,2.98,1,6.59,1.07,0.09,1.4,0.36,0,0.93,1.93,3.06,6.65,0.43,15700000,14600000,13500000,12500000,11600000,10600000,9800000,8900000,8200000,7400000
"204","z.wu","Ledian",25,1995,3,1.4,0.6,1.01,0.38,0.01,0.42,0.75,1,0.33,8.62,2.66,1,7.35,1.25,0.01,2.66,1.97,0,0.77,1.33,2.66,8.9,0.09,15700000,14600000,13500000,12500000,11600000,10600000,9800000,8900000,8200000,7400000
"205","d.mumbere","Ledian",29,1991,2.58,0.42,0,0,0.34,0,0.06,0.72,0,0.81,21.41,3.13,1,7.25,7.24,6.94,1.11,0.02,0,1.06,0.42,0.78,0.7,0.07,10800000,1e+07,9200000,8400000,7600000,7e+06,6300000,5700000,5200000,4600000
"206","f.tayebwa","Ledian",31,1989,0.46,2.58,2.54,2.42,0,0,2.5,5.03,1,2.41,22.49,2.44,1,12.56,4.91,4.94,0,0.02,0,0.08,0,2.44,0.02,0,3900000,3600000,3300000,3e+06,2700000,2400000,2200000,2e+06,1800000,1600000
"207","m.filipovi","Ledian",18,2002,0.26,0,0.06,0.08,0,0,0.07,3.3,0,3.23,43.33,0,0.03,3.29,23.4,16.6,0.03,0.08,0.06,0,0,0.01,0,0.04,12200000,11600000,10900000,10300000,9700000,9100000,8500000,8e+06,7400000,6900000
"208","p.khosravi","Ledian",30,1991,0.01,0.09,0,0.06,0.1,0.08,0,0.06,0,0.01,2.01,0.97,1,1.06,0.93,0,0.04,0.04,0,0.09,0.05,0.09,0.02,0,4600000,4300000,3900000,3600000,3200000,2900000,2700000,2400000,2200000,1900000
"209","p.mukalazi","Ledian",24,1996,1.95,2.59,1.56,2.05,0.56,0.06,0.94,0.98,1,0.06,15.6,4.99,1,9,2.93,3.59,1.54,0,0,1.48,0.48,2.98,1.44,0,12200000,11400000,10600000,9900000,9100000,8400000,7800000,7100000,6500000,5900000
"210","v.namayanja","Ledian",26,1994,2.57,1.55,1.13,0.71,0.71,0,0.81,2.42,1,1.52,31.22,5.2,1,6.79,20.78,3.62,1.6,0.06,0,1.67,0.02,1.5,2.01,0,13800000,12800000,11900000,1.1e+07,10100000,9300000,8500000,7700000,7e+06,6400000
"211","b.taremwa","Ledian",25,1995,1.12,1.74,1.77,0.84,0.84,0.05,0.85,3.7,1,2.68,26.46,6.28,1,12.74,8.99,4.55,1.75,0,0.04,1.84,0.07,1.73,3.71,0.01,8100000,7600000,7e+06,6500000,6e+06,5500000,5100000,4600000,4200000,3900000
"212","z.apili","Ledian",32,1988,0.5,0.09,0,0.1,0.1,0.02,0,1.64,0,1.6,28.4,1.71,1,4.99,11.79,11.67,0,0,0.03,0.05,0.09,0,3.41,0,4600000,4200000,3800000,3500000,3200000,2800000,2600000,2300000,2100000,1800000
"213","m.janssens","Ledian",32,1989,3.04,0,0,0.08,0,0,0.06,0,0,0,0.67,0.02,0.02,0.64,0.01,0.06,0,0,0.01,0.02,0.05,0.04,0.08,0,10400000,9500000,8600000,7800000,7100000,6400000,5800000,5200000,4600000,4100000
"214","b.namazzi","Ledian",33,1987,2.93,2.29,1.66,1.6,0.62,0.1,0.72,3.99,1,3.43,29.62,8.6,1,15.72,12.03,2.03,1.95,0.7,0.07,1.35,2.38,4.68,3.31,0.08,7100000,6500000,5900000,5300000,4800000,4300000,3900000,3500000,3100000,2800000
"215","c.lawal","Ledian",28,1992,1.08,0.84,0.95,0,0.97,0.03,0.09,0.88,0.05,0.82,33.61,7.35,1,19.18,12.76,1.87,1.84,0,0,1.85,0.86,1.87,0.88,0.03,5400000,5e+06,4600000,4200000,3800000,3500000,3200000,2900000,2600000,2400000
"216","e.mohammad","Ledian",24,1996,1.43,0.67,0.69,0.02,0.78,0,0,0.07,0,0.08,27.8,7.16,1,12.14,14.29,1.4,3.5,0.8,0,2.84,7.21,7.88,2.83,0,9700000,9e+06,8400000,7800000,7200000,6700000,6100000,5600000,5100000,4700000
"217","m.delgado","Ledian",26,1994,0.44,0.01,0.02,0,0.03,0,0,0,0,0,21.97,6.04,1,17.95,3.91,0,2.04,0.07,0,1.98,2.02,1.93,0,0.05,5100000,4700000,4400000,4e+06,3700000,3400000,3100000,2800000,2600000,2300000
"218","m.yanti","Ledian",23,1997,0.14,0.03,0.01,0,0,0.04,0.08,0,0,0,44.9,10.02,1,4.94,14.94,24.95,0.1,0,0,0.05,0,0,0,0,10500000,9900000,9200000,8600000,7900000,7400000,6800000,6300000,5700000,5300000
"219","x.akao","Ledian",33,1987,2.71,1.01,1.09,0.77,0.41,0.1,0.31,1.05,1,0.65,13.9,3.93,1,3.25,7.88,2.86,0.8,0.07,0,0.62,0.01,1.13,0,0.07,8600000,7900000,7100000,6500000,5800000,5300000,4700000,4200000,3800000,3300000
"220","a.pinto","Leoneku Guidisia",27,1993,0.29,0.05,0,0,0,0.07,0,0,0,0,9.95,5.05,1,5.06,5.03,0.09,4.9,0,0,5,4.97,5.03,0.02,0.07,6200000,5700000,5300000,4900000,4500000,4100000,3700000,3400000,3100000,2800000
"221","d.young","Leoneku Guidisia",23,1997,0.09,0.05,0,0.04,0,0.06,0,0.01,0,0,0,0,0,0.06,0,0.01,0,0.09,0.06,0,0.08,0.02,0,0,8100000,7600000,7100000,6600000,6100000,5700000,5200000,4800000,4400000,4100000
"222","k.appiah","Leoneku Guidisia",32,1988,2.9,1.3,0.41,0.77,0.66,0.09,0.76,1.27,1,0.74,8.66,3.09,1,7.09,1.71,0.07,1.98,1.72,0.06,0.31,0.65,1.99,9.04,0,8800000,8e+06,7300000,6600000,6e+06,5400000,4900000,4400000,3900000,3500000
"223","k.mashiri","Leoneku Guidisia",26,1994,2.79,1.73,1.11,1.05,0.03,0.68,1.11,1.86,1,0.8,20.72,5.76,1,11.47,5.78,3.63,2.21,0,0,2.17,1.8,3.57,4.96,0.07,13200000,12300000,11400000,10500000,9700000,8900000,8100000,7400000,6700000,6100000
"224","k.vitali","Leoneku Guidisia",32,1988,2.87,1.83,1.08,1.88,0.01,0.02,1.12,1.34,1,0.28,21.85,4.93,1,16.82,3.88,0.98,1.71,0.45,0,1.47,1.11,2.81,2.86,0,7e+06,6400000,5800000,5300000,4800000,4300000,3900000,3500000,3100000,2800000
"225","l.auma","Leoneku Guidisia",26,1994,2.94,1.93,0.69,1.07,1.01,0.04,0.67,1.99,1,1.29,11.2,2.69,1,7.43,4.01,0.1,2.41,1.03,0,1.26,2.31,4.29,8.7,0,14300000,13300000,12300000,11300000,10400000,9600000,8800000,8e+06,7300000,6600000
"226","m.olofsson","Leoneku Guidisia",26,1994,0.13,15.02,9.92,9.96,5.04,0.02,4.98,5.08,1,0,35.09,14.93,1,24.97,9.98,0,0.02,0,0.08,0,5.07,20.04,0,0.08,4400000,4100000,3800000,3500000,3200000,2900000,2700000,2400000,2200000,2e+06
"227","z.colombo","Leoneku Guidisia",32,1988,2.87,1.71,0.64,0.68,1.11,0,0.33,1.05,1,0.72,10.63,4.08,1,7.91,2.43,0.42,2.04,0.77,0.07,1.38,1.33,3.09,7.24,0,8700000,7900000,7200000,6500000,5900000,5300000,4800000,4300000,3900000,3400000
"228","e.mtetwa","Leoneku Guidisia",26,1994,2.77,0.4,0.07,0,0,0.34,0.05,0,0,0,13.64,2.23,1,2.97,7.36,3.32,0,0,0.08,0,0.28,0.68,1.14,0,15500000,14400000,13300000,12300000,11300000,10400000,9500000,8700000,7900000,7200000
"229","j.amsalem","Leoneku Guidisia",30,1990,2.62,0.48,0.1,0.07,0.09,0.48,0.1,0,0,0.04,29.19,4.68,1,2.24,16.46,10.34,0.81,0,0.07,0.75,0.06,0.28,0.33,0,12100000,11200000,10200000,9300000,8500000,7700000,7e+06,6300000,5700000,5100000
"230","n.nabulime","Leoneku Guidisia",22,1998,0.14,0,0,0.01,0,0.08,0.04,5.04,0,4.99,24.93,0,0.09,0.09,14.95,9.91,4.92,0.07,0,5.05,0.03,0,0.08,0.05,9600000,9e+06,8400000,7900000,7300000,6800000,6300000,5800000,5300000,4900000
"231","y.bauer","Leoneku Guidisia",21,1999,0.13,0,0,0,0.07,0.01,0,0,0,0,60.04,10.03,1,0,40.07,20.02,0,0,0,0,0.08,0,0.07,0.03,12900000,12200000,11400000,10700000,1e+07,9300000,8600000,8e+06,7400000,6800000
"232","m.krlievi","Leoneku Guidisia",31,1989,2.98,0.04,0.03,0,0,0,0,0,0,0,0.06,0,0,0.08,0,0.05,0,0.02,0,0,0.04,0,0,0,11300000,10300000,9400000,8600000,7800000,7e+06,6400000,5700000,5100000,4600000
"233","d.okidi","Leoneku Guidisia",33,1987,1.58,1.4,1.35,0.61,0.66,0,0.64,0.74,1,0.02,16.06,5.95,1,12.71,2.59,0.66,2.6,0.68,0,1.92,2.01,3.37,1.96,0,4700000,4300000,3900000,3500000,3200000,2900000,2600000,2300000,2100000,1800000
"234","h.tan","Leoneku Guidisia",25,1995,2.96,1.63,0.37,0.6,0.03,0.98,0.92,1.32,1,0.4,15.25,2.64,1,6.27,7.36,1.59,1,0,0,1.01,3.33,5.01,0.26,0,16100000,1.5e+07,13900000,12900000,11900000,1.1e+07,10100000,9200000,8400000,7600000
"235","t.takada","Leoneku Guidisia",27,1993,3.06,3.3,2.37,2.6,0.73,0,1.38,4.39,1,3.1,31.75,6.03,1,15.33,14.36,2.02,1.25,0,0,1.28,0.39,3.63,2.04,0.09,1.2e+07,11100000,10300000,9400000,8700000,7900000,7200000,6600000,6e+06,5400000
"236","u.jonsson","Leoneku Guidisia",29,1991,1.36,6.2,4.66,5.28,0.86,0,1.49,2.34,1,0.7,35.33,7.67,1,22.29,12.26,0.74,1.44,0,0,1.62,4.64,10.72,1.48,0,5e+06,4600000,4200000,3900000,3500000,3200000,2900000,2600000,2400000,2100000
"237","f.ahin","Leoneku Guidisia",30,1990,0.62,1.48,1.43,1.52,0,0.08,0,1.46,0,1.38,29.92,8.53,1,7.11,18.68,4.2,0,0,0,0.06,0.07,1.48,1.5,0,5600000,5200000,4700000,4300000,3900000,3600000,3200000,2900000,2600000,2300000
"238","d.chiwara","Manlisgamncent",25,1995,1.84,0.01,0,0,0,0.01,0.04,0.58,0,0.52,7.25,1.76,1,4.49,2.25,0.56,0.49,0,0,0.62,1.14,1.19,0.48,0,11500000,10700000,9900000,9200000,8500000,7800000,7200000,6600000,6e+06,5500000
"239","f.kawala","Manlisgamncent",19,2002,4.04,2.25,1.22,0.93,1.04,0.14,0.55,1.39,1,0.92,19.73,6.85,1,9.51,8.28,1.87,3.13,0.25,0,3.02,2.38,4.57,2.15,0.01,32500000,30800000,29100000,27400000,25700000,24100000,22500000,20900000,19400000,1.8e+07
"240","g.kintu","Manlisgamncent",29,1992,1.93,3,1.59,1.4,1.45,0.09,0.99,1.08,1,0,19.58,6,1,12.48,4.56,2.54,2.46,0.48,0,2.09,2.05,4.91,4.05,0,7700000,7100000,6500000,5900000,5400000,4900000,4500000,4100000,3700000,3300000
"241","m.apolot","Manlisgamncent",28,1992,0.13,0,0,0,0.05,0,0,4.91,0.07,5.03,9.92,9.95,1,4.95,0.01,4.96,0,0,0,0.09,5.09,4.92,14.96,0.04,6100000,5700000,5200000,4800000,4400000,4e+06,3600000,3300000,3e+06,2700000
"242","m.tseu","Manlisgamncent",24,1996,2.22,1.75,0.88,1.27,0.45,0.07,0.86,1.29,1,0.36,12.19,3,1,8.18,3.46,0.47,0.04,0.06,0.06,0,1.66,3.41,4.76,0,12900000,1.2e+07,11200000,10400000,9600000,8900000,8200000,7500000,6900000,6300000
"243","q.achom","Manlisgamncent",31,1989,2.1,0,0,0,0,0.1,0.1,0,0,0,3.99,1.91,1,2.48,1.49,0,1.99,0.98,0.04,1.07,0,0,8.47,0,8200000,7500000,6900000,6200000,5700000,5100000,4600000,4200000,3700000,3300000
"244","z.ado","Manlisgamncent",31,1989,4.39,0.28,0.19,0.3,0,0,0.31,0.55,1,0.29,6.05,1.59,1,3.66,2.38,0,0.94,0.7,0.09,0.17,1.89,2.09,3.69,0.09,16600000,15200000,13900000,12600000,11500000,10400000,9400000,8400000,7600000,6800000
"245","f.cheah","Manlisgamncent",28,1992,0.61,0.09,0,0,0,0,0.04,0,0,0.02,19.95,3.26,1,1.58,11.66,6.57,3.41,0.08,0.09,3.24,1.71,1.69,0,0,7200000,6600000,6100000,5600000,5100000,4700000,4300000,3900000,3500000,3200000
"246","g.muleya","Manlisgamncent",27,1993,2.22,1.78,1.33,0.92,0.45,0.49,0.97,0.83,1,0,34.59,7.77,1,3.59,16.45,14.54,1.32,0,0,1.26,0.35,2.27,1.36,0.04,14200000,13200000,12200000,11200000,10300000,9400000,8600000,7800000,7100000,6400000
"247","i.sari","Manlisgamncent",26,1994,1.97,0.43,0.62,0.08,0.03,0.54,0,0.05,0,0,15.27,3.6,1,1.08,8.44,5.77,0.96,0.6,0,0.61,1.02,1.52,1.55,0,13100000,12200000,11300000,10400000,9600000,8800000,8100000,7400000,6700000,6100000
"248","r.kato","Manlisgamncent",31,1989,2.88,1.31,0.78,0.61,0.43,0.31,0.26,1.77,1,1.36,20.28,3.04,1,3.46,9.02,7.83,1.06,0.31,0,0.61,1.36,2.73,1.32,0.07,11200000,10300000,9400000,8500000,7700000,7e+06,6300000,5700000,5100000,4600000
"249","f.blanco","Manlisgamncent",22,1998,1.28,2.39,0.86,0.74,1.61,0,0,1.48,0.03,1.56,26.26,8.42,1,10.78,10.05,5.33,0.86,0,0.02,0.76,1.51,3.92,0,0.05,11400000,10700000,10100000,9400000,8700000,8100000,7500000,6900000,6400000,5900000
"250","c.soto","Manlisgamncent",22,1998,0.62,1.37,0,1.42,0.07,0,0,1.51,0,1.4,28.5,2.93,1,11.48,12.82,4.37,1.49,0.06,0.05,1.44,1.47,2.87,0.04,0,8300000,7800000,7300000,6800000,6300000,5900000,5400000,5e+06,4600000,4200000
"251","h.mbabazi","Manlisgamncent",23,1997,2.37,1.4,0.42,0.33,0.84,0.09,0.49,0.88,1,0.48,23.53,6.45,1,3.93,11.28,8.21,0.39,0,0.04,0.37,0.89,2.13,1.23,0,18200000,1.7e+07,15900000,14800000,13700000,12700000,11700000,10800000,9900000,9100000
"252","j.jorgensen","Manlisgamncent",25,1995,0.41,4.02,4.03,0.04,1.96,2.1,0,0.07,0,0,17.98,3.92,1,0,10.03,7.93,0.1,0,0.01,0,4.09,8,0,0.07,9e+06,8400000,7800000,7200000,6600000,6100000,5600000,5100000,4700000,4300000
"253","z.davies","Manlisgamncent",29,1991,2.54,0.07,0.02,0.02,0.09,0.05,0,0.83,0.01,0.8,21.27,4.31,1,4.07,10.01,7.15,0.79,0,0,0.84,0.05,0.09,1.14,0.04,11900000,10900000,1e+07,9200000,8400000,7600000,6900000,6300000,5600000,5100000
"254","e.jew","Manlisgamncent",26,1995,4.36,0,0,0,0,0,0,0,0,0,0.29,0,0,0.31,0,0,0,0.01,0.03,0,0.05,0,0.19,0,26200000,24300000,22500000,20800000,19100000,17500000,1.6e+07,14600000,13300000,12100000
"255","b.yang","Manlisgamncent",29,1991,0.46,2.05,0,0.03,0,1.98,0.04,0.05,0,0,14,0,0,2,2.01,9.95,0.09,0.08,0,0.05,0,2.02,1.91,0.02,6100000,5600000,5200000,4700000,4300000,3900000,3600000,3200000,2900000,2600000
"256","c.nangobi","Manlisgamncent",35,1985,4.25,0.83,0.47,0.69,0.29,0,0,0,0,0.06,17.75,5.44,1,5.57,9.92,2.12,0.75,0.3,0,0.55,1.78,2.86,0.32,0.01,11200000,10200000,9200000,8300000,7400000,6600000,5900000,5300000,4700000,4100000
"257","c.nyesiga","Manlisgamncent",26,1994,3.74,1.33,1.24,1.14,0.32,0.06,0.49,0.79,1,0.19,21.33,4.91,1,6.78,12.96,1.61,0.36,0.05,0.01,0.33,1.52,2.96,1,0,19700000,18300000,1.7e+07,15700000,14400000,13200000,12100000,1.1e+07,10100000,9100000
"258","z.griffiths","Manlisgamncent",28,1992,3.09,1.02,0,0.24,0.68,0.01,0.35,2.18,1,1.93,25.25,4.6,1,11.21,11.4,2.49,0.29,0.04,0,0.29,1.69,2.59,1.2,0.03,12300000,11300000,10400000,9600000,8800000,8e+06,7300000,6600000,6e+06,5400000
"259","c.popescu","Mico",31,1989,2.99,3.07,0.74,1.98,0.69,0.34,1.73,2.6,1,0.93,9.62,1.23,1,3,4.29,2.36,1.02,0.08,0,1.03,1.27,4.33,2.6,0.07,10900000,1e+07,9100000,8300000,7500000,6800000,6100000,5500000,5e+06,4400000
"260","e.nakayiza","Mico",24,1996,0.67,0,0,0,0,0,0,4.31,0.01,4.26,27.11,4.3,1,20.1,4.31,2.9,4.24,0.07,0,4.37,0,0.04,8.57,0.06,5900000,5600000,5200000,4800000,4400000,4100000,3800000,3500000,3200000,2900000
"261","v.it","Mico",31,1989,5.96,2.24,0.83,1.27,1.06,0,0.43,0.42,1,0.06,9.2,3.85,1,5.16,3.89,0.11,0.93,0.59,0.08,0.42,1.11,3.36,6.21,0,27500000,25200000,2.3e+07,20900000,1.9e+07,17200000,15500000,13900000,12500000,11200000
"262","w.twinamatsiko","Mico",28,1992,5.36,1.63,1.34,0.95,0.58,0.11,0.91,2.06,1,1.07,6.7,2.71,1,3.39,3.23,0.16,1.92,0.67,0,1.09,1.92,3.58,5.68,0,29900000,27600000,25400000,23300000,21300000,19500000,17700000,16100000,14600000,13100000
"263","x.kho","Mico",23,1997,6.24,1.98,1.35,1.67,0.31,0.08,0.82,1.83,1,0.92,10.14,3.59,1,4.23,3.34,2.65,1.51,0,0.03,1.38,1.48,3.59,1.81,0.09,57700000,5.4e+07,50400000,46900000,43500000,40300000,37200000,34200000,31400000,28800000
"264","x.munkuli","Mico",28,1992,0.29,0.03,0.09,0,0,0.05,0.05,0.01,0,0,0,0,0,0.02,0.03,0.04,0.05,0.02,0,0.01,0.01,0,0,0.09,6100000,5600000,5200000,4700000,4300000,4e+06,3600000,3300000,3e+06,2700000
"265","y.eyotaru","Mico",24,1996,5.71,0.63,0.19,0.44,0.4,0,0.28,0.68,1,0.34,7.58,1.89,1,2.67,4.21,0.66,1.06,0.24,0.03,0.63,1.61,2.32,4.21,0,45400000,42300000,39400000,36600000,33900000,31300000,28800000,26400000,24200000,22100000
"266","y.gashi","Mico",29,1991,3.24,0.57,0.67,0.38,0.04,0.24,0.1,0,0,0,7.16,2.8,1,4.1,2.52,0.59,1.5,0.37,0.05,1.26,1.16,1.94,3.51,0,13700000,12600000,11600000,10600000,9700000,8800000,8e+06,7200000,6500000,5900000
"267","l.tembo","Mico",21,1999,0.9,1.13,0.05,0.02,1.02,0,0,0.09,0,0,13.22,8.88,1,0.03,3.31,9.93,0.02,0,0.01,0.06,0,1.19,1.12,0,14900000,14100000,13200000,12300000,11500000,10700000,1e+07,9200000,8500000,7800000
"268","n.katusabe","Mico",27,1993,0.66,0,0.02,0.09,0.04,0.04,0,0,0,0,11.34,4.21,1,0,7.09,4.34,0.08,0,0.08,0.06,0,0.03,0.05,0,8200000,7600000,7e+06,6400000,5900000,5400000,4900000,4500000,4100000,3700000
"269","p.khoh","Mico",23,1997,2.55,0.7,0.49,0.06,0.81,0.1,0.09,0.01,0,0.07,11.1,2.09,1,0.46,6.07,4.9,1.24,0.01,0,1.12,0,0.74,0.77,0.02,19200000,1.8e+07,16800000,15600000,14500000,13400000,12400000,11400000,10500000,9600000
"270","x.james","Mico",26,1994,3.34,1.17,0.82,0.9,0,0.38,0.29,2.1,1,1.73,20.01,5.43,1,3.38,7.35,9.36,0.82,0,0,0.85,0.25,1.52,0.88,0,20500000,1.9e+07,17600000,16200000,14900000,13700000,12500000,11400000,10400000,9500000
"271","m.ogbonna","Mico",21,1999,0.47,2.54,0,2.45,0,0.07,2.49,2.46,1,0.06,12.55,2.51,1,4.96,5.03,2.58,2.54,2.4,2.49,0.09,0,2.47,0,0.1,9700000,9200000,8600000,8e+06,7500000,7e+06,6500000,6e+06,5500000,5100000
"272","u.nafula","Mico",29,1991,6.23,0.23,0.25,0.15,0.04,0,0.19,0.52,1,0.4,9.48,3.39,1,1.37,3.4,4.68,0.43,0.07,0.07,0.48,0.45,0.59,0.13,0.02,40500000,37300000,34300000,31300000,28600000,2.6e+07,23600000,21400000,19300000,17400000
"273","s.zandamela","Mico",34,1986,6.39,0,0.08,0.06,0.01,0.06,0.01,0.02,0,0.03,0,0.07,0,0,0.07,0.04,0,0.04,0,0,0,0,0,0.01,2.6e+07,23600000,21300000,19200000,17300000,15500000,13900000,12400000,1.1e+07,9800000
"274","a.kiss","Mico",25,1995,6.22,1.71,0.86,0.71,1.15,0,0.48,1.83,1,1.47,16.46,4.03,1,5.89,8.85,1.66,1.84,0,0,1.66,2.04,3.82,1.36,0.07,47800000,44500000,41300000,38300000,35300000,32500000,29800000,27300000,24900000,22700000
"275","h.ferraro","Mico",26,1994,1.85,1.17,1.07,0.47,0.01,0.49,1.14,3.26,1,2.22,14.41,2.8,1,7.28,4.9,2.17,0.52,0,0.07,0.6,2.3,3.31,3.31,0,10300000,9500000,8800000,8200000,7500000,6900000,6300000,5800000,5200000,4800000
"276","j.dubois","Mico",28,1992,0.57,0,0.06,0,0.09,0.06,0.07,0,0,0.02,9.98,6.02,1,0,6.04,3.93,0.01,0.04,0.02,0.06,2.01,2.02,0,0.04,7500000,7e+06,6400000,5900000,5400000,4900000,4500000,4100000,3700000,3300000
"277","o.lakot","Mico",29,1991,5.12,1.93,1.23,0.72,1.11,0,0.57,1.25,1,0.67,13.94,3.82,1,4.22,7.41,2.32,1.24,0.87,0.08,0.33,1.35,3.37,2.9,0,25900000,23800000,21900000,2e+07,18300000,16600000,15100000,13700000,12300000,11100000
