"","Player","Nation","Squad","Age","Born","X90s","Tackles.Tkl","Tackles.TklW","Tackles.Def.3rd","Tackles.Mid.3rd","Tackles.Att.3rd","Vs.Dribbles.Tkl","Vs.Dribbles.Att","Vs.Dribbles.Tkl.","Vs.Dribbles.Past","Pressures.Press","Pressures.Succ","Pressures..","Pressures.Def.3rd","Pressures.Mid.3rd","Pressures.Att.3rd","Blocks.Blocks","Blocks.Sh","Blocks.ShSv","Blocks.Pass","Int","Tkl.Int","Clr","Err","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"1477","k.yldz","Nkasland Cronestan","Coy Catamarans",25,1995,25.7,1.26,0.72,0.66,0.45,0.3,0.34,1.48,1,1.25,13.93,3.99,1,6.06,5.15,2.61,1.77,0.08,0,1.57,2.06,3.34,2.78,0.13,2.5e+07,23200000,21600000,2e+07,18400000,1.7e+07,15600000,14200000,1.3e+07,11800000
"1478","c.musubika","Saintu","Coy Catamarans",29,1991,25.91,1.23,0.7,0.85,0.28,0.08,0.46,0.96,1,0.46,11.15,3.94,1,6.71,3.93,0.51,2.06,1.02,0.06,1.01,1,2.26,4.96,0.02,17800000,16400000,1.5e+07,13700000,12500000,11400000,10400000,9400000,8500000,7600000
"1479","a.nekesa","Sobianitedrucy","Coy Catamarans",22,1998,8.85,3,1.5,2.21,0.92,0.01,1.43,2.5,1,0.97,15.27,5.75,1,8.53,5.92,1.02,1.89,0.51,0.06,1.38,1.73,4.78,4,0,11600000,10900000,10200000,9500000,8900000,8200000,7600000,7e+06,6500000,5900000
"1480","h.arab","Sobianitedrucy","Coy Catamarans",31,1988,7.11,0.82,0.73,0.44,0.19,0.24,0.09,0.63,1,0.61,9.96,3.24,1,4.07,2.87,2.95,2.77,0.55,0,2.15,0.52,1.4,2.15,0.19,6200000,5700000,5200000,4700000,4300000,3900000,3500000,3100000,2800000,2500000
"1481","l.kyambadde","Sobianitedrucy","Coy Catamarans",30,1990,17.58,1.56,1.01,1.09,0.66,0.01,0.72,1.2,1,0.57,10.96,3.57,1,6.57,3.92,0.41,1.73,0.53,0.06,1.28,0.89,2.48,4.05,0.06,10500000,9600000,8800000,8e+06,7300000,6600000,6e+06,5400000,4900000,4400000
"1482","o.racz","Sobianitedrucy","Coy Catamarans",30,1989,0.7,1.58,0,0,1.67,0,0,0,0,0.09,13.2,1.68,1,3.31,8.33,1.62,0,0,0,0.08,0.07,1.58,1.61,0,4700000,4300000,4e+06,3600000,3300000,3e+06,2700000,2400000,2200000,2e+06
"1483","s.ningsih","Sobianitedrucy","Coy Catamarans",23,1996,20.9,1.56,0.93,1.26,0.41,0.07,0.44,0.92,1,0.55,10.83,2.67,1,5.82,4.19,1.05,1.42,0.42,0.05,1.15,0.87,2.35,4.39,0.02,21400000,20100000,18700000,17400000,16200000,1.5e+07,13800000,12700000,11700000,10700000
"1484","s.chu","Republic of Denand Landsa","Coy Catamarans",28,1992,32.62,0.4,0.28,0.03,0.3,0.07,0.17,0.5,1,0.37,12.39,2.37,1,0.8,6.07,5.26,0.85,0.2,0.05,0.68,0.23,0.6,1.64,0.11,34600000,31900000,29400000,2.7e+07,24700000,22500000,20500000,18600000,16800000,15200000
"1485","g.sserugo","Sobianitedrucy","Coy Catamarans",31,1988,5.26,0.88,0.38,0.3,0.25,0.31,0.19,0.58,1,0.44,8.94,1.56,1,1.15,5.12,2.57,0.49,0.07,0.04,0.6,0.2,1.09,1.03,0,6e+06,5500000,5e+06,4500000,4100000,3700000,3400000,3e+06,2700000,2400000
"1486","c.haruna","Tucamna","Coy Catamarans",20,1999,0.44,2.58,2.56,0,0,2.43,0.09,2.57,0,2.59,49.93,14.93,1,2.58,12.5,35.06,0.01,0.03,0,0.08,0,2.56,0,0.08,17900000,16900000,15900000,1.5e+07,1.4e+07,13100000,12200000,11300000,10500000,9600000
"1487","x.kabugho","Cabral Retrea","Coy Catamarans",21,1999,2,1.59,1.54,0,0,1.41,0,2.44,0,2.46,23.44,6.43,1,4.5,9.59,9.59,1.96,0,0,1.97,0.55,2.05,0.04,0.06,1.1e+07,10400000,9700000,9100000,8500000,7900000,7400000,6800000,6300000,5800000
"1488","z.shaikh","Dosqaly","Coy Catamarans",30,1990,7.14,0.62,0.46,0.33,0.3,0,0,0.74,0,0.67,14.01,2.9,1,2.02,7.07,4.93,0.76,0.28,0.03,0.53,0.56,1.12,0,0,7400000,6700000,6200000,5600000,5100000,4700000,4200000,3800000,3400000,3100000
"1489","g.mar","Pierrema","Coy Catamarans",23,1996,13.36,0.45,0.33,0.19,0.3,0.13,0.28,0.51,1,0.41,12.7,2.05,1,2.86,5.6,4.1,1.03,0.19,0.05,0.9,0.67,1.19,0.32,0,16300000,15300000,14200000,13300000,12300000,11400000,10500000,9700000,8900000,8100000
"1490","b.klc","Sobianitedrucy","Coy Catamarans",19,2001,0.92,0,0.02,0.02,0,0.01,0,0,0,0.03,0.08,0.09,0,0,0.1,0.04,0,0,0.04,0.01,0,0,0,0,10900000,10300000,9700000,9100000,8600000,8e+06,7500000,7e+06,6500000,6e+06
"1491","f.jansen","Sobianitedrucy","Coy Catamarans",28,1992,1.06,0.1,0,0.06,0.06,0.05,0.06,0.05,0,0,0.04,0,0,0,0.02,0.02,0.03,0,0,0,0.03,0,0.03,0,6e+06,5600000,5100000,4700000,4300000,3900000,3600000,3200000,2900000,2700000
"1492","k.kanyesigye","Sobianitedrucy","Coy Catamarans",37,1983,36.07,0,0,0.09,0,0,0.07,0,0,0,0.16,0,1,0.03,0.03,0.01,0.05,0,0,0,0,0,0.04,0,16900000,15200000,13600000,12200000,10900000,9700000,8600000,7600000,6700000,5900000
"1493","s.umaru","Khstanchi Reabra","Coy Catamarans",28,1992,13.48,2.12,1.64,1.24,0.9,0,0.87,3.38,1,2.52,20.41,5.83,1,8.35,8.62,3.42,0.97,0.08,0,0.78,0.74,2.84,1.5,0,10100000,9300000,8600000,7900000,7200000,6600000,6e+06,5400000,4900000,4400000
"1494","e.kutosi","Lefghau","Coy Catamarans",25,1995,10.33,0.76,0.2,0.19,0.37,0.03,0.13,1.11,1,0.91,13.77,3.1,1,4.27,6.17,3.36,1.28,0.2,0,1.08,1.02,1.56,1.06,0.07,11700000,10900000,10100000,9300000,8600000,7900000,7300000,6700000,6100000,5500000
"1495","a.nakagawa","Manlisgamncent","Coy Catamarans",25,1995,0.23,10.07,10.09,4.93,0,4.99,0.04,10.04,0,9.9,39.94,9.96,1,9.91,19.97,10.04,0,0,0.02,0,0.07,9.91,0,0,6900000,6400000,6e+06,5500000,5100000,4700000,4300000,3900000,3600000,3300000
"1496","u.ocan","Rosvi","Coy Catamarans",23,1996,14.59,1.66,0.72,0.81,0.17,0.55,0.43,1.17,1,0.54,12.23,3.07,1,4.1,5.2,3.08,0.95,0.09,0,0.92,0.55,2.24,0.75,0.09,16800000,15700000,14700000,13700000,12700000,11700000,10800000,1e+07,9100000,8400000
"1497","c.go","Sobianitedrucy","Coy Catamarans",32,1988,0.43,3.97,4.01,0.01,2.08,1.95,2.06,9.97,1,7.94,30.06,9.95,1,5.91,15.98,7.92,1.93,0,0.01,1.97,0.08,4.07,0.08,0,4500000,4100000,3700000,3400000,3e+06,2700000,2500000,2200000,2e+06,1800000
"1498","g.sala","Sobianitedrucy","Coy Catamarans",34,1986,10.26,2.37,1.57,0.96,1.38,0.1,1.16,3.31,1,2.2,16.28,5.06,1,5.96,8.19,2.08,1.49,0.1,0.04,1.37,1.05,3.38,0.83,0.13,5300000,4800000,4400000,3900000,3500000,3200000,2900000,2500000,2300000,2e+06
"1499","h.kisembo","Sobianitedrucy","Coy Catamarans",25,1995,10.51,1.47,0.88,0.6,0.78,0.02,0.79,2.37,1,1.6,13.25,4.11,1,5.37,6.24,1.42,1.19,0.44,0,0.77,0.85,2.21,0.72,0.08,11300000,10500000,9800000,9100000,8400000,7700000,7100000,6500000,5900000,5400000
"1500","y.ugwu","Sobianitedrucy","Coy Catamarans",22,1998,18.14,1.54,1.15,0.88,0.61,0.05,0.41,1.69,1,1.21,14.13,4.11,1,4.78,7.47,1.8,1.19,0.2,0,0.74,0.62,2.32,0.89,0.1,21200000,19900000,18600000,17400000,16200000,1.5e+07,13900000,12800000,11800000,10800000
"1501","a.zulu","Sobianitedrucy","Coy Catamarans",22,1997,0.32,6.6,3.29,3.24,3.41,0.05,3.32,3.27,1,0,40.07,3.28,1,10.05,23.35,6.72,3.41,0.06,0.04,3.39,0,6.7,0.01,0.04,7100000,6700000,6300000,5900000,5400000,5100000,4700000,4300000,4e+06,3600000
"1502","b.teh","Sobianitedrucy","Coy Catamarans",28,1992,25.61,1.84,1.06,1.11,0.33,0.43,0.84,1.81,1,0.9,13.96,4.38,1,5.9,5.02,2.94,2.02,0.32,0,1.58,0.79,2.54,1.29,0,20200000,18600000,17200000,15800000,14400000,13200000,1.2e+07,10900000,9800000,8900000
"1503","d.andersson","Lefghau","Coy Catamarans",29,1991,35.79,1.83,1.11,0.74,0.63,0.37,0.35,1.43,1,0.96,16.89,4.58,1,4.56,7.33,4.89,1.27,0.38,0.09,0.94,1.13,2.89,1.09,0.02,34400000,31600000,2.9e+07,26600000,24300000,22100000,2e+07,18100000,16400000,14700000
"1504","p.mahmoudi","Northern Namemo Laand","Coy Catamarans",18,2002,1.28,0,0,0.06,0,0.08,0.05,1.57,0,1.6,21.76,4.9,1,4.11,12.52,5.08,0,0.06,0,0.09,3.35,3.41,0.85,0,11700000,11100000,10500000,9900000,9400000,8800000,8200000,7700000,7100000,6600000
"1505","x.tambala","Dosqaly","Coy Sunbirds",31,1989,9.68,1.85,1.31,1.26,0.23,0.24,0.86,1.09,1,0.23,13.02,3.23,1,7.17,4.4,1.44,1.83,0.34,0,1.36,1.61,3.34,1.99,0.08,6200000,5700000,5200000,4700000,4300000,3900000,3500000,3200000,2800000,2500000
"1506","f.racz","Greri Landmoslands","Coy Sunbirds",38,1981,18.14,0.95,0.43,0.64,0.42,0,0.47,0.78,1,0.2,7.67,2.04,1,5.17,2.48,0.24,1.46,0.74,0.1,0.69,0.89,1.7,4.76,0,5100000,4600000,4100000,3700000,3300000,2900000,2600000,2300000,2e+06,1700000
"1507","p.narvaez","Imaar Vircoand","Coy Sunbirds",21,1999,5.41,1.81,0.89,1.32,0.42,0.14,0.69,2.02,1,1.3,16.87,5.9,1,10.31,5.65,0.86,1.54,0.59,0.08,1,2.83,4.48,5.55,0.05,9700000,9100000,8600000,8e+06,7500000,7e+06,6500000,6e+06,5500000,5100000
"1508","g.miyasaki","Ingre","Coy Sunbirds",19,2001,0.8,1.48,1.43,1.49,0,0.01,1.35,1.52,1,0,12.94,5.79,1,2.84,5.81,4.35,1.4,0.09,0.08,1.4,1.46,2.94,0.08,0.1,11400000,10800000,10200000,9600000,9e+06,8500000,7900000,7300000,6800000,6300000
"1509","e.manhica","Moaithe","Coy Sunbirds",28,1992,1.16,0.91,0.04,0.04,0.88,0,0.03,0,0,0.03,9.94,2.82,1,6.45,3.65,0,2.75,0.93,0,1.8,0.99,1.77,7.27,0.05,5100000,4700000,4300000,4e+06,3600000,3300000,3e+06,2700000,2500000,2200000
"1510","x.ssenyonjo","New Uwi","Coy Sunbirds",18,2002,1.89,3.33,1.64,3.41,0,0,1.07,1.66,1,0.56,18.39,4.49,1,13.93,3.81,0.64,3.9,1.69,0,2.29,0.64,3.84,3.97,0.06,8100000,7700000,7300000,6900000,6500000,6100000,5700000,5300000,4900000,4600000
"1511","h.young","Sobianitedrucy","Coy Sunbirds",23,1996,0.79,2.87,1.33,0,2.85,0,0.04,0.02,0,0,8.54,2.9,1,4.27,2.92,1.48,4.36,2.92,0,1.33,1.39,4.22,4.29,0.1,7900000,7400000,6900000,6400000,5900000,5500000,5100000,4700000,4300000,3900000
"1512","i.janssens","Sobianitedrucy","Coy Sunbirds",33,1987,13.33,1.75,1.14,0.96,0.67,0.04,0.62,1.46,1,0.89,11.11,3.06,1,6.35,3.71,0.89,1.73,0.3,0.02,1.6,0.44,2.23,3.55,0.12,6400000,5900000,5300000,4800000,4300000,3900000,3500000,3100000,2800000,2500000
"1513","j.otoo","Sobianitedrucy","Coy Sunbirds",22,1997,20.36,1.79,1.27,1.2,0.46,0.27,0.78,1.61,1,0.87,10.59,3.53,1,5.38,3.51,1.63,2.23,0.41,0.13,1.85,1.2,2.88,2.48,0,2.3e+07,21600000,20200000,18900000,17600000,16300000,15100000,13900000,12800000,11800000
"1514","o.ahamad","Sobianitedrucy","Coy Sunbirds",26,1993,12.61,1.5,0.86,1.27,0.33,0.09,0.41,0.86,1,0.36,12.95,5.26,1,8.2,4.12,0.64,1.16,0.56,0.03,0.68,1.82,3.48,5.78,0,10800000,1e+07,9300000,8600000,7900000,7200000,6600000,6e+06,5500000,5e+06
"1515","t.okoro","Sobianitedrucy","Coy Sunbirds",26,1994,8.92,3.24,2.07,2.16,0.93,0.17,1.13,3.26,1,2.3,14.15,4.04,1,7.87,4.8,1.66,1.82,0.54,0,1.52,2.75,6.02,2.01,0.07,8900000,8200000,7600000,7e+06,6500000,6e+06,5400000,5e+06,4500000,4100000
"1516","w.ongom","Sobianitedrucy","Coy Sunbirds",30,1989,2.25,2.66,1.26,1.25,1.29,0,1.35,3.41,1,2.16,17.4,4.85,1,9.47,7.39,0.42,1.28,0,0.06,1.35,1.34,3.94,4.83,0.04,4300000,4e+06,3600000,3300000,3e+06,2700000,2500000,2200000,2e+06,1800000
"1517","e.wabwire","Southern Ristan","Coy Sunbirds",20,1999,13.32,2.03,0.96,1.71,0.42,0.09,0.95,2.29,1,1.36,16.85,3.91,1,8.74,6.25,1.74,2.38,0,0,2.29,1.34,3.48,2.65,0.03,1.6e+07,15100000,14200000,13400000,12500000,11700000,10900000,10100000,9300000,8600000
"1518","q.chunga","Southern Ristan","Coy Sunbirds",17,2003,5.16,1.08,1.05,0.88,0.19,0,0.47,0.8,1,0.35,10.54,3.3,1,6.12,3.82,0.49,2.58,1.33,0,1.17,2.21,3.29,4.87,0,1.3e+07,12400000,11700000,11100000,10500000,9900000,9300000,8700000,8100000,7500000
"1519","s.owor","Xikong","Coy Sunbirds",30,1990,21.67,2.57,1.27,1.93,0.55,0.14,1.07,1.81,1,0.69,11.22,3.63,1,6.98,3.16,1.06,2.2,0.36,0,1.77,1.47,4.11,2.85,0.04,1.3e+07,11900000,10900000,9900000,9e+06,8200000,7400000,6700000,6e+06,5400000
"1520","s.barry","Zamlie Niabangthe","Coy Sunbirds",26,1994,20.14,1.2,0.75,1.06,0.23,0,0.48,1.38,1,0.83,10.09,3.83,1,6.37,3.48,0.31,2.21,1.08,0.1,1.1,2.53,3.86,4.94,0.15,16600000,15400000,14300000,13200000,12100000,11200000,10200000,9300000,8500000,7700000
"1521","u.molla","Central Diasongo","Coy Sunbirds",33,1987,22.54,0.31,0.17,0.2,0.21,0,0,0.57,1,0.56,8.8,2.12,1,1.83,3.35,3.47,0.35,0.1,0,0.32,0.66,0.9,0.11,0.05,12400000,11300000,10300000,9300000,8400000,7500000,6800000,6100000,5400000,4800000
"1522","n.katusabe","Mico","Coy Sunbirds",27,1993,21.03,0.51,0.29,0.04,0.12,0.16,0.15,0.62,1,0.47,13.03,3.07,1,0.98,4.76,7.23,0.46,0.08,0.01,0.41,0,0.55,1.32,0.11,20800000,19300000,17800000,16400000,1.5e+07,13700000,12500000,11400000,10400000,9400000
"1523","i.zia","Sobianitedrucy","Coy Sunbirds",35,1985,6.75,0.43,0.38,0.04,0.34,0.1,0.3,1.4,1,0.98,13.45,2.04,1,0.65,8.27,4.47,0.57,0,0,0.57,0.24,0.73,1.21,0,4700000,4200000,3800000,3400000,3100000,2800000,2500000,2200000,1900000,1700000
"1524","l.munoz","Sobianitedrucy","Coy Sunbirds",20,2000,0.06,0,0.02,0.08,0,0,0,0,0,0.03,29.91,9.92,1,0,10.02,20.09,0.06,0,0,0,0.08,0.04,0.08,0.02,14800000,1.4e+07,13200000,12400000,11600000,10800000,1e+07,9300000,8600000,8e+06
"1525","n.magombo","Sobianitedrucy","Coy Sunbirds",27,1993,0.15,0,0,0,0,0.04,0,5.09,0.08,4.94,10.07,10.09,1,0,9.93,0.01,0,0,0,0,0.07,0.09,0.08,0,7500000,7e+06,6400000,5900000,5400000,5e+06,4500000,4100000,3700000,3400000
"1526","n.twesigye","Sobianitedrucy","Coy Sunbirds",28,1991,6.34,0.85,0.7,0.07,0.21,0.42,0.16,1.51,1,1.38,14.84,2.94,1,2.42,7.41,5.04,1.61,0.16,0,1.4,0.23,1,0.69,0,8200000,7600000,7e+06,6400000,5800000,5300000,4900000,4400000,4e+06,3600000
"1527","b.mpofu","Byasier Pujan","Coy Sunbirds",19,2001,1.32,2.32,1.54,0.8,1.5,0.01,1.48,3.83,1,2.34,16.16,7.66,1,2.34,7.68,6.17,0,0.02,0.03,0.04,0,2.35,0.7,0.05,12600000,1.2e+07,11300000,10600000,1e+07,9300000,8700000,8100000,7500000,7e+06
"1528","r.lau","Cabral Retrea","Coy Sunbirds",21,1998,7.82,1.38,0.61,0.81,0.6,0.08,0.69,3,1,2.24,14.7,2.98,1,3.44,7,4.01,0.95,0,0,0.92,0.69,2.21,0.72,0.09,13700000,12900000,12100000,11300000,10600000,9800000,9100000,8500000,7800000,7200000
"1529","x.tembe","Cabral Retrea","Coy Sunbirds",20,2000,7.85,0.66,0.44,0.16,0.3,0.21,0.23,1.91,1,1.88,14.01,2.87,1,3.31,4.8,5.99,1.5,0.25,0,1.15,0.57,1.15,0.69,0.07,14900000,14100000,13200000,12400000,11600000,10900000,10100000,9400000,8700000,8e+06
"1530","r.saad","Central Diasongo","Coy Sunbirds",15,2004,0.13,0,0.06,0.09,0.07,0.05,0,0,0,0.03,34.95,0,0,10.07,20.09,5.1,4.99,0,0,4.98,0,0.01,4.91,0,9400000,9e+06,8600000,8200000,7700000,7300000,6900000,6500000,6100000,5700000
"1531","g.lubis","Dosqaly","Coy Sunbirds",22,1998,14.46,1.77,1.36,0.61,0.88,0.27,0.66,1.67,1,0.96,16.61,4.27,1,3.43,7.44,5.75,0.68,0.15,0.03,0.63,0.44,2.36,0.42,0.01,19200000,1.8e+07,16800000,15700000,14600000,13600000,12600000,11600000,10700000,9800000
"1532","d.jafari","Imaar Vircoand","Coy Sunbirds",23,1997,5.26,0.61,0.23,0.27,0.45,0.1,0,1.15,0.03,1.18,12.81,3.45,1,1.05,6.32,5.42,0.82,0.07,0,0.68,0.21,0.83,0.35,0,11800000,1.1e+07,10300000,9600000,8900000,8200000,7600000,7e+06,6400000,5900000
"1533","c.go","Sobianitedrucy","Coy Sunbirds",32,1988,0.39,2.41,2.55,2.54,0.01,0,0,5.03,0,5.04,14.93,2.59,1,0,9.94,4.94,0,0.08,0.09,0.1,0,2.57,0,0,4600000,4200000,3800000,3500000,3100000,2800000,2600000,2300000,2100000,1800000
"1534","t.fontaine","Sobianitedrucy","Coy Sunbirds",28,1992,0.82,2.28,1.02,0.08,1.02,1.16,1.19,4.48,1,3.42,24.39,3.24,1,3.34,13.36,7.79,4.52,0,0.06,4.45,1.1,3.33,0,0.09,6100000,5700000,5200000,4800000,4400000,4e+06,3600000,3300000,3e+06,2700000
"1535","l.foo","Sobianitedrucy","Coy Sunbirds",29,1991,2.07,0,0,0,0,0,0.08,0,0,0,0,0.06,0,0,0,0.07,0,0,0,0.08,0.06,0.01,0,0,5900000,5400000,5e+06,4500000,4200000,3800000,3400000,3100000,2800000,2500000
"1536","x.dahan","Sobianitedrucy","Coy Sunbirds",29,1991,35.98,0.06,0.04,0.06,0.02,0.09,0.05,0.1,0.04,0.04,0.13,0,0.05,0.16,0,0,0.03,0,0.07,0,0,0,0.03,0,35200000,32400000,29700000,27200000,24800000,22600000,20500000,18500000,16700000,15100000
"1537","i.masson","Central Diasongo","Coy Sunbirds",18,2002,0.27,0,0,0,0,0,0,0,0,0,9.96,4.92,1,0,9.94,0.02,0.06,0.08,0,0.03,0,0,0,0.05,12100000,11500000,10900000,10300000,9700000,9100000,8500000,7900000,7400000,6900000
"1538","q.loeng","Dosqaly","Coy Sunbirds",25,1995,4.62,2.14,1.31,1.53,0.66,0,0.46,1.23,1,0.81,14.93,4,1,7.26,6.5,1.33,2.74,1.37,0,1.54,0.61,2.8,2.38,0.45,7700000,7200000,6700000,6200000,5700000,5300000,4800000,4400000,4e+06,3700000
"1539","y.apolot","Janmico","Coy Sunbirds",27,1992,18.02,2.36,1.45,0.95,1.06,0.31,0.96,2.73,1,1.82,19.03,5.34,1,8.89,8.42,1.82,2.12,0.27,0.02,1.97,2.02,4.32,1.73,0.13,13200000,12200000,11300000,10400000,9600000,8700000,8e+06,7300000,6600000,6e+06
"1540","m.graham","Lefghau","Coy Sunbirds",26,1994,24.23,2.36,1.01,1.04,1.1,0.2,1.07,2.54,1,1.43,25.84,5.43,1,8.15,13.58,4.11,2.14,0.12,0,1.9,0.86,3.13,1.79,0,20900000,19400000,17900000,16600000,15200000,1.4e+07,12800000,11700000,10600000,9700000
"1541","h.dahan","New Uwi","Coy Sunbirds",18,2002,1.05,2.04,0,1.02,1.03,0.03,0.91,2.97,1,2.09,15.93,0.9,1,2.05,5.91,7.92,2.95,0.08,0,3.03,2.94,4.92,0.02,0.06,11900000,11300000,10700000,10100000,9500000,8900000,8300000,7800000,7300000,6700000
"1542","p.alharbi","Quewenia","Coy Sunbirds",19,2001,9.94,1.88,1.1,1.04,0.62,0.15,0.8,1.38,1,0.72,15.51,3.02,1,5.29,7.77,2.4,1,0.12,0.02,0.88,0.37,2.12,0.9,0.03,15800000,1.5e+07,14100000,13300000,12500000,11700000,10900000,10200000,9400000,8700000
"1543","z.buyinza","Saintu","Coy Sunbirds",31,1989,30.36,1.9,1.21,0.76,0.9,0.2,0.5,1.92,1,1.41,17.12,4.57,1,6.31,8.65,2.04,0.94,0.07,0,0.85,1.06,2.94,1.95,0.02,19800000,18200000,16600000,15100000,13700000,12400000,11200000,10100000,9e+06,8100000
"1544","s.moradi","Sobianitedrucy","Coy Sunbirds",32,1988,1.61,1.7,0.54,1.28,0.65,0.02,1.24,1.82,1,0.64,10.66,3.04,1,2.92,7.11,0.64,2.86,0.59,0,2.35,3.48,5.3,0.53,0,4300000,3900000,3500000,3200000,2900000,2600000,2400000,2100000,1900000,1700000
"1545","k.binabubakar","Sobianitedrucy","Coy Sunbirds",25,1995,13.05,1.73,1,1.19,0.38,0.27,0.73,2.16,1,1.42,16.99,4.07,1,7.31,6.77,3.07,2.95,0.79,0,2.14,1.61,3.57,2.46,0.03,12300000,11500000,10600000,9800000,9100000,8400000,7700000,7e+06,6400000,5800000
"1546","b.namazzi","Ledian","Coy Sunbirds",33,1987,25.92,2.4,1.65,1.08,1.07,0.21,0.59,2.14,1,1.76,19.19,5.78,1,5.6,9.81,3.82,1.26,0.06,0,0.98,0.98,3.39,1.12,0.01,1.4e+07,12800000,11600000,10500000,9500000,8500000,7600000,6800000,6100000,5400000
"1547","x.boyko","Coastpa Barleslands","Fighting Clippers",29,1991,24.45,1.75,1.12,1.19,0.65,0.13,0.7,1.48,1,0.68,10.29,4.21,1,5.95,3.65,0.63,2.21,1.09,0.04,1.13,1.23,2.96,3.97,0.06,1.7e+07,15700000,14400000,13200000,1.2e+07,10900000,9900000,9e+06,8100000,7300000
"1548","z.chavula","Greri Landmoslands","Fighting Clippers",29,1991,18.51,1.61,1.04,0.91,0.67,0.04,0.86,1.78,1,0.86,9.19,3.16,1,3.88,3.5,1.78,1.82,0.3,0.09,1.68,1.65,3.04,1.73,0,13300000,12200000,11200000,10300000,9400000,8500000,7700000,7e+06,6300000,5700000
"1549","b.colin","Loco Phirema","Fighting Clippers",26,1994,12.28,1.41,0.74,0.57,0.69,0,0.39,0.83,1,0.33,11.65,3.62,1,6.22,4.96,0.43,1.48,0.98,0,0.44,0.71,2.06,4.52,0.07,1.1e+07,10200000,9500000,8700000,8e+06,7400000,6700000,6200000,5600000,5100000
"1550","x.williams","Moaithe","Fighting Clippers",26,1994,19.67,1.43,1.01,1.11,0.5,0.09,0.81,1.9,1,1.14,11.9,3.33,1,5.42,4.65,1.88,1.72,0.16,0,1.67,1.76,3.23,2.57,0.12,16900000,15700000,14500000,13400000,12300000,11300000,10400000,9500000,8600000,7800000
"1551","h.zare","Rarita","Fighting Clippers",29,1991,25.47,1.4,0.89,1.11,0.32,0,0.59,0.97,1,0.43,6.79,2.4,1,4.51,1.89,0.29,1.46,0.63,0.03,0.84,0.96,2.43,3.85,0.16,18200000,16700000,15400000,14100000,12800000,11700000,10600000,9600000,8700000,7800000
"1552","i.gashi","Rosvi","Fighting Clippers",28,1991,13.33,1.47,0.51,0.88,0.59,0.12,0.47,1.08,1,0.73,8.64,2.96,1,4.9,3.25,0.28,1.41,0.5,0,0.89,1.12,2.68,4.86,0.06,10300000,9500000,8800000,8e+06,7400000,6700000,6100000,5600000,5e+06,4500000
"1553","m.ayebazibwe","Sobianitedrucy","Fighting Clippers",26,1993,36,2.36,1.6,1.41,0.65,0.2,1.02,2.23,1,1.1,12.1,4,1,5.63,4.24,2.39,1.9,0.39,0,1.49,1.2,3.38,1.72,0.04,40600000,37700000,34900000,32200000,29600000,27200000,24900000,22700000,20700000,18800000
"1554","l.schubert","Pierrema","Fighting Clippers",29,1991,3.26,1.27,0.28,1.02,0.4,0,0,0.27,0,0.3,10.01,2.22,1,2.82,5,2.18,1.58,1.01,0,0.56,0.64,1.87,0.85,0,6100000,5600000,5100000,4700000,4300000,3900000,3500000,3200000,2900000,2600000
"1555","h.kirabira","Newgan Ruland","Fighting Clippers",25,1995,21.78,1.59,0.88,0.63,0.71,0.22,0.33,1.55,1,1.09,18.15,5,1,3.34,7.94,6.83,2.58,0.18,0.03,2.31,0.76,2.42,0.39,0,23800000,22200000,20600000,19100000,17600000,16200000,14900000,13600000,12400000,11300000
"1556","k.sekh","Republic of Denand Landsa","Fighting Clippers",21,1998,17.48,1.32,0.78,0.19,0.33,0.6,0.14,0.56,1,0.5,17.91,4.48,1,0.95,6.33,10.62,0.69,0.25,0,0.41,0.42,1.68,0.71,0,27600000,2.6e+07,24400000,22800000,21300000,19800000,18400000,1.7e+07,15700000,14500000
"1557","a.schumacher","Sobianitedrucy","Fighting Clippers",17,2002,0.1,0,0,0,0,0.04,0.08,0,0,0.01,39.92,19.94,1,9.92,30.07,0,19.97,0.01,0.08,19.95,10.05,10.04,0.04,0,11900000,11300000,10700000,10100000,9600000,9e+06,8500000,7900000,7400000,6900000
"1558","f.akwero","Sobianitedrucy","Fighting Clippers",26,1993,21.11,0.96,0.71,0.69,0.07,0.11,0.47,1.9,1,1.45,13.3,3.32,1,4.17,4.84,4,1.01,0.14,0.09,0.82,1.07,1.98,0.98,0.08,19500000,18100000,16800000,15500000,14300000,13100000,1.2e+07,10900000,9900000,9e+06
"1559","r.nkosi","Sobianitedrucy","Fighting Clippers",29,1991,31.88,0.8,0.32,0.29,0.33,0.1,0.37,2.4,1,2.11,11.84,2.88,1,3.86,4.72,3.14,1.12,0.07,0.08,1.02,1.57,2.42,0.42,0.1,27200000,2.5e+07,2.3e+07,2.1e+07,19200000,17500000,15800000,14300000,12900000,11600000
"1560","z.nakayama","Sobianitedrucy","Fighting Clippers",25,1995,10.75,0.31,0.2,0,0.39,0,0.19,0.55,1,0.2,8.78,1.72,1,0.81,3.66,4.22,0.65,0.03,0,0.53,0.18,0.41,0.79,0,13300000,12300000,11500000,10600000,9800000,9e+06,8300000,7600000,6900000,6300000
"1561","j.saidu","Nganion","Fighting Clippers",35,1985,0.54,0.05,0,0.02,0.04,0,0.04,0,0,0.09,9.92,3.36,1,0,4.96,5.08,0,0,0,0.05,0.06,0,0,0.09,3600000,3200000,2900000,2600000,2300000,2100000,1900000,1700000,1500000,1300000
