"","Player","Nation","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Performance.PK","Performance.PKatt","Standard.FK","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"221","k.mashiri","Leoneku Guidisia",26,1994,2.79,0,0.08,0,0,0.05,0.03,0,0,0,0.07,0,0,0.04,0,0,0.03,0.09,19300000,17300000,15200000,13100000,11100000,9200000,7600000,6100000,4800000,3700000
"222","k.vitali","Leoneku Guidisia",32,1988,2.78,0,0.05,0.07,0,0.07,0,0,0,0,0,0,0,0,0.09,0,0.02,-0.04,5800000,4700000,3700000,2800000,2200000,1600000,1200000,9e+05,6e+05,4e+05
"223","l.auma","Leoneku Guidisia",26,1994,2.92,0.04,0,0.05,0,0.07,0,0,0,0,0,0.06,0,0.1,0,0,0,0,17500000,15700000,13800000,11900000,10100000,8400000,6800000,5500000,4300000,3400000
"224","m.olofsson","Leoneku Guidisia",26,1994,0.26,0.08,0.02,0,0,0,0,0,0,0,0,0.07,0.09,0,0.05,0,0.08,0.05,7800000,7e+06,6100000,5300000,4500000,3700000,3100000,2500000,1900000,1500000
"225","z.colombo","Leoneku Guidisia",32,1988,2.94,0,0.36,0.01,0,0.32,0,0,0,10.8,0,0,0,0,0,0,0.08,-0.02,6800000,5500000,4300000,3400000,2600000,1900000,1400000,1e+06,7e+05,5e+05
"226","a.lekuru","Leoneku Guidisia",23,1997,0.18,0,0.06,0,0,0.08,0.08,0,0,0,0,0.1,0.08,0.07,0.04,0,0.07,0.09,1e+07,9500000,8800000,8e+06,7100000,6300000,5400000,4600000,3800000,3100000
"227","e.mtetwa","Leoneku Guidisia",26,1994,2.76,0.36,2.68,0.35,1,2.53,0.44,0.24,1.02,12.73,0,0.04,0,0.26,0.38,0.18,0.1,-0.02,23900000,21400000,18800000,16200000,13700000,11400000,9300000,7500000,5900000,4600000
"228","j.amsalem","Leoneku Guidisia",30,1990,2.58,0.05,1.56,0.37,1,1.54,0.48,0,0,17.53,0,0,0.08,0.17,0.08,0.18,-0.07,-0.14,13700000,11400000,9300000,7500000,5900000,4600000,3500000,2600000,1900000,1400000
"229","n.nabulime","Leoneku Guidisia",22,1998,0.28,0,0,0.08,0,0.01,0,0,0,0,0.01,0.09,0,0,0.01,0,-0.05,-0.1,9400000,9e+06,8500000,7900000,7200000,6400000,5600000,4900000,4100000,3400000
"230","m.krlievi","Leoneku Guidisia",31,1989,3.07,0,0.03,0.02,0,0.06,0,0,0,0,0.03,0.03,0.07,0.06,0.03,0,0.07,-0.04,9200000,7500000,6e+06,4800000,3700000,2800000,2100000,1500000,1100000,8e+05
"231","d.okidi","Leoneku Guidisia",33,1987,1.47,0.02,0.01,0.01,0,0.07,0,0,0,0,0,0,0,0.05,0,0,-0.02,-0.06,3400000,2700000,2100000,1600000,1200000,9e+05,6e+05,4e+05,3e+05,2e+05
"232","h.tan","Leoneku Guidisia",25,1995,3.02,0.01,0.37,0.36,1,0.4,0.26,0,0.03,18.99,0.04,0,0,0,0.03,0,-0.09,0.02,18700000,1.7e+07,15200000,13400000,11500000,9800000,8100000,6700000,5300000,4200000
"233","t.takada","Leoneku Guidisia",27,1993,2.99,0,0.75,0,0,0.66,0,0,0,19.72,0,0,0,0,0.08,0.01,-0.04,-0.07,14600000,12900000,11100000,9400000,7800000,6400000,5100000,4100000,3100000,2400000
"234","u.jonsson","Leoneku Guidisia",29,1991,1.34,0.01,0,0.04,0,0.06,0.03,0,0,0,0.05,0,0,0,0,0,0.01,0.1,8e+06,6800000,5700000,4600000,3700000,2900000,2300000,1700000,1300000,9e+05
"235","f.ahin","Leoneku Guidisia",30,1990,0.66,0.05,2.86,0,0.03,2.92,0.09,0,0,27.57,0,0.02,0,0.04,0.05,0,0.09,0.01,6600000,5500000,4500000,3600000,2800000,2200000,1700000,1300000,9e+05,7e+05
"236","d.chiwara","Manlisgamncent",25,1995,1.71,0,0.54,0.05,0,0.45,0,0.01,0,25.25,0,0.09,0.09,0.07,0.01,0,-0.03,-0.1,12700000,11600000,10400000,9100000,7900000,6700000,5500000,4500000,3600000,2900000
"237","f.kawala","Manlisgamncent",19,2002,4.03,0.07,0.69,0.74,1,0.82,0.64,0,0,15.21,0,0.07,0,0.14,0.1,0.18,-0.03,-0.05,42900000,43500000,43300000,42300000,40700000,38400000,35600000,32400000,28900000,25400000
"238","g.kintu","Manlisgamncent",29,1992,2,0,0,0.04,0,0.02,0.01,0,0,0,0,0.04,0,0.04,0,0,-0.05,0.09,9200000,7800000,6500000,5300000,4300000,3400000,2600000,2e+06,1500000,1100000
"239","m.apolot","Manlisgamncent",28,1992,0.2,0,0,0,0,0.04,0.05,0,0,0,0,0,0,0.07,0,0,0,-0.06,5700000,4900000,4100000,3400000,2800000,2300000,1800000,1400000,1100000,8e+05
"240","m.tseu","Manlisgamncent",24,1996,2.38,0,0,0.01,0,0.02,0.01,0,0,0,0.09,0,0.09,0.04,0,0,-0.07,0.06,21700000,20100000,18300000,16400000,14400000,12400000,10500000,8800000,7200000,5700000
"241","q.achom","Manlisgamncent",31,1989,2.05,0.06,0.49,0,0,0.59,0,0,0,27.01,0,0,0.5,0.08,0.03,0.03,0.01,-0.1,9300000,7600000,6100000,4800000,3700000,2800000,2100000,1600000,1100000,8e+05
"242","z.ado","Manlisgamncent",31,1989,4.25,0.08,0.09,0,0,0,0,0,0,0,0,0,0.07,0.05,0,0,0,-0.1,13100000,10700000,8600000,6800000,5300000,4e+06,3e+06,2200000,1600000,1100000
"243","f.cheah","Manlisgamncent",28,1992,0.52,1.62,3.27,1.72,1,3.32,1.6,0.58,0.98,9.4,0,0.08,0.03,1.71,1.7,0.56,0.01,-0.08,4200000,3600000,3100000,2600000,2100000,1700000,1300000,1e+06,8e+05,6e+05
"244","g.muleya","Manlisgamncent",27,1993,2.17,0.04,2.22,0.53,1,2.31,0.5,0,0,18.63,0.04,0.04,0,0.17,0.18,0,-0.28,-0.24,12100000,10600000,9200000,7800000,6500000,5300000,4300000,3400000,2600000,2e+06
"245","i.sari","Manlisgamncent",26,1994,1.88,0.05,1.11,0.04,0.05,1.13,0.06,0,0,12.49,0,0,0.06,0.17,0.09,0.02,-0.21,-0.04,13800000,12300000,10800000,9300000,7900000,6600000,5400000,4300000,3400000,2600000
"246","r.kato","Manlisgamncent",31,1989,2.94,0.73,2.35,1.08,1,2.38,1.06,0.32,0.61,17.74,0.07,0.04,0,0.12,0.17,0.03,0.66,0.58,14800000,12100000,9700000,7700000,6e+06,4500000,3400000,2500000,1800000,1300000
"247","f.blanco","Manlisgamncent",22,1998,1.37,0,0.01,0,0,0,0,0,0,0,0,0,0.04,0,0.02,0,0.08,-0.01,1.4e+07,13500000,12700000,11800000,10700000,9600000,8400000,7300000,6200000,5100000
"248","c.soto","Manlisgamncent",22,1998,0.79,0,1.5,0,0.02,1.41,0.04,0,0,25.02,0,0.06,0.01,0,0.03,0.03,0.05,0,13600000,1.3e+07,12300000,11400000,10400000,9300000,8200000,7e+06,6e+06,5e+06
"249","h.mbabazi","Manlisgamncent",23,1997,2.24,0.46,1.23,0.5,1,1.3,0.52,0.41,0.94,10.6,0.09,0.08,0,0.2,0.13,0.15,0.17,0.26,29300000,27700000,25600000,23300000,20900000,18300000,15800000,13400000,11200000,9100000
"250","j.jorgensen","Manlisgamncent",25,1995,0.55,1.95,3.96,2.06,1,3.75,1.96,0.52,0.95,11,0.07,0,0.05,0.53,0.58,0.13,1.32,1.44,2.8e+07,25500000,22800000,20100000,17300000,14700000,12200000,1e+07,8e+06,6300000
"251","z.davies","Manlisgamncent",29,1991,2.4,0,1.59,0.72,1,1.61,0.7,0.05,0.07,18.89,0.02,0,0.03,0.32,0.17,0.16,-0.3,-0.24,12600000,10600000,8900000,7200000,5800000,4600000,3600000,2700000,2e+06,1500000
"252","e.jew","Manlisgamncent",26,1995,4.28,0,0.03,0,0,0.03,0,0,0,0,0.02,0.08,0.06,0.03,0,0,0.05,-0.08,28200000,25200000,22100000,19100000,16200000,13500000,1.1e+07,8900000,7e+06,5400000
"253","b.yang","Manlisgamncent",29,1991,0.47,0,4.08,0.06,0.05,4.23,0.06,0,0,9.59,0.08,0.06,0,1.82,1.88,0.51,-1.83,-1.84,1300000,1100000,9e+05,7e+05,6e+05,5e+05,4e+05,3e+05,2e+05,2e+05
"254","c.nangobi","Manlisgamncent",35,1985,4.38,0.27,0.72,0.63,1,0.79,0.72,0.31,0.37,25.99,0.06,0,0,0.07,0.11,0.03,0.11,0.17,5300000,4100000,3e+06,2200000,1600000,1100000,8e+05,5e+05,4e+05,2e+05
"255","c.nyesiga","Manlisgamncent",26,1994,3.89,0,1.11,0.3,1,1.1,0.2,0.02,0.09,24.88,0.05,0.1,0,0.05,0.01,0.06,-0.09,-0.04,27700000,24800000,21800000,18800000,15900000,13300000,10800000,8700000,6900000,5300000
"256","z.griffiths","Manlisgamncent",28,1992,3.04,0,0.37,0,0,0.41,0,0.03,0,21.03,0,0,0.07,0,0.04,0,0.06,-0.03,13400000,11600000,9800000,8200000,6700000,5400000,4200000,3300000,2500000,1900000
"257","c.popescu","Mico",31,1989,2.91,0.07,1.27,0.68,1,1.29,0.6,0,0.02,18.49,0,0,0.07,0.04,0.02,0.04,-0.02,-0.04,10500000,8600000,6900000,5400000,4200000,3200000,2400000,1800000,1300000,9e+05
"258","e.nakayiza","Mico",24,1996,0.61,0.04,1.46,0,0,1.44,0.1,0.06,0,5.79,0,0.08,0,0.15,0.06,0,-0.21,-0.05,10900000,10100000,9200000,8200000,7200000,6200000,5300000,4400000,3600000,2900000
"259","v.it","Mico",31,1989,5.82,0.05,0.31,0.25,1,0.36,0.18,0,0.04,5.51,0.06,0,0.01,0.19,0.09,0.32,-0.04,-0.11,3.5e+07,28600000,2.3e+07,18200000,14100000,10700000,8e+06,5900000,4200000,3e+06
"260","w.twinamatsiko","Mico",28,1992,5.36,0,1.09,0.43,1,1.03,0.32,0,0.09,11.47,0,0.08,0.03,0.02,0.06,0.13,-0.14,-0.07,39500000,34100000,28900000,2.4e+07,19600000,15800000,12500000,9700000,7300000,5500000
"261","x.kho","Mico",23,1997,6.25,0.39,1.61,1.11,1,1.58,1.09,0.14,0.32,15.1,0.09,0,0.04,0.16,0.16,0.03,0.18,0.2,93600000,88300000,81900000,74500000,66600000,58500000,50500000,42800000,35600000,29100000
"262","x.munkuli","Mico",28,1992,0.16,0,0,0,0,0,0.08,0,0,0,0,0.07,0,0,0.03,0,0.01,0.03,5600000,4900000,4100000,3400000,2800000,2300000,1800000,1400000,1e+06,8e+05
"263","y.eyotaru","Mico",24,1996,5.79,0.26,0.47,0.25,1,0.44,0.43,0.32,0.47,16.05,0,0.09,0,0.12,0.01,0.09,0.12,0.06,56400000,52300000,47600000,42600000,37400000,32200000,27300000,22800000,18600000,14900000
"264","y.gashi","Mico",29,1991,3.22,0.09,0.08,0,0,0,0,0,0,0,0,0.05,0,0.04,0.05,0,0.03,-0.02,12300000,10400000,8600000,7100000,5700000,4500000,3500000,2600000,2e+06,1500000
"265","l.tembo","Mico",21,1999,0.85,0.06,4.37,1.11,1,4.6,1.14,0,0.04,13.37,0.08,0.07,0,0.33,0.4,0.07,-0.33,-0.24,18400000,1.8e+07,17200000,16300000,15100000,13700000,12300000,10800000,9300000,7900000
"266","n.katusabe","Mico",27,1993,0.64,0,5.8,1.43,1,5.97,1.56,0.05,0,14.53,0,0,0,0.32,0.26,0.02,-0.25,-0.23,14700000,12900000,11200000,9500000,7900000,6400000,5200000,4100000,3200000,2400000
"267","p.khoh","Mico",23,1997,2.47,1.13,2.8,1.92,1,2.9,2.09,0.37,0.62,15.98,0,0.06,0.09,0.23,0.4,0.2,0.82,0.96,53800000,50700000,4.7e+07,42800000,38300000,33600000,2.9e+07,24600000,20500000,16700000
"268","x.james","Mico",26,1994,3.31,0.71,2.04,1.17,1,2.22,1.22,0.3,0.45,16.54,0,0.07,0.05,0.37,0.5,0.18,0.12,0.12,23100000,20700000,18200000,15700000,13300000,11100000,9e+06,7300000,5700000,4400000
"269","m.ogbonna","Mico",21,1999,0.41,0.09,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.04,-0.04,10300000,10100000,9700000,9100000,8500000,7700000,6900000,6100000,5200000,4400000
"270","u.nafula","Mico",29,1991,6.3,0.2,2.49,0.4,1,2.54,0.52,0,0.27,14.84,0,0.1,0.21,0.22,0.36,0.2,-0.2,-0.05,59200000,50200000,41800000,34200000,27400000,21600000,16800000,12800000,9600000,7e+06
"271","s.zandamela","Mico",34,1986,6.32,0.03,0.01,0,0,0,0.02,0,0,0,0,0.03,0.04,0,0,0,0.08,-0.05,1.3e+07,10100000,7700000,5800000,4200000,3e+06,2200000,1500000,1e+06,7e+05
"272","a.kiss","Mico",25,1995,6.21,0.06,1.08,0.56,1,1.17,0.53,0.09,0.09,24.7,0.05,0.17,0.11,0.2,0.05,0,-0.19,-0.03,60900000,55500000,49600000,43600000,37600000,31900000,26500000,21700000,17400000,13700000
"273","h.ferraro","Mico",26,1994,1.89,0,0.02,0,0,0,0,0,0,0,0,0,0.08,0.02,0.02,0,-0.03,-0.05,12900000,11500000,10100000,8700000,7400000,6200000,5e+06,4100000,3200000,2500000
"274","j.dubois","Mico",28,1992,0.44,0,4,1.94,1,4.39,2.08,0.04,0.01,21.25,0.07,0.02,0.04,0.22,0.27,0.09,-0.29,-0.27,12100000,10500000,8900000,7400000,6e+06,4900000,3800000,3e+06,2300000,1700000
"275","o.lakot","Mico",29,1991,5.01,0.17,1.28,0.29,1,1.39,0.13,0.2,0.96,18.36,0.1,0.02,0,0.17,0.07,0,0.21,0.18,31400000,26600000,22200000,18100000,14600000,11500000,8900000,6800000,5100000,3700000
"276","b.owor","Mico",20,2000,3.63,0.66,2.47,1.17,1,2.5,1.2,0.25,0.44,20.27,0.07,0.03,0.48,0.29,0.23,0.07,0.27,0.36,7.5e+07,74700000,7.3e+07,70100000,66200000,61300000,55800000,49900000,43800000,37800000
"277","q.ili","Mico",25,1996,1.52,0.04,1.31,0,0.07,1.3,0.09,0,0,25.39,0.03,0,0,0.07,0.16,0,-0.13,0.03,11700000,10700000,9600000,8400000,7200000,6100000,5100000,4200000,3400000,2700000
"278","c.imalingat","New Uwi",23,1998,3.07,0.02,0,0.07,0,0,0,0,0,0,0,0,0,0.09,0.1,0,0.02,-0.06,19800000,18700000,17300000,15700000,14100000,12400000,10700000,9e+06,7500000,6200000
"279","g.lambert","New Uwi",26,1994,3.08,0.01,0.08,0.06,0,0,0.02,0,0,0,0,0,0,0.04,0.08,0,0.02,0.02,1.7e+07,15200000,13400000,11600000,9800000,8200000,6700000,5400000,4200000,3300000
"280","h.yong","New Uwi",28,1992,2.96,0,0.08,0,0,0.1,0.07,0,0,0,0.09,0,0,0.04,0.06,0,0.03,0.03,1.5e+07,12900000,10900000,9100000,7400000,6e+06,4700000,3700000,2800000,2100000
"281","r.yakubu","New Uwi",30,1990,2.95,0.28,0.65,0.43,1,0.74,0.43,0.57,0.96,13.25,0,0,0,0.2,0.17,0.22,0.15,0.29,13300000,11100000,9100000,7300000,5800000,4500000,3400000,2500000,1900000,1300000
"282","o.kobugabe","New Uwi",30,1991,2.39,0,0.45,0,0.09,0.36,0,0.07,0,24.42,0,0.03,0.03,0.07,0,0,0.01,0.01,7900000,6600000,5400000,4300000,3400000,2600000,2e+06,1500000,1100000,8e+05
"283","w.dickson","New Uwi",32,1988,1.01,0,0.03,0.07,0,0.08,0.01,0,0,0,0.08,0.01,0,0,0.04,0,0.05,0.01,3900000,3200000,2500000,1900000,1500000,1100000,8e+05,6e+05,4e+05,3e+05
"284","g.acheampong","New Uwi",23,1997,2.63,0,3.04,1.17,1,2.98,1.19,0,0.01,22.42,0,0.07,0.41,0.05,0.18,0.1,-0.05,-0.1,45100000,42500000,39400000,35900000,32100000,28200000,24300000,20600000,17200000,1.4e+07
"285","p.mutyaba","New Uwi",33,1987,0.82,0,0.02,0,0,0,0.06,0,0,0,0,0,0,0.01,0,0,-0.02,0.05,2900000,2300000,1800000,1400000,1e+06,7e+05,5e+05,4e+05,3e+05,2e+05
"286","w.takata","New Uwi",20,2000,0.23,0.07,0.02,0,0,0,0,0,0,0,0,0.04,0,0.1,0,0,0.05,0.06,10300000,10200000,1e+07,9600000,9e+06,8400000,7600000,6800000,6e+06,5200000
"287","x.hofer","New Uwi",33,1987,2.23,0.55,2.3,1.33,1,2.26,1.35,0.23,0.37,26.23,0,0.03,0,0.09,0.23,0.02,0.26,0.41,5900000,4700000,3600000,2800000,2100000,1500000,1100000,8e+05,5e+05,4e+05
"288","z.tuhirirwe","New Uwi",24,1996,0.02,0,0.07,0,0,0.1,0.03,0,0,0,0,0,0,0,0,0,-0.01,-0.05,8200000,7600000,6900000,6200000,5400000,4700000,4e+06,3300000,2700000,2200000
"289","e.tushemereirwe","New Uwi",30,1990,3.07,0,0,0,0,0.01,0.09,0,0,0,0.01,0.03,0.02,0.04,0,0,0.02,-0.05,10800000,9e+06,7300000,5900000,4600000,3600000,2700000,2e+06,1500000,1100000
"290","e.nakirijja","New Uwi",21,1999,2.5,0.37,0.76,0.49,1,0.71,0.48,0.58,1,22.14,0.04,0,0.04,0.11,0.07,0.2,0.26,0.34,3.2e+07,31300000,30100000,28400000,26300000,23900000,21400000,18800000,16200000,13700000
"291","h.caruso","New Uwi",30,1990,0.05,0,0.08,0,0,0,0,0,0,0,0,0,0,0.09,0.08,0,-0.07,0.07,3800000,3200000,2600000,2100000,1600000,1300000,1e+06,7e+05,5e+05,4e+05
"292","l.berg","New Uwi",25,1995,3.03,0,0,0.09,0,0.03,0,0,0,0,0,0,0,0.07,0,0,-0.08,-0.05,19400000,17700000,15800000,13900000,1.2e+07,10200000,8500000,6900000,5600000,4400000
"293","r.nakiru","New Uwi",31,1990,0.09,0,0,0,0,0,0,0,0,0,0.03,0.04,0.04,0.02,0.03,0,0.03,0.05,3600000,2900000,2400000,1900000,1400000,1100000,8e+05,6e+05,4e+05,3e+05
"294","u.lefebvre","New Uwi",26,1994,2.68,0,0.29,0.41,1,0.43,0.34,0,0,33.94,0,0,0.03,0.01,0.05,0.05,-0.01,-0.08,14200000,12700000,11200000,9600000,8200000,6800000,5600000,4500000,3500000,2700000
"295","u.rahmawati","New Uwi",33,1988,0.15,0,0.07,0,0,0,0,0,0,0,0,0.01,0,0.03,0,0,0.05,0.04,2300000,1800000,1400000,1100000,8e+05,6e+05,4e+05,3e+05,2e+05,1e+05
"296","e.naik","Nganion",20,2001,2.78,0.09,0.41,0,0,0.37,0.09,0,0,15.97,0,0.05,0,0,0,0.13,0.01,0.09,30300000,30200000,29500000,28300000,26700000,24800000,22500000,20200000,17700000,15300000
"297","j.khoh","Nganion",26,1995,2.69,0,1.47,0.37,1,1.5,0.4,0,0,12.73,0,0,0,0.14,0.19,0.19,-0.23,-0.23,19500000,17400000,15300000,13200000,11200000,9300000,7600000,6100000,4800000,3700000
"298","j.wulandari","Nganion",26,1994,6.98,0.22,0.23,0.21,1,0.2,0.12,0.55,1.02,17.44,0.08,0.04,0,0,0.05,0.01,0.04,0.1,57500000,51500000,45200000,3.9e+07,3.3e+07,27500000,22500000,18100000,14300000,11100000
"299","q.namazzi","Nganion",25,1995,0.77,0.08,3.78,1.34,1,3.61,1.15,0,0,21.14,0.04,0.07,0.06,0.31,0.16,0.12,-0.23,-0.25,18500000,16800000,15100000,13200000,11400000,9700000,8100000,6600000,5300000,4200000
"300","s.namugere","Nganion",31,1989,4.47,0.14,1.22,0.75,1,1.18,0.66,0.17,0.31,10.79,0,0.01,0.05,0.15,0.14,0.11,0.08,0.1,18100000,14800000,11900000,9400000,7300000,5500000,4100000,3e+06,2200000,1600000
"301","v.nazziwa","Nganion",31,1989,6.17,0.02,0.29,0.14,1,0.39,0.17,0,0.04,23.61,0.01,0.07,0,0.08,0,0,0.01,0.02,21200000,17400000,1.4e+07,1.1e+07,8500000,6500000,4900000,3600000,2600000,1800000
"302","z.hribar","Nganion",24,1997,4.15,0.09,0.75,0.28,1,0.75,0.33,0.04,0.05,14.15,0,0.04,0.02,0.2,0.12,0.2,-0.04,-0.24,35500000,32900000,29900000,26800000,23500000,20300000,17200000,14300000,11700000,9400000
"303","d.nasser","Nganion",25,1996,0.27,0.09,0,0,0,0,0.05,0,0,0,0.09,0.02,0,0,0.04,0,-0.08,-0.09,8400000,7700000,6900000,6e+06,5200000,4400000,3700000,3e+06,2400000,1900000
"304","b.male","Nganion",23,1997,1.94,0.51,4.8,2.08,1,4.84,2.08,0.13,0.17,17.27,0.06,0,0.09,0.53,0.44,0.11,0.07,0.09,36800000,34700000,32200000,29300000,26200000,2.3e+07,19900000,16800000,1.4e+07,11500000
"305","g.owusu","Nganion",28,1992,4.93,0.64,3.38,1.66,1,3.32,1.65,0.12,0.29,12.62,0,0.17,0,0.79,0.63,0.22,-0.19,-0.06,36300000,31300000,26500000,22100000,1.8e+07,14500000,11400000,8900000,6700000,5e+06
"306","j.chou","Nganion",28,1992,3.1,0,4.82,1.69,1,4.96,1.58,0,0.02,14.14,0.05,0.29,0.27,0.92,0.5,0.05,-0.85,-0.66,21900000,18900000,1.6e+07,13300000,10900000,8800000,6900000,5400000,4100000,3100000
"307","j.pedro","Nganion",22,1998,4.24,0,5.31,1.87,1,5.31,1.97,0.1,0.01,17.88,0,0,0.32,0.54,0.38,0.04,-0.44,-0.44,69400000,66600000,62900000,58300000,5.3e+07,47400000,41700000,35900000,30500000,25400000
"308","k.mukwaya","Nganion",20,2000,4.08,0.48,2,0.69,1,1.93,0.83,0.21,0.62,16.39,0,0,0,0.26,0.38,0.2,0.19,0.22,4.9e+07,48700000,47700000,45800000,43200000,4e+07,36400000,32600000,28600000,24700000
"309","r.ssembatya","Nganion",28,1992,2.87,0.62,2.9,1.49,1,2.92,1.4,0.28,0.58,13.23,0,0.05,0.07,0.4,0.29,0.1,0.4,0.23,23800000,20500000,17400000,14500000,11800000,9500000,7500000,5800000,4400000,3300000
"310","c.musana","Nganion",23,1997,7.05,0,0.1,0.04,0,0,0,0,0,0,0,0.03,0.01,0.01,0,0,0.03,0.07,86600000,81700000,75700000,68900000,61700000,54200000,46700000,39600000,3.3e+07,2.7e+07
"311","c.muhammadu","Nganion",24,1996,0.78,0,1.25,0.01,0,1.23,0.07,0,0,14.78,0.05,0.07,0.08,0.06,0.19,0.01,-0.17,-0.09,10700000,9900000,9e+06,8100000,7100000,6100000,5200000,4300000,3500000,2800000
"312","i.aidoo","Nganion",29,1991,0.82,0,2.43,0.09,0.02,2.69,0.09,0,0,28.34,0.09,0.02,1.23,0.13,0.12,0,-0.07,-0.19,21800000,18500000,15400000,12600000,10100000,8e+06,6200000,4700000,3500000,2600000
"313","i.mponda","Nganion",29,1992,5.25,0.09,1.33,0.2,1,1.41,0.25,0,0,19.59,0.02,0,0.25,0.08,0.23,0.08,-0.17,-0.2,27600000,23400000,19500000,15900000,12800000,10100000,7800000,5900000,4400000,3300000
"314","p.tibesigwa","Nganion",18,2002,7.1,0,0.02,0,0,0,0,0,0,0,0,0,0,0.06,0,0,-0.07,0.08,88700000,91600000,92800000,92400000,90300000,86700000,81800000,75800000,6.9e+07,61700000
"315","t.nakirijja","Nganion",24,1996,2.51,0,1.12,0.32,1,1.15,0.49,0,0.07,17.96,0.08,0,0.09,0.13,0.03,0.13,-0.19,-0.02,29600000,27500000,2.5e+07,22400000,19600000,16900000,14400000,1.2e+07,9800000,7900000
"316","z.gholami","Nganion",32,1988,4.42,0,0.64,0.19,1,0.7,0.2,0,0.06,10.66,0.01,0,0,0,0.08,0.07,-0.06,-0.08,11200000,9e+06,7100000,5500000,4200000,3100000,2300000,1700000,1200000,8e+05
"317","a.nangobi","Ngoque Blicri",29,1991,2.43,0.08,0.73,0.05,0,0.81,0.06,0.04,0,5.91,0.02,0.03,0.06,0.1,0.02,0.04,-0.01,-0.16,11600000,9800000,8200000,6700000,5400000,4200000,3300000,2500000,1900000,1400000
"318","b.opoka","Ngoque Blicri",29,1991,0.98,0,0.01,0.09,0,0.01,0.05,0,0,0,0,0,0,0,0.04,0,-0.09,0.01,6200000,5200000,4300000,3600000,2900000,2300000,1700000,1300000,1e+06,7e+05
"319","k.ray","Ngoque Blicri",19,2001,0.01,0.05,0.03,0,0,0,0.09,0,0,0,0,0.02,0.09,0.02,0.06,0,0.07,0.02,9500000,9600000,9600000,9400000,9e+06,8500000,7900000,7200000,6400000,5600000
"320","m.tumuramye","Ngoque Blicri",26,1994,2.91,0,0.3,0.4,1,0.43,0.25,0,0,17.17,0.06,0.05,0.06,0,0,0.05,-0.07,0.03,20200000,18100000,15900000,13700000,11600000,9700000,7900000,6400000,5e+06,3900000
"321","m.vaknin","Ngoque Blicri",28,1992,2.87,0.08,0.27,0.31,1,0.44,0.3,0.02,0,14.85,0,0,0.05,0.01,0.09,0.04,0,0.03,12800000,1.1e+07,9300000,7800000,6400000,5100000,4e+06,3100000,2400000,1800000
"322","q.aini","Ngoque Blicri",23,1997,1.96,0.05,0.56,0,0,0.59,0.03,0.06,0,31.9,0,0,0,0,0,0.06,-0.02,0.07,1.7e+07,16100000,14900000,13500000,12100000,10600000,9200000,7800000,6500000,5300000
"323","t.santos","Ngoque Blicri",25,1995,0.76,0,2.95,0,0.06,2.74,0,0,0,26.19,0.08,0.04,0.06,0.06,0.07,0.05,-0.22,-0.21,14500000,13200000,11800000,10400000,9e+06,7600000,6300000,5200000,4200000,3300000
"324","z.khan","Ngoque Blicri",24,1996,0.56,0.07,1.62,0,0.08,1.55,0,0,0,5.98,0,0,0,0.39,0.34,0.17,-0.43,-0.35,9500000,8800000,8100000,7200000,6300000,5500000,4600000,3900000,3100000,2500000
"325","z.singini","Ngoque Blicri",29,1991,0.12,0.08,9.98,0,0.03,7.48,0,0,0,10.34,0.1,0,0,0.94,1.03,0.19,-0.92,-0.95,6500000,5500000,4600000,3800000,3e+06,2400000,1800000,1400000,1100000,8e+05
"326","p.bauri","Ngoque Blicri",24,1996,3.09,0,1.04,0.01,0,0.98,0,0,0,9.98,0.08,0,0,0.05,0,0.15,-0.17,-0.08,3.5e+07,32500000,29500000,26400000,23200000,2e+07,1.7e+07,14100000,11600000,9300000
"327","d.obeng","Ngoque Blicri",24,1996,2.33,0.02,3,0.48,1,3.01,0.44,0,0,15.39,0.01,0.03,0,0.34,0.27,0,-0.34,-0.24,16700000,15500000,14100000,12600000,11100000,9500000,8100000,6700000,5500000,4400000
"328","h.reiter","Ngoque Blicri",25,1995,0.42,0,0,0.02,0,0.05,0.07,0,0,0,0.01,0,0.08,0,0.06,0,-0.1,0.06,9100000,8300000,7400000,6500000,5600000,4800000,4e+06,3200000,2600000,2100000
"329","r.akidi","Ngoque Blicri",23,1997,0.27,0,6.61,3.32,1,7.46,3.75,0.03,0,14.78,0.05,0,0.06,0.35,0.39,0.14,-0.34,-0.25,38900000,36700000,34100000,3.1e+07,27700000,24300000,2.1e+07,17800000,14800000,12100000
"330","x.salihu","Ngoque Blicri",25,1995,2.8,0.01,2.04,0.75,1,2.07,0.65,0.03,0,11.68,0.05,0,0,0.39,0.42,0.12,-0.4,-0.26,17300000,15800000,14100000,12400000,10700000,9100000,7500000,6200000,5e+06,3900000
"331","z.abidin","Ngoque Blicri",35,1985,3.01,0.04,0.01,0,0,0,0,0,0,0,0.05,0,0,0.03,0,0,0.09,0.08,3800000,2900000,2200000,1600000,1100000,8e+05,6e+05,4e+05,3e+05,2e+05
