"","Player","Nation","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"192","i.asante","Greri Landmoslands",27,1993,0.55,48.3,55.05,1,619.9,206.79,36.8,36.77,1,10.1,11.76,1,1.62,1.7,1,1.4072,0.794200000000001,1.0072,1.71,6.66,3.42,0.1,10.1,35100000,31500000,27900000,24600000,21400000,18400000,15700000,13300000,11100000,9200000
"193","e.miyazaki","Greri Landmoslands",32,1988,4.02,20.86,25.47,1,468.43,232.07,4.2,4.22,1,12.04,12.06,1,3.94,8.71,1,0.03,0,0,0.03,0.04,0,0.02,0.1,8100000,6900000,5800000,4900000,4e+06,3300000,2700000,2200000,1700000,1400000
"194","c.ji","Greri Landmoslands",26,1994,2.38,34.29,45.64,1,775.13,240.91,13.06,14.38,1,12.23,16.59,1,8.74,13.06,1,0,0.43,0,2.64,3,2.97,0.38,5.22,3e+07,27200000,24400000,21600000,1.9e+07,16600000,14300000,12200000,10300000,8600000
"195","i.adoch","Greri Landmoslands",25,1995,1.4,35.03,39.24,1,742.1,182.07,12.88,14.35,1,15,15.71,1,5.63,7.8,1,0,0.02,0,0.02,5.72,0,0,4.32,11200000,10200000,9300000,8300000,7400000,6500000,5700000,4900000,4200000,3500000
"196","i.mwale","Greri Landmoslands",28,1992,1.47,54.74,61.24,1,1097.21,167.95,19.98,20.6,1,23.32,26.04,1,10.71,13.38,1,0,0,0.07,0,7.41,0.7,0.06,3.91,9300000,8200000,7300000,6300000,5400000,4600000,3900000,3300000,2700000,2200000
"197","o.contreras","Greri Landmoslands",34,1986,1.66,57.58,65.28,1,1085.25,266.58,23.47,24.66,1,25.97,27.56,1,7.03,10.03,1,0,0.24,0,2.44,4.69,0.04,0,3.46,4200000,3500000,2900000,2400000,1900000,1600000,1200000,1e+06,8e+05,6e+05
"198","q.kaddu","Greri Landmoslands",28,1992,0.28,90.05,111.4396,1,2008.6528,494.97,34.99,40.03,1,24.95,25,1,17.8296,26.712,1,0.03,0,0,0.09,13.5348,4.9452,0.02,10.05,18400000,16300000,14400000,12500000,10800000,9200000,7800000,6500000,5400000,4400000
"199","s.nyarko","Greri Landmoslands",23,1997,0.18,45.05,44.98,1,1029.95,0.01,5.03,4.95,1,30.02,29.94,1,9.93,10,1,0,0.01,0,0.06,0,0.1,0,0.07,5400000,5100000,4700000,4300000,3900000,3500000,3100000,2700000,2400000,2e+06
"200","x.durand","Greri Landmoslands",23,1997,2.31,74.19,80.88,1,1391.76,312.02,35.09,36.32,1,25.36,26.23,1,11.39,13.75,1,0,0.22,0,1.17,9.27,2.53,1.33,5.75,33200000,3.1e+07,28700000,26300000,23800000,21400000,1.9e+07,16700000,14500000,12500000
"201","z.musenero","Greri Landmoslands",29,1991,2.67,46.53,50.07,1,1004.65,244.16,15.02,15.33,1,22.73,23.85,1,8.92,10.07,1,0,0.09,0.08,0.4,3.8,0.74,0,2.66,11600000,10200000,8900000,7700000,6600000,5500000,4600000,3800000,3100000,2600000
"202","a.alghamdi","Ledian",34,1986,2.55,52.29,59.94,1,912.67,268.51,25.79,27.67,1,23.2,24.21,1,3.44,6.55,1,0,0.04,0,1.17,1.51,0.85,0.34,1.59,4600000,3900000,3200000,2600000,2100000,1700000,1400000,1100000,8e+05,6e+05
"203","h.mvula","Ledian",35,1985,2.96,36.88,44.52,1,658.4,311.4,13.18,14.51,1,21.02,24.58,1,2.35,4.09,1,0,0,0.02,1.34,2.41,1.09,0.09,5.2,5200000,4300000,3500000,2900000,2300000,1800000,1400000,1100000,9e+05,7e+05
"204","o.patra","Ledian",23,1997,0.19,79.93,99.91,1,1590.09,601.0776,45.2676,48.1996,1,20.04,29.91,1,9.98,19.93,1,0.09,0,0,0,9.95,4.9452,0,9.99,2.4e+07,22400000,20700000,1.9e+07,17200000,15400000,13700000,1.2e+07,10500000,9e+06
"205","w.hagen","Ledian",25,1995,2.91,60.06,62.95,1,1309.94,418.62,15.03,15.64,1,33.35,34.1,1,11.69,13.37,1,0.07,0.08,0,0.41,1.7,0.02,0,0.39,12600000,11600000,10500000,9400000,8300000,7300000,6400000,5500000,4700000,4e+06
"206","z.wu","Ledian",25,1995,2.91,49.91,54.97,1,1041.67,240.02,14.8,15.39,1,26.69,27.79,1,8,10.96,1,0.01,0.1,0,0,0.27,0,0.01,0.26,12500000,11400000,10400000,9300000,8300000,7300000,6300000,5400000,4600000,3900000
"207","d.mumbere","Ledian",29,1991,2.7,20.02,24.97,1,325.85,71.82,13.75,15.9,1,3.38,3.44,1,2.26,4.3,1,0.01,0,0,0.44,1.87,0,0.05,1.64,1e+07,8800000,7700000,6600000,5700000,4800000,4e+06,3300000,2700000,2200000
"208","f.tayebwa","Ledian",31,1989,0.47,45.08,55.03,1,774.95,244.94,22.56,27.57,1,17.5,22.49,1,4.9,4.91,1,0,0,0.08,0,5.03,0,0,5.04,3900000,3400000,2900000,2400000,2e+06,1700000,1400000,1100000,9e+05,7e+05
"209","m.filipovi","Ledian",18,2002,0.28,16.71,16.65,1,320.07,3.27,3.4,3.36,1,9.98,10.01,1,3.31,3.26,1,0,0.03,0.03,0,0,0,0.08,0.01,8300000,8200000,7900000,7600000,7300000,6900000,6400000,5900000,5400000,4900000
"210","p.khosravi","Ledian",30,1991,0.08,1.1,1.06,1,5.04,0,0.01,0.1,0,0,0.09,0,0,0.01,0,0,0.08,0,0,0.07,0,0.07,0.07,1800000,1500000,1300000,1100000,1e+06,8e+05,7e+05,5e+05,4e+05,4e+05
"211","p.mukalazi","Ledian",24,1996,1.93,15.07,19.01,1,252.57,28.47,8.48,9.99,1,4.52,5.49,1,1.52,2.08,1,0,0,0.05,0.58,0.08,0.09,0,0,1.2e+07,11100000,10100000,9200000,8200000,7300000,6400000,5600000,4800000,4100000
"212","v.namayanja","Ledian",26,1994,2.58,28.45,35.19,1,561.62,84.79,13.18,16.81,1,10.5,11.6,1,4.88,6.5,1,0,0,0,1.64,2.09,0.88,0,1.91,15700000,14200000,12800000,11400000,1e+07,8700000,7500000,6400000,5400000,4500000
"213","b.taremwa","Ledian",25,1995,1.19,29.93,38.3,1,585.48,149.91,11.86,13.51,1,13.68,16.43,1,4.57,8.12,1,0.02,0.03,0.03,0,0.87,1.9,0.83,1.91,10300000,9400000,8500000,7600000,6800000,6e+06,5200000,4500000,3800000,3200000
"214","z.apili","Ledian",32,1988,0.59,21.66,21.71,1,341.67,5.09,9.95,10.07,1,6.7,6.63,1,1.66,1.65,1,0.01,0,0.04,0,0,0.01,0.07,0,2900000,2500000,2100000,1800000,1500000,1200000,1e+06,8e+05,6e+05,5e+05
"215","m.janssens","Ledian",32,1989,2.95,26.78,40.01,1,772.04,402.05,5.76,5.57,1,12.8,13.06,1,8.24,20.62,1,0.03,0,0.03,0,0.31,0.09,0,0.39,4700000,4e+06,3400000,2900000,2400000,1900000,1600000,1300000,1e+06,8e+05
"216","b.namazzi","Ledian",33,1987,3.06,28.39,35.94,1,534.68,118.25,14.79,17.75,1,8.02,10.3,1,4.9,6.96,1,0.08,0,0.06,0.39,1.91,0.28,0,1.35,6300000,5300000,4500000,3700000,3e+06,2500000,2e+06,1600000,1200000,1e+06
"217","c.lawal","Ledian",28,1992,1.2,42.71,48.3,1,825.49,148.19,20.82,21.75,1,13.52,14.57,1,8.16,9.98,1,0,0,0.07,0.07,0,0.84,0.86,0.99,5500000,4900000,4300000,3700000,3200000,2700000,2300000,1900000,1600000,1300000
"218","e.mohammad","Ledian",24,1996,1.34,21.43,27.09,1,314.26,49.24,14.93,16.31,1,5.78,6.41,1,0.69,2.95,1,0.03,0,0.09,0,0.8,0,0,0.05,9700000,9e+06,8200000,7500000,6700000,5900000,5200000,4500000,3900000,3300000
"219","m.delgado","Ledian",26,1994,0.44,43.95,46.03,1,855.98,130.01,19.93,20.01,1,16.02,17.93,1,5.91,5.97,1,0,0,0.03,0.04,1.95,0,0.03,0.05,5800000,5300000,4700000,4200000,3700000,3200000,2800000,2400000,2e+06,1700000
"220","m.yanti","Ledian",23,1997,0.19,65.09,75.1,1,1235.09,245.05,20,19.96,1,39.98,44.97,1,4.96,9.95,1,0,0,0.02,4.91,5.04,0.06,0,0,7700000,7200000,6700000,6100000,5500000,5e+06,4400000,3900000,3400000,2900000
"221","x.akao","Ledian",33,1987,2.82,45.46,53.84,1,1003.94,216.85,18.67,20.33,1,15.46,18.66,1,10.63,13.17,1,0.33,0.08,0.25,1.06,2.82,0.39,0.33,3.52,5700000,4800000,4e+06,3300000,2700000,2200000,1800000,1400000,1100000,9e+05
"222","a.pinto","Leoneku Guidisia",27,1993,0.2,19.97,34.95,1,234.97,54.96,15.07,15.02,1,5.07,10.01,1,0.05,10.1,0.08,0.03,0,0,0.01,0,0,0,0,2800000,2500000,2200000,1900000,1700000,1500000,1200000,1e+06,9e+05,7e+05
"223","k.appiah","Leoneku Guidisia",32,1988,2.94,26.67,27.96,1,514.02,156.99,9.65,9.68,1,13.35,13.74,1,3.66,4.76,1,0,0,0,0.02,0.25,0.26,0,1.68,6400000,5500000,4600000,3900000,3200000,2600000,2100000,1700000,1400000,1100000
"224","k.mashiri","Leoneku Guidisia",26,1994,2.85,29.36,36.81,1,492.83,181.49,16.08,17.41,1,10.01,12.94,1,2.94,5.38,1,0.34,0.24,0.13,1.42,1.13,2.15,1.17,3.51,22400000,20300000,18200000,16200000,14200000,12400000,10700000,9100000,7700000,6400000
"225","k.vitali","Leoneku Guidisia",32,1988,2.77,22.98,32.17,1,398.14,181.03,10.34,11.76,1,10.32,12.91,1,2.1,7.2,1,0.02,0,0.06,0,0.62,0,0.04,2.76,5600000,4800000,4e+06,3400000,2800000,2300000,1900000,1500000,1200000,9e+05
"226","l.auma","Leoneku Guidisia",26,1994,3.08,38.33,50.23,1,794.75,310.07,13.65,14.37,1,15.03,18.36,1,8.66,15.92,1,0,0.03,0,0.98,1.63,0.6,0.36,1.61,13400000,12100000,10900000,9700000,8500000,7400000,6400000,5400000,4600000,3800000
"227","m.olofsson","Leoneku Guidisia",26,1994,0.2,55.03,59.99,1,765.01,279.98,29.95,29.91,1,25.02,24.95,1,0.07,0,0,0.06,0,0.1,0.07,5.03,0.08,0.05,10.1,4500000,4e+06,3600000,3200000,2800000,2500000,2100000,1800000,1500000,1300000
"228","z.colombo","Leoneku Guidisia",32,1988,2.86,30.99,38.53,1,638.22,284.78,8.94,9.06,1,18.31,20.28,1,3.87,8.98,1,0.01,0.02,0.05,0.4,0.68,0.08,0,1.69,5700000,4800000,4100000,3400000,2800000,2300000,1900000,1500000,1200000,1e+06
"229","a.lekuru","Leoneku Guidisia",23,1997,0.15,9.93,30.09,1,169.95,49.9,0,9.98,0.07,9.96,10.06,1,0,0,0,0,0.01,0,0,10.01,0,0,0.05,7900000,7400000,6800000,6300000,5700000,5100000,4500000,4e+06,3500000,3e+06
"230","e.mtetwa","Leoneku Guidisia",26,1994,2.68,12,18.86,1,198.48,40.6,6.73,10.77,1,3.76,4.87,1,1.44,2.18,1,0,0.07,0,0.67,0.7,0,0.02,0.64,14200000,12800000,11500000,10200000,9e+06,7800000,6800000,5800000,4900000,4100000
"231","j.amsalem","Leoneku Guidisia",30,1990,2.68,11.56,15.85,1,178.01,29.18,6.96,9.14,1,2.98,4.22,1,1.06,1.14,1,0.02,0.04,0,1.1,0.81,1.24,0.33,1.22,11400000,9900000,8600000,7300000,6200000,5200000,4300000,3500000,2800000,2300000
"232","n.nabulime","Leoneku Guidisia",22,1998,0.17,15.1,25.01,1,129.95,19.99,14.98,19.99,1,0,0,0,0,4.98,0,0.04,0,0,0,0.07,0,0,0,3500000,3300000,3100000,2900000,2600000,2400000,2100000,1900000,1700000,1400000
"233","y.bauer","Leoneku Guidisia",21,1999,0.14,10.03,19.97,1,99.97,0.09,10.02,9.92,1,0.09,0,0,0.05,0,0,0.08,0.06,0,0.08,0.05,0,0.02,0.05,4200000,4e+06,3700000,3500000,3200000,3e+06,2700000,2400000,2100000,1900000
"234","m.krlievi","Leoneku Guidisia",31,1989,2.92,21.72,38.37,1,760.07,522.64,3.33,3.38,1,7.37,8.08,1,10.95,26.712,1,0.04,0,0.01,0,0.65,0,0,0.08,5e+06,4300000,3700000,3100000,2600000,2200000,1800000,1400000,1200000,9e+05
"235","d.okidi","Leoneku Guidisia",33,1987,1.46,40.03,45.37,1,790.74,121.93,13.97,14.73,1,19.26,20.78,1,6.57,8.65,1,0,0.08,0.09,0.02,2.64,0.02,0,0.6,3500000,3e+06,2500000,2100000,1700000,1400000,1100000,9e+05,7e+05,5e+05
"236","h.tan","Leoneku Guidisia",25,1995,3.1,47.38,52.98,1,838.61,209.67,21.7,24.32,1,18.9,21,1,6.07,5.99,1,0,0.1,0,0.6,4.05,0.62,0.32,3.03,21300000,19500000,17600000,15800000,14100000,12400000,10800000,9300000,7900000,6700000
"237","t.takada","Leoneku Guidisia",27,1993,3.06,27.74,34.28,1,443.4,109.71,13.04,15.21,1,12.97,15.1,1,1.41,2.32,1,0.07,0.25,0,0.99,1.25,0.91,0,2.6,20500000,18400000,16300000,14400000,12500000,10800000,9200000,7800000,6500000,5400000
"238","u.jonsson","Leoneku Guidisia",29,1991,1.31,31.56,40.06,1,593.8,97.64,11.46,11.54,1,15.36,19.94,1,4.71,7.02,1,0.05,0.01,0.07,0.09,0.69,0,0.04,0.01,5100000,4500000,3900000,3400000,2900000,2400000,2e+06,1700000,1400000,1100000
"239","f.ahin","Leoneku Guidisia",30,1990,0.77,34.24,44.36,1,589.93,119.92,18.59,18.51,1,12.91,18.6,1,2.86,5.8,1,0.02,0,0.03,0,2.83,1.42,0.06,2.8,5900000,5100000,4400000,3800000,3200000,2700000,2200000,1800000,1500000,1200000
"240","d.chiwara","Manlisgamncent",25,1995,1.84,42.25,50.53,1,715.63,169.41,19.96,21.15,1,15.02,16.68,1,4.38,8.8,1,0.03,0.09,0.1,0,0.04,0.6,0.61,3.42,9800000,9e+06,8100000,7300000,6500000,5700000,5e+06,4300000,3700000,3100000
"241","f.kawala","Manlisgamncent",19,2002,4.16,42.5,50.9,1,723.76,282.07,20.98,22.8,1,15.84,18.03,1,4.12,7.24,1,0,0.09,0.03,0.31,1.74,1.43,0.4,3.96,41600000,40500000,38900000,37100000,3.5e+07,32700000,30200000,27600000,2.5e+07,22500000
"242","g.kintu","Manlisgamncent",29,1992,1.91,44.97,59.06,1,767.95,309.05,23.05,24.97,1,15.9,19.47,1,5.08,11.43,1,0.1,0.02,0,0.56,2.07,0.98,0.6,2.55,7400000,6500000,5600000,4900000,4200000,3500000,2900000,2400000,2e+06,1600000
"243","m.apolot","Manlisgamncent",28,1992,0.22,59.9,75.01,1,939.99,584.97,30.07,39.99,1,30.07,29.96,1,0,5.07,0,0,0,0.02,0,0,0,0,0,2300000,2100000,1800000,1600000,1400000,1200000,1e+06,8e+05,7e+05,6e+05
"244","m.tseu","Manlisgamncent",24,1996,2.3,39.02,42.17,1,918.73,289.13,11.79,12.16,1,17.81,17.78,1,9.66,11.39,1,0,0,0.06,0.03,1.35,0.41,0,0.87,12400000,11400000,10500000,9500000,8500000,7500000,6600000,5800000,5e+06,4300000
"245","q.achom","Manlisgamncent",31,1989,2.01,49.96,56.93,1,1158.06,310.58,11.42,11.53,1,26.08,28.48,1,12.45,16.44,1,0.08,0,0,0.1,0.98,0.04,0,2,4100000,3500000,3e+06,2600000,2100000,1800000,1500000,1200000,9e+05,8e+05
"246","z.ado","Manlisgamncent",31,1989,4.31,38.09,40.75,1,756.23,250.58,11.15,12.28,1,22.1,22.39,1,4.67,5.41,1,0,0,0.05,0.08,0.95,0,0.1,0.74,10900000,9400000,8e+06,6700000,5600000,4700000,3800000,3100000,2500000,2e+06
"247","f.cheah","Manlisgamncent",28,1992,0.5,13.34,25.03,1,198.27,100.08,10.09,13.26,1,1.74,4.99,1,1.66,5.02,1,1.4072,0.53,1.0072,3.31,3.31,1.73,1.61,3.3,11500000,10300000,9e+06,7900000,6800000,5800000,4900000,4100000,3400000,2800000
"248","g.muleya","Manlisgamncent",27,1993,2.24,10.5,19.44,1,144.55,32.79,6.74,9.95,1,3.66,6.35,1,0.03,1.33,0.03,0,0,0,0.41,1.29,0.42,0,0.97,7600000,6900000,6100000,5400000,4700000,4e+06,3400000,2900000,2400000,2e+06
"249","i.sari","Manlisgamncent",26,1994,1.88,19.97,27.83,1,261.66,39.44,14.24,17.33,1,4.78,5.32,1,0.6,2.17,1,0,0,0,0.62,1.67,0.54,0.03,1.61,12100000,1.1e+07,9800000,8700000,7700000,6700000,5800000,4900000,4200000,3500000
"250","r.kato","Manlisgamncent",31,1989,2.91,24.5,34.07,1,409.96,127.99,13.87,15.84,1,7.98,10.26,1,2.39,5.79,1,0.36,0.26,0.04,2.37,1.68,1.07,0.43,2.83,12100000,10400000,8900000,7500000,6300000,5200000,4300000,3500000,2800000,2200000
"251","f.blanco","Manlisgamncent",22,1998,1.39,27.67,34.68,1,525.4,93.85,11.49,13.14,1,11.52,14.59,1,3.82,4.54,1,0,0.19,0,0.85,0.68,0,0,1.61,12500000,11800000,1.1e+07,10200000,9300000,8400000,7600000,6700000,5900000,5200000
"252","c.soto","Manlisgamncent",22,1998,0.63,27.01,35.61,1,408.52,104.34,15.72,20,1,9.98,12.86,1,1.5,1.38,1,0.04,0,0,0.1,1.47,0,0,1.5,9e+06,8500000,7900000,7300000,6700000,6100000,5400000,4800000,4300000,3700000
"253","h.mbabazi","Manlisgamncent",23,1997,2.25,20.95,24.22,1,261.32,50.85,14.37,15.6,1,4.81,7.05,1,0.5,0.48,1,0,0.14,0,0.86,1.32,0,0.03,1.77,17500000,16300000,15100000,13800000,12500000,11200000,1e+07,8800000,7600000,6600000
"254","j.jorgensen","Manlisgamncent",25,1995,0.4,48.07,49.9,1,793.99,202,20.1,20.01,1,23.98,24.04,1,1.91,3.94,1,0.08,0.794200000000001,0,4,3.96,2.08,0.04,8.06,24500000,22500000,20300000,18300000,16200000,14300000,12400000,10700000,9100000,7700000
"255","z.davies","Manlisgamncent",29,1991,2.6,21.94,24.83,1,349.63,37.15,12.38,12.72,1,5.23,6.34,1,3.52,4.06,1,0.41,0.09,0.45,0.71,0.84,0.78,0.49,0.45,10900000,9600000,8400000,7200000,6100000,5200000,4300000,3600000,3e+06,2400000
"256","e.jew","Manlisgamncent",26,1995,4.29,23.01,30.66,1,653.28,390.49,4.78,5.03,1,9.97,9.91,1,7.92,15.22,1,0,0,0,0.04,0.31,0,0.07,0,1.7e+07,15400000,13800000,12200000,10800000,9400000,8100000,6900000,5800000,4900000
"257","b.yang","Manlisgamncent",29,1991,0.5,11.92,13.95,1,195.99,60.04,3.99,6.06,1,6.07,6.08,1,2.01,2.08,1,0,0,0,0.07,4.04,0.05,0,1.91,5700000,5e+06,4300000,3700000,3200000,2700000,2300000,1900000,1500000,1200000
"258","c.nangobi","Manlisgamncent",35,1985,4.39,58.17,67.78,1,1160.93,339.09,24.74,27.35,1,22.1,23.24,1,9.92,14.09,1,0.19,0.16,0.18,1.38,5.19,1.01,0.15,4.73,9600000,7900000,6500000,5300000,4300000,3400000,2700000,2100000,1600000,1200000
"259","c.nyesiga","Manlisgamncent",26,1994,3.87,51.11,57.14,1,914.9,206.27,21.75,23.9,1,22.64,23.71,1,4.7,6.9,1,0.18,0.03,0.14,1.01,3.15,0.53,0.08,4.38,22300000,20300000,18200000,16100000,14200000,12400000,10700000,9100000,7700000,6400000
"260","z.griffiths","Manlisgamncent",28,1992,3.12,61.5,68.48,1,1198.94,278.76,27.08,28.09,1,22.8,26.6,1,11.36,12.67,1,0.01,0.07,0.04,0.95,3.61,0.56,0,2.61,13600000,12100000,10600000,9300000,8e+06,6800000,5800000,4800000,4e+06,3300000
"261","c.popescu","Mico",31,1989,2.99,56.06,70.03,1,924.04,397.32,29.71,31.74,1,22.08,26.72,1,4.08,9.63,1,0,0,0.02,1.64,3.33,2.06,0.35,6.3,11500000,9900000,8500000,7200000,6e+06,5e+06,4100000,3300000,2700000,2100000
"262","e.nakayiza","Mico",24,1996,0.72,51.41,54.24,1,1105.68,401.3,17.02,17.02,1,24.26,24.27,1,10.09,12.87,1,0.02,0.09,0,0.06,7.06,1.41,0.06,7.17,1.3e+07,12100000,1.1e+07,1e+07,9e+06,8e+06,7e+06,6100000,5300000,4500000
"263","v.it","Mico",31,1989,5.96,39.83,44.64,1,901.2,278.18,10.21,10.72,1,22.27,23.67,1,6.93,9.92,1,0.07,0.02,0,0.19,2.77,0,0.08,2,20100000,17300000,14800000,12500000,10400000,8600000,7100000,5800000,4600000,3700000
"264","w.twinamatsiko","Mico",28,1992,5.31,40.82,46.71,1,844.01,282.14,15.2,16.68,1,18.97,19.65,1,6.38,9.47,1,0.05,0.01,0,0.45,3.18,0.06,0,2.09,25600000,22700000,2e+07,17400000,1.5e+07,12800000,10800000,9e+06,7500000,6100000
"265","x.kho","Mico",23,1997,6.22,45.02,52.95,1,690.48,250.87,24.46,26.69,1,17.7,20.69,1,2.1,3.36,1,0.13,0.18,0.16,0.99,2.33,1.34,0.23,4.33,84800000,79200000,73200000,6.7e+07,60700000,54500000,48400000,42600000,37100000,31900000
"266","x.munkuli","Mico",28,1992,0.23,20,25,1,280.03,94.98,15.01,20.04,1,5.08,5.04,1,0.01,0,0,0,0.03,0,0,0,0,0.06,0,3e+06,2600000,2300000,2e+06,1700000,1500000,1300000,1100000,9e+05,7e+05
"267","y.eyotaru","Mico",24,1996,5.9,45.67,50.27,1,876.66,261.1,16.23,17.12,1,24.51,26.66,1,4.76,6.31,1,0.01,0,0,0.08,4.26,0.07,0.1,2.68,4.8e+07,44400000,40600000,36800000,3.3e+07,29300000,25800000,22500000,19400000,16500000
"268","y.gashi","Mico",29,1991,3.22,42.25,59.19,1,789.43,377.44,19.33,21.28,1,15.81,19.77,1,6.6,17.12,1,0.29,0.38,0.04,2.18,1.26,1.63,1.29,4.34,14700000,1.3e+07,11300000,9700000,8300000,7e+06,5900000,4900000,4e+06,3200000
"269","l.tembo","Mico",21,1999,0.99,18.99,19.91,1,342.1,77.74,11.16,11.02,1,3.39,4.44,1,3.4,3.41,1,0,0.15,0,2.27,2.26,2.12,0.09,3.38,21400000,20300000,19200000,17900000,16600000,15200000,13700000,12300000,10900000,9600000
"270","n.katusabe","Mico",27,1993,0.74,27.03,38.58,1,459.99,68.58,15.79,18.65,1,7.11,9.99,1,2.84,7.1,1,1.4072,0.33,0.98,2.8,1.45,1.51,0,2.94,11500000,10300000,9200000,8100000,7e+06,6100000,5200000,4400000,3700000,3e+06
"271","p.khoh","Mico",23,1997,2.55,15.17,19.67,1,189.58,19.24,10.35,12.87,1,2.78,3.53,1,0.75,1.55,1,0,0.13,0.06,0.79,0.45,0.06,0.04,0,18400000,17100000,15800000,14500000,13100000,11800000,10500000,9200000,8e+06,6900000
"272","x.james","Mico",26,1994,3.21,20.03,29.61,1,267.38,61.73,13.59,16.74,1,3.69,7.37,1,1.12,2.65,1,0.04,0.08,0,2.11,0.94,0.63,0.32,0.61,19400000,17600000,15800000,1.4e+07,12300000,10700000,9200000,7900000,6700000,5600000
"273","m.ogbonna","Mico",21,1999,0.35,42.46,47.42,1,699.97,110.05,24.9,27.44,1,15,17.42,1,2.4,2.41,1,0.02,0.34,0,2.42,2.44,0.01,0.01,2.46,12500000,11900000,11300000,10500000,9700000,8900000,8100000,7200000,6400000,5600000
"274","u.nafula","Mico",29,1991,6.25,22.22,29.32,1,326.67,62.07,12.43,14.6,1,7.91,9.52,1,0.89,2.77,1,0,0.11,0,1.35,1.31,0.73,0.02,1.98,42400000,37300000,32400000,2.8e+07,23900000,20200000,16900000,1.4e+07,11500000,9300000
"275","s.zandamela","Mico",34,1986,6.21,16.81,24.81,1,700.65,488,2.07,2.09,1,4.19,4.06,1,10.69,18.68,1,0.08,0,0,0.08,0.56,0,0.09,0.05,1.1e+07,9200000,7600000,6200000,5100000,4100000,3200000,2600000,2e+06,1500000
"276","a.kiss","Mico",25,1995,6.35,53.76,63.28,1,1049.49,249.87,20.06,21.64,1,25.11,28.67,1,7.87,11.89,1,0.46,0.03,0.38,1.37,5.98,1.72,0.16,6.32,78200000,71600000,64900000,58200000,51700000,45500000,39600000,34100000,29100000,24600000
"277","h.ferraro","Mico",26,1994,1.86,50.09,55.67,1,827.83,204.32,25,27.24,1,19.49,20.66,1,4.47,4.97,1,0.02,0.12,0,0.57,2.25,0.63,0,3.37,12400000,11200000,10100000,8900000,7900000,6800000,5900000,5e+06,4300000,3600000
"278","j.dubois","Mico",28,1992,0.59,43.95,60.06,1,901.99,169.95,17.96,18.08,1,11.95,14.01,1,12.01,26.07,1,0,0.23,0,3.96,2.06,0,0,1.92,5e+06,4400000,3900000,3400000,2900000,2500000,2100000,1800000,1500000,1200000
"279","o.lakot","Mico",29,1991,5.15,38.7,49.21,1,714.46,170.35,18.94,21.69,1,14.33,15.98,1,5.11,9.25,1,0.05,0,0,0.76,3.94,1.47,0.84,3.1,2.8e+07,24700000,21500000,18500000,15800000,13300000,11200000,9200000,7600000,6200000
"280","b.owor","Mico",20,2000,3.5,25.56,34.23,1,430.69,123.53,13.69,15.21,1,9.5,13.96,1,2.59,3.35,1,0.37,0.14,0.11,1.73,3,1.9,0.51,4.22,45500000,43800000,41700000,39300000,36700000,33900000,31100000,28100000,25300000,22400000
"281","q.ili","Mico",25,1996,1.62,56.35,74.91,1,1146.86,263.89,26.35,29.49,1,18.77,23.07,1,11.28,21.89,1,0.54,0.08,0.59,1.35,2.51,2.58,0.56,5.57,13100000,1.2e+07,10900000,9800000,8700000,7600000,6600000,5700000,4900000,4100000
"282","c.imalingat","New Uwi",23,1998,2.93,33.09,43.08,1,709.23,337.01,13.38,14.21,1,12.73,13.35,1,6.08,13.64,1,0,0,0,0.06,0.96,0.03,0.03,1.41,14400000,13500000,12500000,11400000,10300000,9300000,8200000,7200000,6300000,5400000
"283","g.lambert","New Uwi",26,1994,3.07,17.22,27.33,1,299.09,114.2,7.02,7.1,1,7.23,11.35,1,1.6,6.94,1,0,0.06,0.09,0,0.9,0.03,0.09,0.61,14100000,12800000,11500000,10200000,9e+06,7800000,6700000,5800000,4900000,4100000
"284","h.yong","New Uwi",28,1992,2.97,24.93,29.24,1,570.07,165.71,6.1,6.3,1,14.96,15.67,1,3.91,7.04,1,0,0,0,0,0.24,0,0,0.72,9900000,8800000,7700000,6700000,5800000,5e+06,4200000,3500000,2900000,2400000
"285","r.yakubu","New Uwi",30,1990,2.97,21.49,31.48,1,325.92,156.56,10.62,11.78,1,10.03,14.55,1,0,2.42,0,0,0,0,0.01,0.76,0,0,1.4,5500000,4800000,4100000,3500000,3e+06,2500000,2100000,1700000,1400000,1100000
"286","o.kobugabe","New Uwi",30,1991,2.33,22.15,27.47,1,347.81,181.7,12.51,14.85,1,8.72,9.94,1,0.83,1.83,1,0.05,0,0,0.4,0.46,0.37,0,2.11,7800000,6800000,5800000,5e+06,4200000,3500000,2900000,2400000,1900000,1600000
"287","w.dickson","New Uwi",32,1988,1.06,25.43,39.04,1,584.48,313.51,7.27,10.81,1,9.91,13.68,1,7.19,12.71,1,0.1,0.04,0,0.92,1.89,1.76,1.84,1.75,3700000,3200000,2700000,2300000,1900000,1500000,1200000,1e+06,8e+05,6e+05
