"","Player","Nation","Squad","Age","Born","X90s","Gls","Standard.Sh","Standard.SoT","Standard.SoT.","Standard.Sh.90","Standard.SoT.90","Standard.G.Sh","Standard.G.SoT","Standard.Dist","Standard.FK","Performance.PK","Performance.PKatt","Expected.xG","Expected.npxG","Expected.npxG.Sh","Expected.G.xG","Expected.np.G.xG","League","Year","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"1619","e.munetsi","Imaar Vircoand","Flying Bombadiers",38,1982,27.83,0.21,1.97,0.82,1,1.97,0.84,0.04,0.22,13.43,0.07,0.02,0,0.37,0.2,0.22,-0.19,-0.05,"D",2021,566361638.505595,402428107.011411,280520073.327221,191831862.51653,128694120.075569,84698911.2726535,54686246.1197989,34638538.4698335,21523959.5611552,13120969.8440476
"1622","m.ogbonna","Mico","Flying Bombadiers",20,1999,13.03,0.2,2.3,0.72,1,2.24,0.74,0.12,0.15,18.58,0.11,0.01,0.04,0.18,0.29,0.16,-0.15,-0.13,"D",2021,231865448.334971,232578519.770467,228867607.34818,220942985.603581,209246050.265113,194408603.833635,177196384.123729,158443851.633442,138987930.578512,119607922.713932
"1623","k.amoding","Northslands","Flying Bombadiers",21,1998,32.51,0.19,2.72,1.11,1,2.78,1.12,0.13,0.16,19.97,0.15,0,0.02,0.34,0.19,0.17,0.04,-0.07,"D",2021,30652223696.1402,30163151369.9556,29118741599.6016,27577167257.7069,25621695498.982,23353245216.575,20881792473.0942,18317638031.9243,15763488418.7772,13308109110.9487
"1624","c.majoni","Sobianitedrucy","Flying Bombadiers",28,1991,12.9,0.1,2.48,0.95,1,2.33,0.99,0.11,0.08,16.81,0.3,0,0,0.29,0.32,0.11,-0.1,-0.16,"D",2021,124995305.497649,107566382.040071,90811444.1949329,75211762.3330127,61109975.4612765,48710166.6432483,38089764.1091627,29219858.7702033,21990196.1708845,16235335.0824565
"1625","n.cheng","Sobianitedrucy","Flying Bombadiers",19,2000,13.5,0.02,1.75,0.52,1,1.7,0.63,0,0.22,19.52,0,0.05,0.02,0.23,0.06,0.13,-0.02,-0.14,"D",2021,292564452.074841,299139635.435887,300059599.711659,295271991.221007,285048094.229585,269957372.442475,250814941.570671,228608713.061692,204415260.466978,179314335.886645
"1626","o.night","Sobianitedrucy","Flying Bombadiers",23,1997,19.5,0.38,2.69,1.01,1,2.65,0.97,0.01,0.25,18.19,0.45,0.24,0.14,0.47,0.29,0.17,-0.04,-0.07,"D",2021,1468484555.79354,1390741563.19419,1292125348.37063,1177725342.65934,1053087738.66945,923775103.964836,794967021.813926,671140015.766022,555850904.095467,451631952.978354
"1630","s.kor","Byasier Pujan","Flying Bombadiers",23,1997,27.87,0.04,0.32,0.2,1,0.26,0.22,0.02,0.25,25.82,0,0,0.1,0.09,0.06,0,-0.03,0.12,"D",2021,4640371926.27101,4394706148.65081,4083081546.99126,3721580588.21472,3327729092.65039,2919104625.04667,2512074530.01996,2120784502.27542,1756473992.44397,1427144893.92448
"1631","z.angom","Cuandbo","Flying Bombadiers",18,2002,2.47,0,0.87,0.01,0.07,0.88,0.09,0.06,0,8.09,0.01,0,0,0.12,0,0.2,-0.14,-0.11,"D",2021,20161340.4555051,21013125.0744501,21485380.501838,21551455.9401003,21207591.1427604,20473270.8085385,19389396.0516178,18014511.6755921,16419573.3507827,14681904.8071503
"1632","o.binabdulrahman","Imaar Vircoand","Flying Bombadiers",22,1998,13.9,0.09,1.37,0.44,1,1.24,0.35,0.02,0.15,18.21,0,0,0.04,0.17,0.15,0.05,-0.09,-0.05,"D",2021,216030324.624639,208550198.328703,197509349.134005,183504141.466863,167257362.577859,149556667.7161,131192037.657406,112899062.785501,95313486.8474651,78940439.5388117
"1633","h.pichler","Sobianitedrucy","Flying Bombadiers",30,1989,4.21,0.16,0.65,0.48,1,0.69,0.43,0.29,0.44,10.43,0,0,0,0.28,0.23,0.23,0.02,0.11,"D",2021,11630110.4439794,9632278.29238816,7826279.7177624,6238251.38811337,4878109.44206307,3742151.52801089,2816257.49286818,2079239.48107984,1505975.22612383,1070070.28416369
"1634","i.mushonga","Sobianitedrucy","Flying Bombadiers",29,1991,36.12,0.34,1.7,0.51,1,1.69,0.48,0.2,0.56,17.41,0,0.07,0.04,0.11,0.08,0.18,0.16,0,"D",2021,34587717737.4696,29200206789.2941,24184165691.6822,19649769213.3116,15662639784.3719,12247674270.6074,9395577022.34524,7070895978.13932,5220433899.09733,3781115255.45609
"1636","x.aliru","Xikong","Flying Bombadiers",21,1999,20.53,0.3,2.8,0.77,1,2.71,0.77,0.14,0.35,21.22,0,0,0,0.15,0.15,0,0.06,-0.03,"D",2021,1282612059.78696,1262147310.80526,1218445014.35542,1153939356.90058,1072114570.38015,977193506.313636,873778004.541045,766483491.686017,659607620.989063,556864696.273664
"1637","a.marchenko","Ingre","Hideous Spartans",26,1993,26.97,0.1,1.1,0.18,1,1.11,0.3,0.12,0.5,20.28,0.31,0,0,0,0.15,0.1,0.07,0.01,"D",2021,4094813344.40138,3661462965.03397,3211858050.36643,2764007405.94767,2333475380.86847,1932628616.48894,1570271506.29019,1251648133.86332,978748081.805949,750828507.102704
"1638","a.radu","Janmico","Hideous Spartans",34,1986,27.93,0.12,0.38,0.07,1,0.35,0.12,0.06,0.31,9.23,0.02,0,0,0.06,0.1,0.02,0.04,0.11,"D",2021,950029009.528504,728797201.43348,548476074.246352,404939218.409057,293293983.958634,208399959.915615,145269107.744654,99341352.5607668,66645070.256893,43861870.9940574
"1639","w.hamad","Kesternsri","Hideous Spartans",34,1985,8.6,0.06,0.78,0.12,1,0.71,0.06,0,0.09,16.91,0,0,0,0.1,0.11,0.15,-0.06,0.05,"D",2021,12910591.1690242,9904121.47257091,7453614.87866595,5502994.79778845,3985771.67775487,2832088.97320601,1974160.83168971,1350017.29023671,905685.244227075,596068.834354641
"1640","d.kos","Nkasland Cronestan","Hideous Spartans",20,2000,18.02,0,0.17,0.02,1,0.16,0.12,0.08,0.01,6.86,0,0,0,0.07,0.01,0.21,-0.09,0,"D",2021,742616104.650287,744899921.991628,733014652.549689,707633761.291154,670170945.594483,622649735.552081,567522627.804278,507462223.245223,445149013.536969,383078937.758817
"1641","e.ghosh","Sobianitedrucy","Hideous Spartans",30,1989,16.32,0,0.48,0.11,1,0.45,0.1,0.1,0,10.06,0.05,0,0,0.09,0,0.13,-0.05,0.07,"D",2021,194136695.645063,160787697.436351,130640898.976751,104132589.017544,81428293.621008,62466210.9401759,47010639.0119546,34707897.5952939,25138630.9297138,17862247.317097
"1643","h.kabugho","Sobianitedrucy","Hideous Spartans",26,1994,11.07,0.18,0.33,0.18,1,0.31,0.1,0.39,1.02,6.09,0.02,0,0.01,0,0.08,0.14,-0.02,0.11,"D",2021,104226181.760895,93196019.5514617,81752127.0915525,70352886.4568737,59394460.437006,49191619.8656257,39968464.9001947,31858474.3500182,24912289.4971291,19111002.5954038
"1644","q.krasniqi","Sobianitedrucy","Hideous Spartans",19,2001,12.12,0,0.32,0,0,0.47,0.02,0,0,9.61,0.07,0,0.01,0.05,0,0.13,-0.11,-0.02,"D",2021,164608516.920055,168307979.291042,168825588.159721,166131887.241338,160379511.964827,151888865.493554,141118564.6805,128624448.203506,115012239.602808,100889450.797852
"1647","y.oppong","Sobianitedrucy","Hideous Spartans",20,1999,26.63,0,0.42,0.06,1,0.5,0.01,0,0,15.66,0,0.09,0.02,0.05,0.13,0.14,0.04,-0.11,"D",2021,4107039587.66157,4119670243.22255,4053938741.03401,3913569680.2014,3706381516.40046,3443565386.13402,3138684826.10343,2806520659.94766,2461897351.21054,2118618695.07356
"1648","m.atuhaire","Nancipenuaroe","Hideous Spartans",31,1988,2.41,0.07,0.88,0.48,1,0.84,0.5,0.08,0,21.41,0,0.02,0.02,0,0.07,0,0.05,-0.14,"D",2021,4275831.72795918,3474137.07466659,2769200.84767062,2165424.88616773,1661165.69191574,1250155.23602807,922988.089977861,668512.314316064,475011.24171102,331115.51115452
"1649","k.nanyondo","Sobianitedrucy","Hideous Spartans",27,1993,4.1,0,0.74,0.09,0.05,0.77,0.07,0,0,16.81,0,0.01,0.04,0,0.03,0,0,-0.07,"D",2021,12963617.1069103,11371765.4293716,9786124.84505564,8261801.81388231,6842581.13035099,5559635.24848829,4431531.14340795,3465313.04503787,2658350.87558843,2000613.95590468
"1651","z.njoku","Imaar Vircoand","Hideous Spartans",25,1995,19.21,0.24,2.21,0.67,1,2.28,0.74,0.09,0.39,13.36,0,0,0.09,0.33,0.4,0.18,-0.05,-0.03,"D",2021,874195475.379386,796797436.944265,712473087.447144,624985816.718565,537839904.171757,454063969.775489,376064401.150047,305554418.794038,243554453.191848,190451651.248856
"1652","l.nanono","Sobianitedrucy","Hideous Spartans",31,1988,17.62,0.15,2.53,0.54,1,2.53,0.6,0.11,0.27,10.13,0,0.04,0.09,0.3,0.37,0.14,-0.2,-0.07,"D",2021,248887414.417261,202222409.313009,161189514.187871,126044951.093132,96693055.359524,72768977.8530489,53725247.8273178,38912733.7093871,27649432.2719794,19273556.2781445
"1653","r.aisu","Dosqaly","Hideous Spartans",20,2000,0.77,0.09,1.24,0,0,1.22,0,0,0,22.53,0.07,0,0,0.2,0.09,0.12,-0.04,-0.09,"D",2021,10794475.0329716,10827672.0093321,10654910.8162368,10285980.7657179,9741430.99609906,9050675.01581915,8249361.67976674,7376339.2211598,6470570.57137158,5568336.05331271
"1654","k.taremwa","Lefghau","Hideous Spartans",28,1992,36.15,0.5,2.05,0.75,1,1.98,0.73,0.25,0.5,13.86,0.07,0.12,0.15,0.39,0.25,0.15,0.02,0.13,"D",2021,37381019376.8354,32168736220.3505,27158014787.6278,22492783500.4904,18275511770.151,14567232552.3808,11391101486.2113,8738473037.27661,6576374575.76123,4855329349.29414
"1655","w.kisitu","Sobianitedrucy","Hideous Spartans",24,1996,4.07,0.29,3.96,1.56,1,3.95,1.43,0,0.15,9.93,0.01,0.02,0.06,0.61,0.7,0.19,-0.33,-0.43,"D",2021,26582282.0495385,24697356.6928267,22510743.9541509,20128452.3545322,17656803.4017304,15194798.3386678,12828000.3028377,10624393.4180124,8632378.77861435,6880785.10357765
"1658","i.chiu","Cabral Retrea","Hideous Spartans",24,1996,32.94,0.15,0.77,0.28,1,0.83,0.26,0.18,0.38,23.02,0,0,0.1,0.08,0.01,0.11,-0.04,0.15,"D",2021,21390143254.7473,19873387720.7629,18113871376.9153,16196896811.0951,14208018464.3319,12226900331.0325,10322393075.1425,8549201937.68787,6946274152.07209,5536807516.99085
"1660","k.thompson","Manlisgamncent","Hideous Spartans",25,1995,12.89,0,0.6,0.23,1,0.6,0.17,0,0,25.13,0,0.03,0.04,0,0,0.14,0,-0.08,"D",2021,162990235.996105,148559682.526696,132837746.172829,116526095.856271,100278090.401958,84658403.8414484,70115697.4835393,56969394.4106483,45409749.788986,35508945.6044454
"1661","a.dekker","Nancipenuaroe","Hideous Spartans",27,1993,11.93,0,0.69,0,0.05,0.6,0,0.1,0,24.83,0.04,0.07,0.08,0.1,0.07,0,-0.03,0.07,"D",2021,71690625.5384212,62887461.9162637,54118646.5130282,45688925.8011146,37840435.8510998,30745564.7172054,24506990.3826888,19163668.4296074,14701054.1579445,11063676.5014641
"1662","h.valentini","Sobianitedrucy","Hideous Spartans",24,1995,6.74,0,0.9,0.15,1,0.85,0.07,0,0,22.12,0,0.01,0,0.08,0.04,0,0.06,0.07,"D",2021,31467522.8151956,29236189.494876,26647725.2646775,23827620.6881123,20901736.8355332,17987269.2082367,15185505.5728705,12576924.0449664,10218820.7791653,8145322.58102522
"1664","h.tumukunde","Southern Ristan","Hideous Spartans",32,1988,20.48,0.02,2.38,0.29,1,2.48,0.22,0,0.08,24.41,0,0,0.09,0.03,0,0.09,-0.02,-0.11,"D",2021,471628244.383379,375930283.13576,293965239.556753,225510002.072473,169713660.256537,125299388.915102,90753266.8899695,64484708.9149577,44950277.9705081,30738960.8217446
"1665","q.juhasz","Janmico","Hideous Spartans",24,1995,30.46,0.01,0.97,0.51,1,1.06,0.52,0.11,0.1,17.62,0,0.03,0,0.18,0.05,0.05,0.02,0.03,"D",2021,9881531896.76542,9180841489.49876,8368003694.65356,7482425459.30275,6563630078.25899,5648419656.6965,4768600902.20917,3949445809.36373,3208946699.417,2557820180.71586
"1666","a.nasiru","Janmico","Hideous Spartans",25,1995,2.97,0.64,4.6,1.72,1,4.68,1.72,0.05,0.34,14.63,0.07,0,0.07,0.6,0.51,0.19,0.11,0.12,"D",2021,34603145.6580881,31539510.9527509,28201713.1371011,24738717.894606,21289234.5807561,17973144.5960781,14885699.6133151,12094713.7771605,9640578.63124494,7538618.55224945
"1667","g.mar","Pierrema","Hideous Spartans",23,1996,3.38,0.05,1.72,0,0,1.78,0,0.02,0,17.77,0.05,0,0,0.39,0.35,0.26,-0.43,-0.42,"D",2021,19094331.0059088,18083458.6557534,16801177.1084524,15313662.9446082,13693031.895424,12011612.6114726,10336753.8959877,8726662.84557715,7227587.86318808,5872455.3615436
"1668","i.goh","Sobianitedrucy","Hideous Spartans",21,1999,13.13,0.12,1.84,0.64,1,1.84,0.7,0.07,0.19,16.93,0.09,0,0,0.1,0.14,0.06,0.03,0.05,"D",2021,226449506.730918,222836385.930348,215120597.357677,203731904.883955,189285461.468326,172526825.860451,154268468.482599,135325258.549744,116455961.308938,98316349.690318
"1669","l.yusof","Byasier Pujan","Marvelous Heels",26,1994,19.59,0.07,1.32,0.76,1,1.39,0.62,0.03,0.07,11.92,0,0,0.05,0.22,0.17,0.18,-0.05,0,"D",2021,898693719.492634,803585778.904887,704910435.468981,606620103.881545,512130710.97475,424156378.733364,344629418.220169,274700754.908788,214807044.938225,164785255.638529
"1670","d.adu","Esia","Marvelous Heels",26,1994,28.09,0.46,1.86,0.61,1,1.72,0.75,0.1,0.42,11.53,0.01,0.03,0.01,0.28,0.18,0.18,0.02,0.13,"D",2021,7939604967.36964,7099363780.46885,6227605994.79864,5359249637.13255,4524473075.3134,3747254507.83629,3044665141.69847,2426872950.04722,1897735617.84804,1455812815.68937
"1671","b.bintiothman","Imaar Vircoand","Marvelous Heels",22,1998,28.22,0.05,0.46,0.3,1,0.58,0.25,0.14,0.23,9.36,0,0.08,0.04,0.05,0.12,0.15,-0.05,0.04,"D",2021,6984580272.53442,6742736713.51817,6385769710.80079,5932960609.32565,5407678191.13953,4835388516.73197,4241632834.3146,3650193870.18639,3081626161.0401,2552261297.88029
"1672","n.alum","Imaar Vircoand","Marvelous Heels",30,1990,27.08,0.05,0.17,0.02,1,0.19,0.12,0.34,0.92,26.8,0,0.02,0,0,0.03,0.12,-0.03,-0.04,"D",2021,2053402770.34804,1700667162.67446,1381801534.16267,1101420553.50048,861275005.997783,660711207.48966,497236115.316744,367108819.063418,265893751.93759,188930732.562934
"1674","x.kho","Mico","Marvelous Heels",23,1997,13.56,0,1.62,0.39,1,1.51,0.35,0.09,0.1,18.85,0.03,0,0,0.13,0.15,0.13,-0.16,-0.15,"D",2021,218254169.848976,206699583.016992,192042704.253746,175039952.553887,156515633.259238,137296485.446554,118152326.981439,99748483.1662313,82613587.6979674,67123999.762665
"1675","j.atala","Moaithe","Marvelous Heels",27,1993,29.26,0,0.77,0.1,1,0.78,0.13,0,0,9.27,0,0,0,0.04,0.02,0.07,-0.09,-0.15,"D",2021,5763903336.10164,5056131799.88022,4351121849.46096,3673375003.63711,3042358924.94483,2471933557.74046,1970354178.99774,1540752805.03951,1181960046.642,889516047.843128
"1676","c.kirungi","Sobianitedrucy","Marvelous Heels",18,2002,2.21,0.07,0.38,0,0.05,0.35,0,0,0,16.08,0.08,0,0,0.05,0.06,0.03,0.08,-0.05,"D",2021,10730060.6513411,11183388.6750075,11434727.5872183,11469893.5753966,11286885.3999501,10896073.0062453,10319224.3633744,9587497.58281152,8738655.95950175,7813851.93140388
"1677","c.manjhi","Sobianitedrucy","Marvelous Heels",26,1994,1.18,0,1.67,0,0,1.61,0.09,0,0,9.96,0.01,0.03,0,0.31,0.32,0.08,-0.25,-0.29,"D",2021,7030316.0230815,6286304.05979127,5514384.95877411,4745477.73478319,4006304.55647402,3318097.50198866,2695972.68611864,2148933.58760551,1680396.08728163,1289084.81049269
"1679","r.ueta","Sobianitedrucy","Marvelous Heels",27,1992,0.79,0,1.37,0,0,1.54,0,0,0,9.14,0,0,0.08,0.11,0.24,0,-0.1,-0.23,"D",2021,5374813.96973655,4714820.19148598,4057401.57959101,3425405.69026671,2836986.03138022,2305066.93878561,1837346.42117862,1436745.06971141,1102172.43418565,829469.718950158
"1681","y.opio","Sobianitedrucy","Marvelous Heels",29,1990,28.12,0.03,0.97,0.2,1,0.97,0.28,0,0.28,12.75,0.07,0.07,0.06,0.19,0.22,0.17,0.03,-0.1,"D",2021,3831472847.77236,3234668454.03672,2679013830.77749,2176713646.65489,1735037261.31226,1356742638.30818,1040800047.10087,783282266.708061,578296344.667848,418855055.587655
"1682","r.rossi","Western Niasland","Marvelous Heels",27,1992,3.24,0.09,1.27,0.06,0,1.16,0,0,0,17.78,0,0.03,0.06,0,0.06,0,-0.13,-0.03,"D",2021,11352076.1912413,9958111.7305861,8569586.24602172,7234755.77029599,5991962.09637261,4868502.54954743,3880635.99602993,3034530.97922821,2327884.37315434,1751912.43843389
"1683","c.abramov","Western Niasland","Marvelous Heels",29,1991,15.93,1.4,5.24,2.19,1,5.28,2.21,0.3,0.57,17.65,0.58,0.12,0.12,0.94,0.79,0.19,0.42,0.33,"D",2021,415848333.415521,351074257.656555,290766366.091743,236249290.611712,188312010.079889,147253859.659285,112963077.699307,85013423.8570571,62765307.4170236,45460370.9145588
"1684","y.nambi","Western Niasland","Marvelous Heels",29,1991,26.34,0.59,3.65,1.5,1,3.74,1.39,0.19,0.41,13.12,0,0.1,0,0.5,0.65,0.16,0.02,-0.08,"D",2021,2656091360.1534,2242368737.84004,1857172364.87704,1508962881.92919,1202779626.1156,940534500.109328,721513663.958005,542994650.836219,400892290.173366,290362828.735626
"1685","k.mayanja","Bernepamar","Marvelous Heels",27,1993,20.75,0.28,3.31,1.19,1,3.4,1.1,0.08,0.2,20.63,0.63,0.04,0,0.32,0.19,0.14,-0.03,-0.03,"D",2021,1580837663.20155,1386720615.05591,1193360973.58274,1007478650.87207,834412947.803359,677965163.734141,540399433.22729,422574759.127944,324170418.755648,243963229.161936
"1686","g.sugawara","Byasier Pujan","Marvelous Heels",23,1997,3.19,0.62,2.74,1.33,1,2.74,1.14,0.27,0.43,12.97,0.07,0.06,0.06,0.47,0.43,0.24,0.18,0.24,"D",2021,29576457.9225419,28010651.6358395,26024441.8955312,23720333.9347702,21210032.5254499,18605572.2441994,16011274.0564592,13517298.740477,11195283.47188,9096230.1244779
"1687","d.rahmawati","Eastern Sleboube","Marvelous Heels",24,1995,7.56,0.51,2.07,0.89,1,2.05,0.84,0.34,0.48,15.75,0.09,0.05,0.05,0.18,0.16,0.18,0.26,0.32,"D",2021,78234074.4727911,72686567.661381,66251167.4379571,59239866.5243206,51965578.7907189,44719673.9020012,37753971.9561669,31268556.4145327,25405876.1014155,20250776.5594155
"1688","d.pfeiffer","Imaar Vircoand","Marvelous Heels",32,1988,7.31,0.56,3.96,1.67,1,3.83,1.61,0.07,0.23,19.31,0.11,0.06,0.02,0.32,0.24,0.15,0.18,0.26,"D",2021,34682735.3294059,27645270.7563198,21617701.48631,16583620.2754124,12480452.6246258,9214302.9906119,6673840.19788505,4742095.32343707,3305566.64576492,2260490.66224906
"1689","z.ngambi","Saintu","Marvelous Heels",32,1988,17.02,0.38,3.44,0.99,1,3.46,0.98,0,0.2,19.99,0.32,0.16,0.13,0.25,0.15,0.16,-0.05,-0.07,"D",2021,331396385.021024,264152832.945795,206558913.447425,158457853.962097,119251750.011783,88043421.9670151,63769091.3009364,45311110.3460098,31584960.8298857,21599173.9615757
"1692","w.nabuuma","Byasier Pujan","Marvelous Heels",29,1991,33.7,0.12,0.62,0.18,1,0.52,0.06,0.05,0.39,25.51,0.06,0,0.01,0,0,0,0.04,-0.05,"D",2021,10347797124.5526,8735985939.98205,7235309426.99321,5878729175.10698,4685877806.50379,3664203852.99238,2810926284.1015,2115438712.26102,1561825827.88558,1131216978.95737
"1693","c.gheorghe","Central Diasongo","Marvelous Heels",18,2002,0.16,0.09,4.9,0,0.04,6.41,0,0,0,21.5,0.03,0,0,0.06,0,0.1,-0.01,0,"D",2021,23365971.1477737,24353146.3246579,24900466.4155556,24977044.4976241,24578522.6358902,23727482.6080449,22471326.7312121,20877905.4637798,19029452.8292828,17015583.1094337
"1694","h.adjei","Quewenia","Marvelous Heels",28,1992,30.15,0.08,0.61,0.12,1,0.79,0.19,0.06,0.27,16.17,0,0,0.03,0.05,0.15,0.16,-0.06,-0.02,"D",2021,6616012453.19475,5693498010.09607,4806657684.4166,3980965158.97787,3234556346.38882,2578233381.05273,2016094545.96845,1546609680.53629,1163943006.78359,859337706.00162
"1696","x.wouters","Sobianitedrucy","Marvelous Heels",23,1997,18.34,0.13,1.16,0.56,1,1.18,0.54,0.03,0.28,14.67,0,0,0.05,0.23,0.22,0.09,-0.03,-0.08,"D",2021,620239734.601202,587403643.198891,545751387.022126,497432575.019089,444789737.125403,390172319.520741,335768008.373866,283467540.476805,234773199.264402,190754530.953406
"1697","j.jorgensen","Manlisgamncent","Marvelous Heels",25,1995,12.42,0.38,1.49,1.01,1,1.44,1,0.29,0.5,12.86,0.04,0.04,0.02,0.44,0.37,0.3,0.09,0.04,"D",2021,194069677.417838,176887465.000918,158167625.140992,138745622.983987,119399401.67244,100801308.887065,83485557.9501241,67832480.4451987,54068609.9343022,42279892.2695405
"1698","j.laurent","Cabral Retrea","Marvelous Patriots",30,1989,20.44,0.01,0.48,0.13,1,0.47,0.1,0.1,0.73,13.44,0,0,0,0.04,0.03,0.18,0.08,0.09,"D",2021,653423195.970412,541177497.548777,439709728.499269,350488344.794528,274070472.269363,210248098.933939,158227901.663493,116819467.317988,84611332.8025627,60120559.3325353
"1699","f.farkas","Esia","Marvelous Patriots",25,1994,16.58,0.02,0.44,0.15,1,0.46,0.13,0,0.01,18.57,0.03,0,0.07,0.08,0,0.1,-0.04,-0.06,"D",2021,370489029.52198,337687299.29764,301950158.932435,264872554.505701,227939619.62376,192434900.70686,159378238.55629,129495705.792834,103219766.677063,80714496.2760479
"1700","d.muwonge","Ingre","Marvelous Patriots",24,1996,16.11,0,1.45,0.95,1,1.49,0.9,0.04,0.15,21.93,0.01,0.07,0.09,0,0.12,0.01,0.02,-0.12,"D",2021,344807102.895413,320357145.95753,291993907.535336,261092457.344349,229031924.949055,197096486.466895,166396008.142565,137812333.330108,111973287.778786,89252817.8276443
"1701","x.denis","Lefghau","Marvelous Patriots",22,1998,20.84,0.08,0.78,0.12,1,0.85,0.16,0,0.03,21.79,0.05,0.06,0,0,0.13,0.01,-0.01,-0.02,"D",2021,850336967.049996,820893749.211533,777434840.21721,722307645.314016,658357194.335379,588683850.05106,516397128.951886,444392456.469329,375172242.441695,310724774.642915
"1702","z.longole","Lefghau","Marvelous Patriots",24,1995,19.47,0.02,0.27,0.05,1,0.33,0.08,0,0.02,8.41,0.03,0.01,0.09,0.11,0.06,0.03,0.05,-0.08,"D",2021,651887859.473083,605663086.379354,552039913.806904,493618030.816497,433004801.966987,372628074.055488,314586145.882915,260546219.115461,211695253.013443,168740225.7002
"1703","c.obi","Sobianitedrucy","Marvelous Patriots",28,1992,33.53,0.02,0.77,0.12,1,0.7,0.17,0.04,0,12.16,0,0,0,0.12,0.05,0,-0.01,-0.05,"D",2021,11185752286.6453,9626048747.03481,8126659761.44309,6730653916.55802,5468693764.38831,4359042571.5855,3408629342.40246,2614867020.42901,1967889002.8944,1452890056.95062
"1705","c.malkah","Varijitri Isles","Marvelous Patriots",21,1999,18.64,0.04,0.85,0.09,1,0.78,0.08,0,0,16.5,0.03,0.01,0.05,0,0,0.08,-0.11,0.05,"D",2021,764163025.318602,751970402.947001,725933162.13545,687501558.460177,638751450.478273,582198756.364692,520585190.441639,456660561.854408,392985354.637888,331772501.085236
"1706","n.singh","Varijitri Isles","Marvelous Patriots",25,1994,8.89,0.05,0.6,0.07,0,0.6,0,0,0,15.09,0.18,0,0,0.03,0.12,0.02,-0.1,-0.11,"D",2021,44110587.1898158,40205198.7282346,35950319.0411681,31535843.1119748,27138591.602564,22911384.1155988,18975643.3464906,15417815.8215685,12289390.9263538,9609903.51066644
"1707","v.tugume","Sobianitedrucy","Marvelous Patriots",32,1987,18.89,0.64,2.21,0.92,1,2.21,0.92,0.18,0.5,13.45,0,0.26,0.19,0.49,0.44,0.11,0.03,0.1,"D",2021,254750774.779899,203059363.031306,158785809.432072,121809599.897244,91671113.755309,67680671.7699947,49020526.9284789,34831521.9734552,24279966.8508623,16603700.4325443
"1708","l.jean","Badad","Marvelous Patriots",29,1991,14.72,0.13,1.47,0.54,1,1.42,0.55,0.13,0.37,16.38,0,0,0.06,0.24,0.26,0.22,-0.02,-0.06,"D",2021,186880042.699944,157770915.474972,130668867.816856,106169182.294721,84626421.8389399,66175106.0893673,50765009.9510432,38204583.2671415,28206397.3512385,20429650.3676957
"1709","n.colon","Central Diasongo","Marvelous Patriots",20,2000,19.96,0.24,2.25,0.71,1,2.26,0.7,0.07,0.28,17.11,0,0,0.1,0.23,0.28,0.18,0.11,0.04,"D",2021,1418844198.85458,1423207666.01575,1400499640.30244,1352006845.57523,1280430295.60395,1189636152.07676,1084310161.24812,969558601.113822,850502825.790716,731911582.766482
"1710","s.obonyo","Central Diasongo","Marvelous Patriots",23,1997,19.79,0.17,1.65,0.76,1,1.69,0.77,0.14,0.31,15.44,0,0.05,0.02,0.13,0.18,0.12,0.11,0.1,"D",2021,1099933004.23465,1041701487.21214,967835385.584328,882146815.370873,788790018.626675,691931502.672257,595450909.661596,502701271.791521,416346738.163611,338284041.795321
"1711","p.mukalazi","Ledian","Marvelous Patriots",24,1996,3.7,0,3.21,1.33,1,3.2,1.43,0.01,0,17.85,0.29,0,0,0.27,0.34,0.02,-0.3,-0.22,"D",2021,22077692.170828,20512183.1707761,18696110.2372586,16717517.8613477,14664710.4826352,12619912.7559382,10654188.4299304,8824001.15037236,7169550.04168067,5714778.55540412
"1712","d.arinaitwe","Sobianitedrucy","Marvelous Patriots",17,2002,0.55,0.01,3.93,1.92,1,4.03,1.96,0,0,16.5,0.06,0.07,0,0.2,0.25,0.11,-0.3,-0.15,"D",2021,17909753.3321774,19027410.3697413,19831288.2431927,20276982.7066179,20339341.8777232,20014816.996794,19321796.8886856,18298882.274707,17001325.2352173,15496090.6955026
"1713","g.chimwaza","Sobianitedrucy","Marvelous Patriots",20,2000,13.66,0.37,1.77,0.93,1,1.6,0.85,0.32,0.53,13.53,0.08,0.02,0.05,0.27,0.4,0.11,0.02,0.21,"D",2021,213960468.583452,214618475.628348,211194125.142122,203881453.961501,193087772.608886,179396094.897274,163513027.277935,146208592.022226,128255084.867415,110371628.778407
"1714","v.golob","Sobianitedrucy","Marvelous Patriots",25,1994,27.45,0.62,3.79,1.14,1,3.8,1.14,0.08,0.42,20.81,0.44,0.29,0.32,0.6,0.37,0.15,0.06,0.01,"D",2021,10541000132.6658,9607738915.47798,8590960627.01754,7536044011.30719,6485243473.45434,5475077943.59727,4534563509.02891,3684358086.67025,2936765970.21104,2296455355.3762
"1717","j.leroux","Biarizea","Marvelous Patriots",28,1991,5.9,0.23,1.45,0.46,1,1.52,0.51,0.11,0.25,20.93,0.54,0,0,0.09,0.15,0,0.08,0.16,"D",2021,20797311.0308275,17897404.1852335,15109638.2585039,12514089.2947037,10167767.1948912,8104628.26591617,6337555.38350203,4861738.51650931,3658833.00635957,2701311.95771911
