"","Player","Nation","Squad","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9"
"1430","s.jalali","Esia","White Firebirds",23,1997,5.98,44.2,59.11,1,752.74,270.24,21.45,25.11,1,18.38,23.08,1,3.94,6.8,1,0.26,0.16,0.14,0.42,4.28,0.69,0,5.49,13900000,13200000,12300000,11300000,10300000,9200000,8100000,7e+06,6e+06,5e+06
"1431","w.zarei","Slandsganiamayotteque","White Firebirds",21,1999,20.64,57.41,66.79,1,949.56,260.23,28.43,31.56,1,23.76,26.29,1,4.2,6.85,1,0.01,0,0,0.71,4.1,0.9,0.05,4.32,30200000,29400000,28300000,26800000,2.5e+07,2.3e+07,20800000,18600000,16400000,14200000
"1432","h.sat","Byasier Pujan","White Firebirds",21,1999,8.91,19.27,27.86,1,283.23,57.35,12.04,15.25,1,5.16,7.48,1,1.48,3.15,1,0.16,0.06,0,1.39,1.06,1.08,0.45,1.62,15600000,15200000,14600000,13900000,12900000,11900000,10800000,9600000,8500000,7400000
"1433","x.james","Mico","White Firebirds",26,1994,14.97,21.47,30.26,1,284.1,64.44,13.7,17.64,1,4.99,7.74,1,1.18,1.8,1,0.36,0.23,0.15,1.02,1.15,0.93,0.1,2.13,21700000,19700000,17600000,15500000,13400000,11500000,9700000,8e+06,6600000,5300000
"1434","q.oren","Redohrainbri","White Firebirds",24,1995,16.05,22.54,30.02,1,305.31,60.2,14.26,17.43,1,6.19,8.69,1,0.94,1.59,1,0.14,0.16,0.05,1.62,1.04,1.52,0.16,2.15,29400000,27400000,25200000,22800000,20400000,1.8e+07,15600000,13300000,11200000,9300000
"1435","z.eshun","Dosqaly","White Firebirds",22,1997,21.07,37.46,48.06,1,582.01,192.66,21.22,23.88,1,11.06,13.53,1,3.7,7.86,1,0.37,0.37,0,3.41,1.9,1.99,0.23,3.74,66200000,63600000,60300000,56300000,51700000,46900000,41900000,36900000,3.2e+07,27300000
"1436","j.sharon","Landli Blicporlip","White Firebirds",24,1996,5.12,15.77,23.59,1,209.53,57.81,11.2,13.65,1,3.37,6.19,1,0.5,1.75,1,0.11,0.24,0,0.82,0.69,0.14,0.06,1.11,11100000,10300000,9500000,8600000,7700000,6800000,5900000,5e+06,4200000,3500000
"1437","p.uddin","Xikong","White Firebirds",28,1991,17.12,27.38,35.38,1,424.68,101.16,15.69,18.23,1,8.13,9.92,1,2.37,4.57,1,0.22,0.34,0,1.91,2.23,1.38,0.14,2.95,28900000,25400000,22100000,18900000,15900000,13200000,10800000,8700000,6900000,5400000
"1438","e.tushemereirwe","New Uwi","White Firebirds",30,1990,33,30.63,35.44,1,787.9,409.85,6.5,6.57,1,15.57,15.59,1,8.46,13.21,1,0.04,0,0,0.06,0.43,0,0.05,0,15400000,13200000,11100000,9200000,7500000,6100000,4800000,3800000,2900000,2200000
"1439","g.aloyo","Nganion","White Firebirds",22,1998,0.95,36.9,49.09,1,828.92,366.06,11.08,11.07,1,18.95,19.07,1,7.06,19,1,0,0.01,0.07,0,0.1,0,0,0,4600000,4500000,4200000,3900000,3600000,3300000,2900000,2600000,2200000,1900000
"1440","w.isah","Giumle Lizeibon","White Firebirds",26,1994,22.5,47.42,59.62,1,836.45,256.89,23.44,26.29,1,17.51,20.8,1,5.35,9.81,1,0.19,0.18,0.1,1.27,5.45,2.11,0.24,7.07,48500000,4.4e+07,39300000,34600000,3e+07,25600000,21600000,17900000,14700000,11800000
"1441","c.fuentes","Saintu","White Firebirds",29,1990,21.52,59.78,66.58,1,1053.79,222.07,25.71,27.29,1,26.24,28.22,1,6.22,8.5,1,0,0.03,0,0.67,5.33,0.77,0.02,4.81,1.9e+07,16500000,14100000,11900000,9900000,8100000,6500000,5200000,4e+06,3100000
"1442","i.diallo","Reugha","White Firebirds",22,1998,21.26,42.09,52.32,1,658.46,201.23,23.74,27,1,14.11,17.26,1,2.9,5.06,1,0.06,0.17,0,1.62,3.23,1.42,0.33,5.37,42400000,40800000,38600000,3.6e+07,33100000,3e+07,26800000,23600000,20500000,17500000
"1443","x.namuyanja","Esia","White Firebirds",18,2002,2.2,23.54,31.35,1,364.41,114.05,13.66,16.48,1,7.72,9.48,1,1.29,3.61,1,0.37,0.22,0.29,1.36,1.84,0.37,0.1,1.75,12500000,12800000,12800000,12700000,12400000,11900000,11300000,10500000,9700000,8800000
"1444","x.natamba","Esia","White Firebirds",18,2002,0.15,50.04,70,1,1070.05,0,10.01,30.01,1,29.9,30.08,1,9.91,10.1,1,0,0,0.08,0.06,0,0,0.05,0,5300000,5400000,5400000,5400000,5200000,5e+06,4800000,4400000,4100000,3700000
"1445","j.pedro","Nganion","White Firebirds",22,1998,24.3,40.11,51.69,1,637.78,195.14,22.33,26,1,12.74,16.11,1,3.53,5.87,1,0.28,0.2,0.23,1.55,4.35,2.12,0.19,5.88,73300000,70400000,66700000,62200000,57200000,51900000,46300000,40800000,35400000,30200000
"1446","e.musisi","Esia","Wicked Gentlefolk",25,1995,30.26,50.92,61.58,1,1054.54,405.16,17.24,19.02,1,24.98,28.41,1,8.05,12.88,1,0.08,0.03,0.04,0.33,5.44,0.64,0.02,5.35,38400000,35400000,3.2e+07,28600000,25200000,21900000,18700000,15700000,13100000,10700000
"1447","m.addai","Esia","Wicked Gentlefolk",24,1996,30.03,60.64,68.97,1,1281.99,432.04,16.61,18.38,1,34.55,36.52,1,9.07,12.82,1,0.08,0.05,0,0.26,2.2,0.24,0.04,3.22,28600000,26700000,24500000,22200000,19900000,17500000,15200000,1.3e+07,10900000,9100000
"1448","x.nyaketcho","Esia","Wicked Gentlefolk",24,1996,14.11,67.57,78.57,1,1445.73,528.03,20.7,22.55,1,34,37.11,1,12.58,17.33,1,0.02,0.08,0.01,0.15,4.05,0.24,0.11,4.3,12600000,11800000,10800000,9800000,8800000,7700000,6700000,5700000,4800000,4e+06
"1449","c.byrne","Ingre","Wicked Gentlefolk",22,1997,16.39,51.84,65.08,1,1099.15,448.71,17.31,20.11,1,25.02,28.58,1,8.68,14.8,1,0.02,0.05,0.06,0.24,4.35,0.31,0.13,4.64,16500000,15900000,1.5e+07,1.4e+07,12900000,11700000,10500000,9200000,8e+06,6800000
"1450","l.mensah","Manlisgamncent","Wicked Gentlefolk",22,1998,22.73,39.93,56.88,1,699.52,297.73,19.84,22.56,1,15.25,20.26,1,4.24,11.45,1,0.48,0.23,0.14,2.52,2.26,2,1.3,4.34,37900000,36400000,34500000,32200000,29600000,26900000,2.4e+07,21100000,18300000,15600000
"1451","w.chue","Nkasland Cronestan","Wicked Gentlefolk",28,1992,2.37,78.27,88.76,1,1646.068,599.1264,20.39,22.01,1,41.1584,44.3752,1,11.69,15.72,1,0,0.02,0,0.81,10.0408,1.16,0.75,9.9804,8300000,7300000,6400000,5400000,4600000,3800000,3100000,2500000,2e+06,1600000
"1452","b.nambuya","Dosqaly","Wicked Gentlefolk",19,2001,16.74,20.87,28.07,1,321.02,81.6,11.67,14.36,1,7.14,8.84,1,1.31,2.7,1,0.09,0.07,0,0.9,0.53,0.69,0.51,1.96,20200000,20300000,20100000,19600000,18800000,17800000,16700000,15300000,13900000,12400000
"1453","h.jaber","Eastern Niasland","Wicked Gentlefolk",20,2000,2.34,33.83,41.25,1,516.22,135.4,18.73,20.37,1,12.18,14.7,1,2.52,5.09,1,0.47,0.07,0.29,0.85,0.38,2.5,0.42,4.18,14800000,14600000,14300000,13700000,1.3e+07,12100000,11100000,10100000,9e+06,7900000
"1454","g.oduro","Esia","Wicked Gentlefolk",25,1994,3.49,29.42,41,1,550.95,134.59,14.83,16.9,1,9.14,13.07,1,4.77,8.08,1,0.55,0.18,0.27,1.93,1.91,1.21,0.48,2.23,11100000,10200000,9300000,8300000,7300000,6300000,5400000,4600000,3800000,3100000
"1455","v.roger","Esia","Wicked Gentlefolk",19,2000,8.34,26.87,35.63,1,462.07,117.08,12.89,15.78,1,11.21,13.65,1,2.27,3.66,1,0,0.26,0,0.96,0.8,1.02,0.25,2.15,18500000,18600000,18400000,17900000,17200000,16300000,15200000,1.4e+07,12700000,11300000
"1456","i.romano","Iverde","Wicked Gentlefolk",17,2002,0.43,32.55,44.94,1,484.91,87.45,12.52,17.57,1,15.1,15.1,1,0,2.58,0.02,0,0.02,0.03,2.41,2.54,0,0,2.51,4700000,4900000,4900000,5e+06,4900000,4800000,4600000,4400000,4100000,3700000
"1457","d.ortiz","Lenia Gerdanho","Wicked Gentlefolk",21,1998,21.34,16.22,23.02,1,261.33,75.06,8.64,10.74,1,6.08,8.4,1,1.25,2.47,1,0.14,0.17,0,1.1,0.56,0.91,0.42,1.48,32300000,31500000,30300000,28700000,26800000,24600000,22300000,19900000,17500000,15200000
"1458","z.vilanculos","Esia","Wicked Gentlefolk",23,1996,11.56,53.46,61.25,1,972.62,301.8,20.92,23.07,1,25.99,28.19,1,5.13,7.8,1,0,0,0,0.08,2.18,0.13,0,2.51,11100000,10500000,9800000,9e+06,8200000,7300000,6400000,5600000,4800000,4e+06
"1459","a.alqahtani","Byasier Pujan","Wicked Gentlefolk",16,2003,0.17,10,9.94,1,205.1,0,0.04,0.06,0,10.02,9.94,1,0.08,0.06,0,0,0,0,0,0,0,0.06,0,2800000,3e+06,3100000,3100000,3200000,3100000,3e+06,2900000,2800000,2600000
"1460","a.azmi","Giumle Lizeibon","Wicked Gentlefolk",23,1997,23.61,19.85,28.19,1,283.9,44.94,12.06,15.57,1,5.75,8.18,1,1.21,2.13,1,0.26,0.11,0.13,1.07,1.05,0.52,0,1.55,32700000,30900000,28900000,26600000,24100000,21500000,18900000,16400000,1.4e+07,11800000
"1461","n.almeida","Imaar Vircoand","Wicked Gentlefolk",22,1998,10.46,14.3,23.16,1,251.36,76.15,6.1,8.86,1,6.26,9.18,1,1.6,2.82,1,0.21,0.13,0,1.01,1.99,1.06,0.15,2.55,20100000,19300000,18300000,1.7e+07,15700000,14200000,12700000,11200000,9700000,8300000
"1462","c.lim","Biarizea","Wicked Gentlefolk",29,1990,0.51,20.01,30.08,1,301.91,119.99,12.04,16.04,1,5.93,11.95,1,2.05,2.09,1,0.02,0.02,0,0,1.98,0.09,0.05,2.08,3600000,3100000,2600000,2200000,1800000,1500000,1200000,1e+06,8e+05,6e+05
"1463","i.moses","Esia","Wicked Gentlefolk",25,1995,16.78,33.51,42.41,1,540.78,168.94,17.5,20.71,1,12.33,14.88,1,2.82,4.31,1,0.01,0.2,0,1.45,2.82,1.81,0.15,5.46,34400000,31600000,28700000,25600000,22500000,19600000,16700000,14100000,11700000,9600000
"1464","p.namono","Esia","Wicked Gentlefolk",30,1990,10.81,29.4,39.62,1,532.27,180.61,12.58,14.82,1,12.52,15.6,1,3.47,6.61,1,0.37,0.23,0.01,2.23,3.75,2.05,0.47,5.45,15900000,13600000,11400000,9500000,7800000,6300000,5e+06,3900000,3e+06,2300000
"1465","x.lopez","Esia","Wicked Gentlefolk",20,2000,13.2,19.03,25.26,1,310.18,72.06,10.33,12.9,1,5.95,7.39,1,1.99,3.11,1,0.02,0.13,0,1.04,1.55,0.9,0.07,2.16,23800000,23500000,22900000,2.2e+07,20900000,19500000,17900000,16200000,14500000,12800000
"1466","b.koskinen","Esia","Wicked Gentlefolk",25,1995,0.91,27.05,35.92,1,594.97,320.92,6.92,7.04,1,10.04,9.92,1,7.99,16.94,1,0,0,0.04,0,0,0.05,0,0.08,4300000,4e+06,3600000,3200000,2800000,2500000,2100000,1800000,1500000,1200000
"1467","f.yaakv","Quewenia","Wicked Gentlefolk",22,1997,32.93,30.29,36.74,1,688.56,420.44,10.81,10.77,1,11.55,11.61,1,6.61,13.26,1,0.05,0.1,0,0.1,0.3,0,0,0.12,36400000,3.5e+07,33200000,30900000,28500000,25800000,2.3e+07,20300000,17600000,1.5e+07
"1468","x.alanazi","Dosqaly","Wicked Gentlefolk",18,2002,2.88,38.6,42.83,1,674.57,117.81,16.77,18.64,1,17.07,17.82,1,3.51,4.7,1,0,0,0.01,0.33,4.34,0,0,2.52,10200000,10400000,10400000,10300000,1e+07,9700000,9100000,8500000,7800000,7100000
"1469","a.goossens","Esia","Wicked Gentlefolk",17,2002,0.27,19.99,20.08,1,290.05,14.93,4.91,5.08,1,9.99,9.97,1,0.02,0.05,0,0.01,0,0,0.03,0,0,0.04,0,3400000,3500000,3600000,3600000,3600000,3500000,3300000,3200000,3e+06,2700000
"1470","w.arifin","Esia","Wicked Gentlefolk",20,2000,0.01,19.91,29.98,1,269.94,100,20.03,19.95,1,0,0.09,0,0.08,10.01,0,0.03,0,0.03,0.09,0,0,0.06,0.03,2500000,2500000,2400000,2300000,2200000,2e+06,1900000,1700000,1500000,1300000
"1471","h.miyazaki","Lylimi","Wicked Gentlefolk",27,1993,32.86,46.35,55.13,1,845.5,262.97,18.9,21.19,1,21.66,24.56,1,4.7,7.2,1,0.13,0.12,0,0.7,4.3,0.73,0.03,5.29,45600000,40700000,35800000,31100000,26600000,22400000,18600000,15200000,12200000,9700000
"1472","j.gou","Southern Ristan","Wicked Gentlefolk",22,1998,23.32,37.65,44.46,1,648.54,173.06,17.65,19.73,1,16.11,18.15,1,3.15,4.61,1,0.11,0.12,0.01,0.68,2.86,0.49,0,3.45,35400000,3.4e+07,32200000,3e+07,27600000,2.5e+07,22400000,19700000,17100000,14600000
"1473","j.hui","Esia","Wicked Gentlefolk",33,1987,19.21,35.11,47.1,1,641.74,213.42,15.74,18.04,1,13.31,16.78,1,4.83,9.02,1,0.11,0.22,0.04,2.18,3.12,1.63,0,4.6,12600000,10300000,8300000,6600000,5200000,4e+06,3e+06,2300000,1700000,1200000
"1474","o.krklis","Esia","Wicked Gentlefolk",27,1992,4.66,60.68,73.67,1,1195.74,362.13,25.01,26.8,1,24.32,26.8,1,9.96,16.92,1,0.33,0.28,0,3.41,5.76,1.94,0.3,4.62,18600000,16700000,14700000,12700000,10900000,9200000,7600000,6200000,5e+06,4e+06
"1475","s.musoki","Central Diasongo","Coy Catamarans",27,1992,16.97,36.12,44.2,1,710.85,288.33,12.97,14.55,1,18.62,20.68,1,4.12,7.77,1,0.01,0.02,0,0.24,2.66,0.06,0,2.95,1.2e+07,10700000,9400000,8200000,7e+06,5900000,4900000,4e+06,3200000,2600000
"1476","d.brunner","Greri Landmoslands","Coy Catamarans",22,1998,28.33,24.71,32.51,1,426.12,145.25,11.61,13.52,1,9.85,12.67,1,2.54,4.41,1,0.14,0.08,0.06,0.63,1.13,0.92,0.39,2.33,39200000,37700000,35700000,33300000,30700000,27800000,24800000,21800000,18900000,16200000
"1477","i.leibowitz","Imaar Vircoand","Coy Catamarans",26,1993,24.28,37.73,45.18,1,747.16,317.75,12.4,13.8,1,19.93,22.86,1,4.78,7.16,1,0.08,0.02,0.06,0.41,2.76,0.17,0,2.84,20300000,18400000,16500000,14500000,12600000,10700000,9100000,7500000,6100000,5e+06
"1478","k.yldz","Nkasland Cronestan","Coy Catamarans",25,1995,25.75,28.55,40.66,1,521.4,176.62,12.08,15.15,1,12.85,17.36,1,3.22,5.9,1,0.12,0.12,0,0.97,1.05,1.09,0.5,3.19,2.8e+07,25800000,23400000,20900000,18400000,15900000,13600000,11500000,9500000,7800000
"1479","c.musubika","Saintu","Coy Catamarans",29,1991,26.04,42.74,49.19,1,889.74,308.72,12.33,13.48,1,23.58,25.58,1,6.26,9.33,1,0,0.01,0,0.16,1.38,0.07,0,1.96,13100000,11400000,9700000,8200000,6800000,5600000,4500000,3600000,2800000,2100000
"1480","a.nekesa","Sobianitedrucy","Coy Catamarans",22,1998,8.93,46.58,56.56,1,909.06,330.24,14.55,16.23,1,25.88,28.22,1,5.6,10.53,1,0,0,0.01,0,2.36,0.11,0,2.7,9400000,9e+06,8500000,8e+06,7300000,6700000,5900000,5200000,4500000,3900000
"1481","h.arab","Sobianitedrucy","Coy Catamarans",31,1988,7.25,30.89,43.85,1,573.12,234.9,12.41,15.03,1,13.93,17.39,1,3.73,8.01,1,0,0.09,0,1.38,1.23,0.97,0.84,3.72,4300000,3700000,3e+06,2500000,2e+06,1600000,1200000,1e+06,7e+05,5e+05
"1482","l.kyambadde","Sobianitedrucy","Coy Catamarans",30,1990,17.61,50.82,57.86,1,1112.49,327.6,13.06,13.97,1,29.01,31.24,1,8.57,12.1,1,0,0,0,0,1.14,0.06,0,1.36,6300000,5400000,4600000,3800000,3100000,2500000,2e+06,1600000,1200000,9e+05
"1483","o.racz","Sobianitedrucy","Coy Catamarans",30,1989,0.57,12.18,19.47,1,157.75,8.91,5.35,5.09,1,7.05,10.56,1,0.16,3.46,0.02,0,0.14,0.07,0,0.04,0.05,0,0,1700000,1500000,1200000,1e+06,8e+05,7e+05,5e+05,4e+05,3e+05,2e+05
"1484","s.ningsih","Sobianitedrucy","Coy Catamarans",23,1996,20.91,38.69,46.82,1,777.09,294.69,12.05,13.2,1,22.09,24.01,1,4.4,8.79,1,0,0.02,0,0.34,2.63,0.05,0,3.11,19400000,18400000,17200000,15800000,14300000,12800000,11300000,9800000,8400000,7e+06
"1485","s.chu","Republic of Denand Landsa","Coy Catamarans",28,1992,32.71,16.66,21.52,1,246.16,33.87,9.36,11.19,1,5.38,6.94,1,0.95,1.4,1,0.06,0.06,0,0.79,1.01,0.12,0.03,0.82,29800000,26200000,22800000,19500000,16400000,13600000,11100000,9e+06,7100000,5600000
"1486","g.sserugo","Sobianitedrucy","Coy Catamarans",31,1988,5.36,14.76,19.02,1,229.27,22.21,7.63,9.15,1,4.84,6.35,1,1.31,1.67,1,0,0.01,0,0,0.57,0.55,0.18,0.75,4100000,3500000,2900000,2400000,1900000,1500000,1200000,9e+05,7e+05,5e+05
"1487","c.haruna","Tucamna","Coy Catamarans",20,1999,0.41,14.85,21.73,1,182.98,22.05,9.76,12.2,1,4.78,7.15,1,0,0,0,0,0,0.24,0,0,0,0,0.22,3400000,3300000,3300000,3100000,3e+06,2800000,2500000,2300000,2100000,1800000
"1488","x.kabugho","Cabral Retrea","Coy Catamarans",21,1999,2,26.5,35.55,1,381.04,103.96,14.5,19.05,1,7.98,9.98,1,1.98,3.51,1,0,0.04,0.04,0,1.97,1.96,0,3,14900000,14500000,1.4e+07,13200000,12400000,11400000,10300000,9200000,8100000,7e+06
"1489","z.shaikh","Dosqaly","Coy Catamarans",30,1990,7.08,15.96,20.9,1,214.56,34.03,10.16,12.16,1,4.53,6.36,1,0.41,0.55,1,0.13,0.1,0.05,0.7,0.72,0.14,0,0.85,5900000,5e+06,4200000,3500000,2900000,2300000,1800000,1400000,1100000,8e+05
"1490","g.mar","Pierrema","Coy Catamarans",23,1996,13.37,29.09,36.95,1,594.24,138.08,11.22,13.24,1,12.27,14.29,1,5.3,8.16,1,0.3,0.27,0.03,1.65,2.62,2.09,0.3,4.56,36300000,34300000,32100000,29500000,26700000,23900000,2.1e+07,18200000,15600000,13100000
"1491","b.klc","Sobianitedrucy","Coy Catamarans",19,2001,1.06,34.05,39.63,1,824.45,597.26,13.28,13.18,1,12.21,13.22,1,7.59,12.2,1,0.06,0,0.06,0,0.05,0,0,0.08,5600000,5600000,5500000,5400000,5200000,4900000,4600000,4200000,3800000,3400000
"1492","f.jansen","Sobianitedrucy","Coy Catamarans",28,1992,1.03,30,36.99,1,922.25,582.44,9.65,9.65,1,7.81,7.83,1,12.58,19.49,1,0,0,0,0,0.03,0,0.02,0,3100000,2800000,2400000,2e+06,1700000,1400000,1200000,9e+05,8e+05,6e+05
"1493","k.kanyesigye","Sobianitedrucy","Coy Catamarans",37,1983,35.97,28.97,40.2,1,815.43,527.27,6.67,6.7,1,11.53,11.9,1,10.59,21.41,1,0,0,0,0.03,0.28,0,0,0.03,3700000,2900000,2200000,1600000,1200000,9e+05,6e+05,4e+05,3e+05,2e+05
"1494","s.umaru","Khstanchi Reabra","Coy Catamarans",28,1992,13.55,48.78,57.49,1,872.77,223.99,21.03,23.03,1,21.62,24.27,1,4.87,7.6,1,0.07,0.09,0,1.03,3.77,0.82,0.22,3.84,13100000,11600000,1e+07,8600000,7200000,6e+06,4900000,4e+06,3100000,2500000
"1495","e.kutosi","Lefghau","Coy Catamarans",25,1995,10.37,31.53,38.18,1,522.86,153.03,15.72,17.46,1,12.82,15.14,1,2.32,3.58,1,0,0,0,0.3,3.37,0.38,0,2.7,12700000,11700000,10600000,9500000,8300000,7200000,6200000,5200000,4300000,3500000
"1496","a.nakagawa","Manlisgamncent","Coy Catamarans",25,1995,0.17,81.204,92.4104,1,1646.068,476.53,35.35,40.76,1,41.1584,44.3752,1,11.24,11.71,1,0,0,0,0,10.0408,0,0.18,9.9804,8200000,7500000,6800000,6100000,5300000,4600000,4e+06,3300000,2800000,2300000
"1497","u.ocan","Rosvi","Coy Catamarans",23,1996,14.55,31.14,39.1,1,554.23,137.8,13.54,15.4,1,13.54,16.36,1,3.16,5.64,1,0.07,0.09,0,1.37,2.13,0.69,0.14,3.65,19200000,18100000,16900000,15600000,14100000,12600000,11100000,9600000,8200000,6900000
"1498","c.go","Sobianitedrucy","Coy Catamarans",32,1988,0.53,32.08,41.53,1,613.21,184.77,7.49,9.28,1,20.58,26.55,1,3.91,5.68,1,0,0.11,0,3.41,7.7,1.74,0,5.57,7300000,6e+06,4900000,4e+06,3200000,2500000,1900000,1500000,1100000,8e+05
"1499","g.sala","Sobianitedrucy","Coy Catamarans",34,1986,10.35,60.38,72.27,1,1301.45,438.46,20.97,22.91,1,26.57,29.94,1,11.98,17.38,1,0,0.12,0,1.54,7.92,0.78,0,6.77,5200000,4200000,3300000,2600000,2e+06,1500000,1100000,8e+05,6e+05,4e+05
"1500","h.kisembo","Sobianitedrucy","Coy Catamarans",25,1995,10.51,40.24,48.24,1,796.29,227.97,13.61,15.7,1,20.07,22.37,1,5.8,8.65,1,0,0.03,0,0.77,3.71,0.67,0.09,4.37,13200000,12200000,1.1e+07,9800000,8700000,7500000,6400000,5400000,4500000,3700000
"1501","y.ugwu","Sobianitedrucy","Coy Catamarans",22,1998,18.13,33.54,41.58,1,676.89,150.13,11.3,13.89,1,17.21,19.69,1,4.69,6.73,1,0.06,0.07,0,0.5,2.59,0.61,0.17,3.03,22500000,21700000,20500000,19100000,17600000,1.6e+07,14300000,12500000,10900000,9300000
"1502","a.zulu","Sobianitedrucy","Coy Catamarans",22,1997,0.22,49.86,72.55,1,818.5,331.86,22.41,23,1,27.05,40.73,1,0,4.14,0,0,0.471199999999999,0,3.41,9.18,3.5704,1.392,9.41,17300000,16600000,15700000,14700000,13500000,12200000,10900000,9600000,8300000,7100000
"1503","b.teh","Sobianitedrucy","Coy Catamarans",28,1992,25.75,33.05,42.37,1,626.13,190.09,14.29,16.47,1,14.06,16.54,1,4.23,7.65,1,0.16,0.11,0.05,0.93,2.02,1.32,0.54,3.61,25100000,22100000,19200000,16400000,13800000,11500000,9400000,7600000,6e+06,4700000
"1504","d.andersson","Lefghau","Coy Catamarans",29,1991,35.76,25.53,34.65,1,446.28,118.57,12.28,14.74,1,9.59,12.16,1,2.88,6.04,1,0.11,0.08,0.03,0.98,1.76,1.14,0.14,2.99,38900000,33700000,28800000,24300000,20200000,16500000,13300000,10600000,8300000,6400000
"1505","p.mahmoudi","Northern Namemo Laand","Coy Catamarans",18,2002,1.24,31.47,40.32,1,520.16,70.13,14.44,16.9,1,12.85,15.29,1,2.36,5.69,1,0,0,0.06,0.03,1.63,0,0.01,0.82,6600000,6700000,6700000,6700000,6500000,6300000,5900000,5500000,5100000,4600000
"1506","x.tambala","Dosqaly","Coy Sunbirds",31,1989,9.63,41.53,52.64,1,778.29,325.54,18.48,20.35,1,17.45,21.82,1,5.29,9.34,1,0,0,0,0.21,3.94,1.15,0.51,4.57,5600000,4700000,3900000,3200000,2600000,2e+06,1600000,1200000,9e+05,7e+05
"1507","f.racz","Greri Landmoslands","Coy Sunbirds",38,1981,18.19,43.76,50.36,1,1145.74,351.08,6.43,6.98,1,22.49,25.18,1,14.57,17.87,1,0,0.01,0,0.11,2.31,0.11,0.05,1.98,1300000,1e+06,7e+05,5e+05,4e+05,3e+05,2e+05,1e+05,1e+05,1e+05
"1508","p.narvaez","Imaar Vircoand","Coy Sunbirds",21,1999,5.45,50.09,61.3,1,1170.63,380.93,14.88,16.16,1,21.85,24.78,1,12.83,18.71,1,0,0,0.01,0.17,2.94,0.2,0,2.21,7600000,7400000,7100000,6700000,6300000,5800000,5200000,4700000,4100000,3600000
"1509","g.miyasaki","Ingre","Coy Sunbirds",19,2001,0.74,56.76,70.26,1,855.41,336.46,26.92,28.45,1,27,28.43,1,1.23,6.72,1,0,0,0.03,1.24,5.51,1.31,0,9.46,13300000,13400000,13200000,12900000,12400000,11800000,1.1e+07,10100000,9100000,8200000
"1510","e.manhica","Moaithe","Coy Sunbirds",28,1992,1.05,33.35,37.13,1,766.7,152.35,7.63,7.69,1,17.1,19.97,1,8.51,8.61,1,0.01,0,0,0,0.96,0.09,0,0.93,3700000,3300000,2800000,2400000,2e+06,1700000,1400000,1100000,9e+05,7e+05
"1511","x.ssenyonjo","New Uwi","Coy Sunbirds",18,2002,1.72,35.99,48.23,1,920.36,245.35,5.76,6.35,1,18.58,22.71,1,11.01,16.84,1,0.01,0.04,0.02,0.05,0,0.05,0.03,1.76,4600000,4700000,4700000,4700000,4500000,4400000,4100000,3900000,3500000,3200000
"1512","h.young","Sobianitedrucy","Coy Sunbirds",23,1996,0.76,25.05,34.32,1,511.86,214.47,6.71,7.76,1,15.72,19.78,1,2.76,5.32,1,0,0.13,0.05,0.09,3.93,1.33,1.2,5.18,9300000,8800000,8200000,7500000,6800000,6100000,5400000,4700000,4e+06,3400000
"1513","i.janssens","Sobianitedrucy","Coy Sunbirds",33,1987,13.29,47.19,54.62,1,1050.42,354.1,14.14,15.2,1,23.4,25.21,1,9.33,12.8,1,0,0,0,0.01,3.16,0.08,0,3.69,3700000,3e+06,2400000,1900000,1500000,1200000,9e+05,7e+05,5e+05,4e+05
"1514","j.otoo","Sobianitedrucy","Coy Sunbirds",22,1997,20.32,37.79,48.27,1,739.42,226.68,15.05,16.93,1,16.93,20.08,1,5.37,9.1,1,0.2,0.14,0.06,0.94,2.76,1.28,0.59,3.64,30200000,2.9e+07,27500000,25600000,23600000,21400000,19100000,16800000,14600000,12500000
"1515","o.ahamad","Sobianitedrucy","Coy Sunbirds",26,1993,12.61,50.68,55.82,1,1173.75,320.54,9.36,10.47,1,30.22,31.16,1,10.71,13.64,1,0,0.02,0,0.16,1.67,0.08,0.07,1.82,8700000,7900000,7e+06,6200000,5400000,4600000,3900000,3200000,2600000,2100000
"1516","t.okoro","Sobianitedrucy","Coy Sunbirds",26,1994,9,41.88,50.22,1,798.22,327.44,15.45,16.89,1,20.44,23.45,1,5.12,7.9,1,0,0.04,0,0.78,3.33,1.1,0.44,5.44,11200000,10200000,9100000,8e+06,6900000,5900000,5e+06,4100000,3400000,2700000
"1517","w.ongom","Sobianitedrucy","Coy Sunbirds",30,1989,2.38,32.76,41.98,1,592.87,190.3,12.58,13.45,1,18.06,20.98,1,2.13,5.45,1,0,0,0.03,0.39,1.7,0.02,0.04,3.34,3200000,2800000,2300000,1900000,1600000,1300000,1e+06,8e+05,6e+05,5e+05
"1518","e.wabwire","Southern Ristan","Coy Sunbirds",20,1999,13.29,49.51,59.37,1,964.94,349.44,19.64,21.52,1,22.43,25.43,1,6.85,10.84,1,0.07,0.11,0,0.52,3.99,1.2,0.52,5.42,20700000,20500000,2e+07,19200000,18200000,1.7e+07,15600000,14200000,12700000,11100000
