"","Player","Nation","Squad","mv0","mv1","mv2","mv3","mv4","mv5","mv6","mv7","mv8","mv9","trial"
"3834","k.kanyesigye","Sobianitedrucy","Coy Catamarans",5200000,3700000,5500000,1800000,4200000,1700000,5e+05,1500000,2e+05,2300000,18
"3835","l.foo","Sobianitedrucy","Coy Sunbirds",3e+05,1100000,3e+05,3300000,4200000,2800000,6100000,8e+05,2e+05,1300000,18
"3836","x.dahan","Sobianitedrucy","Coy Sunbirds",12500000,6500000,11200000,5700000,7800000,7e+05,1600000,3200000,2e+05,9e+06,18
"3837","n.busingye","Sobianitedrucy","Fighting Clippers",15100000,2e+07,3700000,19900000,18100000,8e+05,26700000,1300000,2700000,4300000,18
"3838","r.owere","Western Niasland","Fighting Clippers",4e+05,4600000,2300000,3200000,3500000,3200000,7e+05,1500000,2e+05,8e+05,18
"3839","j.vasquez","Nkasland Cronestan","Fighting Wave",6600000,7900000,6200000,9300000,9e+06,8e+05,7e+05,2700000,8400000,2700000,18
"3840","a.amongin","Sobianitedrucy","Fighting Wave",3900000,4e+05,4e+05,3400000,4e+06,1200000,1700000,3e+05,1500000,9e+05,18
"3841","n.tkachuk","Sobianitedrucy","Fighting Wave",6e+05,1400000,2e+05,8e+05,8e+05,3e+05,3e+05,2e+05,1e+05,3e+05,18
"3842","v.razak","Lefghau","Flying Bombadiers",5e+05,1400000,2500000,2700000,4e+05,6e+05,1e+05,2e+05,2e+05,3e+05,18
"3843","u.mvula","Nkasland Cronestan","Flying Bombadiers",6600000,3e+06,3200000,2900000,10400000,1500000,3e+05,1900000,1300000,2e+05,18
"3844","d.chiba","Sobianitedrucy","Flying Bombadiers",4900000,2900000,5100000,6800000,7700000,7100000,6500000,4300000,5400000,5100000,18
"3845","q.martinez","Sobianitedrucy","Hideous Spartans",2400000,3e+06,3300000,6100000,4e+06,9e+05,10800000,6200000,3100000,5400000,18
"3846","y.nanyondo","Sobianitedrucy","Hideous Spartans",8800000,12900000,20800000,10600000,5e+05,4300000,2900000,1200000,11700000,3e+06,18
"3847","a.kovaevi","Sobianitedrucy","Marvelous Heels",10500000,14600000,3300000,17700000,1900000,5e+05,1600000,2300000,1900000,2200000,18
"3848","h.okafor","Sobianitedrucy","Marvelous Heels",5100000,29900000,8100000,11700000,5e+06,1e+05,1900000,4800000,11800000,11800000,18
"3849","k.huang","Sobianitedrucy","Marvelous Patriots",2400000,1700000,1100000,1400000,2e+05,6e+05,3e+05,1e+05,1e+05,2e+05,18
"3850","y.larsen","Imaar Vircoand","Mean Wolves",5100000,7900000,4e+06,3700000,6800000,7600000,4900000,3e+05,1500000,4800000,18
"3851","g.oluka","Lefghau","Mean Wolves",1e+06,1e+05,1300000,1400000,1400000,2800000,2e+05,4200000,2200000,5e+05,18
"3852","k.jarvinen","Sobianitedrucy","Mean Wolves",8e+05,2e+05,2e+05,1900000,4e+05,7e+05,1700000,1200000,3300000,6e+05,18
"3853","h.saeed","Manlisgamncent","Mighty Monkeys",2200000,18800000,24900000,5500000,22200000,6900000,5300000,1.1e+07,2100000,6e+05,18
"3854","c.hamed","Sobianitedrucy","Mighty Monkeys",4500000,3600000,15200000,1.5e+07,6300000,6900000,3300000,2.2e+07,3900000,16800000,18
"3855","d.kateregga","Manlisgamncent","Red Rangers",30700000,4300000,4e+05,9300000,7500000,4700000,4900000,7100000,2500000,1e+05,18
"3856","g.daud","Sobianitedrucy","Red Rangers",9e+05,5e+05,5500000,4e+05,5e+05,8e+05,5900000,1600000,3300000,8e+05,18
"3857","v.ssali","Sobianitedrucy","Red Rangers",7e+06,1800000,4500000,10300000,4300000,2400000,6900000,10900000,6e+05,1700000,18
"3858","h.tuhaise","Lefghau","Remarkable Flames",1700000,3600000,2900000,5600000,5e+05,1200000,7e+06,11500000,4e+06,5800000,18
"3859","p.solanki","Nganion","Remarkable Flames",17100000,14200000,3200000,8300000,14600000,11200000,3500000,1.1e+07,5700000,1900000,18
"3860","g.boadi","Sobianitedrucy","Remarkable Flames",4e+05,2e+05,3400000,5e+05,1900000,2e+05,8e+05,1800000,8e+05,2e+05,18
"3861","w.lotfi","Moaithe","Serious Ranchers",2e+06,4800000,2200000,2500000,3200000,6e+06,9e+06,5600000,2300000,4700000,18
"3862","j.turyasingura","Nganion","Serious Ranchers",9e+05,2e+06,1700000,1700000,6e+05,1e+05,3e+05,7e+05,1100000,9e+05,18
"3863","a.white","Sobianitedrucy","Spicy Pointers",4e+06,5e+05,2600000,2500000,1400000,1e+06,3e+06,8e+05,7600000,3e+05,18
"3864","l.namaganda","Sobianitedrucy","Spicy Pointers",9e+06,24400000,1e+06,1700000,6300000,9100000,1e+05,3700000,1200000,2400000,18
"3865","r.martin","Sobianitedrucy","Spicy Pointers",1400000,2300000,8e+05,4200000,1600000,1200000,3e+05,5e+05,4e+05,1400000,18
"3866","g.caputo","Nkasland Cronestan","Strange Pioneers",8800000,6100000,22400000,4100000,1800000,17300000,4700000,10500000,5700000,9e+05,18
"3867","d.sorrentino","Sobianitedrucy","Strange Pioneers",6700000,2900000,3e+06,3200000,2400000,6600000,5100000,1300000,1600000,4e+05,18
"3868","e.binmohamed","Cabral Retrea","Sugar Bengals",19100000,5300000,2700000,10800000,2500000,9400000,5400000,6100000,4800000,5900000,18
"3869","j.koval","Saintu","Sugar Bengals",9100000,8400000,2200000,14800000,5300000,3900000,1500000,4e+05,2700000,7e+05,18
"3870","a.berkowitz","Sobianitedrucy","Sugar Bengals",2e+05,1e+05,4e+05,5e+05,4e+05,2e+05,2e+05,1e+05,1e+05,3e+05,18
"3871","m.nyamahunge","Loco Phirema","Wet Flames",4200000,2300000,8e+05,2e+05,1900000,2e+05,6e+05,9e+05,3e+06,2e+05,18
"3872","a.whang","Rosvi","Wet Flames",13900000,7400000,5400000,8e+05,1800000,3300000,3200000,1200000,2e+06,9200000,18
"3873","v.guillaume","Sobianitedrucy","Wet Flames",3800000,5200000,1500000,1100000,8e+05,5200000,5400000,1100000,4e+05,5e+05,18
"3874","x.arnaud","Imaar Vircoand","Big Foxes",10200000,5900000,1.5e+07,9300000,1e+05,7900000,2e+06,9700000,2900000,3300000,18
"3875","g.chandiga","Nganion","Big Foxes",1700000,9e+05,6e+05,1200000,1e+05,4e+05,8e+05,6e+05,2e+05,3e+05,18
"3876","i.friedrich","Nganion","Big Foxes",8100000,4100000,2600000,4e+05,1100000,1800000,1200000,1100000,7600000,4600000,18
"3877","k.kravchenko","Greri Landmoslands","Deferred Dolphins",2.6e+07,15600000,13200000,8900000,4e+06,3100000,1900000,6e+06,20100000,10400000,18
"3878","e.kantono","Nganion","Deferred Dolphins",7800000,3100000,2500000,6100000,1300000,4600000,5e+05,2e+05,1800000,3e+05,18
"3879","q.konig","Nganion","Deferred Dolphins",12500000,3100000,2400000,2500000,26700000,3e+05,14300000,3800000,4400000,8e+05,18
"3880","c.shevchenko","Nganion","Delta Colts",1e+06,13700000,1e+06,2200000,8500000,1800000,4300000,2200000,5e+05,5900000,18
"3881","f.dauda","Nganion","Delta Colts",1600000,1500000,7300000,3e+05,4e+05,6e+05,2100000,1600000,4e+05,4e+05,18
"3882","w.abeja","Esia","Festive Governors",8600000,5600000,4700000,17800000,5900000,9e+05,13900000,9e+05,11300000,7200000,18
"3883","g.kyobutungi","Lefghau","Festive Governors",2400000,3100000,2900000,1100000,3700000,2e+05,1300000,8e+05,1500000,3e+05,18
"3884","b.brandt","Nganion","Flying Penguins",17800000,28100000,3e+06,3200000,2400000,6500000,6200000,5300000,15800000,5400000,18
"3885","v.awio","Nganion","Flying Penguins",4600000,2500000,1700000,1400000,11200000,5800000,5500000,7700000,5e+06,2400000,18
"3886","f.degroot","Nganion","Hideous Spiders",4600000,5e+06,20900000,12100000,2700000,1200000,6e+05,1e+05,1800000,1700000,18
"3887","j.martin","Nganion","Hideous Spiders",9e+05,1e+05,4e+05,5400000,2800000,2600000,1800000,1e+05,6e+05,1400000,18
"3888","i.ajiko","Nganion","Horrible Bison",27100000,5100000,35200000,2.4e+07,10600000,4800000,6e+05,11800000,36700000,6500000,18
"3889","e.lungu","Nganion","Mad Bees",23100000,3600000,4400000,8600000,1800000,2600000,3300000,1500000,7e+05,2600000,18
"3890","k.nkhoma","Nganion","Mad Bees",4900000,2900000,5e+05,7900000,3e+05,7400000,3e+05,1e+06,4e+05,1300000,18
"3891","r.martino","Nganion","Mad Bees",7e+05,3100000,10800000,15600000,2e+05,3900000,1600000,6100000,1800000,7e+05,18
"3892","y.ruggiero","Southern Ristan","Mad Kingsmen",1600000,5200000,9300000,6400000,12500000,1700000,7400000,21600000,2400000,2300000,18
"3893","l.sakurai","Nganion","Orange Giants",3100000,1200000,8e+05,7e+05,3400000,5e+05,1200000,2200000,4e+05,2100000,18
"3894","m.murmu","Rosvi","Orange Giants",11600000,8300000,7400000,15500000,5200000,6100000,7e+05,5200000,16700000,17300000,18
"3895","f.krklis","Imaar Vircoand","Plane Janes",3700000,1100000,2200000,5e+05,9500000,3200000,3e+05,2e+05,9e+05,5e+05,18
"3896","g.leung","Nganion","Plane Janes",1e+06,6600000,8100000,5400000,2e+05,5800000,6400000,6600000,6500000,3200000,18
"3897","s.nuwagira","Saintu","Polar Kangaroos",3600000,14300000,5600000,13300000,8900000,7500000,6500000,7900000,8200000,14200000,18
"3898","l.antwi","Nganion","Punctual Leopards",14300000,3500000,6500000,3200000,10500000,1100000,6500000,2500000,4200000,12900000,18
"3899","z.fabre","Nganion","Punctual Leopards",9e+06,5400000,1e+06,9700000,10300000,6400000,4100000,2500000,1e+06,8e+06,18
"3900","w.kong","Imaar Vircoand","Rabid Greyhounds",3400000,8600000,8e+05,2400000,6200000,1800000,3200000,1900000,5900000,3600000,18
"3901","x.hosseinzadeh","Nganion","Rabid Greyhounds",9e+05,4700000,2400000,3300000,7800000,1600000,6800000,1300000,1e+05,7e+05,18
"3902","n.mucunguzi","Biarizea","Running Bigfoots",13800000,6400000,7500000,1e+05,4e+05,25900000,4e+06,6e+05,4800000,2e+06,18
"3903","u.nishimura","Galamily","Running Bigfoots",2800000,8200000,2400000,1300000,1400000,6e+05,5500000,3800000,5600000,3e+05,18
"3904","g.alali","Nganion","Sassy Knights",4800000,13200000,6900000,4300000,2300000,4800000,6400000,1700000,6e+06,6100000,18
"3905","i.kisitu","Nganion","Sassy Knights",2900000,1400000,3600000,2200000,2e+05,2600000,8e+05,12600000,2300000,8e+05,18
"3906","m.sseguya","Nganion","Sassy Knights",1100000,9e+05,7e+05,5e+05,4200000,2500000,1400000,1400000,1600000,7e+05,18
"3907","c.ismail","Nganion","Screaming Ramblers",4200000,8700000,8e+05,1.4e+07,2200000,2300000,2.8e+07,9900000,3e+05,2400000,18
"3908","m.ategeka","Nganion","Screaming Ramblers",4600000,14900000,6500000,12400000,10400000,6e+05,4100000,2300000,1800000,4400000,18
"3909","c.musana","Nganion","Serious Magicians",4800000,32100000,7e+05,21600000,71800000,4200000,6500000,3500000,11100000,6200000,18
"3910","o.herrmann","Nganion","Serious Magicians",6700000,2e+05,2600000,12100000,1e+06,3400000,3100000,2900000,4e+05,7e+05,18
"3911","o.nabunya","Byasier Pujan","Swift Bison",2800000,5500000,9100000,5e+06,4600000,1400000,9e+05,2300000,1900000,1100000,18
"3912","g.taruvinga","Nganion","Swift Bison",3e+05,1.1e+07,11300000,3800000,2200000,1100000,16700000,5100000,1.1e+07,6300000,18
"3913","k.jao","Nganion","Ultimate Penguins",2500000,2700000,2300000,4e+06,8400000,3700000,2600000,4e+05,1400000,7e+05,18
"3914","o.noor","Cabral Retrea","Black Coyotes",3e+05,6e+05,3e+06,9e+05,5e+05,1e+05,9e+05,2e+05,1e+05,2e+05,18
"3915","a.khainza","Sobianitedrucy","Black Coyotes",3300000,17600000,22900000,7800000,26300000,23300000,22600000,19200000,4700000,4400000,18
"3916","y.tsua","Highhlaands","Educated Avengers",6900000,6e+05,9300000,1e+06,2e+05,1500000,1200000,2800000,5600000,3500000,18
"3917","f.ithungu","Rarita","Educated Avengers",23500000,5100000,2.2e+07,1e+05,13400000,3e+05,5200000,2700000,3700000,1800000,18
"3918","s.marchetti","Rarita","Educated Avengers",9400000,4100000,1900000,1600000,2700000,8e+05,3400000,5300000,1300000,1e+05,18
"3919","l.werner","People's Land of Maneau","Mad Wolverines",5800000,3500000,11600000,2100000,5700000,2700000,8100000,5300000,2400000,5900000,18
"3920","x.tumushabe","Rarita","Mad Wolverines",19500000,3700000,2100000,7800000,1400000,2e+06,6e+05,3400000,3200000,8e+05,18
"3921","t.kamugisha","Lefghau","Marvelous Coyotes",12400000,15200000,7100000,47300000,15300000,4700000,2800000,3e+05,8800000,18600000,18
"3922","c.baba","People's Land of Maneau","Marvelous Coyotes",2600000,1600000,6300000,8e+05,7e+05,8e+05,2300000,1e+06,1500000,1e+05,18
"3923","m.bahri","Slandsganiamayotteque","Marvelous Coyotes",9300000,10800000,6400000,5700000,4100000,3800000,7500000,3200000,2800000,1500000,18
"3924","a.omar","Rarita","Red Anchormen",7700000,4900000,2500000,2100000,2100000,1100000,8e+05,4900000,2e+05,1200000,18
"3925","f.akumu","Rarita","Red Anchormen",9e+06,3e+07,68700000,6400000,31400000,10600000,3300000,4600000,7300000,13400000,18
"3926","b.ampofo","Rarita","Serious Buffaloes",1200000,1300000,5100000,1500000,2100000,2500000,3e+05,1300000,1800000,5e+05,18
"3927","n.irawan","Rarita","Serious Buffaloes",11700000,32600000,8300000,3100000,12300000,4200000,9900000,3e+05,6e+06,4100000,18
"3928","w.nasiru","Rarita","Stacked Rocks",1400000,12800000,2200000,1e+06,9e+05,2100000,1100000,2200000,5200000,3e+05,18
"3929","g.leitner","Rarita","Strong Oaks",4700000,2700000,1700000,5700000,3300000,1800000,8200000,10300000,3e+06,7200000,18
"3930","u.nyeko","Rarita","Strong Oaks",4400000,2200000,4e+05,2700000,2e+05,4100000,2600000,1e+06,2400000,5e+05,18
"3931","z.nyamahunge","Rarita","Strong Oaks",1e+06,6e+05,3e+06,1200000,1e+05,5e+05,3e+05,2e+05,1e+05,5e+05,18
"3932","e.miyazaki","Greri Landmoslands","Wild Hornets",26200000,13700000,9600000,1300000,8700000,9100000,1900000,23900000,4100000,1800000,18
"3933","m.asiimwe","Rarita","Wild Hornets",1200000,1200000,3e+05,1300000,2e+05,4e+05,2e+05,6e+05,1700000,8e+05,18
"3934","s.kiconco","Nkasland Cronestan","Fanatical Outlaws",5700000,3e+05,9800000,7300000,10700000,3400000,1800000,13400000,2e+05,4500000,19
"3935","r.chee","Southslands","Fanatical Outlaws",4400000,3300000,4100000,3e+05,4e+05,2e+05,2200000,8e+05,4e+05,1300000,19
"3936","z.marini","Central Republic of Boekrainego","Fighting Cougars",4e+05,4700000,8700000,4500000,10800000,3800000,2e+06,3e+05,8e+05,8e+05,19
"3937","p.robinson","Nganion","Fighting Cougars",4500000,13100000,8100000,9e+06,3800000,10100000,2100000,5900000,5e+06,9600000,19
"3938","a.soong","People's Land of Maneau","Great Galactic Gorgons",21200000,9900000,1500000,11100000,4100000,3900000,1400000,4600000,22500000,10200000,19
"3939","g.mwebaze","Nganion","Green Fleet",2600000,2e+05,2500000,5300000,6e+05,7900000,9800000,4500000,1e+06,4400000,19
"3940","p.kabugo","People's Land of Maneau","Green Fleet",8e+06,11200000,9500000,4800000,17700000,14700000,11800000,6e+05,2900000,2400000,19
"3941","e.wibowo","Coastpa Barleslands","Horrible Grizzlies",4e+06,17800000,3900000,5800000,4300000,1400000,1e+07,3300000,1.6e+07,1400000,19
"3942","r.wanyama","Imaar Vircoand","Horrible Grizzlies",5200000,8e+05,1300000,2900000,6e+05,8e+05,1100000,3e+05,2e+05,1e+06,19
"3943","j.nkrumah","Nganion","Horrible Grizzlies",10100000,1e+06,1.6e+07,1200000,2300000,1700000,8e+05,2200000,1200000,6e+05,19
"3944","s.tamale","Imaar Vircoand","Horrible Storm",6400000,27200000,11700000,7400000,18300000,2100000,4400000,1900000,1800000,18800000,19
"3945","y.acola","Rarita","Marvelous Patriots",1500000,1900000,6400000,6e+05,1500000,5900000,3e+05,1700000,1e+06,7e+05,19
"3946","z.marini","Central Republic of Boekrainego","Mighty Jays",4800000,3e+06,8300000,5e+05,8100000,4300000,8e+05,2700000,5e+05,1200000,19
"3947","x.adikini","Cuandbo","Mighty Jays",3300000,1.1e+07,1.2e+07,2100000,3700000,7200000,2600000,3e+05,4700000,4600000,19
"3948","v.kumwenda","Esia","Mighty Jays",1700000,13800000,1.1e+07,2e+05,23800000,6300000,6800000,3e+05,3e+06,17200000,19
"3949","u.nakazibwe","Lefghau","Old Mustangs",16900000,8400000,22100000,20600000,3500000,2300000,6700000,2300000,3e+05,4700000,19
"3950","f.walker","Nganion","Old Mustangs",3200000,6e+05,3700000,1e+05,3700000,5e+05,3300000,5e+05,2300000,1600000,19
"3951","p.tetteh","Southslands","Old Mustangs",3600000,5e+06,9300000,8100000,16200000,3200000,3100000,8200000,3200000,7e+05,19
"3952","h.ochan","Greri Landmoslands","Punctual Rustlers",36100000,8600000,1300000,16700000,2.1e+07,2400000,2100000,14400000,1.1e+07,10100000,19
"3953","x.neri","People's Land of Maneau","Punctual Rustlers",2200000,14200000,6300000,20600000,4300000,6700000,5300000,2600000,6700000,5700000,19
"3954","m.ngamita","Xikong","Punctual Rustlers",6300000,8e+05,2300000,1500000,9e+05,1100000,1700000,6100000,4e+05,2700000,19
"3955","q.musimenta","Nganion","Silver Heels",3800000,1700000,3200000,8900000,5100000,6400000,2600000,2400000,2700000,1600000,19
"3956","c.leroy","People's Land of Maneau","Silver Heels",9900000,1400000,9100000,4200000,9500000,1800000,4e+05,9e+05,5e+06,1900000,19
"3957","s.zandamela","Mico","Solemn Cougars",5400000,3400000,7e+05,2600000,1300000,3700000,5900000,1800000,6400000,1200000,19
"3958","m.janssens","Ledian","Somber Bombers",4600000,1300000,1e+06,2800000,3100000,1400000,3e+05,1600000,3800000,6e+05,19
"3959","p.johansson","People's Land of Maneau","Somber Bombers",6600000,2200000,4100000,5700000,2200000,11200000,1e+05,4600000,14800000,2e+06,19
"3960","f.ribeiro","People's Land of Maneau","Swift Musketeers",2500000,9e+05,9e+06,2800000,3400000,6400000,11400000,3800000,1800000,1100000,19
"3961","s.aslan","People's Land of Maneau","Swift Musketeers",7e+05,2100000,2500000,1900000,4e+05,3e+05,4e+05,1e+06,1500000,2e+05,19
"3962","y.draru","Rarita","Ultimate Penguins",2100000,5900000,2500000,1300000,1300000,9e+05,1e+06,6e+05,1500000,2e+05,19
"3963","n.kyohirwe","Dosqaly","Weak Tornadoes",8100000,9700000,16900000,2300000,1200000,9e+06,5700000,16200000,2100000,6200000,19
"3964","e.bintiismail","Ledian","Weak Tornadoes",6e+06,2e+05,6e+05,5500000,5900000,6200000,2400000,2100000,2e+05,3e+05,19
"3965","y.kyosiimire","Nganion","Flawless Cows",5e+06,3100000,15600000,6600000,3100000,4e+05,1800000,6e+05,2e+05,4800000,19
"3966","x.driscoll","Nkasland Cronestan","Flawless Cows",7e+05,9900000,5500000,1200000,1.8e+07,2e+06,1900000,4800000,3600000,1e+06,19
"3967","p.addae","South Sati Fatina","Flawless Cows",6300000,5100000,1100000,3500000,9e+05,5100000,7100000,2700000,6e+05,4900000,19
"3968","f.kimera","Dosqaly","Glistening Paladins",10500000,8100000,9800000,7900000,4e+06,1500000,11200000,7100000,2800000,10600000,19
"3969","t.okello","Dosqaly","Glistening Paladins",4500000,1300000,6100000,5e+05,4e+05,11600000,2500000,2100000,4900000,2100000,19
"3970","v.bwambale","Dosqaly","Golden Rustlers",7700000,14200000,2600000,2700000,3300000,6100000,6e+05,3600000,7e+05,5e+05,19
"3971","u.yamasaki","Coastpa Barleslands","Grotesque Rocks",8600000,4200000,5500000,5800000,3400000,1200000,5900000,2200000,1800000,2400000,19
"3972","s.bintiothman","Lylimi","Grotesque Rocks",1900000,7e+05,3e+05,2400000,8e+05,7e+05,2400000,3e+05,3700000,1700000,19
"3973","t.bukar","Southern Ristan","Grotesque Rocks",1400000,1200000,7e+06,3e+05,1e+06,1300000,2e+06,1200000,1300000,4e+05,19
"3974","a.lamunu","Dosqaly","Jumping Beans",4300000,14300000,1200000,1600000,2e+05,3e+05,5e+06,9e+05,2e+05,2700000,19
"3975","k.adero","Rosvi","Jumping Beans",4100000,7200000,9900000,34100000,7500000,12100000,11200000,16500000,3800000,5300000,19
"3976","j.ogawa","Dosqaly","Mean Colts",6e+06,1e+06,9600000,11700000,1700000,1e+06,1800000,7700000,2100000,9e+05,19
"3977","a.chipeta","Zamlie Niabangthe","Mean Colts",3700000,4200000,2e+06,5700000,9400000,1600000,1e+05,2700000,4e+05,4e+05,19
"3978","a.suboti","Dosqaly","Mean Poets",9e+05,2600000,8100000,4200000,2400000,4600000,3e+05,1100000,2e+05,1e+05,19
"3979","t.bonabana","Dosqaly","Mean Poets",5600000,2100000,2300000,1800000,3800000,8e+05,4500000,4500000,8300000,7200000,19
"3980","e.wibowo","Coastpa Barleslands","Overconfident Kangaroos",6100000,1700000,6500000,3600000,6400000,1300000,1200000,1e+06,3500000,9e+05,19
"3981","v.arnold","Coastpa Barleslands","Overconfident Kangaroos",13700000,3500000,7400000,6400000,2.1e+07,4200000,1800000,6600000,2e+05,1700000,19
"3982","b.ochieng","Dosqaly","Overconfident Kangaroos",10800000,1200000,1400000,1e+05,4100000,3500000,1900000,1900000,1100000,8e+05,19
"3983","h.kamal","Dosqaly","Serious Thunderbirds",1100000,8300000,1100000,2400000,3500000,1300000,2100000,4200000,5e+05,6e+05,19
"3984","i.sano","Dosqaly","Serious Thunderbirds",14500000,3e+05,5300000,2e+05,11800000,6e+05,6500000,2500000,4900000,6500000,19
"3985","j.lunkuse","People's Land of Maneau","Serious Thunderbirds",23900000,8300000,12500000,5e+06,10100000,5700000,5900000,8200000,5300000,3100000,19
"3986","j.chukwu","Dosqaly","Simple Jayhawks",3e+06,2500000,2700000,2900000,2e+05,1600000,6e+05,3e+05,2e+05,7e+05,19
"3987","r.rizzi","Pierrema","Simple Jayhawks",12700000,3e+06,4400000,14100000,3400000,6e+05,5600000,4e+05,4e+06,3600000,19
"3988","v.arnold","Coastpa Barleslands","Simple Privateers",1700000,5600000,1300000,1e+05,3500000,3100000,3e+06,2200000,4e+05,7e+05,19
"3989","z.lefevre","Quewenia","Simple Privateers",19700000,2.8e+07,3500000,4e+05,8900000,5100000,1.2e+07,6200000,1.2e+07,5500000,19
"3990","y.goh","Tito Mia","Simple Privateers",5e+05,1.3e+07,11100000,7400000,8800000,3e+06,5e+05,7e+06,1900000,5e+05,19
"3991","a.mbusa","Dosqaly","Solemn Leopards",5500000,1400000,3e+06,2600000,3400000,1600000,8e+05,3900000,9e+05,3500000,19
"3992","n.tumwesigye","Dosqaly","Solemn Leopards",1900000,9e+05,2800000,1900000,2e+06,7e+05,1e+06,1900000,1500000,7e+05,19
"3993","i.kumari","Dosqaly","Somber Stallions",18300000,8e+06,9900000,1600000,28500000,5700000,11900000,8600000,4500000,4e+05,19
"3994","o.burgos","Dosqaly","Supreme Janes",11100000,21100000,14500000,19500000,7800000,3300000,17600000,2700000,5500000,1300000,19
"3995","q.permana","Dosqaly","Swift Rustlers",3900000,6900000,4100000,4200000,15200000,1600000,6e+05,4900000,7200000,7700000,19
"3996","g.ahin","Nkasland Cronestan","Swift Rustlers",1500000,1900000,4700000,12500000,6e+05,16600000,9600000,1600000,4700000,6e+06,19
"3997","r.odur","Sobianitedrucy","Swift Rustlers",9e+05,4100000,3600000,4100000,1500000,3700000,1600000,1200000,6e+05,5e+05,19
"3998","f.carbone","Greri Landmoslands","Unaccountable Foxes",1100000,5300000,6400000,7200000,2e+05,3e+05,4e+06,7e+06,2e+06,2400000,19
"3999","l.dahl","Dosqaly","Unethical Comets",3100000,1700000,9e+06,4400000,10600000,4e+06,3100000,3900000,3300000,2300000,19
"4000","y.bintiomar","Quewenia","Unethical Comets",6700000,1800000,4e+05,5300000,8700000,1500000,1400000,9e+05,4e+05,1100000,19
"4001","j.mercier","Dosqaly","Villainous Eagles",26900000,5300000,3800000,55100000,1.6e+07,10400000,3100000,7300000,3900000,1700000,19
"4002","c.vtols","Imaar Vircoand","Weak Blimps",8200000,1700000,17300000,2800000,4e+06,5e+05,5800000,17200000,6e+05,6300000,19
"4003","g.razak","Dosqaly","Wet Monarchs",12200000,6700000,7200000,4e+06,12200000,17700000,18700000,3600000,8e+05,3600000,19
"4004","g.prasetyo","Galamily","Awkward Trailblazers",7100000,13300000,8900000,14900000,1200000,2700000,4900000,9e+05,3800000,1600000,19
"4005","a.mor","Esia","Blue Jaguars",1e+05,1900000,6e+05,1900000,1700000,2e+06,4e+05,5e+05,3100000,7e+05,19
"4006","h.nakimera","Esia","Blue Jaguars",9300000,2400000,12700000,13400000,3800000,1100000,6800000,9e+06,7e+05,3900000,19
"4007","l.nalukenge","Esia","Fiery Governors",11600000,6200000,3800000,5600000,16100000,20800000,3e+05,6200000,6800000,1e+06,19
"4008","q.ghoe","Esia","Fiery Governors",2200000,2900000,4700000,2800000,11500000,8700000,1900000,6800000,2e+05,2300000,19
"4009","i.agwang","Esia","Horrible Flames",2500000,2500000,5400000,3100000,7e+05,2200000,2e+05,4e+05,3800000,7e+05,19
"4010","r.aguilar","Esia","Horrible Flames",3200000,3300000,1600000,7500000,5e+06,2400000,2300000,4600000,8e+05,5700000,19
"4011","m.krlievi","Leoneku Guidisia","Horrible Flames",14600000,1100000,13200000,10400000,5e+05,10100000,9400000,5200000,2e+06,2e+06,19
"4012","e.namakoye","Esia","Little Lollipops",5e+05,5500000,4700000,2e+05,2400000,1700000,8e+05,6500000,1400000,1600000,19
"4013","r.yiga","Quewenia","Little Lollipops",2100000,5400000,1800000,3200000,3900000,1100000,4800000,5e+05,2500000,1600000,19
"4014","l.namuyanja","Byasier Pujan","Marvelous Anchors",8900000,3100000,2e+05,5700000,1500000,4e+05,1100000,4e+05,1600000,2e+05,19
"4015","e.kyomukama","Esia","Marvelous Anchors",4600000,23800000,11100000,21300000,6200000,8300000,12900000,11600000,10400000,3500000,19
"4016","e.mapuranga","Nkasland Cronestan","Mean Trolls",7500000,7800000,2500000,1300000,5300000,2800000,7e+06,2500000,4600000,3500000,19
"4017","b.fernandez","Esia","Punctual Archers",1e+05,9e+06,1.4e+07,29200000,3e+05,5100000,5500000,1200000,2800000,2600000,19
"4018","w.mandizvidza","Esia","Punctual Archers",11200000,4500000,2e+06,5e+05,5600000,1e+06,3100000,1e+06,7e+05,8e+05,19
"4019","k.tsui","Esia","Red Artichokes",18300000,6600000,8600000,9400000,8200000,16800000,5e+05,12900000,4e+05,1e+05,19
"4020","f.nabunya","Quewenia","Serious Cyclones",6400000,15200000,9800000,2200000,8900000,4700000,3200000,3e+05,5e+05,1e+06,19
"4021","m.zhou","Quewenia","Serious Cyclones",4700000,6600000,8900000,4600000,1600000,3e+06,3700000,6e+05,1800000,2700000,19
"4022","s.achen","Giumle Lizeibon","Silver Frogs",1700000,3600000,2e+05,5400000,5200000,2e+05,7e+05,8e+05,1500000,3e+05,19
"4023","l.msowoya","Southern Ristan","Silver Frogs",6e+05,6100000,14300000,30800000,30500000,23500000,1e+07,12100000,1200000,3200000,19
"4024","i.bitton","Esia","Spicy Gophers",23400000,3400000,9200000,4600000,6400000,1200000,1800000,12600000,6100000,10100000,19
"4025","p.galli","Esia","Spicy Gophers",2500000,3e+05,5e+05,1e+06,2e+05,6e+05,6e+05,2e+05,4e+05,3e+05,19
"4026","q.nakyeyune","Esia","Supreme Jaguars",14900000,6900000,7900000,2e+06,2200000,4900000,2400000,3e+06,6e+05,8e+05,19
"4027","j.ojok","Giumle Lizeibon","Supreme Jaguars",9e+05,2400000,3400000,5e+06,5e+05,5e+05,2e+05,1800000,7e+05,1100000,19
