,Player,Nation,Squad,Age,Born,X90s,Gls,Standard.Sh,Standard.SoT,Standard.SoT.,Standard.Sh.90,Standard.SoT.90,Standard.G.Sh,Standard.G.SoT,Standard.Dist,Standard.FK,Performance.PK,Performance.PKatt,Expected.xG,Expected.npxG,Expected.npxG.Sh,Expected.G.xG,Expected.np.G.xG,League,Year,mv
1674,x.kho,Mico,Marvelous Heels,23,1997,13.56,0,1.62,0.39,1,1.51,0.35,0.09,0.1,18.85,0.03,0,0,0.13,0.15,0.13,-0.16,-0.15,D,2021,219661805.3
2595,r.jimenez,Rarita,Black Coyotes,20,2000,14.76,0,0.59,0.21,1,0.55,0.21,0.04,0,22.36,0.01,0.03,0.05,0,0,0,-0.03,-0.1,RFL,2021,219539350.9
593,k.amer,Dosqaly,Overconfident Kangaroos,22,1998,13.08,0.01,2.18,0.54,1,2.08,0.55,0,0.01,25.25,0.28,0,0,0,0.04,0,0,0.02,B,2021,218859332.1
758,s.lamptey,Manlisgamncent,Somber Stallions,20,1999,14.04,0.17,0.35,0.11,1,0.23,0.13,0.29,0.4,20.02,0,0,0.01,0,0,0.09,0.02,0.12,B,2021,217566871
1022,s.armah,Mico,Blue Jaguars,24,1996,12.88,0.16,2.55,0.47,1,2.5,0.57,0.06,0.2,23.24,0.61,0.08,0.04,0.06,0.14,0.03,-0.03,-0.04,C,2021,217458168.6
565,j.driwaru,Dosqaly,Mean Poets,22,1998,14.39,0,0.22,0,0,0.21,0.09,0,0,25.96,0.03,0.03,0,0,0,0.07,0.01,0.06,B,2021,216373723.2
1632,o.binabdulrahman,Imaar Vircoand,Flying Bombadiers,22,1998,13.9,0.09,1.37,0.44,1,1.24,0.35,0.02,0.15,18.21,0,0,0.04,0.17,0.15,0.05,-0.09,-0.05,D,2021,216084057.7
425,z.musenero,Greri Landmoslands,Flawless Cows,28,1991,15.98,0.19,1.04,0.24,1,1.15,0.38,0.13,0.37,12.74,0.05,0.1,0.02,0.08,0.12,0.02,-0.08,0.08,B,2021,214647460.4
1585,g.gonzalez,Imaar Vircoand,Fighting Wave,26,1993,12.57,0.31,4.11,1.22,1,4.21,1.28,0.08,0.37,18.77,0.4,0.09,0.04,0.43,0.42,0.08,-0.14,-0.07,D,2021,214490704.6
1203,a.ortega,Zamlie Niabangthe,Red Artichokes,22,1997,12.14,0.16,1.6,0.42,1,1.56,0.27,0.09,0.4,15.49,0,0,0.1,0.19,0.2,0.2,-0.06,-0.05,C,2021,214049194.4
2593,f.chin,Rarita,Black Coyotes,22,1997,14.68,0,0.87,0,1,0.87,0.06,0.04,0.02,25.25,0,0,0.03,0.08,0.03,0,-0.1,0.01,RFL,2021,213760904.8
1306,i.ssentongo,Varijitri Isles,Supreme Jaguars,20,2000,13.88,0.08,0.88,0.01,1,0.87,0.09,0.08,0.07,12.77,0.02,0.03,0,0.07,0.13,0.12,-0.12,-0.11,C,2021,213256296.3
1713,g.chimwaza,Sobianitedrucy,Marvelous Patriots,20,2000,13.66,0.37,1.77,0.93,1,1.6,0.85,0.32,0.53,13.53,0.08,0.02,0.05,0.27,0.4,0.11,0.02,0.21,D,2021,211947673
106,o.khainza,Lefghau,Horrible Grizzlies,35,1984,21.49,0.14,0.55,0.17,1,0.68,0.13,0.22,0.51,8.04,0.04,0.09,0,0.05,0.11,0.16,-0.06,0.03,A,2021,210429674.7
49,i.ocen,People's Land of Maneau,Fighting Cougars,32,1988,17.75,0.01,1.26,0.27,1,1.29,0.15,0,0.33,16.29,0.09,0,0.02,0.11,0.1,0.13,0.01,-0.01,A,2021,210231267.9
776,l.hasegawa,Dosqaly,Supreme Janes,28,1992,17.21,0,0.36,0,0.04,0.39,0.09,0.08,0,18.79,0.06,0.06,0,0.08,0.04,0,-0.07,-0.06,B,2021,210009126.4
2069,p.hassan,Northslands,Delta Colts,24,1995,13.58,0.07,0.27,0.11,1,0.2,0.16,0,0,17.18,0,0,0.04,0,0.09,0.2,0,-0.07,E,2021,209371053.9
769,k.gao,Greri Landmoslands,Somber Stallions,25,1994,13.32,0.03,1.41,0.41,1,1.34,0.32,0.01,0.12,20.8,0.03,0,0,0.05,0,0.08,-0.04,0.03,B,2021,208682843.3
218,t.kafuko,Southslands,Punctual Rustlers,31,1988,17.95,0,0.72,0.17,1,0.64,0.25,0,0.02,19.05,0,0,0.05,0,0.01,0.06,-0.04,-0.07,A,2021,208677875.7
2607,i.yldrm,Galamily,Educated Avengers,28,1992,15.26,0.27,2.33,0.56,1,2.37,0.66,0.08,0.36,13.31,0,0,0.01,0.31,0.41,0.15,-0.26,-0.24,RFL,2021,208174037.1
671,u.musekiwa,Southern Ristan,Simple Jayhawks,22,1997,11.22,0.38,1.52,0.51,1,1.58,0.48,0.02,0.26,14.86,0,0.26,0.29,0.45,0.15,0.18,-0.11,0.01,B,2021,207693604.2
2659,j.wulandari,Nganion,Marvelous Coyotes,26,1994,14.9,0,0.4,0,1,0.41,0.06,0,0,11.37,0.09,0.04,0.06,0.12,0.03,0.06,0,-0.13,RFL,2021,205697303.6
965,b.ndlovu,Dosqaly,Wet Monarchs,21,1999,13.89,0.02,1.31,0.27,1,1.44,0.37,0.03,0.08,23.78,0.31,0.05,0.06,0.03,0.1,0,-0.1,-0.12,B,2021,205575921.5
206,q.johnsen,People's Land of Maneau,Old Mustangs,19,2001,13.13,0.03,1.45,0.66,1,1.48,0.54,0,0.23,18.63,0,0,0.06,0.01,0.09,0.03,-0.07,-0.01,A,2021,204176120.7
421,e.sommer,Imaar Vircoand,Flawless Cows,26,1994,14.55,0.13,1.7,0.41,1,1.73,0.44,0.02,0.11,25.9,0.15,0.08,0.02,0,0.09,0,0.08,0.06,B,2021,203877174.7
428,o.naderi,Badad,Glistening Paladins,27,1992,15.35,0.09,0.44,0,0,0.44,0,0,0,7.39,0,0,0.01,0,0.03,0.06,0.03,-0.09,B,2021,203008631.2
1797,o.roth,Sobianitedrucy,Red Rangers,27,1992,14.04,0.05,2.16,0.47,1,2.04,0.4,0.08,0.3,14.16,0,0.03,0.01,0.28,0.2,0.11,-0.04,-0.06,D,2021,202912958.1
1045,d.morales,Dosqaly,Fiery Governors,23,1997,11.12,0.57,2.36,1.26,1,2.43,1.21,0.17,0.4,11.96,0.01,0.01,0.18,0.6,0.51,0.31,-0.05,0.02,C,2021,201690313.7
2295,l.kimuli,Nathuacamana,Plane Janes,22,1998,13.1,0.02,0.8,0.44,1,0.79,0.43,0.04,0,17.45,0.09,0.01,0.04,0.06,0.03,0.09,0.06,-0.06,E,2021,201129678.1
2275,t.sommer,Nganion,Orange Giants,30,1990,15.51,0.12,2.67,0.87,1,2.69,0.73,0.05,0.28,9.77,0,0.1,0.01,0.42,0.33,0.15,-0.12,-0.17,E,2021,200776505.6
2226,y.nakimbugwe,Nganion,Mad Bees,29,1991,15.57,0,2.24,0.57,1,2.22,0.56,0,0.01,24.36,0.09,0.1,0,0.11,0.08,0.04,-0.15,-0.18,E,2021,200258746.6
1532,g.lubis,Dosqaly,Coy Sunbirds,22,1998,14.46,0.17,1.54,0.59,1,1.58,0.59,0.19,0.14,14.04,0.08,0.08,0.07,0.28,0.32,0.05,0,-0.17,D,2021,199528508.4
673,s.moss,Coastpa Barleslands,Simple Jayhawks,26,1994,12.51,0.29,1.42,0.52,1,1.49,0.61,0.24,0.52,15.79,0,0,0.15,0.2,0.12,0.19,-0.03,-0.05,B,2021,199447059.2
448,g.munsaka,Dosqaly,Glistening Paladins,31,1988,17.34,0.32,1.98,0.75,1,1.93,0.73,0.06,0.49,14.74,0.24,0.13,0.07,0.34,0.39,0.07,0.09,0.08,B,2021,199285912.4
1448,x.nyaketcho,Esia,Wicked Gentlefolk,24,1996,14.25,0.09,0.41,0.15,1,0.31,0.17,0,0,22.76,0,0.05,0,0.05,0.04,0.1,-0.02,-0.11,C,2021,199109340.3
1697,j.jorgensen,Manlisgamncent,Marvelous Heels,25,1995,12.42,0.38,1.49,1.01,1,1.44,1,0.29,0.5,12.86,0.04,0.04,0.02,0.44,0.37,0.3,0.09,0.04,D,2021,198717564.4
362,g.abbas,Reugha,Swift Musketeers,22,1998,13.83,0,0.94,0.1,1,1.07,0.11,0.12,0.53,19.05,0.03,0.09,0.09,0.06,0.13,0.02,-0.01,-0.05,A,2021,197566806.6
1737,g.mwima,Sobianitedrucy,Mean Wolves,30,1989,16.45,0.21,1.36,0.56,1,1.24,0.63,0.14,0.49,12.47,0,0,0.06,0.17,0.24,0.09,0.14,0.04,D,2021,197180440.1
299,v.lao,Xikong,Somber Bombers,25,1994,14.29,0,0.41,0.31,1,0.48,0.24,0.06,0.38,22.76,0.05,0.1,0,0.07,0,0.03,-0.01,0.05,A,2021,196431529.8
2375,g.tugume,Nganion,Rabid Greyhounds,25,1995,14.25,0.04,0.46,0.09,1,0.42,0.09,0.1,0.49,8.32,0,0,0,0.1,0.09,0.04,0.1,0.11,E,2021,196018269.5
1173,p.anderson,Esia,Punctual Archers,24,1996,0.18,0,19.91,0.1,0.07,36.08,0.07,0.06,0,12.08,0,0,0,1.05,1.03,0,-1.01,-1.01,C,2021,195506763.6
575,e.kaweesi,Giumle Lizeibon,Mean Poets,23,1996,10.64,0.45,2.92,0.95,1,2.82,1.08,0.02,0.09,18.57,0.36,0.2,0.32,0.43,0.37,0.2,-0.19,-0.13,B,2021,195435422.7
1641,e.ghosh,Sobianitedrucy,Hideous Spartans,30,1989,16.32,0,0.48,0.11,1,0.45,0.1,0.1,0,10.06,0.05,0,0,0.09,0,0.13,-0.05,0.07,D,2021,194647205.7
1960,e.hasahya,Sobianitedrucy,Sugar Bengals,26,1994,13.66,0.23,1.17,0.31,1,1.33,0.45,0.22,0.67,16.29,0,0,0,0.17,0.09,0.06,0.17,0.21,D,2021,193838491.3
1040,z.frank,Esia,Fiery Governors,26,1993,15.14,0,0.43,0.15,1,0.43,0.05,0.13,0.57,10.51,0.02,0,0,0.1,0.1,0,0.01,0.07,C,2021,192914172.5
638,i.okada,Dosqaly,Serious Thunderbirds,33,1987,19.61,0.33,1.72,0.91,1,1.68,0.86,0.18,0.34,15.12,0.16,0,0,0.2,0.29,0.04,0.09,0.16,B,2021,192890129
829,f.kavalio,Central Diasongo,Unaccountable Foxes,19,2001,12.51,0.08,1.37,0.32,1,1.32,0.32,0,0.09,14.5,0.08,0.01,0,0.17,0.08,0.12,-0.06,-0.16,B,2021,191966742.4
1461,n.almeida,Imaar Vircoand,Wicked Gentlefolk,22,1998,10.46,0.65,4.38,1.03,1,4.49,1.04,0.03,0.27,17.66,0.03,0.28,0.32,0.69,0.59,0.21,-0.1,-0.28,C,2021,191954195.5
2247,s.costa,Lefghau,Mad Kingsmen,19,2001,10.93,0.06,2.44,0.37,1,2.29,0.4,0.1,0.28,15.72,0.12,0.02,0.09,0.22,0.13,0.18,-0.15,-0.11,E,2021,191643911.6
543,h.parn,Iverde,Mean Colts,26,1994,12.43,0.12,0.73,0.1,1,0.83,0.08,0.13,0.53,10.55,0.01,0.04,0,0.05,0.03,0.23,0.04,-0.1,B,2021,191428988.7
1725,c.moser,Byasier Pujan,Mean Wolves,30,1990,18.22,0,0.3,0.16,1,0.25,0.09,0.34,0.59,14.09,0,0,0.06,0,0.11,0,-0.01,0.02,D,2021,191258818.4
874,i.namutosi,Dosqaly,Unethical Comets,18,2001,12.8,0,0.6,0.2,1,0.63,0.24,0.09,0.06,17.31,0.02,0,0,0.04,0.02,0.17,-0.1,0.01,B,2021,190676962.5
2347,t.lam,Nancipenuaroe,Punctual Leopards,24,1995,14.21,0,0.57,0,0,0.68,0.1,0,0,14.54,0.04,0.06,0.04,0.04,0.05,0.03,0,-0.09,E,2021,190529167.6
139,e.estrada,Frenchdo Stanser,Horrible Storm,25,1994,13.05,0.11,2.78,0.96,1,2.65,0.83,0.04,0.15,13.94,0,0.08,0.06,0.26,0.25,0.03,-0.05,-0.08,A,2021,190171091.3
943,b.waon,Badad,Wet Monarchs,24,1996,14.62,0,0.43,0.15,1,0.38,0.14,0.02,0,23.35,0,0.05,0.05,0.05,0,0,-0.08,-0.04,B,2021,189575915.6
794,b.apio,Pierrema,Supreme Janes,27,1992,14.64,0.08,1.4,0.01,0.01,1.37,0,0.03,0,22.85,0.03,0,0.08,0,0.08,0.09,-0.01,-0.15,B,2021,189574358.7
1708,l.jean,Badad,Marvelous Patriots,29,1991,14.72,0.13,1.47,0.54,1,1.42,0.55,0.13,0.37,16.38,0,0,0.06,0.24,0.26,0.22,-0.02,-0.06,D,2021,189439444.5
2640,g.muhairwe,Lowwlaands,Mad Wolverines,28,1991,16.41,0,0.34,0,0.03,0.22,0.08,0,0,23.16,0,0.02,0,0,0,0,0.02,0.07,RFL,2021,187969502.2
119,a.olobo,Biarizea,Horrible Grizzlies,27,1993,13.07,0.22,2.68,0.87,1,2.74,1.01,0.13,0.24,21.81,0,0,0.09,0.21,0.2,0.1,-0.01,-0.05,A,2021,187817757.5
1056,f.nakimuli,Esia,Fiery Governors,26,1994,14.12,0.01,1.05,0.27,1,1.11,0.18,0,0.34,20.75,0,0,0,0.05,0,0,0.11,0.05,C,2021,187570462.4
2491,l.khonje,Nganion,Serious Magicians,32,1988,18.85,0.03,0.2,0.08,1,0.23,0.1,0,0,30.58,0.04,0,0.09,0,0,0.08,-0.03,0.03,E,2021,187228768.8
2646,z.nakagawa,People's Land of Maneau,Mad Wolverines,22,1997,13.79,0,0.8,0.26,1,0.7,0.29,0,0.04,22.39,0,0,0,0.09,0,0,-0.09,-0.06,RFL,2021,186660281.4
1816,g.degroot,Lefghau,Remarkable Flames,30,1990,15.95,0,0.75,0.39,1,0.84,0.44,0.06,0.19,17.09,0,0,0.04,0,0.16,0.19,0,-0.08,D,2021,186226555.5
2495,p.paterson,Nganion,Serious Magicians,31,1989,16.97,0,0.28,0.29,1,0.43,0.26,0.21,0.25,11.22,0,0.06,0,0.05,0.14,0.22,0,0.04,E,2021,185803456.9
2704,k.musah,Rarita,Serious Buffaloes,30,1990,17.33,0.26,0.78,0.35,1,0.82,0.35,0.31,0.42,22.36,0.05,0.06,0.01,0,0.04,0,0.07,0.21,RFL,2021,185771454.2
332,c.guerrero,Lefghau,Stacked Rocks,27,1992,15.63,0.15,1.09,0.31,1,1.22,0.38,0.25,0.45,15.21,0.04,0,0.08,0.07,0.23,0.02,-0.03,-0.04,A,2021,185055343.6
48,q.nabimanya,Imaar Vircoand,Fighting Cougars,21,1998,12.47,0,2.16,0.32,1,2.15,0.29,0.13,0.35,21.44,0.12,0,0,0.07,0.05,0,-0.03,0,A,2021,184836076.8
470,f.salonen,Republic of Denand Landsa,Golden Rustlers,22,1997,10.71,0.47,2.27,0.68,1,2.32,0.66,0.13,0.49,17.36,0.07,0.09,0,0.19,0.14,0.14,0.2,0.27,B,2021,184653816.5
931,j.nakayama,Dosqaly,Weak Blimps,21,1999,12.1,0.28,1.66,0.4,1,1.54,0.36,0.14,0.82,16.58,0.01,0,0.09,0.25,0.22,0.09,0.05,0.01,B,2021,184232781.7
319,m.tang,Djipines,Stacked Rocks,27,1993,15,0.09,0.14,0.04,0,0.26,0,0,0,12.91,0,0.1,0,0.03,0.05,0.11,0.09,-0.08,A,2021,183922866.4
2182,r.orlando,Nganion,Horrible Bison,22,1997,13.5,0.06,0.27,0.08,1,0.34,0.01,0.06,0.06,21.54,0,0,0,0.09,0,0.09,-0.12,0.01,E,2021,183184235.8
698,d.ochan,Coastpa Barleslands,Simple Privateers,27,1993,13.32,0.42,2.47,0.52,1,2.56,0.7,0.15,0.52,13.08,0.07,0.03,0.13,0.46,0.37,0.13,-0.08,-0.06,B,2021,183058204.7
1546,k.binabubakar,Sobianitedrucy,Coy Sunbirds,25,1995,13.12,0.02,0.8,0.32,1,0.89,0.14,0,0,18.98,0.06,0,0,0,0.03,0.15,0.03,-0.12,D,2021,182901209.7
1070,e.pour,Lefghau,Horrible Flames,27,1993,16.18,0,0.37,0.2,1,0.36,0.13,0.08,0,19.26,0.1,0.02,0,0,0.14,0.04,-0.05,-0.04,C,2021,182613080.4
990,j.nyondo,Giumle Lizeibon,Awkward Trailblazers,20,2000,13.12,0,1.47,0.24,1,1.43,0.31,0.04,0,21.99,0.09,0,0.02,0,0.01,0,-0.08,-0.1,C,2021,180557058.1
2574,k.nalwanga,Rarita,Black Coyotes,21,1999,12.15,0.18,0.85,0.45,1,0.93,0.42,0.08,0.14,20.46,0.09,0.03,0,0.02,0,0.11,0.01,0.05,RFL,2021,179979368.1
1039,s.nassazi,Esia,Fiery Governors,28,1991,14.1,0,0.52,0.22,1,0.54,0.1,0.17,0.5,13.46,0,0,0,0,0,0.15,-0.06,-0.01,C,2021,178359903.2
2235,c.pavlovi,Lefghau,Mad Kingsmen,22,1998,12.66,0.15,1,0.26,1,0.89,0.23,0.16,0.42,10.55,0,0,0,0.04,0.02,0.03,-0.06,0.07,E,2021,178310056.4
1473,j.hui,Esia,Wicked Gentlefolk,33,1987,19.29,0.24,1.53,0.66,1,1.63,0.5,0.2,0.3,18.11,0.13,0,0,0.17,0.21,0.06,0.13,0.12,C,2021,178178615
1923,e.amanya,Dosqaly,Strange Pioneers,37,1983,23.95,0.05,0.89,0.32,1,0.8,0.43,0.1,0.17,15.24,0,0.02,0,0.17,0.07,0.08,-0.01,-0.07,D,2021,177761699.8
624,z.patel,Coastpa Barleslands,Serious Thunderbirds,24,1995,13.9,0,0.97,0.25,1,0.99,0.26,0.07,0.04,11.37,0,0.02,0,0.16,0.13,0.04,-0.06,-0.02,B,2021,177578055.7
649,h.nsungwa,Dosqaly,Serious Thunderbirds,21,1999,13.71,0,1.1,0.36,1,1.03,0.38,0.13,0.22,22.85,0.2,0.1,0,0.16,0.1,0,0.1,-0.06,B,2021,177558807.8
779,i.nantale,Lefghau,Supreme Janes,30,1990,16.67,0.01,0.41,0.09,1,0.46,0.04,0.03,0,21.17,0.02,0.04,0.07,0.07,0.04,0.1,-0.08,-0.03,B,2021,177067756.7
1465,x.lopez,Esia,Wicked Gentlefolk,20,2000,13.32,0.15,2.52,0.81,1,2.5,0.84,0.12,0.06,17.83,0.02,0.02,0.03,0.39,0.36,0.04,-0.27,-0.11,C,2021,175921317.7
2322,v.akoli,Lefghau,Polar Kangaroos,22,1998,12.46,0.06,0.96,0.38,1,1.05,0.39,0,0.23,18.68,0,0,0.05,0.1,0,0.02,0.02,0.02,E,2021,174622038
2582,b.madondo,Rarita,Black Coyotes,25,1995,13.07,0.08,1.96,0.61,1,1.85,0.58,0.02,0.06,17.6,0.16,0.06,0,0.19,0.12,0.04,-0.06,-0.16,RFL,2021,174508398.7
65,w.swee,People's Land of Maneau,Great Galactic Gorgons,20,2000,12.41,0,2.09,0.49,1,2.05,0.54,0.02,0.06,19.67,0.09,0.06,0,0.1,0.24,0.1,-0.06,-0.07,A,2021,173988972.6
2498,d.dejong,Nganion,Serious Magicians,20,2000,11.56,0.17,1.5,0.52,1,1.65,0.5,0.11,0.36,12.06,0,0,0,0.16,0.3,0.24,0.01,-0.05,E,2021,173892941.9
896,z.ogawa,Coastpa Barleslands,Villainous Eagles,25,1995,13.96,0.01,1.73,0.47,1,1.65,0.45,0.11,0.15,18,0,0,0,0.14,0.18,0.02,0.03,-0.01,B,2021,173851781.1
2192,g.nalukwago,Southern Ristan,Horrible Bison,25,1995,11.3,0.42,2.54,0.87,1,2.58,0.86,0.03,0.1,21.84,0.36,0.19,0.28,0.54,0.33,0.18,-0.13,-0.11,E,2021,173686062.8
2060,c.negri,Biarizea,Delta Colts,28,1992,15.35,0.06,0.43,0.17,1,0.59,0.12,0,0.02,15.77,0.07,0,0.01,0.09,0.09,0.08,-0.03,0.01,E,2021,172806664.1
1905,f.meier,Sobianitedrucy,Spicy Pointers,18,2001,13.27,0.05,0.88,0.06,1,0.79,0.23,0.1,0,21.06,0.08,0.02,0.1,0.01,0.04,0.07,-0.04,-0.09,D,2021,172772358.6
2609,w.barbieri,Rarita,Educated Avengers,30,1989,14.87,0.26,2.69,0.9,1,2.63,0.71,0.06,0.23,15.6,0.05,0.08,0.02,0.42,0.3,0.15,-0.21,-0.13,RFL,2021,172379964.9
2556,g.matei,Nganion,Ultimate Penguins,28,1991,14.32,0.36,2.43,0.98,1,2.4,1,0.16,0.37,20.47,0,0,0,0.24,0.21,0.01,0.16,0.12,E,2021,171014528.7
1181,f.sun,Riazbe Ryma,Punctual Archers,25,1995,12.23,0.24,2.54,0.9,1,2.53,0.8,0.01,0.34,21.96,0.02,0,0,0.17,0.19,0.05,0.14,0.03,C,2021,170954699.5
2621,x.masaba,Rarita,Educated Avengers,29,1990,15.07,0.03,1.33,0.57,1,1.29,0.62,0.02,0.29,19.94,0.14,0,0.09,0.16,0.18,0.06,0.09,0.02,RFL,2021,169812300.4
2414,u.yong,Byasier Pujan,Running Bigfoots,29,1990,14.05,0.28,2.23,0.81,1,2.37,0.87,0.2,0.28,9.68,0.03,0.02,0,0.3,0.29,0.17,-0.08,0.01,E,2021,169417351.1
1272,e.byekwaso,Nganion,Spicy Gophers,23,1997,14.47,0.01,0.2,0,0.05,0.23,0,0.08,0,25.21,0.05,0,0,0,0.04,0.01,-0.04,0.1,C,2021,169218558.3
2209,y.okori,Nganion,Mad Bees,31,1988,18.06,0,0.08,0.08,0,0.05,0,0.01,0,11.19,0.05,0.07,0,0.03,0,0,-0.04,0.05,E,2021,169134154.2
2140,g.nalwoga,Nganion,Flying Penguins,30,1989,15.5,0.04,1.09,0.34,1,1.16,0.35,0.01,0.1,33.38,0.54,0,0.01,0.13,0.04,0.12,-0.03,-0.12,E,2021,168573811.5
544,c.nurjanah,New Somoe,Mean Colts,28,1992,15.89,0,0.37,0.01,1,0.34,0,0.1,0,15.51,0.08,0,0,0,0,0,0.08,0.06,B,2021,167805223.4
2118,j.zacarias,Janmico,Flying Penguins,25,1995,14.6,0.03,0.21,0.03,0.02,0.31,0,0,0,10.42,0,0,0,0.06,0.08,0,0.07,0.09,E,2021,166612165
1969,t.candia,Quewenia,Wet Flames,27,1992,13.9,0.04,1,0.2,1,0.96,0.16,0.03,0,25.75,0.58,0.07,0.01,0.07,0,0.06,-0.06,-0.07,D,2021,165533667.1
1660,k.thompson,Manlisgamncent,Hideous Spartans,25,1995,12.89,0,0.6,0.23,1,0.6,0.17,0,0,25.13,0,0.03,0.04,0,0,0.14,0,-0.08,D,2021,165353951.6
675,a.tushabomwe,New Somoe,Simple Jayhawks,24,1996,10.75,0.33,1.72,0.37,1,1.84,0.37,0.16,0.52,17.25,0,0.17,0.28,0.5,0.26,0.24,-0.01,-0.08,B,2021,164570563.1
2500,f.salifu,Nganion,Serious Magicians,34,1986,19.4,0.27,2.28,0.54,1,2.34,0.59,0.08,0.29,17.34,0,0.05,0.09,0.35,0.16,0,-0.13,-0.14,E,2021,162737966.1
2680,h.lo,Rarita,Red Anchormen,26,1993,13.44,0.02,0.68,0.24,1,0.6,0.19,0.15,0.39,16.31,0,0,0,0,0.06,0.09,-0.05,0.11,RFL,2021,162550553.2
1644,q.krasniqi,Sobianitedrucy,Hideous Spartans,19,2001,12.12,0,0.32,0,0,0.47,0.02,0,0,9.61,0.07,0,0.01,0.05,0,0.13,-0.11,-0.02,D,2021,162303613
56,u.ban,People's Land of Maneau,Great Galactic Gorgons,20,2000,12.3,0.22,1.41,0.65,1,1.35,0.56,0.22,0.34,12.25,0.02,0,0.05,0.25,0.19,0.07,0.03,0.11,A,2021,161313333.5
282,o.nabirye,Coastpa Barleslands,Solemn Cougars,28,1992,16.11,0,0.21,0.18,1,0.27,0.04,0,0,26.04,0,0,0,0.05,0,0,-0.03,-0.06,A,2021,161081453.3
172,u.chio,Lefghau,Mighty Jays,31,1988,15.67,0.15,1.18,0.25,1,1.28,0.17,0.14,0.35,18.38,0.4,0,0,0.17,0.1,0.16,-0.04,-0.03,A,2021,160801243.8
2066,i.niwamanya,Nganion,Delta Colts,25,1995,14.47,0,0.05,0.06,0.06,0.05,0,0,0,23.07,0.06,0,0,0,0,0.01,0.02,0.05,E,2021,160596925.4
719,b.nakabugo,Sina Daofra,Simple Privateers,32,1987,17.89,0,0.46,0.25,1,0.51,0.18,0,0.05,25.67,0.05,0.1,0,0.03,0,0.08,-0.03,0.04,B,2021,160551272.2
1914,z.kiirya,Lefghau,Strange Pioneers,22,1998,12.99,0,0.01,0.14,1,0.14,0.13,0.03,0,5.96,0,0.03,0.03,0.03,0.09,0.09,-0.06,0.01,D,2021,160225214.5
30,y.rabinovitch,Western Niasland,Fighting Cougars,28,1992,0.11,0,10.1,10.03,1,9.95,10.07,0,0.02,31.98,0.06,0,0.03,0.1,0.07,0,-0.08,0.06,A,2021,160131470.6
2161,g.musoke,Nganion,Hideous Spiders,22,1997,10.12,0.29,3.47,0.83,1,3.44,0.79,0.09,0.2,24.76,0.3,0.11,0.05,0.28,0.12,0.05,-0.06,0.07,E,2021,159895927.6
2084,m.naluwooza,Nganion,Delta Colts,23,1997,12.98,0,1.23,0.28,1,1.27,0.25,0.08,0.05,21.12,0.16,0.01,0,0.07,0,0,-0.15,-0.14,E,2021,159799030
1880,l.vanags,Sobianitedrucy,Spicy Pointers,33,1986,19.15,0.02,0.34,0.13,1,0.35,0.06,0,0,27.97,0,0.13,0.01,0.08,0.04,0.11,-0.04,0.03,D,2021,158778742.9
826,l.prasad,Eastern Sleboube,Swift Rustlers,24,1996,11.88,0.49,2.28,1.07,1,2.29,1.06,0.28,0.35,18.9,0.03,0,0.07,0.14,0.18,0.02,0.24,0.28,B,2021,156352525.2
118,n.nantege,People's Land of Maneau,Horrible Grizzlies,19,2000,11.75,0.1,1.99,0.45,1,2,0.59,0.12,0.39,19.09,0,0,0.07,0.02,0.12,0.01,0.1,0.12,A,2021,155705728.2
1594,m.opoku,Lefghau,Fighting Wave,23,1996,12.99,0.08,0.29,0.13,1,0.2,0.15,0.3,1.05,23.07,0.09,0,0.01,0.11,0,0,0.02,0.03,D,2021,155632833.8
2061,g.syu,Janmico,Delta Colts,26,1994,13.98,0.03,0.75,0.12,1,0.83,0.28,0.07,0.3,20.86,0.04,0.07,0,0,0.12,0.04,0.09,0.08,E,2021,155545476.9
244,b.weiss,People's Land of Maneau,Silver Heels,34,1985,20.04,0,0.58,0.14,1,0.56,0.15,0.11,0.4,11.44,0.01,0.06,0,0,0.05,0.01,-0.05,0.08,A,2021,154409192.4
1876,o.andoh,Esia,Spicy Pointers,21,1999,12.95,0.09,0.34,0.24,1,0.38,0.21,0.16,0.56,17.58,0.09,0,0,0,0.03,0,0.04,0.01,D,2021,153669868.6
2529,s.nakasi,Nganion,Swift Bison,23,1997,10.52,0.38,1.69,1.21,1,1.8,1.24,0.19,0.42,11.74,0,0.07,0.02,0.4,0.42,0.3,0.13,0.04,E,2021,153086342.2
117,z.makore,People's Land of Maneau,Horrible Grizzlies,22,1997,11.52,0.52,2.84,1.09,1,2.72,1.23,0.13,0.42,9.79,0,0.01,0.05,0.48,0.58,0.16,-0.09,-0.08,A,2021,152782107.1
672,e.okonkwo,Coastpa Barleslands,Simple Jayhawks,20,2000,11.13,0.18,2.61,0.72,1,2.56,0.56,0.19,0.5,22.68,0.02,0,0,0.1,0.07,0,0.2,0.13,B,2021,152426728.2
2636,r.bbosa,People's Land of Maneau,Mad Wolverines,22,1997,12.52,0.08,1.24,0.71,1,1.35,0.63,0.13,0.05,14.96,0.06,0.01,0.04,0.21,0.14,0.05,-0.09,-0.11,RFL,2021,152399717.5
1518,e.wabwire,Southern Ristan,Coy Sunbirds,20,1999,13.22,0,0.6,0.12,1,0.52,0.09,0.1,0,17.63,0.03,0,0.03,0,0.04,0.03,0.02,-0.08,D,2021,151666132.4
