"","Player","Nation","Squad","Age","Born","X90s","Total.Cmp","Total.Att","Total.Cmp.","Total.TotDist","Total.PrgDist","Short.Cmp","Short.Att","Short.Cmp.","Medium.Cmp","Medium.Att","Medium.Cmp.","Long.Cmp","Long.Att","Long.Cmp.","Ast","xA","A.xA","KP","X1.3","PPA","CrsPA","Prog","League","Year","mv"
"1647","y.oppong","Sobianitedrucy","Hideous Spartans",20,1999,26.63,1029.06,1313.04,1,16978.06,7244.97,520.08,583.9,1,411.94,516.04,1,82.09,164.99,1,3.99,2.61,1.39,30.98,56,43.09,19.06,121.07,"D",2021,20961354950628.3
"1648","m.atuhaire","Nancipenuaroe","Hideous Spartans",31,1988,2.53,92.91,109.03,1,1854.98,507.06,35.07,38.07,1,39.9,44.99,1,16.91,24.01,1,0,0,0.03,0,7.96,1.93,0,6.91,"D",2021,3103165.78069958
"1649","k.nanyondo","Sobianitedrucy","Hideous Spartans",27,1993,4.15,187.04,225.06,1,3327.02,1252.92,84.01,85.93,1,85.06,103.92,1,16.09,27.96,1,0.06,0.67,0,5.92,8.03,5,2.93,14.09,"D",2021,20051488.7465542
"1650","h.akot","Deshslands Landdenhai","Hideous Spartans",23,1996,0.19,0.06,0.07,0,0,0,0,0.07,0,0.07,0,0,0.08,0,0,0.04,0.05,0,0.02,0,0.01,0.06,0,"D",2021,2772285.73643368
"1651","z.njoku","Imaar Vircoand","Hideous Spartans",25,1995,19.36,252.96,342.93,1,3720.97,418.02,131.08,162.06,1,92.93,122.97,1,13.99,22.09,1,2.06,1.22,0.86,11.01,7.99,2.95,1.06,9.06,"D",2021,982554538.149436
"1652","l.nanono","Sobianitedrucy","Hideous Spartans",31,1988,17.63,307.99,428.02,1,4291.02,488.91,183.02,244.92,1,77.95,107.93,1,22.91,33.91,1,3.05,0.37,2.5,6.08,14.07,5.07,0,12,"D",2021,246136527.25925
"1653","r.aisu","Dosqaly","Hideous Spartans",20,2000,0.86,10.03,13.03,1,144.92,53.01,5.94,6.95,1,1.98,2,1,1.05,2.06,1,0.04,0,0.09,0.05,0,0,0,1.04,"D",2021,3764372.14476539
"1654","k.taremwa","Lefghau","Hideous Spartans",28,1992,36.16,702.95,965.94,1,12259.02,2713.94,344.99,431,1,239.02,326.99,1,90.98,133.1,1,2.98,5.39,0,34.93,52.07,26.1,2.9,78.97,"D",2021,156323790649935
"1655","w.kisitu","Sobianitedrucy","Hideous Spartans",24,1996,4.12,94.97,142.08,1,1530.06,280.97,55.93,72.98,1,29.05,45.91,1,7.99,11.91,1,0.05,0.79,0,6.07,6.08,5.08,0.05,13,"D",2021,32632048.8082534
"1656","q.martinez","Sobianitedrucy","Hideous Spartans",23,1996,4.02,70.91,107.1,1,2539.98,1796.07,12.01,12.09,1,21.92,22.07,1,36.07,71.93,1,0.01,0.01,0,0,1.09,0,0.03,0,"D",2021,2893834.79659159
"1657","y.nanyondo","Sobianitedrucy","Hideous Spartans",26,1994,33.97,663.94,961.98,1,20152.1,14218.97,174.92,174.96,1,204.93,206.1,1,275.91,570,1,0,0.27,0,0.92,4.02,0.01,0.03,0,"D",2021,8511738.45055934
"1658","i.chiu","Cabral Retrea","Hideous Spartans",24,1996,32.96,1389.91,1702.06,1,26558.93,7091.9,552.93,621.91,1,595.97,670.04,1,201.98,345.03,1,5.96,4.88,1.14,67.96,114.09,37.08,4.04,119.08,"D",2021,521942935612492
"1659","t.ray","Janmico","Hideous Spartans",24,1996,4.35,153.03,181,1,2803.06,939.05,61.91,69.03,1,72.08,82.99,1,15.94,26.02,1,0.98,0.14,0.87,3.05,21.96,2.09,0.04,25.05,"D",2021,20107482.3635727
"1660","k.thompson","Manlisgamncent","Hideous Spartans",25,1995,12.91,539.91,617.02,1,9371.04,2332.03,249.03,275.09,1,225.96,248.99,1,55.9,72.03,1,0,0.51,0,8.98,47.95,6.99,0.99,44.06,"D",2021,742493733.688419
"1661","a.dekker","Nancipenuaroe","Hideous Spartans",27,1993,11.99,490.94,605.08,1,9635.1,2647.08,178.04,207.98,1,237.1,277.99,1,67.93,103.05,1,0.91,1.04,0,8.93,63.97,13.07,2.05,60.01,"D",2021,3176286712.16857
"1662","h.valentini","Sobianitedrucy","Hideous Spartans",24,1995,6.73,196.97,234.04,1,3773.92,948.01,86,91.94,1,77.05,89.92,1,31.96,42.98,1,0,0.42,0,6.01,16.04,2.95,2.08,18.98,"D",2021,32316283.1691698
"1663","u.anyango","Sobianitedrucy","Hideous Spartans",20,2000,1.97,53.08,67.91,1,961.96,242.95,20.06,25.1,1,24.99,29.91,1,6.92,11,1,0,0.12,0,1,2.03,0.93,0.09,2.91,"D",2021,6207748.15133852
"1664","h.tumukunde","Southern Ristan","Hideous Spartans",32,1988,20.6,636.08,836.9,1,14072.02,3152.91,212.94,269,1,270.93,329.08,1,144,204.04,1,0,1.65,0,22.07,68.94,25.94,15.04,57.04,"D",2021,64259547550.4603
"1665","q.juhasz","Janmico","Hideous Spartans",24,1995,30.33,931.93,1234.93,1,16001.92,5252.94,460.04,530.9,1,373.05,475.92,1,79.95,164.94,1,1.92,3.68,0,32.06,53.92,42.99,21.09,73.95,"D",2021,95343353514194.6
"1666","a.nasiru","Janmico","Hideous Spartans",25,1995,2.98,104.04,138.02,1,1940.04,525.02,48.1,55.97,1,38.96,50.98,1,15.06,25.92,1,1.96,0.64,1.3,5.96,7.07,6.96,0.93,18.08,"D",2021,23445668.5497638
"1667","g.mar","Pierrema","Hideous Spartans",23,1996,3.41,83,120.96,1,1610.94,530.05,34.04,40,1,30.09,43.97,1,13.01,23.09,1,0,0.81,0,5.98,7.96,7.95,2.06,14.97,"D",2021,45245645.9638158
"1668","i.goh","Sobianitedrucy","Hideous Spartans",21,1999,13.25,291.94,390.02,1,5571.92,1216.09,131.97,158,1,113.06,153.08,1,42.08,59.01,1,0.92,1.84,0,16.92,19.1,24.97,4.02,37.91,"D",2021,18712902837.7373
"1669","l.yusof","Byasier Pujan","Marvelous Heels",26,1994,19.5,876.94,1006.92,1,13287.02,4779.9,504.92,552.06,1,308.08,354.98,1,46.91,67.98,1,1.07,1.41,0,19.94,40.91,22.93,9.02,81.01,"D",2021,59256638398.2752
"1670","d.adu","Esia","Marvelous Heels",26,1994,28.05,1354.96,1658.99,1,21763.04,8674.03,736.1,837.06,1,516.01,611.96,1,82.02,146.04,1,5.94,3.82,2.13,27.91,97.08,43.01,13.09,186.96,"D",2021,522545643412530
"1671","b.bintiothman","Imaar Vircoand","Marvelous Heels",22,1998,28.36,1127.91,1246.91,1,24001.03,6355.98,304.95,338.98,1,610,640.97,1,197.02,231.96,1,1.98,1.08,0.92,8.05,49.97,7.07,0,68.1,"D",2021,9341871959.34092
"1672","n.alum","Imaar Vircoand","Marvelous Heels",30,1990,27.03,1250.94,1489.08,1,25301.92,8054.9,390.99,424.95,1,663.02,730.95,1,180.03,296.96,1,2.05,0.94,1.18,9.07,87.93,3.06,0.01,87.05,"D",2021,4526449602.80298
"1673","a.cheang","Manlisgamncent","Marvelous Heels",20,2000,2.52,129.95,154.92,1,2078.99,787.1,69.02,80.05,1,52.99,61,1,8.09,8.98,1,0.08,0.1,0,2.04,7.08,0,0,7.92,"D",2021,7762673.06663756
"1674","x.kho","Mico","Marvelous Heels",23,1997,13.48,592.09,730.05,1,9198.94,4101.05,327.05,368.98,1,233.01,287.98,1,24.08,50.01,1,2.08,1.57,0.58,14.99,31.01,20.06,9.96,78.04,"D",2021,11986558459.8226
"1675","j.atala","Moaithe","Marvelous Heels",27,1993,29.21,1558.05,1769.08,1,28326.96,9317.94,683.07,751.98,1,682.98,741.03,1,178.98,237,1,3.08,2.25,0.86,15,136.08,20.92,3.08,138.08,"D",2021,10103420872315.8
"1676","c.kirungi","Sobianitedrucy","Marvelous Heels",18,2002,2.29,96,118,1,1536.09,549.95,49.06,51,1,40.06,54.97,1,5.06,9.07,1,0.02,0,0,0.94,4.09,0,0,8.9,"D",2021,6586290.79166244
"1677","c.manjhi","Sobianitedrucy","Marvelous Heels",26,1994,1.11,50.05,54.07,1,1240.1,285.93,12.97,13.94,1,20.06,19.94,1,16.9,17.94,1,0,0,0,0.08,5.03,0.02,0.04,1.05,"D",2021,2611702.41865352
"1678","k.mwanje","Sobianitedrucy","Marvelous Heels",23,1997,2.18,85.92,103.07,1,1245.92,545.94,59.02,65.04,1,23.08,27.98,1,3.04,6.91,1,0,0.02,0,1.97,5.04,0.97,0,11.93,"D",2021,5697215.04832374
"1679","r.ueta","Sobianitedrucy","Marvelous Heels",27,1992,0.65,14.03,17.93,1,220.96,101.99,5.9,7.05,1,6.04,7.03,1,0.94,3.08,1,0.04,0,0,0.05,0.99,0,0,1.01,"D",2021,2107705.47438251
"1680","u.morales","Sobianitedrucy","Marvelous Heels",19,2001,0.11,2.99,3.05,1,55.94,21.91,0.09,0,0,2.97,2.92,1,0.02,0.09,0,0.06,0.05,0.1,0.02,0.08,0.05,0,1.02,"D",2021,3690685.8461796
"1681","y.opio","Sobianitedrucy","Marvelous Heels",29,1990,28.16,1377.96,1646.99,1,26244.09,9111.04,575.93,614.94,1,611.08,701.93,1,175.92,285.9,1,0,0.96,0,13.93,138.97,18.98,2.99,141.94,"D",2021,849502839647.3
"1682","r.rossi","Western Niasland","Marvelous Heels",27,1992,3.24,181.99,226.93,1,2950.06,874.06,89.05,101.03,1,73.96,87.05,1,14.02,26.1,1,0,0.4,0,2.95,11.98,5.07,3.06,16.07,"D",2021,15368004.8965969
"1683","c.mukiibi","Bernepamar","Marvelous Heels",24,1996,0.04,2.08,1.95,1,27.1,15.01,1.04,0.94,1,0.94,1.02,1,0,0,0,0,0,0,0.01,0.02,0.08,0,0,"D",2021,2387093.3844159
"1684","c.abramov","Western Niasland","Marvelous Heels",29,1991,15.94,510.03,724.1,1,8418.07,2226.06,267.99,315.01,1,179.93,245.97,1,48.03,112.97,1,6.99,4.86,2.08,44.99,37.9,35.04,4.05,74.94,"D",2021,2233930752083.73
"1685","y.nambi","Western Niasland","Marvelous Heels",29,1991,26.42,624.01,813.92,1,8931.04,1142.01,381.09,456.02,1,191.94,238.99,1,25.9,48.94,1,9.04,6.58,2.47,43.93,20.98,25.01,5.95,34.04,"D",2021,29326232727381.4
"1686","k.mayanja","Bernepamar","Marvelous Heels",27,1993,20.77,857.01,1149.08,1,17113.06,5314.96,323.95,393.1,1,379.04,462.95,1,133.96,235.07,1,12.07,9.6,2.37,74.91,87.03,56.06,6,154.08,"D",2021,58388672219656360
"1687","g.sugawara","Byasier Pujan","Marvelous Heels",23,1997,3.2,95.04,125.99,1,1254.03,230.97,67.94,83.04,1,22.94,30.08,1,2.04,4.01,1,0,0.36,0,3.97,6.07,2.95,0,9.07,"D",2021,14769524.9972023
"1688","d.rahmawati","Eastern Sleboube","Marvelous Heels",24,1995,7.45,321.07,407.95,1,5228.91,1251.99,169.95,202.03,1,110.08,133.9,1,30.95,49.02,1,2.07,2.47,0,14.02,30,21.02,1.08,43.96,"D",2021,8170773481.00002
"1689","d.pfeiffer","Imaar Vircoand","Marvelous Heels",32,1988,7.37,356,431.91,1,7182.97,1977.01,119.09,135.08,1,170.96,193.95,1,56.91,86.92,1,2.03,1.32,0.63,15.9,37.07,31.94,3.06,54.96,"D",2021,5078580513.76747
"1690","z.ngambi","Saintu","Marvelous Heels",32,1988,17,750.97,1010,1,14184.08,4719.99,360.06,421,1,252.09,332.09,1,119.98,201.04,1,9.07,7.84,1.11,61.99,69.06,77.97,16.96,140.01,"D",2021,39693868178100888
"1691","a.kovaevi","Sobianitedrucy","Marvelous Heels",28,1992,14.08,314.1,375.02,1,8558.96,4631.92,52.04,51.97,1,159.96,160.92,1,99.07,159.04,1,0,0,0.08,0,0,0,0,0.02,"D",2021,6014310.69916225
"1692","h.okafor","Sobianitedrucy","Marvelous Heels",25,1995,23.94,504.01,667.95,1,15955.97,8869.02,55.01,55.93,1,221.91,226.06,1,223.04,380.95,1,0.02,0,0.06,0.93,7.05,1.01,0.03,0.95,"D",2021,8892338.68071221
"1693","w.nabuuma","Byasier Pujan","Marvelous Heels",29,1991,33.69,1868.99,2147.98,1,37115.1,11167.97,695.94,764.08,1,900.03,987.98,1,257.07,355.09,1,1,2.15,0,24.99,246.95,22.99,3.95,198.93,"D",2021,1259682876551394
"1694","c.gheorghe","Central Diasongo","Marvelous Heels",18,2002,0.23,9.08,10.03,1,160.02,54.93,3.08,3.1,1,4.97,5.02,1,0.96,2.09,1,0,0.17,0,1.1,2.06,0.96,0,2.07,"D",2021,5643581.61198033
"1695","h.adjei","Quewenia","Marvelous Heels",28,1992,30.11,1876.06,2123.95,1,34349.95,9890.04,777.09,844.99,1,866.03,951.09,1,205.9,271.93,1,2.92,2.72,0.16,29.02,220.03,45.99,3.92,226.07,"D",2021,24974921087190320
"1696","x.wouters","Sobianitedrucy","Marvelous Heels",23,1997,18.36,796.94,952.06,1,13640.02,3349.02,357.9,411.09,1,360.09,406.09,1,64.96,95.06,1,1.95,2.37,0,23.01,77.96,29.95,0,93.99,"D",2021,1866197049140.63
"1697","j.jorgensen","Manlisgamncent","Marvelous Heels",25,1995,12.54,572.93,667.07,1,10689.07,2262.06,240.95,277.96,1,252.06,279.05,1,74.02,91.1,1,1.98,2.83,0,17.98,48.07,26.09,1.09,62.02,"D",2021,102339445831.131
"1698","j.laurent","Cabral Retrea","Marvelous Patriots",30,1989,20.33,1493.96,1598.04,1,28946.03,7925.05,539.09,566.02,1,767.93,804.96,1,172.94,204,1,0.96,0.69,0.38,6.99,64.99,1.97,0,40.93,"D",2021,669803199.402053
"1699","f.farkas","Esia","Marvelous Patriots",25,1994,16.68,787.91,888.06,1,12796.09,3342.95,402.91,432.07,1,317.07,352.04,1,55.99,78.94,1,1.94,0.98,1.07,13.02,48,13.97,3.94,42.9,"D",2021,7242244543.24154
"1700","d.muwonge","Ingre","Marvelous Patriots",24,1996,16.24,843.93,1013.08,1,13864.95,4577.92,417.97,454.92,1,360.05,411.98,1,53.95,107.03,1,0.01,1.2,0,14.09,40.9,15.01,7,55.07,"D",2021,5438485485.3673
"1701","x.denis","Lefghau","Marvelous Patriots",22,1998,20.81,1097.06,1294.09,1,18438.99,5300.1,538.95,577.98,1,463.04,532.04,1,80.06,147.1,1,1.02,1.5,0,11.91,60.05,17.9,7,60.92,"D",2021,56696181124.9737
"1702","z.longole","Lefghau","Marvelous Patriots",24,1995,19.33,1537,1598.09,1,28940.05,8123.93,559.05,579.99,1,781.01,799.96,1,180.07,196.01,1,0,0.04,0,1.1,109.06,1.09,0.06,73.97,"D",2021,3606123160.67214
"1703","c.obi","Sobianitedrucy","Marvelous Patriots",28,1992,33.53,2514.9,2714.05,1,48037.97,16344.96,866.02,912.09,1,1338.03,1391.08,1,269.05,351.04,1,4.01,0.94,3.06,12.98,220.98,13.91,1.07,134.09,"D",2021,31197106789997.4
"1704","p.natukunda","Sobianitedrucy","Marvelous Patriots",36,1984,2.38,154.09,165.9,1,3001.98,1041.03,41,42.02,1,92.94,98.04,1,14.08,20.01,1,0,0,0,0,9.95,0.99,0,8.9,"D",2021,1683959.12532911
"1705","c.malkah","Varijitri Isles","Marvelous Patriots",21,1999,18.59,816.97,1023.09,1,13891.94,4404.07,397.08,457.98,1,346.99,421.05,1,62.06,105.05,1,0,0.4,0,6.95,46.95,16.96,6.02,69.04,"D",2021,9134964288.6494
"1706","n.singh","Varijitri Isles","Marvelous Patriots",25,1994,8.8,516.09,561.99,1,9122.07,2460.99,223.97,235.01,1,239.06,254,1,44.94,58.97,1,0,0.04,0,1.1,35.09,2.1,0.04,33.09,"D",2021,56653287.7571848
"1707","v.tugume","Sobianitedrucy","Marvelous Patriots",32,1987,18.9,327.08,420.98,1,4189.03,628.09,216.96,252.04,1,79.1,105.95,1,8.92,17,1,5.09,1.67,3.24,16.03,10.94,7.09,0,19.08,"D",2021,1592949667.84074
"1708","x.simi","Sobianitedrucy","Marvelous Patriots",26,1994,0.03,3.9,4.02,1,61.01,9.97,2.91,3.1,1,0.92,1.1,1,0,0,0,0.02,0,0,0.03,0,0.05,0,0.09,"D",2021,1993521.58115581
"1709","l.jean","Badad","Marvelous Patriots",29,1991,14.81,373.02,426.01,1,5241.91,895.97,230.08,251.01,1,109.07,124.04,1,19.06,25.01,1,3.05,1.33,1.64,20.02,24.97,13.03,0.91,28.09,"D",2021,2614991279.67292
"1710","n.colon","Central Diasongo","Marvelous Patriots",20,2000,19.87,654.96,857.93,1,10634.04,2750.92,356,416.93,1,213.04,276.93,1,60.07,109.03,1,1.96,3.6,0,32.91,53.09,21.05,0,65.97,"D",2021,836651104389.112
"1711","s.obonyo","Central Diasongo","Marvelous Patriots",23,1997,19.81,686.09,775.03,1,9571.95,1518.03,458.98,504.9,1,181.1,198.06,1,30.01,35.91,1,2.08,1.2,0.82,11.96,22.94,17.09,0,42.99,"D",2021,17346099589.186
"1712","p.mukalazi","Ledian","Marvelous Patriots",24,1996,3.76,99.95,141.98,1,1512,409.94,63.01,71.93,1,29.97,38.95,1,4.98,23.09,1,0,0.96,0,8.99,2.99,8.09,0.08,11.96,"D",2021,42653675.7664808
"1713","d.arinaitwe","Sobianitedrucy","Marvelous Patriots",17,2002,0.41,20.06,28.97,1,360.01,95.03,12.01,15.96,1,2.91,2.98,1,4,5.99,1,2.03,0.61,1.37,2,0,2.98,3.05,0,"D",2021,11514554.1536626
"1714","g.chimwaza","Sobianitedrucy","Marvelous Patriots",20,2000,13.77,276.03,350.97,1,4454.08,974.05,152,168.02,1,79.08,100.98,1,30.02,53.91,1,0,2.54,0,28.02,9.08,13.93,0,25,"D",2021,6072642879.41149
"1715","v.golob","Sobianitedrucy","Marvelous Patriots",25,1994,27.46,988.09,1297.08,1,19044.9,5315.02,412.97,484.96,1,404.01,484.03,1,149,261.91,1,7,5.13,1.89,57.09,63.06,97.08,21.07,164.06,"D",2021,306929902168819520
"1716","y.acola","Rarita","Marvelous Patriots",33,1987,37.07,1102.91,1358.03,1,26751.96,14918.04,321,323,1,432.04,437.93,1,323,568.91,1,0.02,0,0.07,0.02,10.91,0,0.07,1.93,"D",2021,8762318.02403685
"1717","k.huang","Sobianitedrucy","Marvelous Patriots",39,1981,1.1,19.92,20.95,1,301.07,145.04,10,10.02,1,6.97,7.08,1,1.08,1.96,1,0,0,0.02,0,0,0,0,0,"D",2021,574214.957712524
"1718","j.leroux","Biarizea","Marvelous Patriots",28,1991,5.87,315.08,373.02,1,5137.03,1006.96,165.09,177.99,1,114.01,133.07,1,25.09,39.06,1,0.05,0.62,0,3.97,32.95,2.04,0.08,14.92,"D",2021,46191917.3886641
"1719","z.heinonen","Dosqaly","Marvelous Patriots",22,1997,20.69,1589,1719.02,1,25276.08,5658.91,860.92,896.91,1,559.01,590.01,1,125.09,166.92,1,0,1.03,0,20.03,142.94,27.95,0.04,106.94,"D",2021,5724050281715.12
"1720","m.turyamureba","Janmico","Marvelous Patriots",21,1999,0.23,0.93,0.95,1,4.1,0.02,0,0.09,0,0,0,0,0,0.08,0,0,0,0.05,0.03,0.01,0.06,0.01,0.01,"D",2021,3123537.78802443
"1721","f.lee","Sobianitedrucy","Marvelous Patriots",22,1998,31.91,2435.99,2784.98,1,45903.02,13471.92,1077.03,1156.03,1,995.97,1100.98,1,326.07,459.91,1,2.07,3.43,0,41,288.97,38.08,6.02,265.9,"D",2021,117146226398239696
"1722","m.chirambo","Sobianitedrucy","Marvelous Patriots",35,1984,4.93,354.92,416.98,1,6718.01,1412.93,152.99,168.08,1,147.99,173.94,1,48.96,64.08,1,0.01,0.36,0,2.92,35.04,1.91,0,28.02,"D",2021,10849794.250053
"1723","w.tushabomwe","Zacia Lygia","Marvelous Patriots",28,1992,16.37,803.03,905.98,1,13353,3374.04,398.98,434.99,1,312.09,344.06,1,72.04,98.97,1,1.09,0.87,0.12,12.1,58.99,7.07,0,48.06,"D",2021,2197522294.12706
"1724","c.alum","Rosvi","Marvelous Patriots",28,1992,23.11,733.08,931.06,1,11146.99,2510,421.09,488.1,1,250.04,301.94,1,43.97,64,1,3.98,6.05,0,53.06,43.93,45.99,0.95,85.92,"D",2021,487394586493908
"1725","c.adong","Byasier Pujan","Mean Wolves",29,1990,19.26,604.05,776.91,1,10463.91,3676.01,272.03,325.95,1,268.93,323.09,1,54,101.04,1,0,1.05,0,9.94,37.06,12.06,9,64.95,"D",2021,3337403974.388
"1726","c.moser","Byasier Pujan","Mean Wolves",30,1990,18.29,698.95,815,1,15203.06,4395.95,188.99,206.04,1,370.06,392.02,1,129.98,199.09,1,0.09,0.15,0,2,38.07,1,1.05,35,"D",2021,63424825.787421
"1727","d.henriksen","Byasier Pujan","Mean Wolves",23,1997,3.91,154.96,210,1,2791.97,1344.09,74.93,93.06,1,62.94,79.91,1,15.05,30.07,1,0.1,0.07,0,0,12.9,0.94,0,14.01,"D",2021,9698860.9137947
"1728","i.amviko","Byasier Pujan","Mean Wolves",23,1996,4.56,160.96,255.97,1,3047.03,1125.06,67,89.91,1,64.03,88.09,1,25.91,58.91,1,2.03,0.84,1.01,9.04,11.97,4.93,1.99,14.97,"D",2021,30841760.1107639
"1729","u.krause","Dosqaly","Mean Wolves",33,1987,9.47,316.94,367.94,1,6749.97,1811.02,86.02,94.07,1,165.94,181.04,1,61.92,88.02,1,0.03,0,0.1,0.07,5.98,0.96,0,13.95,"D",2021,4399167.26839868
"1730","h.korosec","Imaar Vircoand","Mean Wolves",22,1997,20.29,781.95,1008.96,1,12507.03,4811.09,435.99,486.94,1,259.96,336.04,1,69.04,142.09,1,4.91,2.58,2.53,21.91,34.92,21.02,13.91,81.04,"D",2021,80353007669.5113
"1731","d.biribawa","Lefghau","Mean Wolves",24,1996,30.85,1211.06,1379.05,1,23737.04,8173.99,406.97,445.03,1,614.91,664.96,1,167.97,229.01,1,0.07,0.14,0,6,84.94,5.08,0.98,60.06,"D",2021,20674510805.667
"1732","o.nanyanzi","Lefghau","Mean Wolves",25,1994,24.7,1135.93,1307.08,1,21018.92,7426.09,425.97,454.08,1,597.05,649.05,1,101.99,177.95,1,0,0.49,0,7.01,62.09,5.02,2.04,77.09,"D",2021,4270915861.62479
"1733","y.gashi","Mico","Mean Wolves",29,1991,29.26,1056.04,1343.99,1,17732.07,7710.05,538.08,595.9,1,399.95,496.96,1,91.93,192.91,1,0.05,0.91,0,11,69.02,24.02,7.95,109,"D",2021,240537220209.007
"1734","i.mutabazi","Sobianitedrucy","Mean Wolves",24,1996,27.39,1208.05,1348.04,1,25687,7760.94,330.96,361.08,1,667.04,697.08,1,198.09,263.03,1,0.06,0.22,0,1.92,57.92,3.1,0,49.01,"D",2021,1487224473.28322
"1735","i.mugerwa","Byasier Pujan","Mean Wolves",17,2002,1.34,23,31.08,1,343.99,44.97,11.01,12.91,1,7.94,11.1,1,2.08,2.06,1,0,0,0,2.01,0,0.91,0.08,2.04,"D",2021,5803337.86894026
"1736","v.morel","Imaar Vircoand","Mean Wolves",24,1995,8.35,127.91,193.06,1,1978.97,515.01,66.03,88.06,1,43.06,70.91,1,10.96,18.99,1,1.09,0.8,0.23,5.96,4.92,5.08,1.09,12.08,"D",2021,73678265.4856378
"1737","j.saidu","Nganion","Mean Wolves",35,1985,7.98,162.07,221.03,1,2202.09,311.98,108.07,134,1,39.97,62.99,1,5.96,10.99,1,0,0.48,0,6.1,8.98,0,0,6.95,"D",2021,9955468.59838893
"1738","g.mwima","Sobianitedrucy","Mean Wolves",30,1989,16.44,248.97,305.94,1,3366.04,387.95,155.96,184.99,1,72.08,82.92,1,5.97,12.05,1,1.07,0.67,0.29,9.06,6.91,7.93,0,12.93,"D",2021,402211359.439021
"1739","o.roth","Sobianitedrucy","Mean Wolves",27,1992,12.31,152.01,214.97,1,2310.04,396.1,92.99,116.05,1,40.02,54.97,1,10.9,16.93,1,1.07,0.66,0.43,7.99,8.98,6.93,1.08,14.96,"D",2021,191921300.713319
"1740","k.philippe","Eastern Niasland","Mean Wolves",30,1990,7.76,148.04,196.97,1,2323.93,464,89.03,101.99,1,34.93,56.08,1,16.09,25.06,1,1.95,1.32,0.67,13.97,12.08,4.09,0.98,11.97,"D",2021,71361399.8542357
"1741","f.zeng","Nganion","Mean Wolves",26,1994,6.61,169.02,246.92,1,2516.07,647.06,100,122.97,1,51.07,72.94,1,10.92,27.92,1,1.02,1.15,0,6.95,8.98,11.95,0.95,18.97,"D",2021,181958897.463525
"1742","o.zieliski","Sobianitedrucy","Mean Wolves",30,1990,6.08,155.99,201.03,1,2272,520.02,91.01,104.95,1,48.95,62.06,1,7.98,13.95,1,0.91,1.31,0,9.07,10.07,10.05,3.96,16.08,"D",2021,121107031.003427
"1743","y.larsen","Imaar Vircoand","Mean Wolves",26,1994,35.08,768.98,1024.03,1,22347.96,13382.07,157.95,159.07,1,321.97,326.94,1,273.98,523.1,1,0.09,0.02,0,0,6.04,0.06,0.09,0,"D",2021,15961414.4379843
"1744","g.oluka","Lefghau","Mean Wolves",32,1988,1.9,32.98,39.95,1,989.97,578,5.94,6.03,1,17.06,17.02,1,9.98,16.93,1,0.05,0,0,0,0.03,0,0.09,0.06,"D",2021,1363413.37812087
"1745","b.awio","Sobianitedrucy","Mean Wolves",18,2002,0.08,2.07,2.09,1,69.08,51.92,0,0,0,0.98,0.96,1,0.98,0.92,1,0,0,0,0,0.04,0,0.05,0.04,"D",2021,3663606.37786875
"1746","k.jarvinen","Sobianitedrucy","Mean Wolves",24,1996,0.92,20.02,27.96,1,883.02,646.01,1.06,0.94,1,6.03,5.94,1,13.01,21.09,1,0,0.07,0.05,0,0,0,0,0.04,"D",2021,2432050.49622287
"1747","o.ngoma","Coastpa Barleslands","Mean Wolves",21,1999,1.97,62.93,82.03,1,1169.09,322.02,32.1,37.08,1,20.04,24.93,1,8.99,11.94,1,0.09,0.12,0,1.91,9.91,3.01,1.09,8.9,"D",2021,11238671.709095
"1748","y.kabiru","Dosqaly","Mean Wolves",22,1998,5.85,164.9,204.92,1,2775.93,740.06,86.06,98.92,1,62.1,70.99,1,12.94,20.02,1,0,0.01,0,1.02,17.93,2.09,0,22.98,"D",2021,25506357.7981451
"1749","e.muhereza","Esia","Mean Wolves",29,1990,20.2,761.02,901.09,1,14455,2773.04,317.93,357.01,1,327.1,369.03,1,97,135.99,1,0.1,0.29,0,8.05,56.08,15.99,2.91,52.09,"D",2021,5436556337.44037
"1750","k.chisi","Imaar Vircoand","Mean Wolves",26,1994,35.54,1532.07,2092.9,1,33733.01,11542.93,518.93,634.98,1,659.04,822.09,1,339.09,575,1,9.07,9.92,0,88.96,182.02,97.06,20,264.08,"D",2021,1.70762252910189e+21
"1751","s.ghaffari","Lefghau","Mean Wolves",25,1995,22.9,1041.1,1178,1,20223.03,4263.08,396.04,431.01,1,454.09,493.07,1,167.93,206.93,1,0.06,0.51,0,9.05,81.95,9.97,2.02,68.95,"D",2021,10998331208.4734
"1752","y.turyatemba","Lefghau","Mean Wolves",27,1993,0.06,5.05,7.03,1,79.06,38.98,3.97,5.01,1,0,0.03,0,0.94,1.99,1,0.07,0,0,0.96,1.08,1.02,0.99,1,"D",2021,2181398.03172329
"1753","x.makina","Redohrainbri","Mean Wolves",18,2002,0.77,5.95,11.92,1,123.05,32.09,2.02,3.06,1,2.95,4.94,1,0.95,2.06,1,0,0.04,0.06,0,0,0.91,0.93,0.95,"D",2021,5015054.70068286
"1754","y.nyirongo","Rosvi","Mean Wolves",21,1998,0.16,7.91,8.96,1,199.01,4.01,3.03,2.98,1,4.09,4.94,1,0.97,0.99,1,0,0,0,0.06,0,0.02,0,0.05,"D",2021,3048265.46882419
