,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,League,Year
3064,c.kadosh,Landli Blicporlip,1,0,0,0,Stacked Rocks,28,1992,34.53,0.86,0.43,0.23,0.4,0.15,0.41,2.1,18.29,1.6,17.84,4.01,22.85,3.38,9.27,5.22,1.05,0.14,-0.02,0.86,0.76,1.57,0.2,0.0,A,2021
3065,p.musiime,Lefghau,1,0,0,0,Stacked Rocks,25,1995,3.4,0.27,0.02,0.3,0.03,-0.03,0.36,0.29,100.04,-0.04,14.99,4.22,27.42,1.23,6.13,7.74,0.66,-0.05,-0.07,0.61,0.25,0.65,1.54,0.1,A,2021
3066,j.hakim,People's Land of Maneau,1,0,0,0,Stacked Rocks,16,2004,0.09,0.03,-0.02,0.02,0.08,-0.04,-0.08,0.02,,-0.05,0.93,1.0,99.9,0.08,1.05,-0.04,-0.04,-0.02,0.09,0.05,0.0,-0.09,-0.07,-0.05,A,2021
3067,z.bintizakaria,People's Land of Maneau,1,0,0,0,Stacked Rocks,27,1993,34.17,0.54,0.36,0.04,0.41,0.09,0.07,0.49,24.99,0.53,11.38,2.9,25.3,0.55,5.47,5.3,0.9,0.33,0.11,0.58,0.48,0.99,1.17,0.07,A,2021
3068,l.kyalisiima,Byasier Pujan,1,1,0,0,Stacked Rocks,22,1997,13.49,1.17,0.81,0.46,0.21,0.49,0.49,1.78,25.03,1.35,17.96,4.74,26.01,4.5,7.0,6.55,0.71,0.14,-0.07,0.58,0.83,2.14,0.28,-0.08,A,2021
3069,d.namugerwa,Imaar Vircoand,1,1,0,0,Stacked Rocks,28,1992,8.09,2.19,1.43,0.05,1.6,0.48,0.47,1.43,33.29,1.05,22.9,6.22,26.82,3.83,12.79,6.21,0.91,0.17,-0.03,0.87,0.55,2.8,0.11,-0.04,A,2021
3070,c.guerrero,Lefghau,1,1,0,0,Stacked Rocks,27,1992,15.72,2.1,1.31,0.72,1.3,0.29,0.51,1.86,30.0,1.36,17.02,4.19,24.14,4.31,8.25,4.48,1.24,0.09,0.03,1.06,1.29,3.46,0.72,-0.03,A,2021
3071,w.nasiru,Rarita,0,0,0,1,Stacked Rocks,33,1986,38.0,0.03,-0.01,0.09,0.0,0.03,-0.08,-0.03,0.06,0.07,-0.05,-0.09,0.07,0.04,0.0,0.0,0.01,-0.01,-0.1,-0.08,0.02,-0.05,0.01,0.09,A,2021
3072,g.magnusson,Dosqaly,0,1,0,0,Stacked Rocks,23,1996,23.13,2.17,1.29,0.54,1.02,0.48,0.37,1.84,25.62,1.41,19.5,6.62,33.43,5.76,10.24,3.45,1.47,0.18,-0.05,1.4,1.3,3.44,0.84,-0.06,A,2021
3073,h.cardoso,Dosqaly,0,1,0,0,Stacked Rocks,30,1989,17.52,1.41,1.04,1.26,0.08,0.0,0.38,1.21,33.36,0.76,13.63,4.16,30.96,7.7,4.77,1.35,1.55,0.28,-0.09,1.16,1.0,2.29,1.88,0.02,A,2021
3074,h.ruiz,Imaar Vircoand,0,1,0,0,Stacked Rocks,24,1996,10.42,3.1,2.25,1.57,1.1,0.64,0.94,2.88,32.23,2.02,27.66,8.76,31.39,8.95,14.19,4.52,1.02,0.04,-0.09,1.02,0.82,3.94,0.9,-0.09,A,2021
3075,a.kiss,Mico,0,1,0,0,Stacked Rocks,24,1995,37.97,3.08,2.21,1.49,1.26,0.38,1.53,3.64,43.97,2.15,21.18,6.04,28.74,8.51,10.38,2.32,1.52,0.35,0.01,1.35,1.23,4.44,2.09,0.0,A,2021
3076,i.nayak,People's Land of Maneau,0,1,0,0,Stacked Rocks,24,1996,9.55,2.59,1.44,1.53,0.87,0.03,0.89,2.21,40.96,1.38,16.77,5.41,32.31,7.31,7.77,1.7,1.15,0.39,0.01,0.84,1.67,4.07,1.21,0.07,A,2021
3077,v.alvarez,Rarita,0,1,0,0,Stacked Rocks,24,1996,6.91,2.91,2.18,1.28,1.08,0.48,0.81,2.38,35.37,1.54,31.55,8.46,26.54,6.32,14.11,11.02,1.92,0.2,0.07,1.7,1.45,4.35,0.58,-0.06,A,2021
3078,j.tse,Dosqaly,0,0,1,0,Swift Musketeers,18,2001,0.04,-0.07,0.0,0.07,0.04,-0.05,0.01,0.01,,-0.1,10.07,0.08,-0.08,10.06,0.07,0.04,0.1,0.05,0.08,0.01,-0.08,0.03,0.01,-0.09,A,2021
3079,w.twinamatsiko,Mico,0,0,1,0,Swift Musketeers,27,1992,28.62,2.16,1.3,1.49,0.6,0.09,1.09,1.94,57.35,0.77,7.6,3.1,40.07,5.03,2.23,0.29,1.36,0.57,-0.09,0.64,1.28,3.48,5.62,0.02,A,2021
3080,k.ferrari,Nancipenuaroe,0,0,1,0,Swift Musketeers,21,1999,9.4,3.49,2.07,2.25,0.91,0.12,1.41,2.96,48.19,1.45,15.93,6.48,40.83,8.05,6.79,1.26,2.69,0.54,-0.07,2.16,2.86,6.26,3.98,-0.04,A,2021
3081,d.shahar,Nkasland Cronestan,0,0,1,0,Swift Musketeers,24,1996,34.39,1.36,0.87,0.97,0.46,-0.03,0.7,1.58,43.49,0.81,8.22,2.81,33.45,4.85,2.94,0.4,1.65,0.82,0.08,0.87,2.19,3.6,6.18,0.03,A,2021
3082,f.fujihara,People's Land of Maneau,0,0,1,0,Swift Musketeers,23,1997,29.32,2.83,1.52,1.88,0.82,0.15,0.85,1.92,45.55,0.95,14.37,4.25,29.98,7.51,5.45,1.5,2.47,0.47,0.09,1.81,1.38,4.25,2.33,-0.05,A,2021
3083,j.ssempijja,People's Land of Maneau,0,0,1,0,Swift Musketeers,26,1994,17.12,2.23,1.08,1.36,0.79,0.08,0.94,2.31,44.66,1.22,9.81,3.32,34.26,5.53,3.84,0.44,2.46,0.82,0.08,1.63,1.45,3.64,5.0,0.0,A,2021
3084,p.byamukama,People's Land of Maneau,0,0,1,0,Swift Musketeers,30,1989,28.88,2.46,1.47,0.98,1.21,0.26,0.96,1.68,58.32,0.59,11.09,4.22,38.78,4.27,5.03,1.7,1.59,0.22,0.04,1.49,1.03,3.51,1.91,-0.01,A,2021
3085,q.tiko,People's Land of Maneau,0,0,1,0,Swift Musketeers,20,2000,0.78,0.03,0.04,0.03,0.07,-0.08,0.07,1.51,0.05,1.37,14.37,2.85,19.9,8.61,5.74,0.04,-0.05,-0.07,0.03,-0.08,0.08,-0.03,1.36,0.02,A,2021
3086,w.alves,People's Land of Maneau,0,0,1,0,Swift Musketeers,19,2000,1.05,5.0,3.05,3.91,1.03,-0.05,3.09,2.98,100.08,0.07,7.98,4.98,62.54,7.03,1.0,-0.04,0.97,1.06,-0.02,0.01,0.9,6.01,4.03,0.07,A,2021
3087,e.kuhn,Dosqaly,0,1,1,0,Swift Musketeers,21,1999,1.15,2.7,1.79,0.94,1.87,0.07,-0.1,3.67,0.07,3.71,29.01,8.19,28.11,11.75,10.03,7.32,4.52,-0.06,0.08,4.48,2.74,5.5,4.51,-0.01,A,2021
3088,d.obeng,Ngoque Blicri,1,0,0,0,Swift Musketeers,24,1996,29.63,0.93,0.48,0.22,0.45,0.41,0.15,0.83,26.09,0.48,14.57,4.56,32.04,1.61,5.53,7.36,0.81,0.04,0.09,0.8,0.35,1.4,0.45,0.08,A,2021
3089,c.joly,People's Land of Maneau,1,0,0,0,Swift Musketeers,21,1999,1.18,-0.01,-0.02,-0.04,-0.09,-0.05,-0.08,1.59,-0.06,1.63,25.09,5.89,23.38,4.08,7.51,13.24,4.11,-0.09,-0.09,4.14,0.06,0.04,1.62,0.03,A,2021
3090,t.acom,People's Land of Maneau,1,0,0,0,Swift Musketeers,28,1992,24.2,1.06,0.58,0.24,0.66,0.08,0.55,1.36,33.36,0.97,16.17,3.85,24.01,2.31,6.86,7.09,2.03,0.04,0.02,1.83,0.22,1.29,0.65,0.13,A,2021
3091,f.siddiqui,Southslands,1,0,0,0,Swift Musketeers,20,2000,0.79,1.37,1.35,1.43,-0.1,-0.03,-0.04,-0.05,,0.03,31.31,8.55,27.3,11.35,9.99,9.98,1.46,-0.09,-0.09,1.41,1.47,2.86,-0.04,-0.06,A,2021
3092,s.sarpong,Southslands,1,0,0,0,Swift Musketeers,33,1987,2.2,0.9,0.08,0.01,-0.03,0.86,0.45,1.23,33.3,0.78,14.89,3.11,20.66,0.9,8.26,5.7,0.42,-0.09,0.02,0.45,0.92,1.76,0.39,-0.04,A,2021
3093,d.tukamuhebwa,People's Land of Maneau,1,1,0,0,Swift Musketeers,21,1999,8.33,1.45,1.02,0.13,0.67,0.72,0.58,1.82,33.26,1.23,26.71,6.69,25.2,3.81,12.82,9.99,1.54,0.02,-0.01,1.51,1.13,2.58,0.53,-0.02,A,2021
3094,f.ribeiro,People's Land of Maneau,0,0,0,1,Swift Musketeers,30,1989,29.98,0.09,0.05,0.03,-0.1,0.06,0.02,0.19,-0.03,0.11,0.18,-0.07,25.04,0.12,-0.07,-0.01,-0.08,0.04,-0.04,-0.09,-0.05,-0.05,0.04,0.13,A,2021
3095,s.aslan,People's Land of Maneau,0,0,0,1,Swift Musketeers,32,1988,7.93,0.0,-0.05,0.07,0.05,-0.06,0.02,0.21,0.05,0.1,0.46,0.04,33.25,0.41,-0.02,0.08,-0.04,0.07,-0.02,-0.08,0.08,0.06,0.57,0.03,A,2021
3096,f.kabanda,Dosqaly,0,1,0,0,Swift Musketeers,21,1999,11.21,2.73,2.3,1.33,1.22,0.08,0.78,2.05,39.15,1.26,21.41,7.33,33.82,7.1,12.64,1.42,1.18,0.1,-0.06,1.12,1.47,4.15,1.51,0.1,A,2021
3097,v.nakayima,Nganion,0,1,0,0,Swift Musketeers,28,1991,19.55,3.49,1.73,1.42,1.95,0.25,1.19,3.23,33.86,2.14,17.52,5.25,30.16,6.61,9.63,1.37,1.53,0.38,0.01,1.33,1.4,4.78,0.96,-0.09,A,2021
3098,a.lombardi,Ngoque Blicri,0,1,0,0,Swift Musketeers,28,1992,30.63,2.24,1.29,0.79,0.96,0.35,0.99,2.57,37.55,1.57,15.83,4.58,28.74,5.35,6.91,3.58,0.93,0.02,-0.1,0.96,0.98,3.2,0.68,0.08,A,2021
3099,a.avako,People's Land of Maneau,0,1,0,0,Swift Musketeers,25,1994,38.07,2.27,1.54,0.84,1.12,0.25,0.79,1.96,39.2,1.15,16.54,5.42,32.96,5.8,8.51,2.27,1.91,0.21,0.09,1.76,1.06,3.33,2.08,0.03,A,2021
3100,b.supriatna,Quewenia,0,1,0,0,Swift Musketeers,18,2001,-0.09,1.9,-0.05,0.93,1.0,0.07,0.93,1.07,100.07,0.01,7.94,1.93,25.06,3.91,4.06,-0.03,0.07,0.01,-0.1,0.05,-0.02,1.91,0.09,0.02,A,2021
3101,g.abbas,Reugha,0,1,0,0,Swift Musketeers,22,1998,13.74,3.38,1.56,1.84,0.86,0.71,1.21,3.87,34.02,2.63,24.01,6.8,28.6,8.88,9.05,6.25,1.89,0.08,-0.01,1.89,0.78,4.11,1.1,0.0,A,2021
3102,n.nyesiga,Southslands,0,1,0,0,Swift Musketeers,20,2000,1.98,3.06,2.13,1.08,1.67,0.63,0.59,2.05,25.08,1.66,22.66,9.41,41.86,4.67,11.14,6.91,2.59,0.03,0.03,2.6,0.44,3.63,1.02,-0.06,A,2021
3103,z.alupo,Central Republic of Boekrainego,1,1,0,0,Swift Musketeers,18,2002,0.46,5.08,2.41,4.92,0.1,-0.08,5.01,12.44,40.08,7.41,50.04,17.4,34.91,22.59,20.03,7.46,7.41,0.0,-0.09,7.44,0.0,4.94,-0.01,-0.06,A,2021
3104,a.logose,Lylimi,1,1,0,0,Swift Musketeers,25,1995,7.96,0.61,0.25,0.35,0.47,0.09,0.13,1.93,6.3,1.86,18.46,5.7,30.79,4.52,10.21,3.86,1.36,0.15,0.08,1.06,1.01,1.56,1.41,-0.02,A,2021
3105,c.namutebi,People's Land of Maneau,1,1,0,0,Swift Musketeers,31,1989,18.04,1.69,0.93,0.65,0.6,0.19,0.6,2.32,26.76,1.72,18.84,5.65,29.67,5.08,8.22,5.51,1.36,0.12,0.07,1.28,0.56,2.18,0.36,0.0,A,2021
3106,r.jacobs,People's Land of Maneau,1,1,0,0,Swift Musketeers,26,1994,19.32,1.65,0.88,0.65,0.59,0.25,0.46,1.1,40.08,0.67,19.61,5.44,27.96,4.94,8.07,6.45,1.53,0.09,0.0,1.33,0.91,2.58,0.55,-0.06,A,2021
3107,c.danquah,Byasier Pujan,0,0,1,0,Weak Tornadoes,24,1995,16.5,3.57,1.77,1.99,1.16,0.38,0.84,1.63,57.76,0.72,15.27,4.84,31.56,7.3,5.29,2.48,1.87,0.38,0.05,1.46,1.82,5.2,3.62,-0.09,A,2021
3108,j.tsan,Byasier Pujan,0,0,1,0,Weak Tornadoes,26,1994,1.08,3.92,4.05,1.03,3.03,-0.05,0.05,-0.02,,-0.04,13.9,8.07,57.12,5.95,7.02,1.04,1.94,-0.01,0.04,1.93,0.02,3.92,5.97,0.02,A,2021
3109,z.kituyi,Central Republic of Boekrainego,0,0,1,0,Weak Tornadoes,20,2000,0.12,-0.05,-0.05,-0.04,0.04,0.01,0.05,0.06,,0.07,9.95,5.0,49.92,10.07,0.09,-0.05,4.93,0.04,-0.02,4.93,-0.05,-0.02,0.03,0.06,A,2021
3110,d.mo,Dosqaly,0,0,1,0,Weak Tornadoes,30,1989,1.34,1.47,0.77,1.42,0.1,-0.07,0.8,0.62,99.97,0.01,6.42,1.44,22.23,4.29,1.41,0.75,0.05,0.02,0.08,0.07,0.08,1.42,5.01,-0.02,A,2021
3111,e.nakayiza,Mico,0,0,1,0,Weak Tornadoes,24,1996,30.39,1.45,0.77,0.82,0.48,0.16,0.6,1.25,54.08,0.46,6.5,2.18,33.65,4.2,1.78,0.42,1.15,0.45,-0.07,0.65,1.66,2.95,7.75,0.01,A,2021
3112,s.wafula,People's Land of Maneau,0,0,1,0,Weak Tornadoes,22,1997,32.77,1.25,0.88,0.92,0.36,0.09,0.64,1.15,52.58,0.59,5.47,1.76,32.3,3.53,1.76,0.26,1.11,0.68,0.07,0.42,1.77,2.91,7.4,0.11,A,2021
3113,h.byamugisha,Republic of Denand Landsa,0,0,1,0,Weak Tornadoes,23,1996,29.53,1.53,0.9,0.88,0.38,0.12,0.53,1.41,41.4,0.76,8.73,2.16,24.93,4.8,3.22,0.73,1.63,0.29,-0.09,1.37,1.79,3.27,4.11,0.03,A,2021
3114,h.makoni,Slandsganiamayotteque,0,0,1,0,Weak Tornadoes,22,1997,23.99,1.96,1.04,1.16,0.71,0.22,0.81,1.68,45.14,1.01,10.41,3.4,33.62,4.93,2.99,2.39,2.08,0.2,0.01,1.93,1.9,3.74,3.44,0.04,A,2021
3115,t.teo,Slandsganiamayotteque,0,0,1,0,Weak Tornadoes,32,1987,6.96,1.39,0.64,1.13,0.22,0.03,0.76,1.24,62.49,0.43,5.21,1.5,27.02,2.38,2.94,0.22,2.03,0.92,0.06,1.16,0.51,2.01,4.49,0.12,A,2021
3116,g.cossa,Southern Ristan,0,0,1,0,Weak Tornadoes,32,1988,3.09,0.93,-0.1,0.61,0.39,0.06,0.26,1.34,24.92,0.92,7.74,0.95,13.01,3.63,2.65,1.4,1.98,0.31,0.05,1.61,0.28,1.24,3.68,0.04,A,2021
3117,s.rahmani,Thaijagypt,0,0,1,0,Weak Tornadoes,28,1992,2.94,2.39,1.66,1.45,0.95,0.02,1.05,2.47,42.95,1.46,9.63,3.79,39.32,7.32,2.49,-0.04,2.12,1.03,0.27,0.94,0.05,2.43,3.84,-0.1,A,2021
3118,x.emmanuel,People's Land of Maneau,1,0,1,0,Weak Tornadoes,26,1993,7.45,2.65,1.59,0.94,1.0,0.6,1.29,2.52,49.91,1.23,13.19,4.37,34.02,4.89,5.05,3.27,2.78,0.39,-0.02,2.34,1.81,4.22,2.66,-0.09,A,2021
3119,e.saka,Rosvi,1,0,0,0,Weak Tornadoes,25,1994,15.56,0.7,0.66,0.11,0.33,0.35,0.09,0.5,28.53,0.42,12.48,4.53,36.4,0.75,4.14,7.42,1.16,0.32,0.02,0.97,0.28,0.9,0.44,-0.1,A,2021
3120,f.namajja,Central Badad,1,0,1,0,Weak Tornadoes,25,1995,3.57,0.56,0.62,0.56,0.04,-0.02,0.22,1.46,20.09,1.16,20.24,3.78,18.34,3.72,7.77,8.87,2.83,0.37,-0.04,2.65,0.57,1.05,0.56,-0.07,A,2021
3121,x.vtols,Greri Landmoslands,1,1,0,0,Weak Tornadoes,26,1993,27.54,1.08,0.74,0.55,0.28,0.16,0.23,0.83,18.15,0.6,16.16,4.66,29.48,2.89,6.74,6.56,1.32,0.05,-0.03,1.29,0.66,1.65,0.9,0.03,A,2021
3122,m.iqbal,Lenia Gerdanho,1,1,0,0,Weak Tornadoes,28,1992,1.35,0.78,0.8,0.69,-0.04,0.07,0.81,2.35,33.36,1.45,23.1,6.88,29.97,3.17,10.07,9.95,3.91,-0.05,0.06,3.77,0.06,0.69,0.79,0.05,A,2021
3123,l.barman,People's Land of Maneau,1,1,0,0,Weak Tornadoes,22,1997,30.4,1.15,0.96,0.38,0.58,0.27,0.07,1.2,14.25,0.95,17.05,5.09,29.99,3.56,7.62,5.83,1.37,0.0,0.05,1.33,0.8,2.0,0.5,-0.05,A,2021
3124,u.atugonza,Republic of Denand Landsa,1,1,0,0,Weak Tornadoes,21,1998,9.03,0.82,0.73,0.12,0.41,0.41,0.18,0.72,28.52,0.47,12.61,3.9,30.97,0.84,5.5,6.27,0.62,0.12,-0.07,0.43,0.36,1.3,0.28,0.07,A,2021
3125,n.kyohirwe,Dosqaly,0,0,0,1,Weak Tornadoes,27,1993,35.92,0.04,0.04,0.03,-0.07,-0.09,0.08,0.17,20.06,0.02,0.2,-0.09,0.02,0.12,-0.04,0.09,0.06,0.07,-0.09,0.02,0.09,0.05,0.07,0.03,A,2021
3126,e.bintiismail,Ledian,0,0,0,1,Weak Tornadoes,23,1996,1.91,-0.05,0.08,-0.08,-0.09,0.04,-0.01,0.46,0.0,0.48,1.08,0.02,0.0,1.04,-0.06,-0.07,0.03,0.04,0.04,-0.08,-0.04,0.02,-0.02,-0.08,A,2021
3127,g.namugere,Central Namemo Laand,0,1,0,0,Weak Tornadoes,24,1995,28.62,3.11,1.8,0.85,1.62,0.45,0.83,1.92,40.45,1.19,19.56,5.64,29.25,6.05,9.5,4.03,1.55,0.21,-0.06,1.42,1.85,5.01,1.19,-0.04,A,2021
3128,m.amsalem,Czechnor,0,1,0,0,Weak Tornadoes,26,1993,18.92,3.25,1.98,1.53,1.2,0.43,1.07,2.09,47.51,1.13,16.89,5.48,32.87,6.54,8.01,2.2,1.43,0.3,0.07,1.09,2.19,5.41,1.96,-0.06,A,2021
3129,a.karlsson,Ngoque Blicri,0,1,0,0,Weak Tornadoes,29,1991,8.37,0.64,0.47,0.12,0.25,0.34,-0.05,0.4,0.06,0.29,7.64,2.42,32.21,2.23,3.76,1.82,0.65,0.01,0.0,0.7,0.07,0.62,0.29,0.06,A,2021
3130,l.kawuma,People's Land of Maneau,0,1,0,0,Weak Tornadoes,23,1997,4.14,2.44,1.11,0.18,1.36,0.75,-0.09,1.57,-0.01,1.7,21.61,5.25,24.19,3.88,11.44,6.38,0.92,0.55,-0.09,0.5,0.7,3.16,0.98,0.0,A,2021
3131,v.alharbi,People's Land of Maneau,0,1,0,0,Weak Tornadoes,25,1995,25.06,2.77,1.71,1.16,1.51,0.16,0.96,3.35,29.83,2.35,20.98,6.44,30.59,9.34,9.85,1.86,1.82,0.56,-0.04,1.35,2.09,4.72,2.36,0.06,A,2021
3132,f.hughes,Thaijagypt,0,1,1,0,Weak Tornadoes,27,1993,26.38,1.23,0.72,0.58,0.39,0.17,0.37,1.31,30.24,0.78,15.66,4.11,25.76,4.61,5.99,4.97,1.44,0.29,-0.04,1.09,0.62,1.91,1.46,-0.04,A,2021
3133,j.wan,People's Land of Maneau,1,1,0,0,Weak Tornadoes,24,1996,21.11,1.46,0.95,0.56,0.62,0.19,0.45,1.04,40.83,0.69,15.9,4.67,29.78,2.91,8.32,4.81,1.14,0.18,-0.09,1.13,0.99,2.65,0.8,-0.01,A,2021
3134,u.alshehri,People's Land of Maneau,1,1,0,0,Weak Tornadoes,17,2002,2.85,2.89,1.79,0.98,1.48,0.3,1.49,2.89,49.93,1.34,38.95,8.66,22.03,4.66,17.18,17.08,2.24,0.01,0.09,2.15,1.42,4.21,0.02,-0.02,A,2021
3135,a.andama,Byasier Pujan,0,0,1,0,Flawless Cows,20,2000,18.85,2.38,1.43,1.3,0.4,0.41,0.68,1.19,58.37,0.48,10.26,3.56,34.99,3.43,3.91,2.88,1.8,0.19,0.01,1.74,0.93,3.23,1.45,0.06,B,2021
3136,y.nassuuna,Coastpa Barleslands,0,0,1,0,Flawless Cows,24,1996,16.5,1.43,0.83,0.82,0.43,0.11,0.4,0.75,57.12,0.43,7.64,2.38,32.55,3.39,3.54,0.72,1.39,0.57,0.01,0.93,1.02,2.48,2.77,0.02,B,2021
3137,j.kyarisiima,Dosqaly,0,0,1,0,Flawless Cows,21,1998,15.01,1.72,0.89,0.36,0.98,0.31,0.74,1.73,43.92,0.87,13.76,4.44,31.69,4.41,5.91,3.64,2.2,0.39,0.06,1.8,0.84,2.47,1.66,0.02,B,2021
3138,o.takeda,Dosqaly,0,0,1,0,Flawless Cows,17,2002,4.33,2.0,1.71,1.14,0.99,-0.01,1.01,3.45,26.61,2.65,14.27,6.07,42.55,4.73,7.45,2.04,0.61,-0.04,0.07,0.76,0.98,3.0,2.28,-0.09,B,2021
3139,q.coppola,Dosqaly,0,0,1,0,Flawless Cows,24,1995,25.54,2.05,1.34,1.03,1.0,0.17,0.39,0.81,59.92,0.37,8.5,2.8,32.93,4.23,3.6,0.81,1.24,0.63,0.03,0.86,1.31,3.38,3.64,0.16,B,2021
3140,v.mhlanga,Dosqaly,0,0,1,0,Flawless Cows,27,1992,14.23,2.3,1.13,0.93,0.79,0.43,0.71,2.02,33.22,1.37,11.89,4.32,36.59,3.98,4.6,3.08,1.81,0.32,0.02,1.5,1.86,4.19,2.1,0.1,B,2021
3141,j.kawano,Esia,0,0,1,0,Flawless Cows,23,1996,17.91,1.65,0.89,0.98,0.56,0.04,0.5,1.15,36.45,0.8,11.19,4.18,36.52,4.65,5.01,1.32,1.3,0.18,0.01,1.18,0.84,2.48,2.6,0.04,B,2021
3142,d.mabhena,Nganion,0,0,1,0,Flawless Cows,27,1993,2.13,2.75,0.88,-0.05,2.23,0.44,1.33,1.88,75.02,0.4,17.22,7.33,42.13,4.98,6.82,5.51,3.7,0.04,-0.06,3.55,0.48,3.14,2.23,0.06,B,2021
3143,f.yunusa,Rarita,0,0,1,0,Flawless Cows,26,1994,23.69,1.1,0.66,0.56,0.37,0.09,0.44,1.16,33.22,0.8,8.47,2.78,32.37,3.27,3.77,1.25,1.36,0.44,0.09,0.86,1.34,2.36,3.92,0.15,B,2021
3144,t.neves,Sobianitedrucy,0,0,1,0,Flawless Cows,29,1991,17.19,1.69,1.19,0.85,0.62,0.31,0.75,2.36,34.04,1.49,9.92,3.24,32.02,3.12,4.08,2.67,1.02,0.08,0.02,0.84,0.9,2.65,1.53,-0.09,B,2021
3145,h.robert,Dosqaly,1,0,0,0,Flawless Cows,21,1998,26.41,0.34,0.13,0.02,-0.06,0.12,0.0,0.36,18.25,0.33,6.85,2.17,31.17,0.18,2.05,4.74,0.38,0.09,0.01,0.33,0.23,0.6,0.34,-0.06,B,2021
3146,t.jabarin,Dosqaly,1,0,0,0,Flawless Cows,18,2002,-0.08,0.02,-0.05,-0.03,-0.04,-0.01,0.02,-0.01,,0.07,-0.1,0.06,,-0.08,-0.01,-0.09,1.09,0.04,-0.06,1.07,-0.09,0.07,0.09,0.06,B,2021
3147,z.basile,Dosqaly,1,0,0,0,Flawless Cows,18,2002,0.73,-0.01,0.09,0.06,-0.01,-0.08,0.02,-0.1,,-0.04,4.92,1.15,24.95,-0.09,3.72,1.24,0.03,0.07,0.06,-0.05,-0.02,0.03,0.01,0.03,B,2021
3148,b.zheng,Imaar Vircoand,1,0,0,0,Flawless Cows,27,1993,11.95,0.59,0.17,0.16,0.31,0.27,0.27,0.94,27.23,0.71,13.69,3.7,26.76,0.33,4.46,9.05,0.44,0.15,-0.01,0.19,0.37,0.81,0.5,-0.01,B,2021
3149,y.mutema,Nganion,1,0,0,0,Flawless Cows,27,1993,0.29,-0.08,-0.09,-0.03,-0.08,0.05,-0.05,3.3,0.04,3.24,19.97,0.06,-0.06,0.04,13.36,6.65,-0.06,-0.02,-0.02,0.06,0.01,-0.09,-0.05,0.05,B,2021
3150,j.lysenko,Sobianitedrucy,1,0,0,0,Flawless Cows,20,2000,18.84,0.57,0.47,0.01,0.28,0.04,0.12,0.8,21.45,0.54,9.39,2.65,28.73,1.08,3.39,4.86,0.55,0.15,-0.01,0.43,0.35,0.93,0.44,-0.04,B,2021
3151,y.manuel,Biarizea,1,1,0,0,Flawless Cows,17,2002,2.12,0.46,0.56,0.47,0.0,-0.07,0.45,2.79,16.76,2.34,21.44,5.26,24.38,5.81,10.91,4.8,2.84,0.02,0.01,2.89,0.58,0.95,0.98,-0.08,B,2021
3152,c.asiku,Dosqaly,1,1,0,0,Flawless Cows,19,2001,0.72,1.38,1.5,1.46,0.01,-0.09,-0.01,0.03,,-0.03,24.29,9.98,41.11,2.91,11.43,9.9,-0.09,0.01,0.01,0.0,1.4,2.91,0.07,-0.05,B,2021
3153,b.obonyo,Imaar Vircoand,1,1,0,0,Flawless Cows,32,1988,20.62,1.57,0.97,0.41,0.56,0.64,0.79,2.33,32.01,1.57,15.56,4.5,28.74,2.57,5.51,7.46,1.18,0.01,0.01,1.12,0.27,1.97,0.22,-0.1,B,2021
3154,r.ssembatya,Nganion,1,1,0,0,Flawless Cows,28,1992,14.72,1.36,0.92,0.42,0.71,0.23,0.76,2.17,33.32,1.55,15.17,4.19,28.27,2.41,6.15,6.55,1.25,-0.03,-0.08,1.03,0.28,1.69,0.51,0.0,B,2021
3155,y.kyosiimire,Nganion,0,0,0,1,Flawless Cows,26,1993,8.96,-0.08,-0.03,0.02,-0.1,-0.02,0.02,-0.01,,0.06,-0.04,-0.08,,0.1,-0.06,-0.05,-0.07,-0.04,0.09,0.08,0.02,-0.05,-0.07,0.05,B,2021
3156,x.driscoll,Nkasland Cronestan,0,0,0,1,Flawless Cows,20,1999,1.0,-0.02,0.07,0.08,-0.07,0.03,-0.06,0.0,,0.02,-0.08,-0.07,,-0.01,0.03,0.01,-0.06,-0.05,0.06,-0.1,0.08,0.07,-0.03,0.97,B,2021
3157,p.addae,South Sati Fatina,0,0,0,1,Flawless Cows,33,1986,27.94,0.01,-0.01,-0.05,-0.1,-0.08,-0.04,0.04,,0.04,0.27,0.03,40.0,0.19,-0.09,0.09,0.1,0.01,-0.02,-0.03,0.07,-0.03,0.14,-0.06,B,2021
3158,a.fekete,Byasier Pujan,0,1,0,0,Flawless Cows,17,2003,0.06,1.06,1.04,0.08,0.08,0.96,0.05,0.07,,-0.08,3.01,1.93,66.61,0.02,2.0,1.07,0.0,0.03,-0.03,-0.01,0.03,1.02,-0.09,0.06,B,2021
