,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,League,Year
2296,l.dube,Nganion,0,0,1,0,Punctual Leopards,24,1995,3.78,47.95,52.06,91.84,970.49,309.5,14.11,14.49,98.18,25.73,27.01,95.06,7.58,9.14,82.83,0.02,0.08,0.06,-0.03,0.85,0.04,-0.05,3.08,E,2020
2297,p.alobo,Nganion,0,0,1,0,Punctual Leopards,26,1993,14.69,41.54,52.13,79.66,699.74,264.37,20.28,22.82,88.36,16.64,20.5,81.64,3.51,6.01,58.69,-0.09,-0.06,0.01,0.39,2.12,0.32,0.05,2.57,E,2020
2298,t.lawino,Nganion,0,0,1,0,Punctual Leopards,28,1991,21.82,45.9,59.67,76.66,825.81,326.45,22.05,23.45,94.0,18.39,23.19,79.03,4.83,10.9,45.58,0.07,0.09,-0.04,0.59,2.68,0.83,0.38,3.6,E,2020
2299,e.kalungi,Western Niasland,0,0,1,0,Punctual Leopards,27,1992,17.04,36.44,41.27,88.26,819.12,229.82,8.13,8.73,93.98,20.95,21.97,95.74,7.0,9.91,70.0,0.06,-0.02,-0.01,-0.05,1.27,0.15,-0.1,1.61,E,2020
2300,f.nagasha,Nganion,1,0,1,0,Punctual Leopards,22,1996,4.16,33.3,40.91,81.03,829.84,234.45,8.56,9.59,89.73,14.96,16.8,88.38,9.77,14.03,69.07,0.07,0.01,-0.04,-0.04,2.21,0.0,0.0,0.44,E,2020
2301,g.sule,Nganion,0,1,1,0,Punctual Leopards,22,1997,0.94,28.99,42.17,68.4,494.37,169.92,12.26,17.71,68.87,14.37,17.83,81.36,1.02,5.6,20.1,0.08,0.06,0.08,0.07,2.17,-0.04,-0.02,1.06,E,2020
2302,k.sibanda,Eastern Sleboube,1,0,0,0,Punctual Leopards,29,1990,8.3,16.37,23.66,68.84,198.28,34.08,11.07,14.09,79.39,3.9,6.05,62.63,0.33,1.36,27.27,-0.03,0.14,0.02,0.57,1.01,0.27,0.0,0.77,E,2020
2303,e.walsh,Nganion,1,0,0,0,Punctual Leopards,21,1997,0.14,29.96,30.1,100.05,449.99,179.97,10.08,10.03,99.92,20.07,19.92,99.95,0.06,0.06,,0.03,-0.09,-0.02,0.06,0.03,9.98,-0.03,9.99,E,2020
2304,p.aydn,Nganion,1,0,0,0,Punctual Leopards,31,1987,36.15,27.55,35.42,77.73,437.95,84.07,14.88,17.85,84.03,8.52,10.68,80.89,2.46,3.53,68.48,-0.01,0.1,-0.07,1.44,1.93,1.27,0.08,2.7,E,2020
2305,o.atwine,Janmico,1,1,0,0,Punctual Leopards,25,1994,6.26,13.51,19.79,68.36,209.72,42.34,6.99,9.1,76.87,4.17,6.46,65.02,1.27,2.05,61.54,0.21,0.12,0.1,0.3,1.33,0.27,0.01,1.03,E,2020
2306,u.siziba,Mico,1,1,0,0,Punctual Leopards,24,1995,9.95,35.15,45.0,78.26,579.54,111.4,18.6,20.86,88.9,11.82,14.54,81.95,3.29,6.34,51.55,-0.09,-0.03,-0.12,0.9,2.22,0.8,0.13,1.95,E,2020
2307,s.ibraimo,Nganion,1,1,0,0,Punctual Leopards,23,1995,21.52,23.1,32.63,70.73,342.28,89.22,13.46,17.07,78.21,6.77,10.33,66.37,1.65,2.45,66.75,0.12,0.04,-0.06,0.87,1.73,0.85,0.11,2.53,E,2020
2308,s.sande,Nganion,1,1,0,0,Punctual Leopards,24,1994,1.01,14.06,22.99,60.94,205.0,91.03,8.95,13.96,64.27,5.03,5.08,99.9,-0.03,2.98,-0.01,0.03,0.26,-0.2,2.08,1.08,1.92,1.9,3.06,E,2020
2309,u.woo,Nganion,1,1,0,0,Punctual Leopards,32,1986,3.58,31.83,45.64,70.13,644.74,216.97,13.11,16.66,78.26,13.03,17.48,74.52,5.23,9.5,55.89,0.19,0.15,0.13,1.43,3.79,2.84,0.01,5.75,E,2020
2310,f.nasasira,Nganion,0,0,0,1,Punctual Leopards,32,1986,1.91,19.43,26.51,73.69,552.9,289.44,3.44,3.45,99.94,7.96,7.91,99.94,8.03,15.06,53.37,-0.09,-0.09,-0.06,-0.02,-0.08,0.07,0.04,0.02,E,2020
2311,l.antwi,Nganion,0,0,0,1,Punctual Leopards,22,1997,3.17,19.41,28.65,67.45,580.51,388.17,2.9,2.98,100.1,10.31,10.59,97.07,6.21,15.16,40.41,-0.05,-0.1,0.09,-0.06,0.07,-0.06,0.01,0.08,E,2020
2312,z.fabre,Nganion,0,0,0,1,Punctual Leopards,24,1995,32.86,18.63,30.19,62.08,644.54,420.97,3.28,3.26,99.12,7.0,7.15,97.06,8.34,19.45,42.72,0.04,0.05,0.04,0.05,0.22,0.07,-0.1,-0.01,E,2020
2313,r.ferretti,Coastpa Barleslands,0,1,0,0,Punctual Leopards,21,1997,6.65,35.45,39.49,90.28,611.47,141.5,16.04,17.5,90.74,14.16,15.48,91.21,4.16,4.85,87.6,0.13,0.1,0.03,0.68,2.94,0.21,0.02,2.93,E,2020
2314,m.delgado,Ledian,0,1,0,0,Punctual Leopards,24,1994,15.47,44.4,50.56,87.81,802.22,190.9,19.81,22.03,89.99,17.73,19.67,89.85,5.65,6.89,82.97,-0.07,0.01,-0.02,0.72,3.37,0.34,-0.05,3.9,E,2020
2315,p.susanto,Lefghau,0,1,0,0,Punctual Leopards,26,1993,23.5,48.33,55.96,86.31,822.53,189.17,23.43,26.04,89.89,18.26,20.02,91.4,5.2,7.11,73.26,-0.05,0.04,0.02,0.84,3.97,1.25,0.12,4.61,E,2020
2316,c.simi,Manlisgamncent,0,1,0,0,Punctual Leopards,27,1992,7.88,41.32,52.77,78.6,739.54,229.98,20.33,23.83,85.56,14.98,18.7,79.44,5.44,8.13,67.15,0.0,-0.01,0.09,0.28,3.85,0.9,0.07,4.44,E,2020
2317,d.abiria,Nganion,0,1,0,0,Punctual Leopards,20,1999,20.28,38.6,43.42,88.66,711.99,136.93,16.24,17.94,89.93,17.07,17.93,94.58,4.8,6.07,76.78,-0.04,-0.01,0.07,0.61,3.04,0.09,-0.06,1.88,E,2020
2318,c.kalua,Varijitri Isles,0,1,0,0,Punctual Leopards,25,1994,21.96,40.35,48.7,82.98,663.09,159.42,19.71,23.25,85.46,15.43,17.41,87.84,3.6,5.19,70.48,0.01,0.01,0.03,0.46,2.55,0.19,-0.04,2.2,E,2020
2319,f.akongo,Nganion,1,1,0,0,Punctual Leopards,17,2001,0.11,69.99,90.0,77.75,1270.05,360.04,39.91,50.01,79.99,19.98,19.94,99.97,9.96,19.98,49.92,0.06,-0.05,0.05,-0.05,-0.08,-0.06,-0.09,0.05,E,2020
2320,h.ziegler,Nganion,1,1,0,0,Punctual Leopards,22,1997,16.39,31.67,41.79,75.67,523.64,163.46,17.01,19.65,86.52,10.41,13.11,79.66,3.02,6.2,50.02,0.13,0.1,0.12,0.9,3.23,1.07,0.09,3.96,E,2020
2321,k.roger,Nganion,1,1,0,0,Punctual Leopards,25,1994,18.07,36.64,48.48,75.72,629.75,210.19,19.79,22.35,87.83,12.18,15.12,79.75,4.19,7.93,52.39,0.32,0.22,0.06,2.42,3.61,1.88,0.6,4.41,E,2020
2322,b.luki,Dosqaly,0,0,1,0,Running Bigfoots,20,1998,25.75,50.01,57.96,86.37,1048.26,327.46,14.78,16.05,92.06,26.75,29.02,92.19,8.37,12.04,69.25,-0.04,0.11,-0.03,0.1,2.86,0.02,0.03,2.63,E,2020
2323,w.ng,Greri Landmoslands,0,0,1,0,Running Bigfoots,30,1988,9.5,53.3,57.76,92.52,1118.59,323.17,15.32,16.26,94.76,29.3,30.07,97.56,8.44,10.93,76.77,0.07,0.03,0.09,0.06,2.41,-0.06,0.04,1.9,E,2020
2324,j.abdel,Lefghau,0,0,1,0,Running Bigfoots,26,1993,34.7,45.98,53.09,86.57,1068.94,337.36,11.53,12.4,93.69,23.66,25.47,92.92,10.45,14.76,70.87,-0.07,-0.07,-0.07,0.28,2.04,0.02,0.16,1.55,E,2020
2325,c.kasangaki,Nganion,0,0,1,0,Running Bigfoots,29,1989,8.55,55.15,68.8,80.16,979.84,401.53,24.36,27.31,88.92,24.67,29.27,84.58,5.3,10.09,51.63,-0.09,0.11,-0.1,0.78,3.54,1.02,0.38,4.34,E,2020
2326,c.navarro,Nganion,0,0,1,0,Running Bigfoots,33,1985,37.37,55.57,70.89,78.27,1040.38,332.86,24.32,27.29,88.91,23.9,29.19,81.38,6.73,11.48,58.73,0.15,0.14,-0.04,1.76,3.68,2.72,1.04,6.58,E,2020
2327,k.mpofu,Nganion,0,0,1,0,Running Bigfoots,22,1996,27.83,51.16,64.15,79.66,907.68,337.99,23.27,25.78,89.73,22.49,27.45,81.85,4.72,8.42,55.46,0.24,0.2,-0.03,1.51,3.06,1.38,0.7,4.21,E,2020
2328,x.nabukalu,Nganion,0,0,1,0,Running Bigfoots,27,1992,8.0,54.24,60.89,89.25,1240.41,326.06,13.36,14.5,91.47,28.54,30.35,94.61,12.12,15.49,78.89,0.04,-0.09,-0.05,0.2,2.0,-0.09,-0.03,1.48,E,2020
2329,a.bondarenko,Biarizea,1,0,0,0,Running Bigfoots,23,1995,13.87,25.06,32.67,76.77,390.75,91.78,13.78,16.03,86.01,8.32,10.27,81.17,1.91,3.8,52.71,0.15,0.1,-0.01,1.21,1.48,1.56,0.43,2.53,E,2020
2330,o.wong,Biarizea,1,0,0,0,Running Bigfoots,22,1997,8.78,11.71,17.75,65.65,177.01,25.63,6.97,8.82,80.42,3.48,5.94,57.63,1.11,1.62,60.03,-0.04,0.09,-0.03,0.39,0.53,0.2,0.06,0.73,E,2020
2331,u.yong,Byasier Pujan,1,0,0,0,Running Bigfoots,28,1990,22.92,17.06,23.78,71.5,246.01,39.83,9.76,12.88,75.84,5.36,7.61,71.27,0.9,1.42,66.77,0.01,0.04,-0.05,0.73,1.09,0.37,-0.03,1.45,E,2020
2332,n.khalil,Dastatesne,1,0,0,0,Running Bigfoots,27,1992,0.21,46.73,63.29,73.75,810.09,250.02,20.02,26.74,74.94,23.23,23.25,100.1,3.34,6.68,50.03,-0.07,0.03,0.02,0.03,0.06,10.05,-0.02,10.08,E,2020
2333,g.nadunga,Imaar Vircoand,1,0,0,0,Running Bigfoots,25,1994,30.52,23.97,31.91,74.81,379.54,92.73,13.51,15.67,86.23,6.94,9.16,75.85,2.36,3.97,57.82,0.07,0.14,-0.04,0.8,1.06,0.93,0.33,2.42,E,2020
2334,f.lubowa,Newgan Ruland,1,0,0,0,Running Bigfoots,31,1988,4.94,11.59,15.85,73.44,153.14,15.47,7.73,9.8,79.67,2.9,4.03,70.07,0.44,0.45,99.96,-0.06,0.11,-0.01,0.76,0.17,0.13,0.03,0.59,E,2020
2335,e.mwesigye,Nganion,1,0,0,0,Running Bigfoots,18,2001,0.66,34.21,40.02,85.74,404.31,81.39,24.32,24.3,100.1,5.63,5.64,100.04,0.08,4.33,0.05,0.06,0.02,-0.1,-0.01,1.34,-0.05,0.08,1.38,E,2020
2336,u.woo,Nganion,1,0,0,0,Running Bigfoots,32,1986,9.93,26.35,34.56,76.17,481.88,162.37,12.64,15.42,81.8,10.35,13.05,79.13,3.0,4.66,65.14,-0.06,0.04,-0.08,1.3,2.29,2.16,0.5,4.8,E,2020
2337,m.mubangizi,Greri Landmoslands,1,1,0,0,Running Bigfoots,23,1995,1.51,28.74,34.67,82.78,458.72,94.71,13.99,15.32,91.36,9.42,11.91,77.86,2.04,2.72,74.93,-0.06,-0.05,0.08,0.01,3.35,-0.03,0.03,2.03,E,2020
2338,i.murakami,Nganion,1,1,0,0,Running Bigfoots,20,1999,0.37,25.09,35.02,71.45,377.43,114.92,12.57,15.09,83.23,9.96,15.03,66.63,2.41,2.51,99.92,0.07,-0.06,-0.01,0.04,7.43,0.02,0.05,4.94,E,2020
2339,p.binibrahim,Nganion,1,1,0,0,Running Bigfoots,25,1993,8.79,33.84,44.85,75.36,604.73,174.75,16.87,19.68,85.93,12.05,15.18,80.26,4.4,7.67,57.63,0.1,0.17,-0.08,1.73,2.67,2.66,0.67,4.41,E,2020
2340,n.mucunguzi,Biarizea,0,0,0,1,Running Bigfoots,28,1991,5.53,23.09,30.83,74.74,761.35,484.72,3.54,3.47,99.93,10.45,10.44,99.95,9.19,17.2,54.4,0.08,-0.02,0.04,0.13,0.63,-0.03,0.08,-0.07,E,2020
2341,u.nishimura,Galamily,0,0,0,1,Running Bigfoots,30,1989,32.55,20.52,28.4,72.43,655.24,388.87,2.55,2.77,98.82,9.19,9.34,99.06,8.61,16.29,52.97,-0.02,-0.09,-0.09,0.08,0.17,-0.01,0.09,0.01,E,2020
2342,s.makela,Imaar Vircoand,0,1,0,0,Running Bigfoots,31,1988,27.53,70.98,86.29,82.22,1548.36,465.99,26.4,29.52,89.68,28.6,32.47,88.15,15.01,22.02,68.42,0.21,0.1,0.14,2.19,9.79,1.26,0.23,8.74,E,2020
2343,g.gentile,Lefghau,0,1,0,0,Running Bigfoots,32,1987,29.48,46.89,52.17,89.71,999.98,227.12,14.93,16.19,91.74,21.83,23.63,91.72,9.25,10.75,85.08,0.1,0.0,0.06,0.35,2.99,0.33,0.12,2.38,E,2020
2344,v.handayani,Nganion,0,1,0,0,Running Bigfoots,25,1994,25.06,60.0,69.83,85.61,1195.14,267.64,24.7,27.47,89.76,23.76,26.63,89.12,10.22,13.3,76.68,-0.02,0.13,0.01,1.38,5.57,1.0,0.52,4.84,E,2020
2345,i.carpentier,Rosvi,0,1,1,0,Running Bigfoots,27,1991,13.58,45.45,50.26,90.57,872.73,172.72,17.94,19.06,93.88,20.55,21.86,94.26,6.14,7.87,79.15,0.09,-0.02,-0.02,0.13,2.75,0.27,0.05,1.54,E,2020
2346,g.agustina,Imaar Vircoand,1,1,0,0,Running Bigfoots,30,1989,12.23,44.8,52.16,85.74,790.32,176.42,21.38,23.51,90.87,17.8,21.0,84.45,4.84,6.07,79.62,-0.06,-0.01,0.04,0.75,4.61,0.77,0.1,4.31,E,2020
2347,f.ngulube,Nganion,1,1,0,0,Running Bigfoots,24,1994,17.71,45.83,56.22,81.52,915.7,229.84,19.75,22.17,89.55,17.16,20.16,84.75,7.82,11.27,69.32,0.21,0.11,0.11,0.89,5.44,1.4,0.28,5.05,E,2020
2348,x.muzaki,Imaar Vircoand,0,0,1,0,Sassy Knights,32,1987,14.26,31.75,41.14,77.29,722.6,303.52,9.32,10.59,88.06,15.15,18.61,81.49,6.94,10.95,63.47,0.07,0.04,0.02,0.21,2.11,0.35,0.1,3.6,E,2020
2349,l.kimuli,Nathuacamana,0,0,1,0,Sassy Knights,21,1998,33.0,39.84,55.0,72.56,707.97,317.84,19.48,22.32,86.48,15.4,20.01,77.68,4.47,9.62,45.93,0.09,0.15,0.05,1.3,2.93,1.66,1.16,3.99,E,2020
2350,g.varma,Nganion,0,0,1,0,Sassy Knights,25,1994,31.01,27.75,37.35,74.27,661.6,256.31,6.56,7.85,82.79,14.49,17.47,82.2,6.68,11.6,58.33,0.05,-0.02,-0.11,0.16,2.59,0.18,-0.06,2.8,E,2020
2351,j.chan,Nganion,0,0,1,0,Sassy Knights,31,1988,7.99,27.59,34.26,80.42,654.19,240.96,6.69,7.3,93.08,14.34,15.89,89.77,6.5,10.59,60.72,0.1,-0.08,-0.08,0.31,1.23,0.15,-0.07,1.7,E,2020
2352,k.byakatonda,Nganion,0,0,1,0,Sassy Knights,27,1992,6.09,25.88,35.75,72.12,601.63,217.63,7.5,8.74,84.87,11.84,14.11,83.55,6.15,11.73,52.05,0.02,0.08,-0.07,0.16,1.82,0.0,0.07,2.28,E,2020
2353,q.alonso,Nganion,0,0,1,0,Sassy Knights,24,1995,25.89,34.51,47.96,72.29,670.28,288.23,14.69,17.35,84.44,15.1,19.46,77.69,4.59,9.56,47.34,-0.08,0.14,-0.03,0.75,2.68,1.34,0.57,3.84,E,2020
2354,t.nalugo,Nganion,0,0,1,0,Sassy Knights,30,1989,2.22,45.49,56.32,80.65,983.51,395.92,15.51,18.21,85.08,23.58,25.91,91.21,6.43,11.39,56.08,-0.04,0.05,0.0,0.42,4.57,1.4,0.35,5.83,E,2020
2355,a.bintizakaria,Zacia Lygia,0,0,1,0,Sassy Knights,30,1989,29.06,25.43,31.94,79.68,616.6,182.12,6.1,6.78,87.46,12.18,14.47,84.62,6.99,10.26,68.41,-0.01,-0.01,-0.07,0.12,1.16,0.22,-0.02,1.68,E,2020
2356,s.baig,Nganion,0,1,1,0,Sassy Knights,21,1997,5.29,32.34,49.16,65.61,552.76,225.98,14.88,17.77,83.64,14.04,19.99,70.13,2.76,8.56,31.89,0.07,0.13,0.01,0.83,2.0,0.63,0.41,2.31,E,2020
2357,f.rozman,Imaar Vircoand,1,0,0,0,Sassy Knights,25,1994,17.7,10.48,18.16,57.3,195.32,47.13,5.26,7.75,66.79,3.29,5.97,54.6,1.83,3.26,55.19,0.19,0.11,-0.02,1.16,1.22,0.64,0.17,1.64,E,2020
2358,k.benhamou,Nganion,1,0,0,0,Sassy Knights,24,1995,4.42,18.26,26.05,70.07,264.39,49.97,10.94,14.49,75.39,5.72,7.38,78.82,1.08,1.99,55.54,0.2,0.03,0.15,0.96,0.17,0.85,0.39,1.03,E,2020
2359,k.vogel,Nganion,1,0,0,0,Sassy Knights,31,1988,2.74,22.14,32.29,69.05,328.97,79.25,13.35,15.98,83.74,8.06,11.43,70.99,0.32,2.19,16.76,0.03,0.03,-0.17,1.18,2.59,1.13,-0.02,2.65,E,2020
2360,l.ibrahimovi,Nganion,1,0,0,0,Sassy Knights,24,1995,7.86,17.26,23.54,73.48,259.5,42.34,10.6,13.23,80.65,5.05,7.12,70.99,1.35,1.74,71.48,0.21,0.22,0.05,1.24,0.82,0.66,0.17,1.25,E,2020
2361,m.acola,Nganion,1,0,0,0,Sassy Knights,17,2001,0.15,50.04,50.03,99.94,850.1,379.95,30.05,30.02,100.08,9.91,10.07,99.95,10.07,10.01,100.01,0.01,-0.05,-0.08,0.02,10.05,0.01,0.07,-0.06,E,2020
2362,t.jiu,Nganion,1,0,0,0,Sassy Knights,32,1986,9.84,15.1,26.27,57.49,202.65,41.88,9.86,13.8,71.98,3.81,8.89,43.62,0.5,2.0,24.95,0.07,0.08,-0.17,0.87,0.61,0.32,-0.02,1.79,E,2020
2363,f.magaia,Nganion,1,1,0,0,Sassy Knights,21,1997,0.12,34.91,34.94,99.91,365.0,35.03,15.01,15.03,99.95,10.03,10.02,100.02,0.07,0.08,,-0.03,0.08,-0.1,-0.07,-0.08,0.03,-0.05,0.0,E,2020
2364,h.abe,Nganion,1,1,0,0,Sassy Knights,24,1995,8.78,14.75,20.25,72.91,237.37,54.02,8.03,10.77,75.48,4.32,5.54,79.16,1.87,2.54,72.75,0.11,-0.07,0.01,0.63,1.05,0.36,0.14,1.13,E,2020
2365,l.nakalembe,Nganion,1,1,0,0,Sassy Knights,31,1988,15.92,22.38,31.66,70.66,312.51,70.26,13.45,17.32,77.41,6.91,9.6,71.57,0.9,2.11,44.06,-0.01,0.18,-0.05,1.32,1.94,0.43,0.13,2.1,E,2020
2366,g.alali,Nganion,0,0,0,1,Sassy Knights,26,1993,18.35,15.94,33.22,47.75,731.61,572.33,0.91,1.2,85.65,3.51,3.74,95.77,11.22,28.24,39.83,-0.05,0.04,-0.04,0.01,0.96,0.09,-0.05,-0.03,E,2020
2367,i.kisitu,Nganion,0,0,0,1,Sassy Knights,23,1996,2.03,18.1,32.93,54.5,780.59,587.05,3.09,2.97,100.03,3.05,3.51,85.68,11.9,26.43,45.23,0.05,0.03,-0.03,-0.01,1.56,0.05,-0.03,-0.06,E,2020
2368,m.sseguya,Nganion,0,0,0,1,Sassy Knights,35,1984,17.6,15.27,29.74,51.23,675.47,511.56,1.06,1.05,100.05,3.42,3.44,98.39,10.63,25.28,42.68,0.08,0.09,-0.03,0.05,0.75,-0.01,0.06,-0.05,E,2020
2369,f.lukyamuzi,Nganion,0,1,0,0,Sassy Knights,31,1988,11.98,37.03,49.87,74.23,683.95,236.83,15.97,18.34,86.42,15.86,19.67,80.03,4.52,9.77,45.82,0.04,0.1,-0.06,1.17,4.55,0.6,0.08,4.35,E,2020
2370,j.kayendeke,Nganion,0,1,0,0,Sassy Knights,33,1986,25.74,28.36,39.09,72.69,539.21,168.63,11.59,14.48,80.46,12.21,15.85,77.33,4.17,6.97,60.75,-0.03,0.09,0.06,0.6,3.54,0.33,0.07,3.83,E,2020
2371,p.ngamita,Nganion,0,1,0,0,Sassy Knights,29,1990,12.92,44.99,59.65,75.42,1048.63,317.14,14.34,16.86,84.46,17.89,23.14,77.22,12.23,18.01,68.18,0.17,0.12,-0.02,0.53,6.37,0.74,0.24,6.22,E,2020
2372,y.arinitwe,Nganion,0,1,0,0,Sassy Knights,19,1999,0.1,40.06,50.04,79.92,440.01,110.03,39.91,39.98,100.03,0.06,9.93,-0.09,-0.04,0.01,,-0.01,-0.02,-0.08,0.04,0.07,-0.09,0.08,-0.01,E,2020
2373,j.potonik,Rosvi,0,1,0,0,Sassy Knights,27,1992,24.96,23.09,30.92,74.58,389.63,97.13,11.17,13.71,81.18,9.37,12.2,76.82,1.95,3.06,66.21,0.06,-0.04,-0.03,0.67,1.98,0.35,0.18,2.24,E,2020
2374,k.deng,Nganion,0,1,1,0,Sassy Knights,21,1998,16.69,30.4,39.54,76.77,644.76,154.57,10.56,12.3,85.9,13.15,16.22,80.72,6.0,9.42,64.55,-0.08,0.03,-0.05,0.49,2.17,0.34,0.13,2.5,E,2020
2375,c.said,Nganion,1,1,0,0,Sassy Knights,26,1993,6.07,23.29,28.88,80.25,332.96,91.59,14.97,17.2,87.42,6.11,7.82,78.69,1.3,1.87,72.75,-0.09,0.03,-0.03,0.46,1.77,0.87,-0.06,2.75,E,2020
2376,j.pradhan,Nganion,1,1,0,0,Sassy Knights,22,1997,3.55,17.76,25.3,69.76,275.93,77.12,9.08,10.66,86.45,7.06,9.43,75.9,0.48,3.11,18.22,0.38,0.22,-0.07,0.87,0.61,1.8,0.23,3.62,E,2020
2377,r.tumusiime,Nganion,1,1,0,0,Sassy Knights,30,1989,30.27,24.0,36.92,64.5,459.87,167.34,10.45,13.27,78.69,8.99,12.75,70.22,3.87,8.61,43.93,0.17,0.19,0.13,1.42,2.44,1.31,0.52,3.87,E,2020
2378,v.phung,Nganion,1,1,0,0,Sassy Knights,26,1993,24.39,29.63,42.01,70.42,563.82,185.59,13.77,16.79,81.86,10.27,13.66,75.25,4.97,9.56,51.41,0.01,0.11,-0.06,1.97,2.57,1.34,0.51,3.61,E,2020
2379,i.leibowitz,Imaar Vircoand,0,0,1,0,Screaming Ramblers,25,1993,13.35,25.66,32.08,79.98,614.7,235.83,6.35,6.83,91.37,13.15,14.98,87.84,6.05,9.85,62.38,-0.02,-0.01,-0.07,0.33,1.92,0.16,0.04,2.49,E,2020
2380,k.asadi,Lefghau,0,0,1,0,Screaming Ramblers,25,1993,23.61,28.25,35.59,79.53,706.47,243.49,6.67,7.41,88.09,13.45,15.15,88.81,8.16,12.48,65.74,0.07,0.03,0.0,0.14,1.22,-0.02,-0.07,1.29,E,2020
2381,a.oconnor,Nganion,0,0,1,0,Screaming Ramblers,17,2002,0.97,17.94,30.0,59.94,326.06,135.09,10.04,16.09,62.5,6.07,7.99,75.05,1.95,4.94,40.06,0.08,-0.02,-0.01,-0.03,1.9,-0.04,0.01,1.09,E,2020
2382,b.binder,Nganion,0,0,1,0,Screaming Ramblers,29,1990,21.15,30.49,40.25,75.84,575.33,225.48,12.53,14.36,86.58,13.84,17.28,80.68,3.43,6.92,48.5,-0.09,-0.07,0.07,0.16,2.12,0.07,-0.05,2.4,E,2020
2383,e.miyamoto,Nganion,0,0,1,0,Screaming Ramblers,21,1997,2.56,16.42,22.75,72.83,393.06,154.62,5.02,5.83,86.78,6.5,9.29,70.79,4.25,6.82,61.16,0.06,0.0,-0.08,-0.08,0.4,-0.02,-0.06,0.69,E,2020
2384,g.magaya,Nganion,0,0,1,0,Screaming Ramblers,23,1996,23.28,31.07,43.44,71.25,542.01,260.41,14.13,16.45,85.48,13.58,17.55,76.9,2.91,7.45,40.69,0.05,-0.04,-0.09,0.51,1.55,0.53,0.26,2.67,E,2020
2385,o.gatti,Nganion,0,0,1,0,Screaming Ramblers,22,1997,9.56,26.64,37.34,71.26,488.89,261.26,10.7,12.49,87.31,12.87,16.84,76.3,2.71,6.92,39.41,-0.04,0.12,-0.06,0.57,2.51,0.65,0.17,4.03,E,2020
2386,s.kule,Nganion,0,0,1,0,Screaming Ramblers,23,1995,29.62,31.52,44.3,71.28,585.61,298.69,13.58,15.41,87.38,14.02,18.92,74.54,3.4,8.41,41.09,0.03,0.04,0.0,0.42,2.99,0.52,0.27,3.21,E,2020
2387,t.haim,Nganion,0,0,1,0,Screaming Ramblers,29,1989,29.47,26.11,34.78,75.32,685.43,302.61,5.3,6.11,86.83,12.76,14.51,87.11,7.76,13.43,57.95,0.13,0.07,0.0,0.33,2.33,0.17,-0.04,1.85,E,2020
2388,o.bosnjak,Northern Namemo Laand,0,0,1,0,Screaming Ramblers,25,1994,0.98,7.07,11.1,63.67,122.08,49.0,3.01,3.9,74.93,3.95,4.97,80.0,0.01,1.0,-0.07,0.09,0.09,-0.03,-0.09,-0.06,-0.1,-0.02,-0.06,E,2020
2389,q.amanya,Hazi Kimar,1,0,0,0,Screaming Ramblers,21,1998,0.21,15.05,24.96,59.99,189.99,9.97,10.03,15.03,66.76,4.92,10.03,50.03,0.02,0.07,,-0.06,-0.02,0.09,0.02,0.04,-0.03,0.05,0.03,E,2020
2390,h.namwase,Nganion,1,0,0,0,Screaming Ramblers,29,1990,30.89,17.59,32.17,54.43,277.57,76.21,10.11,16.79,60.51,4.79,10.17,47.68,1.8,3.44,53.82,0.08,0.14,0.01,0.4,2.49,0.45,0.15,2.5,E,2020
2391,s.nyathi,Nganion,1,0,0,0,Screaming Ramblers,30,1988,27.68,16.22,25.45,63.41,301.51,99.96,7.08,9.62,74.48,6.14,8.27,73.16,2.23,6.02,37.04,0.26,0.16,0.06,2.21,1.08,1.0,0.09,2.29,E,2020
2392,d.mugisa,Xikong,1,0,1,0,Screaming Ramblers,27,1992,1.01,20.07,31.88,62.98,318.18,97.25,12.67,14.44,87.57,5.43,9.02,60.09,1.83,4.56,39.92,0.02,-0.03,0.07,0.96,2.64,1.9,-0.05,3.69,E,2020
2393,c.ismail,Nganion,0,0,0,1,Screaming Ramblers,22,1996,2.94,14.27,27.77,51.74,660.06,540.23,2.36,2.42,99.94,3.7,3.77,99.92,8.33,21.77,38.46,-0.06,-0.06,-0.05,0.08,0.4,-0.09,-0.03,0.04,E,2020
2394,f.dauda,Nganion,0,0,0,1,Screaming Ramblers,33,1986,8.8,13.96,27.0,51.32,743.67,628.95,1.34,1.22,100.0,1.86,2.0,100.03,10.63,23.7,45.05,-0.09,0.09,0.06,0.01,1.23,0.13,-0.06,-0.01,E,2020
2395,m.ategeka,Nganion,0,0,0,1,Screaming Ramblers,27,1992,26.24,17.91,31.06,57.92,810.09,625.25,1.51,1.5,94.94,3.77,3.99,91.58,12.9,25.34,50.23,-0.08,0.01,0.0,-0.01,0.5,0.0,-0.04,-0.05,E,2020
2396,i.suleman,Central Badad,0,1,0,0,Screaming Ramblers,19,2000,1.67,19.34,22.37,86.72,271.75,55.36,10.6,12.32,85.78,6.43,7.08,91.63,0.54,0.62,99.98,0.0,0.04,0.05,0.07,1.16,-0.04,0.04,0.6,E,2020
