,Player,Nation,FW,MF,DF,GK,Squad,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,League,Year
2158,d.huda,Nganion,0,0,1,0,Mad Kingsmen,29,1990,4.88,0.18,1.22,0.15,16.6,1.16,0.21,0.14,0.94,22.36,0.08,0.09,0.0,0.14,0.06,0.1,0.12,0.17,E,2020
2159,n.quinn,Nganion,0,0,1,0,Mad Kingsmen,23,1995,3.71,0.09,0.56,-0.04,0.05,0.58,-0.05,-0.03,,18.3,-0.02,0.06,0.05,0.0,0.04,0.15,-0.12,-0.03,E,2020
2160,r.morin,Nganion,0,0,1,0,Mad Kingsmen,27,1992,30.46,0.1,0.59,0.31,45.09,0.73,0.38,0.0,0.02,19.38,0.05,0.07,-0.03,0.05,0.02,0.22,0.01,-0.06,E,2020
2161,y.sen,Dosqaly,1,0,0,0,Mad Kingsmen,31,1987,34.98,0.56,3.34,1.58,45.84,3.28,1.64,0.12,0.28,14.61,-0.03,0.14,0.1,0.4,0.3,0.21,0.11,0.02,E,2020
2162,s.costa,Lefghau,1,0,0,0,Mad Kingsmen,18,2001,11.3,0.24,1.33,0.67,49.98,1.31,0.71,0.18,0.2,11.52,0.04,0.08,0.06,0.31,0.17,0.1,0.03,0.01,E,2020
2163,j.atuhairwe,Morticre,1,0,0,0,Mad Kingsmen,25,1993,0.47,1.92,9.92,3.95,40.0,10.03,3.91,0.21,0.48,11.59,-0.07,0.02,0.07,0.92,1.09,0.05,1.05,1.0,E,2020
2164,c.neri,Nganion,1,0,0,0,Mad Kingsmen,23,1996,3.77,0.71,2.52,1.26,55.51,2.45,1.43,0.33,0.5,15.34,0.32,-0.1,0.08,0.37,0.44,0.22,0.45,0.39,E,2020
2165,f.claes,Rosvi,1,0,0,0,Mad Kingsmen,21,1997,4.73,0.37,2.5,0.61,25.05,2.54,0.64,0.12,0.69,12.49,0.09,-0.08,0.0,0.51,0.51,0.09,-0.09,0.06,E,2020
2166,q.ariko,Djipines,1,1,0,0,Mad Kingsmen,30,1989,12.19,0.18,2.76,1.01,38.21,2.9,1.15,0.14,0.1,17.38,0.24,0.07,-0.02,0.37,0.23,0.16,-0.18,-0.13,E,2020
2167,m.knezevi,Lefghau,1,1,0,0,Mad Kingsmen,19,2000,15.11,0.23,2.48,1.12,40.99,2.49,1.03,0.01,0.19,14.34,0.03,-0.02,0.0,0.19,0.19,0.09,-0.04,-0.03,E,2020
2168,d.ocokoru,Nganion,1,1,0,0,Mad Kingsmen,27,1992,13.12,0.0,1.72,0.99,56.43,1.83,0.94,0.03,0.04,17.84,0.15,0.01,0.02,0.09,0.09,-0.02,-0.02,-0.05,E,2020
2169,p.villa,Nganion,1,1,0,0,Mad Kingsmen,19,1999,0.69,-0.06,4.38,2.78,66.69,4.24,2.72,-0.05,-0.03,15.48,-0.02,-0.09,0.03,0.5,0.49,0.13,-0.49,-0.48,E,2020
2170,n.utami,Southern Ristan,1,1,0,0,Mad Kingsmen,28,1991,12.07,0.12,1.58,1.25,73.69,1.5,1.07,-0.05,0.08,16.35,-0.03,-0.05,-0.01,0.23,0.11,0.07,-0.09,-0.16,E,2020
2171,n.kyohirwe,Dosqaly,0,0,0,1,Mad Kingsmen,26,1993,3.99,0.02,-0.01,-0.04,,-0.02,0.08,,,,-0.01,-0.05,0.0,0.06,-0.04,,-0.06,0.02,E,2020
2172,y.ruggiero,Southern Ristan,0,0,0,1,Mad Kingsmen,27,1992,33.92,-0.06,0.01,-0.05,99.91,-0.04,0.09,0.02,0.09,7.04,-0.07,0.01,-0.06,-0.09,0.06,0.02,0.02,0.09,E,2020
2173,y.nagudi,Esia,0,1,0,0,Mad Kingsmen,29,1990,29.47,0.13,1.99,0.62,31.68,1.86,0.61,-0.02,0.16,22.49,0.01,-0.08,0.04,0.09,0.09,0.03,-0.04,0.02,E,2020
2174,t.cortez,Janmico,0,1,0,0,Mad Kingsmen,21,1998,21.11,0.13,1.01,0.58,47.71,1.05,0.43,0.12,0.21,21.28,-0.1,0.06,-0.1,0.01,0.12,0.13,0.02,-0.05,E,2020
2175,e.okurut,Lefghau,0,1,0,0,Mad Kingsmen,27,1992,34.4,0.2,1.22,0.41,27.33,1.35,0.43,0.18,0.38,21.33,0.14,0.07,-0.08,0.0,0.1,0.1,0.03,0.06,E,2020
2176,c.nangobi,Manlisgamncent,0,1,0,0,Mad Kingsmen,33,1985,22.21,0.22,1.39,0.6,43.22,1.42,0.67,0.17,0.19,21.62,-0.01,-0.1,-0.08,0.02,0.14,0.09,0.08,-0.02,E,2020
2177,n.namwanje,Western Niasland,0,1,0,0,Mad Kingsmen,28,1991,4.64,0.28,1.86,0.3,11.18,1.95,0.17,0.14,0.93,17.03,0.15,-0.09,0.06,0.2,0.14,0.19,0.02,0.06,E,2020
2178,g.yunusa,Nganion,1,1,0,0,Mad Kingsmen,28,1991,9.38,0.16,1.08,0.33,29.97,1.14,0.32,0.25,0.64,17.12,-0.04,-0.08,-0.07,0.07,0.04,0.19,0.05,0.18,E,2020
2179,u.kazloski,Ingre,0,0,1,0,Mighty Jimmies,24,1995,0.97,0.03,0.09,-0.03,,0.01,0.07,,,,0.01,-0.08,0.05,-0.05,-0.05,,0.06,-0.02,E,2020
2180,a.ndawula,Ledian,0,0,1,0,Mighty Jimmies,23,1995,35.36,0.04,0.4,0.16,21.31,0.45,0.03,-0.05,0.02,22.26,0.09,0.0,-0.03,-0.06,-0.06,0.07,-0.01,0.01,E,2020
2181,m.mulondo,Nancipenuaroe,0,0,1,0,Mighty Jimmies,25,1994,1.24,-0.07,0.8,0.06,0.06,0.85,-0.01,-0.09,,17.45,-0.04,0.03,0.02,0.18,0.1,0.03,0.01,0.0,E,2020
2182,t.ssekyanzi,Nancipenuaroe,0,0,1,0,Mighty Jimmies,22,1996,20.13,0.09,0.65,0.11,14.35,0.69,0.1,0.17,0.47,29.81,0.03,-0.03,0.06,0.1,0.08,0.06,-0.04,0.04,E,2020
2183,c.akidi,Nganion,0,0,1,0,Mighty Jimmies,22,1997,15.12,0.01,1.01,0.09,6.21,1.11,-0.03,-0.1,-0.06,25.51,-0.01,-0.01,-0.02,0.01,0.05,0.1,0.05,-0.13,E,2020
2184,d.agyeman,Nganion,0,0,1,0,Mighty Jimmies,28,1991,19.67,-0.01,0.72,0.06,13.29,0.8,0.2,0.09,0.05,19.88,-0.01,0.08,0.02,0.09,0.0,-0.02,-0.12,-0.1,E,2020
2185,i.murakami,Nganion,0,0,1,0,Mighty Jimmies,20,1999,16.53,0.12,0.41,0.09,33.29,0.28,0.12,0.2,0.51,23.87,-0.05,0.03,0.02,0.01,0.05,0.12,0.1,0.01,E,2020
2186,o.heng,Nganion,0,0,1,0,Mighty Jimmies,15,2004,0.01,-0.07,-0.1,0.06,,-0.07,0.1,,,,0.01,0.01,-0.02,-0.06,-0.06,,-0.1,-0.07,E,2020
2187,q.rosenberg,Nganion,0,0,1,0,Mighty Jimmies,27,1991,30.71,0.02,0.45,0.13,14.23,0.54,0.03,0.09,0.51,10.51,-0.03,0.03,-0.07,0.15,0.12,0.11,-0.07,-0.01,E,2020
2188,t.mutero,Nganion,0,0,1,0,Mighty Jimmies,37,1982,5.27,-0.03,0.83,0.09,-0.05,0.79,0.05,-0.01,,13.01,0.07,0.02,-0.03,0.09,-0.01,-0.02,-0.11,-0.1,E,2020
2189,c.wanyama,Rosvi,0,0,1,0,Mighty Jimmies,27,1991,9.08,0.02,0.05,0.04,99.95,0.2,0.12,0.04,0.06,12.19,-0.01,-0.05,-0.03,-0.05,0.05,0.01,0.09,0.08,E,2020
2190,b.yang,Manlisgamncent,1,0,0,0,Mighty Jimmies,28,1991,30.75,0.47,1.71,0.64,37.0,1.69,0.71,0.22,0.64,11.96,0.09,-0.02,0.09,0.28,0.32,0.07,0.16,0.12,E,2020
2191,l.costa,Imaar Vircoand,1,1,0,0,Mighty Jimmies,31,1988,2.27,-0.05,2.09,0.07,-0.07,2.22,-0.03,0.08,,12.05,-0.01,0.08,-0.06,0.16,0.13,0.16,-0.29,-0.13,E,2020
2192,u.okidi,Nganion,1,1,0,0,Mighty Jimmies,26,1992,1.22,-0.04,0.02,0.0,,-0.05,0.0,,,,-0.02,-0.06,0.05,0.03,0.02,,-0.08,-0.01,E,2020
2193,y.hodzi,Nganion,1,1,0,0,Mighty Jimmies,26,1992,3.13,0.01,2.9,1.21,44.49,2.9,1.27,0.04,0.09,16.33,-0.05,-0.04,0.3,0.53,0.1,0.07,-0.41,-0.28,E,2020
2194,g.nakasi,Western Niasland,1,1,0,0,Mighty Jimmies,20,1999,16.58,0.38,2.78,0.95,31.19,2.66,0.87,0.05,0.39,16.13,0.07,-0.03,0.06,0.24,0.22,0.03,0.07,0.08,E,2020
2195,c.edema,Nganion,0,0,0,1,Mighty Jimmies,34,1985,36.06,0.04,-0.03,0.04,,0.08,0.05,,,,0.03,0.0,0.02,-0.01,-0.04,,-0.03,-0.07,E,2020
2196,e.asienzo,Nganion,0,0,0,1,Mighty Jimmies,23,1996,0.99,0.05,0.0,-0.09,,0.0,0.0,,,,-0.02,0.03,0.06,-0.07,-0.01,,-0.07,0.05,E,2020
2197,t.namuddu,Nganion,0,0,0,1,Mighty Jimmies,31,1987,1.09,-0.09,-0.04,-0.08,,0.1,0.08,,,,-0.07,-0.02,0.03,0.07,-0.06,,0.06,0.03,E,2020
2198,j.purba,Eastern Niasland,0,1,0,0,Mighty Jimmies,26,1992,3.71,0.0,2.61,1.1,39.98,2.78,1.16,-0.05,-0.02,19.72,-0.05,-0.09,-0.03,0.19,0.27,0.04,-0.2,-0.16,E,2020
2199,a.aubert,Imaar Vircoand,0,1,0,0,Mighty Jimmies,14,2004,0.06,-0.07,-0.04,-0.08,,-0.03,0.02,,,,0.03,-0.05,0.0,-0.04,-0.01,,-0.01,0.01,E,2020
2200,k.nandera,Landli Blicporlip,0,1,0,0,Mighty Jimmies,30,1989,0.03,-0.08,-0.04,0.01,,0.07,-0.05,,,,0.08,-0.09,0.06,-0.01,0.04,,0.04,0.09,E,2020
2201,m.madsen,Nancipenuaroe,0,1,0,0,Mighty Jimmies,23,1996,32.32,-0.08,0.46,0.06,13.23,0.37,-0.02,0.07,-0.05,22.91,0.07,0.05,-0.06,0.08,-0.04,0.01,0.0,-0.01,E,2020
2202,a.said,Nganion,0,1,0,0,Mighty Jimmies,32,1987,1.31,0.07,-0.02,0.08,,0.07,0.06,,,,0.09,-0.04,-0.02,0.06,-0.02,,0.07,0.07,E,2020
2203,c.jao,Nganion,0,1,0,0,Mighty Jimmies,27,1991,1.75,0.01,0.52,0.51,99.98,0.66,0.51,0.06,0.09,8.95,-0.05,0.0,-0.03,0.0,0.04,0.1,-0.03,-0.08,E,2020
2204,j.bauri,Nganion,0,1,0,0,Mighty Jimmies,35,1984,28.46,0.15,1.17,0.39,35.45,1.19,0.34,0.13,0.27,25.81,0.41,0.13,0.02,0.06,0.01,-0.02,0.12,0.01,E,2020
2205,y.raut,Nganion,0,1,0,0,Mighty Jimmies,23,1996,18.71,-0.05,0.41,0.18,37.46,0.51,0.15,0.03,0.06,20.2,-0.06,-0.07,-0.04,0.05,0.07,0.1,0.01,-0.03,E,2020
2206,e.rossetti,Central Diasongo,1,1,0,0,Mighty Jimmies,28,1990,24.27,0.09,1.59,0.3,21.11,1.63,0.3,0.02,0.17,17.58,0.07,0.03,0.04,0.19,0.21,0.01,-0.03,-0.08,E,2020
2207,x.kyosimire,Dosqaly,1,1,0,0,Mighty Jimmies,28,1991,0.96,-0.09,1.12,-0.08,0.03,1.02,-0.02,-0.1,,33.95,1.04,-0.02,-0.01,0.09,0.04,-0.02,-0.02,0.1,E,2020
2208,t.mendes,Lylimi,1,1,0,0,Mighty Jimmies,18,2001,25.76,0.16,2.13,0.95,46.21,2.09,0.92,0.06,0.09,19.77,0.28,-0.02,0.07,0.11,0.2,0.03,0.13,0.02,E,2020
2209,b.chau,Nganion,1,1,0,0,Mighty Jimmies,31,1988,33.72,0.07,1.45,0.37,21.16,1.5,0.38,0.02,0.37,20.17,0.01,-0.05,0.01,0.2,0.06,0.03,-0.03,0.1,E,2020
2210,n.brouwer,Nganion,1,1,0,0,Mighty Jimmies,30,1988,0.46,-0.01,2.6,2.44,99.92,2.43,2.53,0.07,0.02,20.28,-0.08,-0.01,-0.09,-0.02,-0.02,-0.04,0.02,0.06,E,2020
2211,f.taruvinga,Greri Landmoslands,0,0,1,0,Orange Giants,27,1992,23.22,0.0,0.56,0.16,33.33,0.48,0.11,0.0,0.31,9.33,-0.04,0.04,-0.08,0.02,0.08,0.15,0.07,0.0,E,2020
2212,i.beh,Greri Landmoslands,0,0,1,0,Orange Giants,24,1995,4.8,-0.09,0.03,-0.08,,0.02,-0.02,,,,0.0,0.01,-0.09,0.0,-0.01,,0.0,-0.02,E,2020
2213,s.nansamba,Imaar Vircoand,0,0,1,0,Orange Giants,27,1992,12.44,0.17,0.2,0.03,49.9,0.15,0.16,0.42,0.99,9.43,0.06,-0.08,0.06,0.06,0.07,0.39,-0.08,-0.03,E,2020
2214,a.hudak,Nganion,0,0,1,0,Orange Giants,28,1990,19.76,0.21,0.41,0.32,62.54,0.35,0.26,0.35,0.65,16.77,-0.07,-0.07,0.06,0.14,-0.02,0.21,0.06,0.13,E,2020
2215,a.tio,Nganion,0,0,1,0,Orange Giants,32,1987,22.37,0.0,0.66,0.16,14.35,0.65,0.06,0.11,0.48,24.78,0.1,0.07,-0.07,0.03,0.13,-0.05,0.09,0.02,E,2020
2216,c.lunyolo,Nganion,0,0,1,0,Orange Giants,23,1996,16.08,0.01,0.47,-0.02,14.38,0.43,0.04,-0.06,-0.09,26.32,0.08,0.01,0.06,-0.05,-0.03,0.11,0.04,-0.09,E,2020
2217,h.gumisiriza,Nganion,0,0,1,0,Orange Giants,29,1989,26.16,-0.06,0.95,0.33,29.17,0.98,0.37,-0.02,0.07,29.05,0.24,0.05,0.09,0.0,-0.07,-0.04,0.07,-0.04,E,2020
2218,u.businge,Nganion,0,0,1,0,Orange Giants,26,1992,10.36,0.07,0.43,0.28,40.0,0.39,0.13,0.07,-0.07,21.36,0.0,-0.03,0.07,-0.06,-0.07,-0.02,0.01,0.02,E,2020
2219,u.ilves,Nganion,0,0,1,0,Orange Giants,34,1984,5.09,0.22,0.82,0.33,50.09,0.73,0.4,0.26,0.45,7.52,0.02,-0.07,0.07,0.05,0.0,0.09,0.11,0.26,E,2020
2220,k.akullo,Imaar Vircoand,0,1,1,0,Orange Giants,31,1988,17.77,0.17,0.75,0.24,30.83,0.77,0.19,0.09,0.35,17.98,0.03,0.12,0.09,0.15,0.18,0.11,-0.05,-0.12,E,2020
2221,f.adriko,Lefghau,1,0,0,0,Orange Giants,35,1984,14.41,0.51,1.63,0.7,39.09,1.59,0.65,0.13,0.6,14.14,0.06,0.12,0.07,0.36,0.11,0.07,0.03,0.15,E,2020
2222,f.jee,Nganion,1,0,0,0,Orange Giants,29,1990,5.32,-0.02,1.69,0.27,11.15,1.61,0.26,0.06,0.06,18.23,-0.07,0.04,0.07,0.14,0.17,-0.01,-0.04,-0.2,E,2020
2223,r.nuwagaba,Nganion,1,0,0,0,Orange Giants,29,1989,19.67,0.19,2.93,0.9,31.7,2.85,0.84,0.11,0.21,13.02,-0.03,0.02,0.06,0.41,0.32,0.03,-0.09,-0.07,E,2020
2224,t.sommer,Nganion,1,0,0,0,Orange Giants,29,1990,20.78,0.07,1.39,0.24,20.02,1.51,0.38,0.02,0.2,10.22,-0.09,0.0,0.02,0.07,0.12,0.01,-0.02,-0.07,E,2020
2225,l.sakurai,Nganion,0,0,0,1,Orange Giants,30,1988,2.99,-0.06,0.1,0.01,,-0.01,-0.01,,,,0.08,-0.08,0.01,-0.04,-0.09,,0.02,0.02,E,2020
2226,m.murmu,Rosvi,0,0,0,1,Orange Giants,27,1992,34.98,0.08,0.12,0.03,100.06,0.11,0.1,-0.01,-0.08,7.01,-0.07,0.01,0.01,0.01,0.08,0.46,-0.11,0.08,E,2020
2227,a.kuloba,Coastpa Barleslands,0,1,0,0,Orange Giants,33,1986,24.99,-0.02,1.14,0.23,26.83,1.03,0.2,0.07,0.22,22.45,0.08,-0.09,-0.03,0.12,0.02,0.1,-0.06,0.06,E,2020
2228,m.wandera,Imaar Vircoand,0,1,0,0,Orange Giants,26,1993,18.62,0.1,1.27,0.2,21.65,1.24,0.32,0.08,-0.07,14.27,-0.1,0.02,0.08,0.02,0.09,-0.02,-0.12,-0.04,E,2020
2229,j.kyasimire,Janmico,0,1,0,0,Orange Giants,25,1993,9.69,-0.01,0.76,0.34,42.95,0.76,0.31,0.07,0.06,26.7,0.27,-0.1,-0.03,0.08,0.0,-0.03,0.01,-0.08,E,2020
2230,e.aisah,Nganion,0,1,0,0,Orange Giants,22,1997,0.02,0.0,0.04,0.07,,0.04,-0.01,,,,0.08,-0.07,0.03,-0.04,0.09,,-0.09,0.1,E,2020
2231,f.nakacwa,Nganion,0,1,0,0,Orange Giants,20,1999,0.28,-0.07,3.31,-0.05,-0.01,3.01,-0.04,0.05,,10.72,0.0,-0.03,-0.07,-0.01,-0.01,-0.02,0.08,0.09,E,2020
2232,m.khatun,Nganion,0,1,0,0,Orange Giants,22,1996,25.68,0.14,1.32,0.64,48.51,1.23,0.68,0.15,0.23,24.08,-0.06,0.13,-0.02,0.03,0.14,0.07,0.11,0.14,E,2020
2233,p.farina,Nganion,0,1,1,0,Orange Giants,27,1992,12.63,-0.03,0.3,-0.07,0.1,0.35,0.0,0.04,,19.76,0.0,-0.04,0.02,0.08,0.09,0.03,-0.05,0.0,E,2020
2234,x.sung,Lylimi,1,1,0,0,Orange Giants,31,1988,21.84,0.17,1.83,0.46,28.83,1.67,0.43,-0.04,0.17,19.62,-0.04,0.07,-0.01,0.23,0.18,0.19,-0.03,0.0,E,2020
2235,n.niwagaba,Nganion,1,1,0,0,Orange Giants,32,1986,21.14,0.14,1.86,0.63,36.75,1.87,0.71,0.03,-0.02,20.05,0.18,-0.06,0.09,0.21,0.23,0.18,-0.08,-0.17,E,2020
2236,v.nakiyemba,Northern Namemo Laand,1,1,0,0,Orange Giants,33,1986,26.66,0.38,1.53,0.65,42.12,1.34,0.54,0.05,0.26,18.77,0.06,0.12,0.16,0.22,0.16,0.14,0.02,0.1,E,2020
2237,g.katumba,Biarizea,0,0,1,0,Plane Janes,25,1993,2.07,0.08,0.59,0.06,-0.04,0.51,-0.05,-0.02,,13.1,-0.03,-0.02,0.04,0.06,0.05,0.08,-0.02,-0.13,E,2020
2238,c.ibrahim,Imaar Vircoand,0,0,1,0,Plane Janes,28,1991,5.09,-0.09,0.52,-0.08,0.09,0.52,0.09,-0.08,,26.73,0.04,0.01,-0.09,0.03,0.0,-0.07,-0.09,0.08,E,2020
2239,d.akia,Nganion,0,0,1,0,Plane Janes,27,1992,16.29,-0.05,0.64,0.12,33.27,0.53,0.12,-0.04,0.08,18.63,-0.07,0.04,0.09,0.09,0.13,0.12,-0.03,-0.11,E,2020
2240,d.pal,Nganion,0,0,1,0,Plane Janes,28,1990,21.89,0.0,0.71,0.05,7.06,0.71,0.07,0.07,-0.06,17.42,0.07,0.05,0.01,-0.01,-0.05,0.06,-0.06,-0.08,E,2020
2241,h.nakafeero,Nganion,0,0,1,0,Plane Janes,28,1991,21.13,0.09,0.38,0.19,49.93,0.32,0.1,0.37,0.74,15.49,-0.09,0.08,0.0,0.02,-0.03,0.26,-0.01,0.13,E,2020
2242,l.tino,Nganion,0,0,1,0,Plane Janes,22,1996,17.42,0.06,0.1,0.01,33.37,0.08,0.01,0.01,0.0,21.91,0.05,0.03,-0.05,0.04,0.07,0.11,-0.05,0.0,E,2020
2243,n.andama,Nganion,0,0,1,0,Plane Janes,33,1985,35.91,0.01,0.4,0.06,28.52,0.3,0.08,0.02,0.26,10.56,0.01,0.06,0.07,-0.05,-0.04,0.14,-0.06,-0.08,E,2020
2244,z.hribar,Nganion,0,0,1,0,Plane Janes,22,1997,32.98,0.13,0.24,0.07,22.26,0.32,0.08,0.19,0.91,7.68,0.01,-0.08,0.04,0.03,0.02,0.06,0.07,0.03,E,2020
2245,f.got,Central Namemo Laand,1,0,0,0,Plane Janes,26,1992,10.94,0.49,3.47,1.67,46.23,3.45,1.71,0.13,0.36,13.33,-0.05,0.05,0.05,0.71,0.68,0.1,-0.09,-0.11,E,2020
2246,s.wahab,Nganion,1,0,0,0,Plane Janes,18,2000,0.91,1.17,1.2,1.18,99.93,1.14,1.15,0.9,1.05,17.05,-0.01,0.03,-0.05,0.28,0.41,0.31,0.77,0.83,E,2020
2247,q.hamalainen,Rarita,1,0,0,0,Plane Janes,25,1993,10.3,0.37,2.4,0.75,32.06,2.52,0.73,0.1,0.55,16.31,0.12,-0.08,-0.07,0.26,0.25,0.14,0.12,0.03,E,2020
2248,g.musoke,Nganion,1,1,0,0,Plane Janes,21,1997,9.84,0.28,5.03,1.9,36.79,4.88,1.77,0.1,0.02,24.64,0.92,0.01,0.04,0.22,0.21,0.08,0.05,-0.1,E,2020
2249,j.chou,Nganion,1,1,0,0,Plane Janes,27,1992,30.45,0.68,2.89,1.01,37.59,2.88,1.1,0.13,0.44,13.87,0.04,0.05,0.04,0.37,0.41,0.21,0.16,0.18,E,2020
2250,j.munguambe,Nganion,1,1,0,0,Plane Janes,25,1994,25.89,0.14,1.45,0.49,37.7,1.48,0.45,0.17,0.33,21.0,0.13,0.03,-0.07,0.22,0.09,0.08,0.09,0.11,E,2020
2251,s.kofi,Western Niasland,1,1,0,0,Plane Janes,32,1986,7.7,0.27,2.28,0.86,35.32,2.26,0.86,0.17,0.33,13.64,-0.02,0.01,0.03,0.36,0.44,0.14,-0.21,-0.12,E,2020
2252,g.leung,Nganion,0,0,0,1,Plane Janes,30,1989,34.08,-0.06,-0.08,-0.07,,0.06,-0.05,,,,0.0,-0.1,0.0,-0.01,-0.05,,0.0,0.0,E,2020
2253,j.martin,Nganion,0,0,0,1,Plane Janes,32,1986,3.93,0.03,-0.09,0.1,,-0.03,0.08,,,,0.09,-0.01,0.03,-0.08,0.06,,-0.05,0.09,E,2020
2254,g.namugere,Central Namemo Laand,0,1,0,0,Plane Janes,23,1995,28.77,0.02,1.07,0.35,27.7,1.08,0.29,-0.02,0.22,20.88,-0.03,-0.09,0.0,0.03,0.18,0.09,-0.03,-0.03,E,2020
2255,g.barisi,Nganion,0,1,0,0,Plane Janes,34,1984,27.27,0.33,1.49,0.48,35.92,1.52,0.46,0.04,0.2,23.91,0.08,0.21,0.31,0.41,0.01,-0.03,0.08,0.06,E,2020
2256,k.larsson,Nganion,0,1,0,0,Plane Janes,27,1991,17.19,0.2,1.34,0.49,37.52,1.31,0.55,0.05,0.08,22.16,0.22,0.01,0.11,0.07,0.12,0.11,-0.09,-0.12,E,2020
2257,l.abdullah,Nganion,0,1,0,0,Plane Janes,31,1988,29.31,0.08,0.73,0.19,15.78,0.61,0.07,0.06,0.3,14.39,-0.06,0.07,0.0,0.11,0.0,0.14,-0.07,0.01,E,2020
2258,q.shemesh,Nganion,0,1,0,0,Plane Janes,35,1984,2.85,-0.03,0.4,0.32,99.92,0.3,0.39,0.04,0.02,6.4,-0.1,0.03,0.05,-0.01,-0.01,0.03,-0.03,-0.12,E,2020
2259,r.lokiru,Nganion,0,1,0,0,Plane Janes,18,2001,0.15,0.02,-0.1,-0.01,,-0.03,0.02,,,,0.09,0.09,-0.08,0.08,0.08,,0.0,-0.02,E,2020
2260,q.lavyan,Nganion,1,1,0,0,Plane Janes,20,1999,2.89,-0.07,0.09,-0.02,,0.09,0.06,,,,0.02,0.02,-0.01,-0.1,-0.06,,-0.06,0.02,E,2020
2261,g.mlakar,Republic of Denand Landsa,1,1,0,0,Plane Janes,20,1999,22.82,0.13,2.28,0.48,21.91,2.27,0.55,-0.01,0.28,17.81,-0.01,0.03,0.06,0.16,0.23,0.11,-0.07,0.01,E,2020
2262,v.salim,Janmico,0,0,1,0,Polar Kangaroos,24,1995,19.57,0.04,0.58,0.13,18.18,0.65,0.14,0.08,-0.1,11.18,-0.06,0.07,0.04,-0.03,0.08,0.01,0.05,0.0,E,2020
2263,v.akoli,Lefghau,0,0,1,0,Polar Kangaroos,21,1998,26.59,0.05,0.55,0.2,18.71,0.67,0.15,0.03,0.29,22.64,-0.06,0.07,-0.07,0.11,-0.04,-0.02,-0.05,0.0,E,2020
2264,v.quay,Lefghau,0,0,1,0,Polar Kangaroos,30,1989,23.31,0.04,0.88,0.12,24.9,0.84,0.28,0.12,0.1,10.76,0.0,0.07,0.09,0.09,0.14,0.08,-0.02,-0.03,E,2020
2265,g.kintu,Manlisgamncent,0,0,1,0,Polar Kangaroos,27,1992,4.05,-0.03,0.04,-0.05,,0.0,-0.09,,,,-0.06,0.02,-0.01,0.01,-0.04,,0.06,-0.05,E,2020
2266,l.wambi,Nganion,0,0,1,0,Polar Kangaroos,18,2000,3.7,-0.07,0.07,0.02,,-0.05,0.07,,,,-0.07,0.06,0.07,-0.08,-0.06,,-0.05,0.04,E,2020
2267,n.muzenda,Nganion,0,0,1,0,Polar Kangaroos,24,1995,13.59,-0.06,0.14,0.25,66.63,0.18,0.11,0.05,0.09,28.13,0.07,0.07,0.05,0.02,-0.01,0.14,0.02,0.05,E,2020
2268,h.nakagolo,Pahon,0,0,1,0,Polar Kangaroos,28,1991,21.99,0.1,0.09,0.15,49.91,0.03,0.13,0.04,-0.04,12.94,-0.01,-0.06,0.01,0.03,-0.07,0.16,-0.03,-0.07,E,2020
2269,a.kamusiime,People's Land of Maneau,0,0,1,0,Polar Kangaroos,28,1990,22.04,0.08,0.19,0.0,0.07,0.15,0.02,0.1,,22.27,0.14,-0.08,-0.09,0.08,0.07,-0.04,-0.1,0.07,E,2020
2270,l.kavi,Western Niasland,0,0,1,0,Polar Kangaroos,27,1992,12.04,0.06,0.47,0.13,33.26,0.57,0.18,0.02,-0.03,19.84,0.06,-0.02,0.07,-0.02,0.0,0.08,0.02,0.02,E,2020
2271,b.lindberg,Rosvi,1,0,1,0,Polar Kangaroos,21,1997,0.19,0.07,9.96,-0.02,0.01,14.98,-0.1,-0.07,,8.53,0.01,-0.09,0.02,0.93,1.04,0.04,-1.03,-0.97,E,2020
2272,g.owusu,Nganion,1,0,0,0,Polar Kangaroos,26,1992,23.39,0.45,2.84,1.18,42.28,2.7,1.12,0.23,0.36,12.02,0.07,0.05,0.1,0.52,0.44,0.13,-0.12,-0.05,E,2020
2273,k.mirza,Nganion,1,0,0,0,Polar Kangaroos,18,2001,0.24,0.0,-0.09,-0.09,,0.09,-0.08,,,,-0.02,0.07,-0.08,0.08,-0.03,,0.01,0.01,E,2020
2274,r.baidoo,Nganion,1,0,0,0,Polar Kangaroos,22,1997,0.04,-0.04,10.02,-0.01,0.05,11.32,-0.03,-0.09,,5.96,-0.09,-0.08,-0.04,1.05,0.97,0.16,-1.0,-0.99,E,2020
2275,v.hou,Nganion,1,0,0,0,Polar Kangaroos,17,2002,0.08,-0.09,-0.06,0.07,,0.03,0.01,,,,-0.09,0.08,-0.03,0.06,0.05,,0.04,-0.03,E,2020
2276,x.mubiru,Nganion,1,0,0,0,Polar Kangaroos,30,1988,15.01,0.38,2.25,0.53,24.18,2.25,0.59,0.11,0.45,11.43,0.01,0.04,0.28,0.47,0.36,0.15,-0.2,-0.02,E,2020
