,Player,Salary0,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9
4012,d.nabbosa,13390000,13416000,13483000,13472000,13481000,13608000,13610000,13608000,13680000,13747000
4013,q.yadav,36813000,36858000,36888000,36903000,36923000,36938000,37025000,37069000,37099000,37077000
4014,o.mapfumo,27003000,27072000,27077000,27186000,27318000,27322000,27410000,27419000,27404000,27442000
4015,s.kisakye,29049000,29209000,29184000,29308000,29340000,29428000,29521000,29500000,29571000,29602000
4016,x.pavlovi,16836000,16862000,16868000,16908000,16964000,17001000,17002000,17037000,17061000,17205000
4017,g.jumbe,14825000,14848000,14914000,14939000,14974000,15118000,15188000,15297000,15277000,15296000
4018,v.kayira,13976000,14024000,14023000,14119000,14203000,14336000,14300000,14326000,14356000,14390000
4019,q.hamalainen,16057000,16112000,16208000,16284000,16303000,16262000,16306000,16375000,16480000,16494000
4020,f.yan,21090000,21167000,21193000,21183000,21268000,21311000,21461000,21429000,21573000,21556000
4021,e.bah,2945000,2980000,3132000,3169000,3138000,3204000,3317000,3375000,3436000,3401000
4022,l.malinga,22036000,22098000,22152000,22271000,22340000,22345000,22386000,22428000,22477000,22521000
4023,i.permana,22513000,22527000,22641000,22632000,22662000,22835000,22811000,22901000,22996000,22970000
4024,f.nabunya,29718000,29800000,29893000,29959000,30027000,30174000,30244000,30321000,30317000,30428000
4025,m.zhou,24034000,24066000,24043000,24205000,24316000,24251000,24326000,24345000,24373000,24497000
4026,j.nabadda,14245000,14331000,14386000,14490000,14503000,14537000,14653000,14714000,14813000,14872000
4027,l.adri,21754000,21758000,21876000,21933000,21931000,22041000,22070000,22163000,22236000,22224000
4028,o.lakot,21694000,21697000,21813000,21761000,21880000,21908000,21921000,21964000,22012000,22061000
4029,i.reilly,23600000,23608000,23662000,23678000,23695000,23756000,23833000,23851000,23884000,23949000
4030,r.amadu,29695000,29766000,29737000,29823000,29848000,29995000,29983000,30082000,30166000,30120000
4031,z.braun,19924000,20005000,19963000,19953000,20039000,20154000,20228000,20193000,20276000,20387000
4032,a.yusuf,23820000,23898000,23909000,24036000,24142000,24112000,24141000,24219000,24230000,24194000
4033,b.nakiyemba,8150000,8233000,8348000,8292000,8448000,8463000,8487000,8607000,8609000,8749000
4034,q.sithole,29920000,29917000,29947000,30047000,30198000,30268000,30300000,30245000,30304000,30276000
4035,r.sari,23613000,23551000,23565000,23628000,23726000,23756000,23868000,23901000,23978000,24036000
4036,t.dietrich,34925000,35017000,35081000,35168000,35256000,35280000,35330000,35369000,35409000,35424000
4037,n.nanziri,21452000,21447000,21599000,21636000,21664000,21678000,21766000,21781000,21866000,21835000
4038,p.be,26611000,26754000,26743000,26843000,26818000,26929000,27018000,27037000,27099000,27096000
4039,a.nantege,30185000,30156000,30186000,30351000,30410000,30534000,30573000,30537000,30627000,30750000
4040,n.suryani,14429000,14490000,14528000,14519000,14633000,14608000,14649000,14685000,14759000,14798000
4041,g.gaby,22541000,22567000,22645000,22724000,22766000,22743000,22798000,22867000,22901000,22922000
4042,f.mawa,26831000,26911000,26927000,27006000,27012000,27138000,27169000,27164000,27320000,27291000
4043,w.okeke,17921000,17966000,17993000,18123000,18134000,18216000,18356000,18414000,18509000,18459000
4044,m.nakkazi,1812000,1824000,1852000,1922000,2061000,2113000,2170000,2208000,2313000,2337000
4045,e.lam,28133000,28197000,28206000,28298000,28360000,28427000,28496000,28440000,28498000,28619000
4046,c.wee,18335000,18270000,18359000,18340000,18364000,18436000,18394000,18490000,18513000,18624000
4047,c.chow,14106000,14167000,14198000,14293000,14250000,14298000,14306000,14277000,14384000,14434000
4048,d.wahyudi,27780000,27779000,27828000,27912000,27893000,27953000,28008000,28023000,28125000,28124000
4049,s.achen,27730000,27744000,27797000,27824000,27942000,28011000,28016000,28027000,28055000,28199000
4050,l.msowoya,24603000,24604000,24742000,24753000,24847000,24917000,24930000,25066000,25048000,25164000
4051,i.muchenje,13784000,13864000,13933000,13941000,13980000,13959000,14046000,14025000,14074000,14218000
4052,g.foong,14014000,14022000,14182000,14209000,14164000,14262000,14299000,14361000,14453000,14504000
4053,i.lew,22010000,22000000,22113000,22138000,22213000,22259000,22310000,22407000,22481000,22497000
4054,k.lawino,24375000,24364000,24450000,24493000,24642000,24672000,24667000,24750000,24677000,24740000
4055,p.takahashi,14690000,14739000,14771000,14866000,14851000,14939000,14973000,14990000,15148000,15173000
4056,o.lombardi,31106000,31206000,31278000,31272000,31379000,31518000,31498000,31628000,31705000,31697000
4057,i.kyakimwa,37959000,38042000,38157000,38135000,38175000,38291000,38357000,38353000,38350000,38462000
4058,f.blanco,12309000,12418000,12446000,12484000,12515000,12648000,12677000,12733000,12858000,12862000
4059,q.addo,19388000,19330000,19443000,19444000,19518000,19481000,19583000,19558000,19645000,19675000
4060,z.uy,18980000,19052000,19076000,19220000,19229000,19209000,19325000,19369000,19414000,19456000
4061,g.onencan,30015000,30085000,30101000,30179000,30175000,30280000,30363000,30394000,30494000,30518000
4062,d.steiner,36626000,36742000,36791000,36848000,36877000,36933000,36951000,37087000,37104000,37132000
4063,g.golob,35568000,35509000,35605000,35653000,35636000,35690000,35788000,35894000,35968000,36021000
4064,m.dufour,29610000,29625000,29746000,29911000,29972000,30007000,30016000,30100000,30106000,30169000
4065,n.kiss,27930000,27952000,28097000,28036000,28112000,28216000,28211000,28274000,28382000,28448000
4066,u.masarweh,24965000,24995000,25047000,25049000,25111000,25160000,25141000,25176000,25213000,25271000
4067,x.asiku,38463000,38444000,38431000,38545000,38593000,38603000,38713000,38737000,38868000,38910000
4068,e.byekwaso,20664000,20670000,20742000,20820000,20865000,20899000,20979000,21056000,21085000,21110000
4069,a.soltani,32370000,32419000,32334000,32425000,32450000,32457000,32508000,32577000,32575000,32663000
4070,h.jaber,12205000,12262000,12285000,12277000,12331000,12348000,12453000,12429000,12507000,12613000
4071,h.nagy,24369000,24515000,24438000,24577000,24616000,24687000,24684000,24718000,24743000,24802000
4072,a.blanchard,30091000,30174000,30245000,30353000,30450000,30387000,30557000,30546000,30537000,30577000
4073,u.rees,19350000,19338000,19437000,19507000,19624000,19672000,19778000,19750000,19882000,19853000
4074,c.ntale,21892000,21858000,21926000,21922000,21999000,22117000,22200000,22231000,22286000,22306000
4075,i.dehghani,26601000,26648000,26738000,26774000,26839000,26892000,26901000,26912000,26947000,26962000
4076,m.almalki,34400000,34440000,34478000,34580000,34624000,34699000,34728000,34762000,34878000,34920000
4077,x.lunyolo,39598000,39586000,39590000,39601000,39730000,39739000,39768000,39892000,39901000,39935000
4078,c.mari,12090000,12144000,12145000,12164000,12188000,12257000,12330000,12380000,12475000,12568000
4079,i.bitton,17220000,17352000,17295000,17443000,17398000,17522000,17521000,17499000,17489000,17549000
4080,g.moradi,21478000,21617000,21661000,21745000,21769000,21852000,21900000,21999000,22028000,22095000
4081,u.tweheyo,13374000,13385000,13421000,13520000,13541000,13583000,13629000,13741000,13838000,13868000
4082,r.kirya,17907000,17939000,18035000,18003000,18082000,18217000,18271000,18287000,18331000,18356000
4083,v.kiggundu,26626000,26717000,26825000,26880000,26920000,27078000,27045000,27135000,27192000,27298000
4084,f.dutta,13662000,13703000,13752000,13759000,13864000,13863000,13881000,13986000,13974000,14082000
4085,e.nambafu,38231000,38346000,38383000,38418000,38488000,38575000,38613000,38671000,38762000,38791000
4086,c.richard,32120000,32202000,32252000,32361000,32359000,32473000,32497000,32472000,32525000,32643000
4087,h.musiime,16852000,16944000,16913000,17025000,17044000,17004000,17021000,17187000,17149000,17288000
4088,m.ebong,31615000,31722000,31746000,31832000,31772000,31850000,31864000,31931000,32011000,32093000
4089,v.okongo,32580000,32654000,32777000,32707000,32808000,32842000,32890000,32899000,33021000,33052000
4090,i.nakato,29264000,29394000,29480000,29574000,29608000,29751000,29748000,29868000,29821000,29946000
4091,m.lunkuse,25590000,25720000,25790000,25865000,25953000,25911000,25982000,26063000,26107000,26128000
4092,x.phiri,31815000,31863000,31904000,31959000,31990000,32009000,32087000,32178000,32207000,32266000
4093,s.kyobutungi,28512000,28514000,28579000,28598000,28670000,28711000,28763000,28885000,29008000,29042000
4094,x.kurnia,30961000,30988000,31013000,31080000,31164000,31171000,31169000,31116000,31174000,31329000
4095,s.phillips,21320000,21367000,21470000,21491000,21591000,21594000,21701000,21736000,21773000,21822000
4096,a.berisha,9914000,9940000,10014000,10039000,10065000,10051000,10117000,10220000,10299000,10285000
4097,i.ozturk,24002000,24110000,24201000,24259000,24319000,24338000,24397000,24463000,24501000,24588000
4098,i.ssentongo,31280000,31282000,31384000,31409000,31434000,31454000,31508000,31546000,31584000,31640000
4099,y.iwasaki,22479000,22466000,22542000,22629000,22664000,22777000,22919000,22995000,22999000,23107000
4100,m.piotrowski,15391000,15469000,15554000,15653000,15626000,15664000,15725000,15829000,15934000,15925000
4101,m.ssemwanga,20775000,20839000,20924000,21011000,20995000,21013000,21081000,21096000,21159000,21243000
4102,z.matsui,25217000,25208000,25284000,25416000,25414000,25442000,25441000,25461000,25536000,25577000
4103,f.quansah,18444000,18402000,18423000,18575000,18659000,18667000,18716000,18758000,18779000,18825000
4104,m.colombo,33465000,33574000,33649000,33648000,33768000,33806000,33880000,33882000,33997000,34024000
4105,m.ebong,20809000,20856000,20790000,20915000,20930000,21019000,21086000,21098000,21126000,21124000
4106,l.jung,12901000,13019000,13024000,13131000,13196000,13262000,13361000,13387000,13396000,13522000
4107,s.feldman,12649000,12659000,12757000,12785000,12911000,12926000,12905000,13043000,13129000,13187000
4108,w.meiyr,21069000,21203000,21213000,21270000,21197000,21279000,21358000,21380000,21394000,21459000
4109,e.orishaba,24340000,24338000,24312000,24391000,24371000,24472000,24591000,24566000,24597000,24620000
4110,g.waswa,17464000,17440000,17499000,17582000,17656000,17709000,17767000,17875000,17915000,18039000
4111,q.demir,21657000,21659000,21756000,21816000,21870000,21998000,22073000,22095000,22083000,22157000
4112,x.seidu,30758000,30845000,30924000,30981000,30959000,31028000,31044000,31193000,31196000,31329000
4113,g.antonio,22565000,22620000,22684000,22758000,22812000,22948000,22962000,23051000,23044000,23027000
4114,k.ntege,4807000,4759000,4831000,4939000,4970000,5026000,4996000,5110000,5167000,5200000
4115,j.muianga,19039000,19046000,19148000,19170000,19193000,19279000,19263000,19273000,19374000,19503000
4116,l.kaur,29263000,29369000,29435000,29473000,29452000,29547000,29562000,29592000,29739000,29791000
4117,a.guo,25747000,25752000,25800000,25920000,25910000,26039000,26015000,26068000,26118000,26183000
4118,m.kakaire,27370000,27457000,27543000,27556000,27621000,27638000,27691000,27705000,27826000,27876000
4119,u.kyoshabire,24351000,24450000,24465000,24520000,24550000,24621000,24702000,24737000,24784000,24778000
4120,b.klemeni,16253000,16365000,16324000,16368000,16474000,16511000,16492000,16548000,16588000,16670000
4121,b.mangwiro,30184000,30270000,30274000,30391000,30478000,30475000,30598000,30630000,30618000,30708000
4122,l.mitchell,22959000,23023000,23112000,23123000,23144000,23256000,23264000,23382000,23402000,23470000
4123,v.inoue,11871000,11963000,12039000,12136000,12237000,12263000,12320000,12441000,12438000,12514000
4124,n.quinn,16941000,17031000,17069000,17136000,17128000,17186000,17290000,17331000,17438000,17535000
4125,z.nassolo,14518000,14542000,14569000,14652000,14668000,14782000,14794000,14804000,14841000,14844000
4126,m.schwartz,24266000,24315000,24418000,24467000,24442000,24613000,24617000,24721000,24726000,24764000
4127,k.yousef,17489000,17515000,17601000,17638000,17700000,17764000,17772000,17834000,17897000,17897000
4128,d.mirembe,32151000,32179000,32290000,32221000,32296000,32344000,32365000,32452000,32455000,32563000
4129,j.desmet,19441000,19507000,19553000,19586000,19666000,19626000,19718000,19826000,19866000,19898000
4130,i.vandijkvandyk,30976000,31072000,31047000,31063000,31158000,31185000,31205000,31226000,31236000,31393000
4131,s.ylmaz,16263000,16255000,16311000,16456000,16477000,16483000,16577000,16586000,16622000,16646000
4132,b.mpofu,25678000,25717000,25803000,25851000,25891000,25944000,25982000,25974000,26029000,26049000
4133,m.sakai,17889000,17965000,17953000,18000000,18074000,18027000,18048000,18111000,18108000,18260000
4134,i.low,12132000,12224000,12230000,12257000,12317000,12393000,12427000,12519000,12588000,12598000
4135,y.nartey,6140000,6163000,6255000,6358000,6433000,6439000,6427000,6568000,6669000,6713000
4136,r.kato,19363000,19381000,19526000,19499000,19614000,19735000,19731000,19748000,19835000,19907000
4137,a.lucas,23233000,23326000,23324000,23376000,23499000,23473000,23601000,23604000,23735000,23747000
4138,b.harahap,18468000,18477000,18537000,18570000,18598000,18725000,18792000,18846000,18946000,19078000
4139,u.oola,23852000,24005000,23990000,24083000,24169000,24214000,24270000,24321000,24382000,24318000
4140,j.halvorsen,14606000,14700000,14734000,14830000,14817000,14840000,14933000,15099000,15117000,15145000
4141,t.astuti,14801000,14877000,14986000,14982000,14944000,15105000,15077000,15135000,15236000,15194000
4142,x.durand,24614000,24648000,24670000,24740000,24855000,24852000,24865000,25029000,24962000,25106000
4143,i.aidoo,14955000,15009000,15061000,15058000,15010000,15046000,15042000,15129000,15080000,15211000
4144,g.nisha,20989000,21052000,21179000,21273000,21403000,21456000,21471000,21512000,21556000,21634000
4145,w.damico,23850000,23946000,23906000,24038000,24034000,24171000,24201000,24317000,24292000,24351000
4146,o.nairuba,37528000,37620000,37708000,37658000,37700000,37834000,37864000,37918000,37951000,38046000
4147,g.ochwo,5317000,5355000,5380000,5427000,5516000,5589000,5670000,5743000,5675000,5810000
4148,o.kyomukama,30623000,30702000,30720000,30778000,30788000,30868000,30864000,30950000,30889000,31014000
4149,f.mutandwa,16862000,16869000,16814000,16896000,16968000,17008000,17091000,17111000,17154000,17269000
4150,w.longwe,14265000,14263000,14319000,14416000,14506000,14512000,14586000,14662000,14700000,14833000
4151,k.marufu,5819000,5852000,5894000,5945000,5927000,6001000,6006000,5961000,6106000,6120000
4152,s.nadunga,29128000,29181000,29300000,29383000,29430000,29551000,29590000,29641000,29785000,29853000
4153,f.asare,20381000,20405000,20471000,20472000,20626000,20633000,20757000,20748000,20803000,20867000
4154,r.magaya,21753000,21794000,21912000,21922000,21901000,21994000,22055000,22182000,22208000,22226000
4155,h.marroquin,24259000,24267000,24264000,24323000,24399000,24466000,24465000,24516000,24492000,24497000
4156,d.amongi,17225000,17392000,17441000,17402000,17537000,17607000,17656000,17707000,17746000,17838000
4157,j.namale,26303000,26336000,26422000,26488000,26560000,26536000,26599000,26676000,26651000,26635000
4158,y.romano,24441000,24483000,24561000,24632000,24674000,24719000,24778000,24941000,24881000,24994000
4159,u.duval,25735000,25788000,25892000,25873000,25939000,26031000,26039000,26131000,26192000,26296000
4160,k.nasution,32096000,32088000,32150000,32177000,32241000,32367000,32321000,32355000,32447000,32473000
4161,u.den,12290000,12328000,12359000,12391000,12518000,12552000,12566000,12634000,12687000,12697000
4162,g.muleya,6624000,6728000,6769000,6893000,6895000,6932000,6975000,6940000,7037000,7085000
4163,j.matsui,14750000,14753000,14820000,14864000,14910000,14963000,14944000,15046000,15054000,15145000
4164,t.obong,29372000,29367000,29471000,29536000,29566000,29617000,29721000,29770000,29830000,29801000
4165,y.hahn,34552000,34701000,34653000,34698000,34814000,34875000,34851000,34933000,35014000,35084000
4166,u.ndagire,8084000,8040000,8108000,8191000,8220000,8306000,8313000,8299000,8434000,8473000
4167,f.nakimuli,11852000,11942000,11967000,12047000,12002000,12075000,12123000,12229000,12241000,12318000
4168,i.kyalisiima,24652000,24672000,24782000,24791000,24811000,24810000,24792000,24872000,24899000,24985000
4169,f.schmitt,9443000,9468000,9423000,9588000,9590000,9677000,9771000,9850000,9850000,9867000
4170,q.ow,26837000,26905000,26975000,26961000,27034000,27093000,27141000,27224000,27262000,27302000
4171,c.taban,12847000,12829000,12940000,12937000,13030000,12994000,13147000,13186000,13267000,13275000
4172,c.asadi,27059000,27015000,27151000,27169000,27288000,27227000,27249000,27318000,27365000,27401000
4173,m.muhindo,24695000,24764000,24737000,24784000,24781000,24923000,24991000,25035000,25150000,25249000
4174,b.jalali,21112000,21179000,21144000,21200000,21236000,21309000,21373000,21391000,21435000,21575000
4175,y.turyahabwe,6715000,6862000,6896000,6937000,7065000,7005000,7081000,7105000,7178000,7239000
4176,a.aceng,11295000,11241000,11340000,11327000,11417000,11446000,11505000,11601000,11651000,11723000
4177,c.namugga,28913000,28979000,29040000,29085000,29150000,29131000,29296000,29327000,29334000,29412000
4178,h.weber,10895000,10964000,11035000,11074000,11083000,11129000,11249000,11293000,11293000,11356000
4179,o.sanchez,23903000,23896000,23931000,23967000,24127000,24184000,24226000,24260000,24330000,24425000
4180,a.alghamdi,15965000,15978000,15970000,16005000,15993000,16075000,16149000,16145000,16253000,16260000
4181,l.oroma,9307000,9409000,9481000,9475000,9550000,9642000,9572000,9675000,9773000,9769000
4182,z.moller,13467000,13635000,13657000,13645000,13741000,13783000,13763000,13885000,13894000,13996000
4183,j.okullo,21938000,22055000,22082000,22071000,22117000,22168000,22262000,22330000,22337000,22447000
4184,p.nyondo,9225000,9257000,9265000,9392000,9385000,9440000,9490000,9469000,9570000,9665000
4185,b.acio,30194000,30244000,30328000,30473000,30481000,30525000,30540000,30573000,30612000,30727000
4186,b.hadzi,17988000,18014000,18119000,18168000,18176000,18224000,18216000,18217000,18298000,18287000
4187,t.sarkar,15839000,15866000,15955000,15990000,15965000,16067000,16026000,16136000,16165000,16231000
4188,f.kinnunen,32749000,32762000,32864000,32899000,32869000,32920000,33017000,33110000,33176000,33296000
4189,a.mwesigwa,29935000,29896000,29941000,29986000,30079000,30105000,30077000,30191000,30199000,30224000
4190,b.razaee,29130000,29131000,29162000,29209000,29142000,29186000,29296000,29329000,29405000,29409000
4191,i.ly,5540000,5629000,5720000,5820000,5758000,5789000,5831000,5762000,5786000,5884000
4192,z.mayr,32901000,33036000,33038000,33082000,33089000,33151000,33175000,33342000,33311000,33343000
4193,q.virtanen,34125000,34239000,34264000,34256000,34278000,34359000,34419000,34395000,34510000,34466000
4194,h.driscoll,16207000,16332000,16378000,16451000,16449000,16528000,16515000,16542000,16636000,16676000
4195,b.shimada,24752000,24884000,24941000,24937000,24950000,24944000,25052000,25106000,25128000,25201000
4196,c.nakajima,14207000,14372000,14402000,14428000,14424000,14474000,14535000,14529000,14651000,14796000
4197,p.wan,31016000,31079000,31120000,31218000,31155000,31191000,31213000,31348000,31412000,31427000
4198,g.kaya,16012000,16059000,16121000,16222000,16225000,16299000,16273000,16411000,16479000,16447000
4199,u.colin,32997000,33014000,33106000,33068000,33084000,33203000,33210000,33287000,33320000,33390000
4200,l.rahimi,39621000,39686000,39768000,39775000,39830000,39872000,39943000,39960000,39953000,40051000
4201,g.obrien,4291000,4333000,4365000,4406000,4551000,4588000,4594000,4658000,4764000,4779000
4202,c.nambooze,24849000,24905000,25085000,25148000,25152000,25170000,25255000,25258000,25315000,25340000
4203,b.muhanguzi,15842000,15929000,16003000,16004000,16074000,16077000,16199000,16270000,16231000,16307000
4204,u.tkachenko,24526000,24569000,24550000,24617000,24693000,24727000,24821000,24769000,24844000,24960000
4205,x.namuyanja,24333000,24391000,24358000,24418000,24523000,24561000,24610000,24620000,24645000,24664000
4206,v.namayanja,15835000,15867000,15922000,15954000,16020000,16026000,16108000,16178000,16256000,16299000
4207,i.bintiomar,27557000,27662000,27683000,27861000,27893000,27979000,28068000,28047000,28086000,28087000
4208,a.chelimo,10374000,10391000,10520000,10613000,10574000,10647000,10612000,10676000,10730000,10704000
4209,w.aubert,25803000,25935000,26032000,26114000,26107000,26202000,26242000,26332000,26378000,26456000
4210,t.hermawan,33474000,33494000,33594000,33670000,33617000,33652000,33673000,33732000,33747000,33879000
4211,u.adjei,15473000,15465000,15560000,15661000,15649000,15730000,15727000,15802000,15945000,15927000
4212,h.marroquin,7962000,7998000,8110000,8178000,8287000,8298000,8284000,8339000,8297000,8339000
4213,s.onencan,29589000,29557000,29645000,29638000,29672000,29740000,29733000,29809000,29757000,29840000
4214,h.yong,25193000,25220000,25194000,25235000,25325000,25309000,25292000,25368000,25362000,25427000
4215,e.hor,33072000,33090000,33166000,33215000,33305000,33384000,33467000,33427000,33460000,33572000
4216,y.thungu,23645000,23681000,23763000,23783000,23852000,23843000,23834000,23955000,24081000,24065000
4217,q.gunther,29816000,29824000,29853000,29927000,29994000,30090000,30138000,30121000,30195000,30206000
4218,x.natamba,17850000,17846000,17922000,18042000,18082000,18162000,18172000,18201000,18195000,18187000
4219,k.jakobsson,11245000,11300000,11411000,11367000,11439000,11476000,11549000,11649000,11595000,11663000
4220,x.james,21972000,21996000,22127000,22088000,22235000,22290000,22356000,22468000,22511000,22567000
4221,m.bonnet,25161000,25237000,25277000,25296000,25318000,25417000,25420000,25600000,25597000,25603000
4222,z.mayr,28156000,28204000,28197000,28274000,28340000,28412000,28489000,28545000,28647000,28651000
4223,e.tushemereirwe,27980000,27997000,28028000,28113000,28135000,28221000,28316000,28343000,28346000,28359000
4224,a.bagonza,25064000,25157000,25215000,25319000,25426000,25533000,25542000,25582000,25707000,25738000
4225,a.mucunguzi,33721000,33828000,33784000,33879000,33871000,34025000,34055000,34122000,34093000,34149000
4226,i.thungu,33000000,33168000,33154000,33194000,33204000,33322000,33337000,33417000,33409000,33428000
4227,r.zamani,27193000,27286000,27441000,27433000,27539000,27604000,27641000,27632000,27655000,27628000
4228,i.diallo,4389000,4452000,4459000,4563000,4617000,4673000,4804000,4765000,4911000,4917000
4229,c.fuentes,15564000,15661000,15675000,15743000,15781000,15860000,15864000,15820000,15936000,15919000
4230,w.zarei,20495000,20603000,20598000,20658000,20790000,20825000,20891000,20924000,20946000,20990000
4231,z.eshun,23717000,23750000,23791000,23892000,23839000,23905000,23990000,24016000,23972000,24087000
4232,w.isah,28371000,28498000,28498000,28515000,28520000,28527000,28579000,28600000,28609000,28693000
4233,j.pedro,12130000,12189000,12206000,12272000,12265000,12294000,12407000,12504000,12565000,12657000
4234,l.barman,16763000,16741000,16881000,16933000,17033000,17007000,17049000,17103000,17190000,17272000
4235,p.uddin,21379000,21350000,21401000,21541000,21591000,21529000,21663000,21661000,21753000,21821000
4236,x.tambala,33326000,33440000,33388000,33526000,33627000,33619000,33668000,33780000,33829000,33993000
4237,f.racz,15331000,15368000,15355000,15415000,15440000,15467000,15584000,15645000,15684000,15683000
4238,e.manhica,25512000,25495000,25555000,25589000,25540000,25706000,25732000,25746000,25851000,25845000
4239,i.janssens,22155000,22268000,22262000,22348000,22339000,22341000,22412000,22438000,22489000,22516000
4240,j.otoo,8737000,8733000,8794000,8781000,8785000,8928000,8952000,9022000,9051000,9100000
4241,m.angom,26141000,26136000,26148000,26285000,26277000,26392000,26387000,26486000,26443000,26508000
4242,w.ongom,23567000,23585000,23629000,23630000,23693000,23719000,23826000,23870000,23839000,23956000
4243,s.owor,17451000,17542000,17533000,17656000,17653000,17696000,17759000,17767000,17904000,17858000
4244,u.molla,35004000,34971000,34956000,35066000,35001000,35044000,35066000,35028000,35142000,35175000
4245,n.katusabe,18534000,18567000,18626000,18630000,18735000,18798000,18812000,18859000,18873000,18872000
4246,n.magombo,23071000,23117000,23209000,23193000,23259000,23418000,23452000,23575000,23502000,23539000
4247,n.twesigye,33664000,33732000,33770000,33843000,33901000,33881000,33916000,34046000,34049000,34090000
4248,g.lubis,32481000,32609000,32647000,32636000,32686000,32743000,32805000,32737000,32742000,32856000
4249,c.go,16979000,17109000,17194000,17201000,17174000,17224000,17309000,17335000,17457000,17476000
4250,p.rabiu,19577000,19701000,19666000,19668000,19752000,19804000,19729000,19880000,19914000,19942000
4251,u.taaka,23984000,24072000,24164000,24204000,24267000,24275000,24326000,24453000,24507000,24561000
4252,l.foo,26814000,26931000,26920000,26945000,27046000,27186000,27201000,27329000,27366000,27450000
4253,x.dahan,12879000,12839000,12983000,13031000,13118000,13110000,13159000,13229000,13222000,13335000
4254,y.apolot,5655000,5619000,5657000,5672000,5803000,5836000,5934000,5989000,6041000,6086000
4255,m.graham,14876000,14929000,15005000,15036000,15052000,15131000,15258000,15344000,15350000,15465000
4256,i.teoh,19677000,19751000,19863000,19865000,19870000,20009000,20002000,20091000,20100000,20097000
4257,k.binabubakar,29125000,29154000,29179000,29246000,29308000,29437000,29392000,29386000,29493000,29538000
4258,s.moradi,20050000,20137000,20140000,20172000,20186000,20224000,20240000,20300000,20340000,20394000
4259,b.namazzi,26395000,26516000,26607000,26659000,26597000,26591000,26619000,26668000,26705000,26842000
4260,z.buyinza,21732000,21819000,21829000,21875000,21923000,21970000,21969000,22055000,22120000,22111000
4261,f.masango,23343000,23359000,23413000,23515000,23474000,23540000,23614000,23671000,23785000,23744000
4262,g.ribeiro,22867000,22890000,22946000,22913000,22940000,22983000,23134000,23123000,23233000,23188000
4263,l.zuki,28564000,28640000,28704000,28759000,28924000,28881000,29008000,29027000,29004000,29083000
4264,a.mitrovi,15500000,15589000,15566000,15570000,15651000,15770000,15754000,15762000,15779000,15943000
4265,a.ninsiima,26112000,26090000,26174000,26174000,26246000,26324000,26370000,26433000,26438000,26474000
4266,e.nilsson,11895000,12032000,12083000,12136000,12200000,12239000,12256000,12298000,12368000,12452000
4267,e.ow,31490000,31495000,31549000,31529000,31508000,31673000,31644000,31694000,31779000,31835000
4268,f.rodrigues,19873000,19931000,19923000,19945000,19982000,20050000,20096000,20220000,20266000,20372000
4269,h.arab,15875000,15987000,15985000,15984000,16109000,16054000,16090000,16200000,16287000,16316000
4270,i.nuwamanya,15316000,15439000,15496000,15511000,15474000,15573000,15601000,15682000,15818000,15853000
4271,r.amule,29579000,29651000,29665000,29783000,29787000,29805000,29842000,29831000,29891000,29879000
4272,t.levy,35224000,35288000,35385000,35398000,35436000,35529000,35566000,35587000,35613000,35543000
4273,r.paris,27767000,27871000,27908000,27925000,28009000,28062000,28084000,28075000,28087000,28215000
4274,t.nasirumbi,27454000,27456000,27482000,27443000,27513000,27610000,27663000,27768000,27810000,27846000
4275,i.shoshan,28606000,28697000,28689000,28769000,28837000,28912000,28987000,29045000,29094000,29081000
4276,a.makore,27487000,27596000,27615000,27684000,27804000,27930000,27947000,27975000,28043000,28127000
4277,a.kyarikunda,14785000,14809000,14857000,14940000,15049000,15062000,15163000,15181000,15214000,15300000
4278,m.mangena,18151000,18246000,18392000,18407000,18449000,18478000,18613000,18718000,18676000,18733000
4279,j.ashknaziy,36122000,36134000,36159000,36229000,36214000,36238000,36288000,36444000,36510000,36543000
4280,g.nakandi,37460000,37478000,37572000,37609000,37709000,37734000,37765000,37818000,37864000,37911000
4281,u.nambuya,23518000,23575000,23664000,23684000,23710000,23827000,23909000,23880000,23949000,24072000
4282,l.morin,28488000,28597000,28578000,28635000,28645000,28747000,28797000,28862000,28961000,28994000
4283,l.nakuya,3515000,3679000,3666000,3756000,3831000,3949000,4029000,4061000,4049000,4033000
4284,o.fekete,36550000,36524000,36623000,36681000,36681000,36693000,36755000,36896000,36858000,36891000
4285,h.kisembo,20619000,20674000,20705000,20859000,20902000,20959000,21004000,21088000,21108000,21176000
4286,h.valentini,23753000,23781000,23819000,23911000,23875000,24016000,24029000,24014000,24068000,24138000
4287,r.kwakye,16462000,16469000,16477000,16584000,16690000,16744000,16703000,16758000,16758000,16857000
4288,t.nasution,15945000,15973000,16041000,16116000,16146000,16156000,16282000,16277000,16395000,16457000
4289,b.nakandi,14298000,14334000,14473000,14505000,14546000,14643000,14587000,14619000,14675000,14707000
4290,k.driciru,4995000,5060000,5047000,5078000,5088000,5149000,5125000,5268000,5262000,5382000
4291,e.potonik,22809000,22845000,22968000,22939000,22970000,22962000,23019000,23061000,23052000,23131000
4292,x.boyko,9349000,9435000,9463000,9567000,9586000,9664000,9730000,9780000,9909000,9922000
4293,z.chavula,20771000,20791000,20883000,20920000,20914000,21049000,21106000,21015000,21078000,21076000
