,Player,Age,FW,MF,DF,GK
1485,r.nkosi,28,1,1,0,0
1486,n.busingye,22,0,0,0,1
1487,r.owere,30,0,0,0,1
1488,z.banda,19,0,1,0,0
1489,a.mucunguzi,27,0,1,0,0
1490,m.delgado,24,0,1,0,0
1491,r.gentile,28,0,1,0,0
1492,c.muhammadu,23,0,1,0,0
1493,q.liang,25,0,1,0,0
1494,w.joao,19,0,0,1,0
1495,l.achen,28,0,0,1,0
1496,z.krajnc,28,0,0,1,0
1497,h.kabugho,25,0,0,1,0
1498,l.yulianti,32,0,0,1,0
1499,o.gamal,20,0,0,1,0
1500,r.bogere,34,0,0,1,0
1501,s.nayiga,26,0,0,1,0
1502,a.ansah,21,0,0,1,0
1503,v.rocha,31,0,0,1,0
1504,l.dewit,34,1,0,0,0
1505,b.esposito,31,1,0,0,0
1506,f.oreilly,20,1,0,0,0
1507,i.kafeero,20,1,0,0,0
1508,v.ngwira,21,1,0,0,0
1509,g.gonzalez,25,1,1,0,0
1510,h.kelmendi,28,1,1,0,0
1511,j.vasquez,29,0,0,0,1
1512,a.amongin,29,0,0,0,1
1513,n.tkachuk,41,0,0,0,1
1514,k.mohammadzadeh,28,0,1,0,0
1515,o.maulana,24,0,1,0,0
1516,t.yakovenko,32,0,1,0,0
1517,v.owusu,32,0,1,0,0
1518,z.braun,25,0,1,0,0
1519,a.kalule,22,0,1,0,0
1520,z.dhlamini,21,0,1,0,0
1521,u.makoni,20,0,1,0,0
1522,o.meszaros,29,0,1,0,0
1523,y.smit,25,1,1,0,0
1524,e.mugoya,26,0,0,1,0
1525,h.bhebhe,26,0,0,1,0
1526,w.namukose,24,0,0,1,0
1527,i.fernandes,27,0,0,1,0
1528,g.ribeiro,26,0,0,1,0
1529,n.mushabe,35,0,0,1,0
1530,b.angella,20,0,0,1,0
1531,f.nyiramahoro,19,0,0,1,0
1532,h.hsu,17,0,0,1,0
1533,o.ahamad,25,0,0,1,0
1534,g.abdi,28,1,0,0,0
1535,e.munetsi,37,1,0,0,0
1536,k.amoding,20,1,0,0,0
1537,a.patal,28,1,0,0,0
1538,m.ogbonna,19,1,1,0,0
1539,e.bosnjak,17,1,1,0,0
1540,c.majoni,27,1,1,0,0
1541,o.night,22,1,1,0,0
1542,v.razak,35,0,0,0,1
1543,u.mvula,28,0,0,0,1
1544,s.kor,22,0,1,0,0
1545,z.angom,17,0,1,0,0
1546,o.binabdulrahman,21,0,1,0,0
1547,u.lomongin,31,0,1,0,0
1548,a.shafiee,33,0,1,0,0
1549,p.arhin,19,0,1,0,0
1550,h.pichler,29,0,1,0,0
1551,i.mushonga,28,0,1,0,0
1552,v.ogwal,18,0,1,0,0
1553,x.aliru,20,0,1,0,0
1554,b.ozols,17,1,1,0,0
1555,a.marchenko,25,0,0,1,0
1556,w.hamad,33,0,0,1,0
1557,d.kos,19,0,0,1,0
1558,e.ghosh,29,0,0,1,0
1559,e.nemeth,33,0,0,1,0
1560,f.odaga,20,0,0,1,0
1561,k.nanyondo,26,0,0,1,0
1562,k.reyes,21,0,0,1,0
1563,o.barasa,32,0,0,1,0
1564,y.mugerwa,24,0,0,1,0
1565,q.krasniqi,18,0,1,1,0
1566,z.njoku,24,1,0,0,0
1567,l.nanono,30,1,0,0,0
1568,p.matsumoto,19,1,0,0,0
1569,w.kisitu,23,1,0,0,0
1570,k.taremwa,27,1,1,0,0
1571,c.reuben,29,1,1,0,0
1572,z.nyamahunge,37,0,0,0,1
1573,y.nanyondo,25,0,0,0,1
1574,m.ngamita,29,0,0,0,1
1575,g.achia,30,0,1,0,0
1576,t.ray,23,0,1,0,0
1577,v.persson,28,0,1,0,0
1578,k.thompson,24,0,1,0,0
1579,h.michel,32,0,1,0,0
1580,e.ngoma,18,0,1,0,0
1581,g.sala,33,0,1,0,0
1582,h.valentini,23,0,1,0,0
1583,w.teoh,18,0,1,0,0
1584,q.juhasz,23,0,1,1,0
1585,a.nasiru,24,1,1,0,0
1586,f.contreras,27,1,1,0,0
1587,h.tumukunde,31,1,1,0,0
1588,l.yusof,25,0,0,1,0
1589,d.adu,25,0,0,1,0
1590,o.andoh,20,0,0,1,0
1591,n.alum,29,0,0,1,0
1592,f.he,22,0,0,1,0
1593,a.cheang,19,0,0,1,0
1594,v.it,30,0,0,1,0
1595,j.atala,26,0,0,1,0
1596,c.manjhi,25,0,0,1,0
1597,f.ahebwa,19,0,0,1,0
1598,m.namiiro,33,0,0,1,0
1599,y.opio,28,0,0,1,0
1600,a.acheng,23,0,0,1,0
1601,c.gheorghe,17,1,0,0,0
1602,m.dbrowski,19,1,0,0,0
1603,z.ngambi,31,1,0,0,0
1604,n.yamashita,18,1,0,0,0
1605,z.osei,18,1,0,0,0
1606,c.abramov,28,1,0,0,0
1607,y.nambi,28,1,0,0,0
1608,k.amoding,20,1,1,0,0
1609,a.kovaevi,27,0,0,0,1
1610,h.okafor,24,0,0,0,1
1611,p.kachingwe,28,0,0,0,1
1612,w.nabuuma,28,0,1,0,0
1613,g.kaweesa,25,0,1,0,0
1614,h.adjei,27,0,1,0,0
1615,k.mayanja,26,1,1,0,0
1616,d.pfeiffer,31,1,1,0,0
1617,j.jorgensen,24,1,1,0,0
1618,j.laurent,29,0,0,1,0
1619,f.farkas,24,0,0,1,0
1620,d.muwonge,23,0,0,1,0
1621,x.denis,21,0,0,1,0
1622,z.longole,23,0,0,1,0
1623,b.matei,22,0,0,1,0
1624,c.obi,27,0,0,1,0
1625,d.saleh,23,0,0,1,0
1626,l.vandijkvandyk,16,0,0,1,0
1627,p.natukunda,35,0,0,1,0
1628,t.moretti,20,0,0,1,0
1629,c.malkah,20,0,0,1,0
1630,s.obonyo,22,1,0,0,0
1631,p.mukalazi,23,1,0,0,0
1632,v.golob,24,1,0,0,0
1633,v.tugume,31,1,0,0,0
1634,l.jean,28,1,1,0,0
1635,l.baidoo,18,1,1,0,0
1636,y.acola,32,0,0,0,1
1637,g.hasan,17,0,0,0,1
1638,k.huang,38,0,0,0,1
1639,j.leroux,27,0,1,0,0
1640,a.dekker,26,0,1,0,0
1641,f.lee,21,0,1,0,0
1642,m.chirambo,34,0,1,0,0
1643,u.david,23,0,1,0,0
1644,w.tushabomwe,27,0,1,0,0
1645,n.colon,19,1,1,0,0
1646,c.alum,27,1,1,0,0
1647,g.chimwaza,19,1,1,0,0
1648,y.brown,19,1,1,0,0
1649,c.adong,28,0,0,1,0
1650,c.moser,29,0,0,1,0
1651,d.henriksen,22,0,0,1,0
1652,u.krause,32,0,0,1,0
1653,d.biribawa,23,0,0,1,0
1654,o.nanyanzi,24,0,0,1,0
1655,y.gashi,28,0,0,1,0
1656,k.nambi,21,0,0,1,0
1657,t.schulz,25,0,0,1,0
1658,j.otoo,21,0,0,1,0
1659,u.quansah,25,0,1,1,0
1660,k.philippe,29,1,0,0,0
1661,g.mwima,29,1,0,0,0
1662,o.roth,26,1,0,0,0
1663,v.morel,23,1,0,1,0
1664,l.mumbere,28,1,0,1,0
1665,y.larsen,25,0,0,0,1
1666,h.dehghan,24,0,1,0,0
1667,u.nambuya,24,0,1,0,0
1668,k.chisi,25,0,1,0,0
1669,s.ghaffari,24,0,1,0,0
1670,x.makina,17,0,1,0,0
1671,l.sigauke,22,0,1,0,0
1672,t.musisi,18,0,1,0,0
1673,b.alhassan,31,0,1,0,0
1674,n.terzi,21,0,0,1,0
1675,l.chiu,30,0,0,1,0
1676,d.shuaibu,27,0,0,1,0
1677,w.ly,26,0,0,1,0
1678,e.deluca,25,0,0,1,0
1679,j.neo,24,0,0,1,0
1680,l.schmid,24,0,0,1,0
1681,m.angom,28,0,0,1,0
1682,q.atiku,29,0,0,1,0
1683,e.kalungi,27,0,0,1,0
1684,a.caron,23,1,0,0,0
1685,j.nath,27,1,0,0,0
1686,v.heikkinen,36,1,0,0,0
1687,f.mugabe,22,1,1,0,0
1688,p.rabiu,26,1,1,0,0
1689,c.hamed,22,0,0,0,1
1690,s.namuwonge,24,0,0,0,1
1691,c.ozolis,35,0,1,0,0
1692,y.atoo,23,0,1,0,0
1693,r.nahwera,20,0,1,0,0
1694,y.almutairi,24,0,1,0,0
1695,e.fiore,18,0,1,0,0
1696,a.saeedi,28,0,1,0,0
1697,y.shevchuk,18,0,1,0,0
1698,t.ferrari,21,0,1,0,0
1699,o.avako,30,0,1,0,0
1700,i.kolar,23,0,1,1,0
1701,k.mwanje,22,0,1,1,0
1702,s.lutaaya,21,1,1,0,0
1703,g.fauzi,26,1,1,0,0
1704,x.kazibwe,28,1,1,0,0
1705,v.kwiatkowski,35,0,0,1,0
1706,z.kiirya,21,0,0,1,0
1707,f.sason,28,0,0,1,0
1708,j.ejang,33,0,0,1,0
1709,k.yldz,24,0,0,1,0
1710,v.kao,16,0,0,1,0
1711,k.kizza,31,0,0,1,0
1712,g.feldman,24,0,0,1,0
1713,i.mutabazi,23,0,0,1,0
1714,n.tamura,27,0,0,1,0
1715,f.makombe,32,0,0,1,0
1716,l.nakashima,22,0,1,1,0
1717,j.manu,23,0,1,1,0
1718,i.roy,37,1,0,0,0
1719,w.kisitu,23,1,0,0,0
1720,w.suleman,25,1,0,0,0
1721,z.nakayama,24,1,0,0,0
1722,l.ranjbar,17,1,0,1,0
1723,g.zohar,17,1,1,0,0
1724,c.reuben,29,1,1,0,0
1725,z.moreira,23,1,1,0,0
1726,j.colon,21,0,0,0,1
1727,h.saeed,22,0,0,0,1
1728,a.lynch,30,0,0,0,1
1729,g.achia,30,0,1,0,0
1730,b.lao,18,0,1,0,0
1731,d.kimuli,27,0,1,0,0
1732,z.buyinza,30,0,1,0,0
1733,c.goossens,22,0,1,0,0
1734,y.gidudu,33,0,1,0,0
1735,y.muyambo,33,0,1,0,0
1736,p.oneill,24,0,1,1,0
1737,f.segel,28,0,1,1,0
1738,c.chauhan,25,1,1,0,0
1739,b.vandermeer,24,0,0,1,0
1740,j.fukuda,25,0,0,1,0
1741,b.colin,25,0,0,1,0
1742,a.ainomugisha,19,0,0,1,0
1743,a.davies,28,0,0,1,0
1744,l.fuchs,27,0,0,1,0
1745,m.benedetti,21,0,0,1,0
1746,m.rashid,21,0,0,1,0
1747,o.mudzingwa,19,0,0,1,0
1748,x.anena,32,0,0,1,0
1749,y.okwii,31,0,0,1,0
1750,d.balazs,24,0,1,1,0
1751,w.namata,24,1,0,0,0
1752,g.sserugo,30,1,0,0,0
1753,m.nsubuga,22,1,0,0,0
1754,r.nabwire,34,1,0,0,0
1755,a.anwar,27,1,1,0,0
1756,b.yousefi,28,1,1,0,0
1757,i.lehmann,17,1,1,0,0
1758,j.chew,24,1,1,0,0
1759,t.akankwasa,25,1,1,0,0
1760,t.sharifi,23,0,0,0,1
1761,v.ssali,28,0,0,0,1
1762,w.binmohamad,22,0,1,0,0
1763,i.vong,33,0,1,0,0
1764,b.thomsen,23,0,1,0,0
1765,j.riyadi,20,0,1,0,0
1766,p.martinelli,19,0,1,1,0
1767,e.omer,28,1,1,0,0
1768,x.wouters,22,1,1,0,0
1769,f.okon,32,0,0,1,0
1770,g.degroot,29,0,0,1,0
1771,p.sanyu,28,0,0,1,0
1772,q.cheong,20,0,0,1,0
1773,c.mirkovi,29,0,0,1,0
1774,h.francisco,33,0,0,1,0
1775,g.efendi,28,0,0,1,0
1776,g.muzamba,27,0,0,1,0
1777,q.sumarni,17,0,0,1,0
1778,y.vitali,26,0,0,1,0
1779,d.caruso,22,0,0,1,0
1780,t.neves,28,1,0,1,0
1781,j.bahri,23,0,1,1,0
1782,w.mertens,31,1,0,0,0
1783,r.begum,33,1,0,0,0
1784,q.higenyi,22,1,0,0,0
1785,h.sat,20,1,1,0,0
1786,f.ilves,31,1,1,0,0
1787,b.asiedu,30,1,1,0,0
1788,m.mansouri,21,1,1,0,0
1789,i.kat,20,1,1,0,0
1790,n.bello,20,1,1,0,0
1791,h.tuhaise,22,0,0,0,1
1792,p.solanki,24,0,0,0,1
1793,g.boadi,36,0,0,0,1
1794,k.ndiweni,26,0,1,0,0
1795,n.von,22,0,1,0,0
1796,d.schmid,21,0,1,0,0
1797,m.bwire,30,0,1,0,0
1798,g.hungwe,23,0,1,0,0
1799,z.delemovi,24,0,1,0,0
1800,i.as,23,0,0,1,0
1801,w.ta,26,0,0,1,0
1802,f.berger,21,0,0,1,0
1803,n.haas,17,0,0,1,0
1804,o.louis,22,0,0,1,0
1805,p.ssemanda,26,0,0,1,0
1806,s.leung,36,0,0,1,0
1807,w.ajwang,21,0,0,1,0
1808,m.akampurira,27,0,0,1,0
1809,d.saleh,23,0,1,1,0
1810,u.cruz,26,0,1,1,0
1811,o.fischer,28,1,0,0,0
1812,o.nyasulu,28,1,0,0,0
1813,y.nalubwama,27,1,0,0,0
1814,b.kyarisima,23,1,0,1,0
1815,g.kowalczyk,22,1,1,0,0
1816,x.byamugisha,34,1,1,0,0
1817,k.smit,26,0,0,0,1
1818,c.odongo,24,0,0,0,1
1819,j.kovai,31,0,0,0,1
1820,z.saeedi,25,0,1,0,0
1821,g.fujita,22,0,1,0,0
1822,a.kimura,32,0,1,0,0
1823,f.mulindwa,18,0,1,0,0
1824,l.kabuye,27,0,1,0,0
1825,r.jimenez,19,0,1,0,0
1826,w.henry,32,0,1,0,0
1827,z.bala,25,0,1,0,0
1828,j.namakoye,31,1,1,0,0
1829,a.hughes,22,1,1,0,0
1830,h.rana,24,1,1,0,0
1831,g.rahmani,18,1,1,0,0
1832,i.greenberg,32,0,0,1,0
1833,d.onzia,28,0,0,1,0
1834,l.sayed,23,0,0,1,0
1835,f.nanfuka,22,0,0,1,0
1836,a.maposa,28,0,0,1,0
1837,v.siregar,16,0,0,1,0
1838,w.fernando,26,0,0,1,0
1839,k.supriadi,26,0,0,1,0
1840,c.alanazi,31,0,0,1,0
1841,k.kwarteng,19,0,0,1,0
1842,l.bekher,18,0,0,1,0
1843,q.henriksen,25,0,0,1,0
1844,h.salah,25,0,0,1,0
1845,h.hansen,33,0,0,1,0
1846,n.muhammadu,24,0,1,1,0
1847,s.mussa,20,1,0,0,0
1848,l.razaie,30,1,0,0,0
1849,b.sah,29,1,0,0,0
1850,i.mwase,24,1,1,0,0
1851,w.lotfi,24,0,0,0,1
1852,b.gondo,32,0,1,0,0
1853,y.hen,19,0,1,0,0
1854,c.arineitwe,26,0,1,0,0
1855,b.putra,24,0,1,0,0
1856,g.frimpong,24,0,1,0,0
1857,t.bhebhe,34,0,1,0,0
1858,c.kova,26,1,1,0,0
1859,c.negri,27,0,0,1,0
1860,w.aciro,27,0,0,1,0
1861,b.bintiothman,21,0,0,1,0
1862,f.tumuheirwe,26,0,0,1,0
1863,n.atai,28,0,0,1,0
1864,a.kimura,32,0,0,1,0
1865,e.atim,25,0,0,1,0
1866,f.yusuf,25,0,0,1,0
1867,l.vanags,32,0,0,1,0
1868,m.namiiro,33,0,0,1,0
1869,v.lahtinen,22,0,0,1,0
1870,v.macuacua,32,0,0,1,0
1871,f.hang,24,0,1,1,0
1872,p.nakyanzi,17,1,0,0,0
1873,z.kebirungi,21,1,0,0,0
1874,q.acen,23,1,0,0,0
1875,b.binabdrahman,20,1,0,0,0
1876,s.soon,22,1,0,0,0
1877,j.soares,36,1,1,0,0
1878,a.patal,28,1,1,0,0
1879,b.muduwa,25,1,1,0,0
1880,e.binmohamed,22,0,0,0,1
1881,l.namaganda,26,0,0,0,1
1882,h.teo,33,0,1,0,0
1883,i.conte,26,0,1,0,0
1884,l.mandala,29,0,1,0,0
1885,o.namusoke,21,0,1,0,0
1886,g.ibraimo,34,0,1,0,0
1887,b.mayer,30,0,1,0,0
1888,f.meier,17,0,1,0,0
1889,n.dutta,26,0,1,0,0
1890,w.nakato,22,0,1,0,0
1891,b.nakandi,27,1,1,0,0
1892,a.nanjala,20,1,1,0,0
1893,q.abo,28,0,0,1,0
1894,c.haas,27,0,0,1,0
1895,y.rodriguez,32,0,0,1,0
1896,b.savolainen,25,0,0,1,0
1897,z.kiirya,21,0,0,1,0
1898,s.candiru,21,0,0,1,0
1899,u.mayer,21,0,0,1,0
1900,i.franke,27,0,0,1,0
1901,i.paswan,24,0,0,1,0
1902,l.karungi,20,0,0,1,0
1903,h.ayaa,19,0,1,1,0
1904,z.kebirungi,21,1,0,0,0
1905,e.amanya,36,1,0,0,0
1906,f.gatti,22,1,0,0,0
1907,k.nakakande,32,1,0,0,0
1908,y.akiror,19,1,0,0,0
1909,b.quaye,21,1,0,0,0
1910,i.goh,20,1,0,1,0
1911,p.mlotshwa,21,1,0,1,0
1912,g.caputo,21,0,0,0,1
1913,d.sorrentino,29,0,0,0,1
1914,g.lutaaya,18,0,0,0,1
1915,a.anwar,27,0,1,0,0
1916,j.kyasimire,25,0,1,0,0
1917,x.kanyunyuzi,30,0,1,0,0
1918,a.dekker,26,0,1,0,0
1919,t.kyogabirwe,21,0,1,0,0
1920,w.soltani,25,0,1,0,0
1921,c.fumo,17,0,1,0,0
1922,g.szymaski,24,0,1,0,0
1923,j.hasahya,22,0,1,0,0
1924,i.gajdos,27,1,1,0,0
1925,a.nanjala,20,1,1,0,0
1926,i.gumede,27,0,0,1,0
1927,a.radu,33,0,0,1,0
1928,z.wu,24,0,0,1,0
1929,m.atuhaire,30,0,0,1,0
1930,r.ishii,34,0,0,1,0
1931,v.olanya,28,0,0,1,0
1932,d.amanyire,30,0,0,1,0
1933,d.deli,32,0,0,1,0
1934,p.tzur,31,0,0,1,0
1935,r.song,17,0,0,1,0
1936,s.kamoga,20,0,0,1,0
1937,z.testa,23,0,1,1,0
1938,b.maruyama,26,0,1,1,0
1939,m.rashid,21,0,1,1,0
1940,e.gayakwad,21,1,0,0,0
1941,f.oyama,30,1,0,0,0
1942,e.munduru,17,1,0,0,0
1943,b.phillips,26,1,0,0,0
1944,f.akwero,25,1,1,0,0
1945,j.koval,35,0,0,0,1
1946,a.berkowitz,33,0,0,0,1
1947,y.cheu,17,0,1,0,0
1948,c.chand,27,0,1,0,0
1949,z.griffiths,26,0,1,0,0
1950,j.dubois,27,0,1,0,0
1951,w.cheang,34,0,1,0,0
1952,d.sigauke,22,0,1,0,0
1953,e.hasahya,25,0,1,0,0
1954,u.guillot,23,1,1,0,0
1955,j.mubangizi,18,0,0,1,0
1956,s.musoki,26,0,0,1,0
1957,v.kaneko,29,0,0,1,0
1958,d.namayanja,22,0,0,1,0
1959,u.mansour,22,0,0,1,0
1960,h.byamugisha,22,0,0,1,0
1961,g.neumbe,31,0,0,1,0
1962,i.mutabazi,23,0,0,1,0
1963,o.juarez,17,0,0,1,0
1964,x.nakong,27,0,0,1,0
1965,m.rojas,19,0,1,1,0
1966,s.sanchez,32,0,1,1,0
1967,b.kiyimba,26,0,1,1,0
1968,e.zacarias,25,1,0,0,0
1969,l.novak,28,1,0,0,0
1970,m.nyamahunge,31,0,0,0,1
1971,l.ocokoru,36,0,0,0,1
1972,v.guillaume,32,0,0,0,1
1973,d.mattila,25,0,1,0,0
1974,d.roussel,22,0,1,0,0
1975,u.chavez,27,0,1,0,0
1976,f.ndou,31,0,1,0,0
1977,b.kansiime,24,1,1,0,0
1978,l.mandala,29,1,1,0,0
1979,j.maeda,27,1,1,0,0
1980,o.suzuki,18,1,1,0,0
1981,r.uchida,22,1,1,0,0
1982,c.sulaiman,26,0,0,1,0
1983,h.jansson,24,0,0,1,0
1984,a.barbieri,31,0,0,1,0
1985,d.siregar,23,0,0,1,0
1986,g.perez,26,0,0,1,0
1987,k.ochen,28,0,0,1,0
1988,l.ricci,32,0,0,1,0
1989,o.oketcho,22,0,0,1,0
1990,v.mugala,29,0,0,1,0
1991,l.fung,22,1,0,1,0
1992,v.rubio,30,1,0,1,0
1993,d.fischer,34,1,0,0,0
1994,w.sardar,22,1,0,0,0
1995,r.najafi,33,1,0,0,0
1996,b.mtonga,27,1,1,0,0
1997,c.ajidiru,24,1,1,0,0
1998,h.oravec,19,1,1,0,0
1999,z.nakiwala,23,1,1,0,0
2000,g.eng,26,1,1,0,0
2001,k.kravchenko,25,0,0,0,1
2002,q.konig,23,0,0,0,1
2003,b.kaonga,21,0,1,0,0
2004,z.johansen,30,0,1,0,0
2005,w.mahato,31,0,1,0,0
2006,d.magala,26,0,1,0,0
2007,i.benedetti,21,0,1,0,0
2008,f.binzakaria,25,1,1,0,0
2009,k.ferrari,20,0,0,1,0
2010,c.roux,33,0,0,1,0
2011,d.ngo,30,0,0,1,0
2012,n.turyasingura,30,0,0,1,0
2013,o.mohammad,22,0,0,1,0
2014,r.tsao,25,0,0,1,0
2015,d.valentini,31,0,1,1,0
2016,i.ochola,19,0,1,1,0
2017,k.kastelic,30,0,1,1,0
2018,l.bogere,28,1,0,0,0
2019,m.twinomugisha,19,1,0,0,0
2020,m.nakyejwe,22,1,0,0,0
2021,l.grasso,22,1,1,0,0
2022,v.sserugo,24,1,1,0,0
2023,c.shevchenko,30,0,0,0,1
2024,g.rossi,25,0,0,0,1
2025,r.amash,22,0,0,0,1
2026,r.ayikoru,21,0,1,0,0
2027,d.law,28,0,1,0,0
2028,f.ainembabazi,22,0,1,0,0
2029,j.mugenyi,24,0,1,0,0
2030,m.korugyendo,28,0,1,0,0
2031,r.kabuye,31,0,1,0,0
2032,h.shuaibu,23,0,1,1,0
2033,j.binhashim,22,0,1,1,0
2034,w.daan,24,1,1,0,0
2035,u.oyella,32,1,1,0,0
2036,m.naluwooza,22,1,1,0,0
2037,v.abu,26,1,1,0,0
2038,t.sinaga,23,1,1,0,0
2039,e.odeke,20,0,0,1,0
2040,j.ayebare,25,0,0,1,0
2041,l.wilson,24,0,0,1,0
2042,m.lunkuse,19,0,0,1,0
2043,c.busingye,25,0,0,1,0
2044,m.takata,20,0,0,1,0
2045,a.nilsen,32,0,0,1,0
2046,v.nazziwa,30,0,0,1,0
2047,z.acidri,22,0,0,1,0
2048,z.madsen,20,0,0,1,0
2049,i.hsieh,27,0,1,1,0
2050,o.aboagye,28,1,0,0,0
2051,p.peh,22,1,0,0,0
2052,i.stoica,32,1,0,0,0
2053,m.mansouri,21,1,0,0,0
2054,k.binali,16,1,0,1,0
2055,l.ndyanabo,32,1,1,0,0
2056,p.susanto,26,1,1,0,0
2057,u.nafula,28,1,1,0,0
2058,w.abeja,27,0,0,0,1
2059,g.kyobutungi,30,0,0,0,1
2060,h.gaillard,22,0,1,0,0
2061,m.opoku,22,0,1,0,0
2062,y.mukisa,31,0,1,0,0
2063,i.babirye,21,0,1,0,0
2064,x.nankya,19,0,1,0,0
2065,z.gholami,31,0,1,0,0
2066,w.doyle,32,0,1,0,0
2067,d.egger,31,0,0,1,0
2068,j.zacarias,24,0,0,1,0
2069,n.more,28,0,0,1,0
2070,n.nassiri,21,0,0,1,0
2071,k.awuah,29,0,0,1,0
2072,k.kastelic,30,0,0,1,0
2073,v.caputo,31,0,0,1,0
2074,o.balog,27,0,0,1,0
2075,j.ko,27,0,0,1,0
2076,h.chevalier,31,0,1,1,0
2077,m.banda,28,1,0,0,0
2078,e.thembo,30,1,0,0,0
2079,r.giordano,37,1,0,0,0
2080,t.tushemereirwe,32,1,0,0,0
2081,t.jiu,32,1,1,0,0
2082,x.rana,19,1,1,0,0
2083,b.brandt,26,0,0,0,1
2084,p.tsan,30,0,1,0,0
2085,k.santos,23,0,1,0,0
2086,e.majawa,22,0,1,0,0
2087,x.attias,32,0,1,0,0
2088,h.gomo,23,0,1,0,0
2089,a.murata,29,0,1,0,0
2090,j.chi,33,0,1,0,0
2091,p.nakimera,25,0,1,0,0
2092,b.fabbri,23,0,1,0,0
2093,q.naturinda,24,0,1,0,0
2094,b.nemeth,23,0,1,1,0
2095,g.nalwoga,29,0,1,1,0
2096,i.basemera,21,0,1,1,0
2097,o.okamoto,22,0,0,1,0
2098,y.kasozi,25,0,0,1,0
2099,c.nakitto,33,0,0,1,0
2100,d.hara,25,0,0,1,0
2101,h.lo,25,0,0,1,0
2102,i.tng,22,0,0,1,0
2103,l.adikini,27,0,0,1,0
2104,p.halvorsen,18,0,0,1,0
2105,r.orlando,21,0,0,1,0
2106,z.knezevi,27,1,0,0,0
2107,o.zen,19,1,0,0,0
2108,k.lowe,19,1,0,1,0
2109,b.male,22,1,1,0,0
2110,o.rodrigues,27,1,1,0,0
2111,u.nyakaisiki,17,1,1,0,0
2112,g.nalukwago,24,1,1,0,0
2113,i.ajiko,24,0,0,0,1
2114,k.sagal,35,0,0,0,1
2115,a.johannessen,29,0,1,0,0
2116,d.mulumba,22,0,1,0,0
2117,g.berger,33,0,1,0,0
2118,k.kabonesa,20,0,1,0,0
2119,o.szilagyi,23,0,1,0,0
2120,z.zau,24,0,1,0,0
2121,h.david,20,0,1,0,0
2122,g.leone,22,0,1,1,0
2123,s.gutierrez,19,1,1,0,0
2124,a.lalam,25,0,0,1,0
2125,j.zacarias,24,0,0,1,0
2126,c.benhamou,24,0,0,1,0
2127,d.kalnis,30,0,0,1,0
2128,k.awuah,29,0,0,1,0
2129,k.owiny,22,0,0,1,0
2130,o.akia,27,0,0,1,0
2131,r.koch,29,0,0,1,0
2132,v.chimwaza,32,0,0,1,0
2133,y.okori,30,0,0,1,0
2134,h.chakraborty,30,0,0,1,0
2135,q.lange,22,0,1,1,0
2136,d.adebayo,22,1,0,0,0
2137,o.manhica,28,1,0,0,0
2138,q.salehi,30,1,0,0,0
2139,j.taylor,32,1,1,0,0
2140,k.nkhoma,23,0,0,0,1
2141,r.martino,28,0,0,0,1
2142,l.nangiro,24,0,1,0,0
2143,c.attias,26,0,1,0,0
2144,e.hayati,25,0,1,0,0
2145,f.bintisulaiman,21,0,1,0,0
2146,w.ross,17,0,1,0,0
2147,y.nakimbugwe,28,0,1,0,0
2148,v.fernandez,27,0,1,0,0
2149,o.visser,26,0,1,0,0
2150,u.wahyudi,20,0,1,0,0
2151,u.nasser,27,1,1,0,0
2152,c.vazquez,21,1,1,0,0
2153,o.seah,24,0,0,1,0
2154,v.andersson,26,0,0,1,0
2155,c.pavlovi,21,0,0,1,0
2156,m.kayesu,31,0,0,1,0
2157,a.richard,33,0,0,1,0
2158,d.huda,29,0,0,1,0
2159,n.quinn,23,0,0,1,0
2160,r.morin,27,0,0,1,0
2161,y.sen,31,1,0,0,0
2162,s.costa,18,1,0,0,0
2163,j.atuhairwe,25,1,0,0,0
2164,c.neri,23,1,0,0,0
2165,f.claes,21,1,0,0,0
2166,q.ariko,30,1,1,0,0
2167,m.knezevi,19,1,1,0,0
2168,d.ocokoru,27,1,1,0,0
2169,p.villa,19,1,1,0,0
2170,n.utami,28,1,1,0,0
2171,n.kyohirwe,26,0,0,0,1
2172,y.ruggiero,27,0,0,0,1
2173,y.nagudi,29,0,1,0,0
2174,t.cortez,21,0,1,0,0
2175,e.okurut,27,0,1,0,0
2176,c.nangobi,33,0,1,0,0
2177,n.namwanje,28,0,1,0,0
2178,g.yunusa,28,1,1,0,0
2179,u.kazloski,24,0,0,1,0
2180,a.ndawula,23,0,0,1,0
2181,m.mulondo,25,0,0,1,0
2182,t.ssekyanzi,22,0,0,1,0
2183,c.akidi,22,0,0,1,0
2184,d.agyeman,28,0,0,1,0
2185,i.murakami,20,0,0,1,0
2186,o.heng,15,0,0,1,0
2187,q.rosenberg,27,0,0,1,0
2188,t.mutero,37,0,0,1,0
2189,c.wanyama,27,0,0,1,0
2190,b.yang,28,1,0,0,0
2191,l.costa,31,1,1,0,0
2192,u.okidi,26,1,1,0,0
2193,y.hodzi,26,1,1,0,0
2194,g.nakasi,20,1,1,0,0
2195,c.edema,34,0,0,0,1
2196,e.asienzo,23,0,0,0,1
2197,t.namuddu,31,0,0,0,1
2198,j.purba,26,0,1,0,0
2199,a.aubert,14,0,1,0,0
2200,k.nandera,30,0,1,0,0
2201,m.madsen,23,0,1,0,0
2202,a.said,32,0,1,0,0
2203,c.jao,27,0,1,0,0
