,Player,Nation,Age,FW,MF,DF,GK,Raritan,player_id
679,g.baey,People's Land of Maneau,26,0,1,0,0,0,g.baey-People's Land of Maneau
680,g.baig,Dosqaly,21,0,0,1,0,0,g.baig-Dosqaly
681,g.bellini,Buhegeor,26,1,0,0,0,0,g.bellini-Buhegeor
682,g.bernardi,Dosqaly,34,0,0,1,0,0,g.bernardi-Dosqaly
683,g.bey,Xikong,29,1,0,0,0,0,g.bey-Xikong
684,g.bintisalleh,Rarita,26,0,1,0,0,1,g.bintisalleh-Rarita
685,g.boadi,Sobianitedrucy,37,0,0,0,1,0,g.boadi-Sobianitedrucy
686,g.caputo,Nkasland Cronestan,22,0,0,0,1,0,g.caputo-Nkasland Cronestan
687,g.cattaneo,Nganion,16,0,1,0,0,0,g.cattaneo-Nganion
688,g.chakanyuka,Loco Phirema,24,1,0,0,0,0,g.chakanyuka-Loco Phirema
689,g.chandiga,Nganion,41,0,0,0,1,0,g.chandiga-Nganion
690,g.chee,Deshslands Landdenhai,20,1,0,0,0,0,g.chee-Deshslands Landdenhai
691,g.chemutai,Loco Phirema,26,1,0,0,0,0,g.chemutai-Loco Phirema
692,g.chong,People's Land of Maneau,22,0,1,0,0,0,g.chong-People's Land of Maneau
693,g.cossa,Southern Ristan,32,0,0,1,0,0,g.cossa-Southern Ristan
694,g.cou,Rarita,21,1,0,0,0,1,g.cou-Rarita
695,g.daud,Sobianitedrucy,29,0,0,0,1,0,g.daud-Sobianitedrucy
696,g.debnath,Dosqaly,17,1,0,0,0,0,g.debnath-Dosqaly
697,g.degroot,Lefghau,30,0,0,1,0,0,g.degroot-Lefghau
698,g.efendi,Sobianitedrucy,29,0,0,1,0,0,g.efendi-Sobianitedrucy
699,g.elbaz,Dosqaly,24,1,0,0,0,0,g.elbaz-Dosqaly
700,g.eng,Zamlie Niabangthe,27,0,1,0,0,0,g.eng-Zamlie Niabangthe
701,g.fauzi,Imaar Vircoand,27,1,0,0,0,0,g.fauzi-Imaar Vircoand
702,g.foong,Esia,26,0,1,0,0,0,g.foong-Esia
703,g.frimpong,Sobianitedrucy,25,0,1,0,0,0,g.frimpong-Sobianitedrucy
704,g.gentile,Lefghau,33,0,1,0,0,0,g.gentile-Lefghau
705,g.gonzalez,Imaar Vircoand,26,1,0,0,0,0,g.gonzalez-Imaar Vircoand
706,g.gustafsson,People's Land of Maneau,26,0,1,0,0,0,g.gustafsson-People's Land of Maneau
707,g.hartmann,Byasier Pujan,23,1,0,0,0,0,g.hartmann-Byasier Pujan
708,g.hernandez,People's Land of Maneau,22,0,0,1,0,0,g.hernandez-People's Land of Maneau
709,g.heydari,Dosqaly,28,0,1,0,0,0,g.heydari-Dosqaly
710,g.hungwe,Sobianitedrucy,24,1,0,0,0,0,g.hungwe-Sobianitedrucy
711,g.ibraimo,Quewenia,35,0,1,0,0,0,g.ibraimo-Quewenia
712,g.jankowski,Rarita,21,0,1,0,0,1,g.jankowski-Rarita
713,g.jesus,Dosqaly,29,0,1,0,0,0,g.jesus-Dosqaly
714,g.jumbe,Imaar Vircoand,21,0,0,1,0,0,g.jumbe-Imaar Vircoand
715,g.kalyango,Nganion,23,0,0,1,0,0,g.kalyango-Nganion
716,g.kasamba,Quewenia,21,0,0,1,0,0,g.kasamba-Quewenia
717,g.katumba,Biarizea,26,0,0,1,0,0,g.katumba-Biarizea
718,g.kaweesa,Central Namemo Laand,26,0,1,0,0,0,g.kaweesa-Central Namemo Laand
719,g.kaya,Esia,21,0,1,0,0,0,g.kaya-Esia
720,g.kiggundu,Ingre,31,0,0,1,0,0,g.kiggundu-Ingre
721,g.kohler,People's Land of Maneau,26,0,0,1,0,0,g.kohler-People's Land of Maneau
722,g.kou,Rarita,31,0,0,1,0,1,g.kou-Rarita
723,g.kwiatkowski,Nkasland Cronestan,18,0,1,0,0,0,g.kwiatkowski-Nkasland Cronestan
724,g.kyobutungi,Lefghau,31,0,0,0,1,0,g.kyobutungi-Lefghau
725,g.leclercq,Dosqaly,18,1,0,0,0,0,g.leclercq-Dosqaly
726,g.leitner,Rarita,26,0,0,0,1,1,g.leitner-Rarita
727,g.leone,Nganion,23,0,0,1,0,0,g.leone-Nganion
728,g.leung,Nganion,31,0,0,0,1,0,g.leung-Nganion
729,g.lombardo,Dosqaly,22,1,0,0,0,0,g.lombardo-Dosqaly
730,g.lubis,Dosqaly,22,0,1,0,0,0,g.lubis-Dosqaly
731,g.magaya,Nganion,24,0,0,1,0,0,g.magaya-Nganion
732,g.magnusson,Dosqaly,23,0,1,0,0,0,g.magnusson-Dosqaly
733,g.mandaza,Greri Landmoslands,24,1,0,0,0,0,g.mandaza-Greri Landmoslands
734,g.mar,Pierrema,23,0,1,0,0,0,g.mar-Pierrema
735,g.matei,Nganion,28,1,0,0,0,0,g.matei-Nganion
736,g.matsika,Deshslands Landdenhai,19,0,0,1,0,0,g.matsika-Deshslands Landdenhai
737,g.mbeiza,Tito Mia,21,0,1,0,0,0,g.mbeiza-Tito Mia
738,g.mishra,Nganion,29,0,0,1,0,0,g.mishra-Nganion
739,g.miyasaki,Ingre,19,0,0,1,0,0,g.miyasaki-Ingre
740,g.mlakar,Republic of Denand Landsa,21,0,1,0,0,0,g.mlakar-Republic of Denand Landsa
741,g.moradi,Esia,22,0,1,0,0,0,g.moradi-Esia
742,g.moulin,Esia,20,0,1,0,0,0,g.moulin-Esia
743,g.muhairwe,Lowwlaands,28,0,1,0,0,0,g.muhairwe-Lowwlaands
744,g.munsaka,Dosqaly,31,0,1,0,0,0,g.munsaka-Dosqaly
745,g.musoke,Nganion,22,1,0,0,0,0,g.musoke-Nganion
746,g.muzamba,Sobianitedrucy,28,0,0,1,0,0,g.muzamba-Sobianitedrucy
747,g.mwebaze,Nganion,29,0,0,0,1,0,g.mwebaze-Nganion
748,g.mwima,Sobianitedrucy,30,1,0,0,0,0,g.mwima-Sobianitedrucy
749,g.nabasa,Dosqaly,18,0,1,0,0,0,g.nabasa-Dosqaly
750,g.nadunga,Imaar Vircoand,26,1,0,0,0,0,g.nadunga-Imaar Vircoand
751,g.nakalema,Nganion,19,0,0,1,0,0,g.nakalema-Nganion
752,g.nakasi,Western Niasland,21,1,0,0,0,0,g.nakasi-Western Niasland
753,g.nakisuyi,Central Namemo Laand,24,0,1,0,0,0,g.nakisuyi-Central Namemo Laand
754,g.nalukwago,Southern Ristan,25,1,0,0,0,0,g.nalukwago-Southern Ristan
755,g.nalwoga,Nganion,30,0,0,1,0,0,g.nalwoga-Nganion
756,g.namakula,Nganion,25,0,1,0,0,0,g.namakula-Nganion
757,g.namanya,Dosqaly,29,0,0,1,0,0,g.namanya-Dosqaly
758,g.namuganza,Rarita,31,0,1,0,0,1,g.namuganza-Rarita
759,g.namugere,Central Namemo Laand,24,0,1,0,0,0,g.namugere-Central Namemo Laand
760,g.nansamba,Manlisgamncent,24,0,0,1,0,0,g.nansamba-Manlisgamncent
761,g.neumbe,Sobianitedrucy,32,0,0,1,0,0,g.neumbe-Sobianitedrucy
762,g.nimusiima,Central Diasongo,26,0,0,1,0,0,g.nimusiima-Central Diasongo
763,g.nugroho,New Rapore,22,1,0,0,0,0,g.nugroho-New Rapore
764,g.obrien,Imaar Vircoand,23,0,1,0,0,0,g.obrien-Imaar Vircoand
765,g.ochwo,Lefghau,28,0,1,0,0,0,g.ochwo-Lefghau
766,g.oduro,Esia,25,1,0,0,0,0,g.oduro-Esia
767,g.oluka,Lefghau,32,0,0,0,1,0,g.oluka-Lefghau
768,g.omirambe,Imaar Vircoand,24,0,0,1,0,0,g.omirambe-Imaar Vircoand
769,g.onencan,Byasier Pujan,25,0,0,1,0,0,g.onencan-Byasier Pujan
770,g.orlando,Nganion,21,1,0,0,0,0,g.orlando-Nganion
771,g.parisi,Rosvi,30,1,0,0,0,0,g.parisi-Rosvi
772,g.poulsen,Moaithe,30,0,0,1,0,0,g.poulsen-Moaithe
773,g.prasetyo,Galamily,28,0,0,0,1,0,g.prasetyo-Galamily
774,g.razak,Dosqaly,29,0,0,0,1,0,g.razak-Dosqaly
775,g.ribeiro,Imaar Vircoand,27,0,0,1,0,0,g.ribeiro-Imaar Vircoand
776,g.riva,Nganion,25,0,0,1,0,0,g.riva-Nganion
777,g.rousseau,People's Land of Maneau,30,0,0,1,0,0,g.rousseau-People's Land of Maneau
778,g.sackey,Nganion,26,0,0,1,0,0,g.sackey-Nganion
779,g.sala,Sobianitedrucy,34,0,1,0,0,0,g.sala-Sobianitedrucy
780,g.sande,Central Diasongo,24,0,0,1,0,0,g.sande-Central Diasongo
781,g.shah,Central Namemo Laand,25,1,0,0,0,0,g.shah-Central Namemo Laand
782,g.siddiqui,Central Diasongo,25,1,0,0,0,0,g.siddiqui-Central Diasongo
783,g.song,Dosqaly,18,0,1,0,0,0,g.song-Dosqaly
784,g.sserugo,Sobianitedrucy,31,1,0,0,0,0,g.sserugo-Sobianitedrucy
785,g.suad,Lefghau,28,0,0,1,0,0,g.suad-Lefghau
786,g.sugawara,Byasier Pujan,23,1,0,0,0,0,g.sugawara-Byasier Pujan
787,g.syu,Janmico,26,0,0,1,0,0,g.syu-Janmico
788,g.tamm,Dosqaly,18,0,1,0,0,0,g.tamm-Dosqaly
789,g.taruvinga,Nganion,29,0,0,0,1,0,g.taruvinga-Nganion
790,g.tugume,Nganion,25,0,0,1,0,0,g.tugume-Nganion
791,g.tukwasibwe,Dosqaly,19,0,0,1,0,0,g.tukwasibwe-Dosqaly
792,g.twebaze,Nganion,25,0,1,0,0,0,g.twebaze-Nganion
793,g.varma,Nganion,26,0,0,1,0,0,g.varma-Nganion
794,g.vidal,Imaar Vircoand,32,1,0,0,0,0,g.vidal-Imaar Vircoand
795,g.wahab,Dosqaly,30,0,0,1,0,0,g.wahab-Dosqaly
796,g.waswa,Esia,23,0,1,0,0,0,g.waswa-Esia
797,g.yunusa,Nganion,29,1,0,0,0,0,g.yunusa-Nganion
798,h.afriyie,Dosqaly,23,0,1,0,0,0,h.afriyie-Dosqaly
799,h.akot,Deshslands Landdenhai,23,1,0,0,0,0,h.akot-Deshslands Landdenhai
800,h.akugizibwe,People's Land of Maneau,26,0,0,1,0,0,h.akugizibwe-People's Land of Maneau
801,h.amade,Rarita,20,1,0,0,0,1,h.amade-Rarita
802,h.amponsah,Pierrema,27,1,0,0,0,0,h.amponsah-Pierrema
803,h.arab,Sobianitedrucy,31,0,0,1,0,0,h.arab-Sobianitedrucy
804,h.asaba,Esia,18,0,0,1,0,0,h.asaba-Esia
805,h.azizi,Rarita,22,0,0,1,0,1,h.azizi-Rarita
806,h.baumgartner,Unicorporated Tiagascar,23,1,0,0,0,0,h.baumgartner-Unicorporated Tiagascar
807,h.bhebhe,Byasier Pujan,27,0,0,1,0,0,h.bhebhe-Byasier Pujan
808,h.binibrahim,Imaar Vircoand,22,0,1,0,0,0,h.binibrahim-Imaar Vircoand
809,h.boadu,Esia,32,1,0,0,0,0,h.boadu-Esia
810,h.byamugisha,Republic of Denand Landsa,23,0,0,1,0,0,h.byamugisha-Republic of Denand Landsa
811,h.chakraborty,South Sati Fatina,31,0,0,1,0,0,h.chakraborty-South Sati Fatina
812,h.che,Sobianitedrucy,30,0,1,0,0,0,h.che-Sobianitedrucy
813,h.chevalier,Central Namemo Laand,32,0,0,1,0,0,h.chevalier-Central Namemo Laand
814,h.chirwa,Dosqaly,18,0,1,0,0,0,h.chirwa-Dosqaly
815,h.choo,Nganion,31,0,0,1,0,0,h.choo-Nganion
816,h.dahan,New Uwi,18,0,1,0,0,0,h.dahan-New Uwi
817,h.david,Redohrainbri,21,0,1,0,0,0,h.david-Redohrainbri
818,h.dehghan,Central Diasongo,25,0,1,0,0,0,h.dehghan-Central Diasongo
819,h.driscoll,Southern Ristan,22,1,0,0,0,0,h.driscoll-Southern Ristan
820,h.farina,People's Land of Maneau,23,0,0,1,0,0,h.farina-People's Land of Maneau
821,h.francisco,Rosvi,34,0,0,1,0,0,h.francisco-Rosvi
822,h.gimbo,Esia,31,0,1,0,0,0,h.gimbo-Esia
823,h.gomani,Southslands,32,1,0,0,0,0,h.gomani-Southslands
824,h.gomo,Janmico,24,0,1,0,0,0,h.gomo-Janmico
825,h.gumisiriza,Nganion,30,0,0,1,0,0,h.gumisiriza-Nganion
826,h.hansen,Unicorporated Tiagascar,34,0,0,1,0,0,h.hansen-Unicorporated Tiagascar
827,h.hovhannisyan,Dosqaly,34,0,1,0,0,0,h.hovhannisyan-Dosqaly
828,h.isa,Central Diasongo,33,0,0,1,0,0,h.isa-Central Diasongo
829,h.jansson,Greri Landmoslands,25,0,0,1,0,0,h.jansson-Greri Landmoslands
830,h.jiu,Central Diasongo,26,1,0,0,0,0,h.jiu-Central Diasongo
831,h.jovanovi,Dosqaly,23,0,0,1,0,0,h.jovanovi-Dosqaly
832,h.kabugho,Sobianitedrucy,26,0,0,1,0,0,h.kabugho-Sobianitedrucy
833,h.kamal,Dosqaly,34,0,0,0,1,0,h.kamal-Dosqaly
834,h.karjalainen,Dosqaly,17,0,1,0,0,0,h.karjalainen-Dosqaly
835,h.kaweesi,Dosqaly,28,0,0,1,0,0,h.kaweesi-Dosqaly
836,h.kelmendi,Lefghau,29,0,1,0,0,0,h.kelmendi-Lefghau
837,h.kirabira,Newgan Ruland,25,1,0,0,0,0,h.kirabira-Newgan Ruland
838,h.kisembo,Sobianitedrucy,25,0,1,0,0,0,h.kisembo-Sobianitedrucy
839,h.korosec,Imaar Vircoand,22,0,0,1,0,0,h.korosec-Imaar Vircoand
840,h.kovacs,Dosqaly,18,1,0,0,0,0,h.kovacs-Dosqaly
841,h.kowalski,Nganion,28,0,0,1,0,0,h.kowalski-Nganion
842,h.lefebvre,Reugha,25,0,0,1,0,0,h.lefebvre-Reugha
843,h.lo,Nganion,26,0,0,1,0,0,h.lo-Nganion
844,h.lo,Rarita,26,0,0,1,0,1,h.lo-Rarita
845,h.lwanga,Dosqaly,20,0,1,0,0,0,h.lwanga-Dosqaly
846,h.mafabi,Dosqaly,23,0,1,0,0,0,h.mafabi-Dosqaly
847,h.makoni,Slandsganiamayotteque,22,0,0,1,0,0,h.makoni-Slandsganiamayotteque
848,h.makumbi,Rarita,26,1,0,0,0,1,h.makumbi-Rarita
849,h.mancini,Nganion,30,0,1,0,0,0,h.mancini-Nganion
850,h.manyika,Lylimi,30,0,1,0,0,0,h.manyika-Lylimi
851,h.mirembe,Rarita,19,1,0,0,0,1,h.mirembe-Rarita
852,h.miyazaki,Lylimi,27,0,1,0,0,0,h.miyazaki-Lylimi
853,h.morgan,Esia,20,0,0,1,0,0,h.morgan-Esia
854,h.mphande,Dosqaly,18,0,0,1,0,0,h.mphande-Dosqaly
855,h.mubaiwa,Rarita,32,1,0,0,0,1,h.mubaiwa-Rarita
856,h.munetsi,Pierrema,30,1,0,0,0,0,h.munetsi-Pierrema
857,h.nagy,Western Niasland,27,1,0,0,0,0,h.nagy-Western Niasland
858,h.nakafeero,Nganion,29,0,0,1,0,0,h.nakafeero-Nganion
859,h.nakagolo,Pahon,29,0,0,1,0,0,h.nakagolo-Pahon
860,h.nakate,Northslands,19,0,1,0,0,0,h.nakate-Northslands
861,h.nakimera,Esia,30,0,0,0,1,0,h.nakimera-Esia
862,h.naluyima,Lenia Gerdanho,25,0,0,1,0,0,h.naluyima-Lenia Gerdanho
863,h.namwase,Nganion,30,1,0,0,0,0,h.namwase-Nganion
864,h.nandawula,Mico,28,0,1,0,0,0,h.nandawula-Mico
865,h.narvaez,Reugha,23,0,1,0,0,0,h.narvaez-Reugha
866,h.nieminen,Lefghau,21,0,0,1,0,0,h.nieminen-Lefghau
867,h.nkiwane,People's Land of Maneau,24,0,0,1,0,0,h.nkiwane-People's Land of Maneau
868,h.nsamba,Byasier Pujan,25,1,0,0,0,0,h.nsamba-Byasier Pujan
869,h.nsungwa,Dosqaly,21,0,1,0,0,0,h.nsungwa-Dosqaly
870,h.nuraeni,Republic of Denand Landsa,23,1,0,0,0,0,h.nuraeni-Republic of Denand Landsa
871,h.nuwahereza,Nkasland Cronestan,32,1,0,0,0,0,h.nuwahereza-Nkasland Cronestan
872,h.ochan,Greri Landmoslands,20,0,0,0,1,0,h.ochan-Greri Landmoslands
873,h.odoi,Esia,18,1,0,0,0,0,h.odoi-Esia
874,h.okafor,Sobianitedrucy,25,0,0,0,1,0,h.okafor-Sobianitedrucy
875,h.oliveira,Rarita,18,0,0,1,0,1,h.oliveira-Rarita
876,h.olowo,Nganion,20,1,0,0,0,0,h.olowo-Nganion
877,h.pang,Dosqaly,22,1,0,0,0,0,h.pang-Dosqaly
878,h.parn,Iverde,26,0,0,1,0,0,h.parn-Iverde
879,h.pichler,Sobianitedrucy,30,0,1,0,0,0,h.pichler-Sobianitedrucy
880,h.pour,Nganion,22,0,0,1,0,0,h.pour-Nganion
881,h.rees,Eastern Covaki,24,0,0,1,0,0,h.rees-Eastern Covaki
882,h.romero,Coastpa Barleslands,23,0,0,1,0,0,h.romero-Coastpa Barleslands
883,h.ruiz,Imaar Vircoand,24,0,1,0,0,0,h.ruiz-Imaar Vircoand
884,h.saeed,Manlisgamncent,23,0,0,0,1,0,h.saeed-Manlisgamncent
885,h.sat,Byasier Pujan,21,1,0,0,0,0,h.sat-Byasier Pujan
886,h.sentongo,Reugha,28,1,0,0,0,0,h.sentongo-Reugha
887,h.shuaibu,Nganion,24,0,0,1,0,0,h.shuaibu-Nganion
888,h.steiner,People's Land of Maneau,22,0,0,1,0,0,h.steiner-People's Land of Maneau
889,h.sugiyama,Dosqaly,26,1,0,0,0,0,h.sugiyama-Dosqaly
890,h.suleiman,People's Land of Maneau,21,0,1,0,0,0,h.suleiman-People's Land of Maneau
891,h.susanto,Redohrainbri,22,0,1,0,0,0,h.susanto-Redohrainbri
892,h.taniguchi,Coastpa Barleslands,18,0,1,0,0,0,h.taniguchi-Coastpa Barleslands
893,h.tourgeman,Rarita,27,1,0,0,0,1,h.tourgeman-Rarita
894,h.tuhaise,Lefghau,23,0,0,0,1,0,h.tuhaise-Lefghau
895,h.tumukunde,Southern Ristan,32,0,1,0,0,0,h.tumukunde-Southern Ristan
896,h.turyatunga,Republic of Denand Landsa,24,1,0,0,0,0,h.turyatunga-Republic of Denand Landsa
897,h.valentini,Rarita,24,0,1,0,0,1,h.valentini-Rarita
898,h.valentini,Sobianitedrucy,24,0,1,0,0,0,h.valentini-Sobianitedrucy
899,h.vos,Rarita,26,0,1,0,0,1,h.vos-Rarita
900,h.weber,Esia,28,0,0,1,0,0,h.weber-Esia
901,h.young,Sobianitedrucy,23,0,0,1,0,0,h.young-Sobianitedrucy
902,h.zare,Rarita,29,0,0,1,0,1,h.zare-Rarita
903,h.ziegler,Nganion,23,0,1,0,0,0,h.ziegler-Nganion
904,i.abeja,Janmico,33,1,0,0,0,0,i.abeja-Janmico
905,i.achom,Esia,18,0,0,1,0,0,i.achom-Esia
906,i.ademovi,Former Maneau,25,0,1,0,0,0,i.ademovi-Former Maneau
907,i.agwang,Esia,27,0,0,0,1,0,i.agwang-Esia
908,i.ajiko,Nganion,25,0,0,0,1,0,i.ajiko-Nganion
909,i.akpan,People's Land of Maneau,37,0,0,1,0,0,i.akpan-People's Land of Maneau
910,i.akulu,Central Diasongo,22,0,1,0,0,0,i.akulu-Central Diasongo
911,i.alghamdi,Varijitri Isles,23,1,0,0,0,0,i.alghamdi-Varijitri Isles
912,i.amoah,Slandsganiamayotteque,27,0,0,1,0,0,i.amoah-Slandsganiamayotteque
913,i.amviko,Byasier Pujan,23,0,0,1,0,0,i.amviko-Byasier Pujan
914,i.azulay,Byasier Pujan,28,0,1,0,0,0,i.azulay-Byasier Pujan
915,i.babirye,Nganion,22,1,0,0,0,0,i.babirye-Nganion
916,i.basemera,Nganion,22,0,1,0,0,0,i.basemera-Nganion
917,i.beh,Greri Landmoslands,25,0,0,1,0,0,i.beh-Greri Landmoslands
918,i.benedetti,Zamlie Niabangthe,22,0,1,0,0,0,i.benedetti-Zamlie Niabangthe
919,i.berg,Tito Mia,25,1,0,0,0,0,i.berg-Tito Mia
920,i.binyusof,Central Namemo Laand,31,1,0,0,0,0,i.binyusof-Central Namemo Laand
921,i.bitton,Esia,27,0,0,0,1,0,i.bitton-Esia
922,i.brown,Dosqaly,25,0,1,0,0,0,i.brown-Dosqaly
923,i.campbell,Esia,15,1,0,0,0,0,i.campbell-Esia
924,i.carpentier,Rosvi,28,0,0,1,0,0,i.carpentier-Rosvi
925,i.chandra,Dosqaly,23,0,0,1,0,0,i.chandra-Dosqaly
926,i.chawinga,Sobianitedrucy,21,0,1,0,0,0,i.chawinga-Sobianitedrucy
927,i.chiu,Cabral Retrea,24,0,1,0,0,0,i.chiu-Cabral Retrea
928,i.conte,Mico,27,0,1,0,0,0,i.conte-Mico
929,i.diallo,Reugha,22,0,1,0,0,0,i.diallo-Reugha
930,i.eriksen,Nganion,19,0,0,1,0,0,i.eriksen-Nganion
931,i.franke,Sobianitedrucy,28,0,0,1,0,0,i.franke-Sobianitedrucy
932,i.friedrich,Nganion,26,0,0,0,1,0,i.friedrich-Nganion
933,i.gashi,Rosvi,28,0,0,1,0,0,i.gashi-Rosvi
934,i.goh,Sobianitedrucy,21,0,1,0,0,0,i.goh-Sobianitedrucy
935,i.greenberg,Cabral Retrea,33,0,0,1,0,0,i.greenberg-Cabral Retrea
936,i.habibi,Esia,28,1,0,0,0,0,i.habibi-Esia
937,i.hsieh,Nganion,28,0,1,0,0,0,i.hsieh-Nganion
938,i.huber,Lenia Gerdanho,26,1,0,0,0,0,i.huber-Lenia Gerdanho
939,i.irumba,Dosqaly,20,1,0,0,0,0,i.irumba-Dosqaly
940,i.janssens,Sobianitedrucy,33,0,0,1,0,0,i.janssens-Sobianitedrucy
941,i.joseph,Southslands,29,0,1,0,0,0,i.joseph-Southslands
942,i.kabagenyi,People's Land of Maneau,23,0,0,1,0,0,i.kabagenyi-People's Land of Maneau
943,i.kakuru,Lefghau,19,1,0,0,0,0,i.kakuru-Lefghau
944,i.kamukama,Lefghau,27,1,0,0,0,0,i.kamukama-Lefghau
945,i.khalili,Esia,22,1,0,0,0,0,i.khalili-Esia
946,i.kiiza,Janmico,23,1,0,0,0,0,i.kiiza-Janmico
947,i.kisitu,Nganion,24,0,0,0,1,0,i.kisitu-Nganion
948,i.kolar,Redohrainbri,24,0,1,0,0,0,i.kolar-Redohrainbri
949,i.kumari,Dosqaly,25,0,0,0,1,0,i.kumari-Dosqaly
950,i.kyakimwa,Lefghau,26,1,0,0,0,0,i.kyakimwa-Lefghau
951,i.kyalisiima,Esia,29,0,1,0,0,0,i.kyalisiima-Esia
952,i.lehmann,Sobianitedrucy,18,1,0,0,0,0,i.lehmann-Sobianitedrucy
953,i.leibowitz,Imaar Vircoand,26,0,0,1,0,0,i.leibowitz-Imaar Vircoand
954,i.lew,Esia,26,0,1,0,0,0,i.lew-Esia
955,i.longok,Rosvi,22,0,1,0,0,0,i.longok-Rosvi
956,i.ludwig,People's Land of Maneau,28,0,0,1,0,0,i.ludwig-People's Land of Maneau
957,i.ly,Esia,20,1,0,0,0,0,i.ly-Esia
958,i.masson,Central Diasongo,18,0,1,0,0,0,i.masson-Central Diasongo
959,i.mlambo,Redohrainbri,28,1,0,0,0,0,i.mlambo-Redohrainbri
960,i.moses,Esia,25,0,1,0,0,0,i.moses-Esia
961,i.mugerwa,Byasier Pujan,17,1,0,0,0,0,i.mugerwa-Byasier Pujan
962,i.muhammed,Nganion,21,0,1,0,0,0,i.muhammed-Nganion
963,i.mukisa,Lylimi,34,1,0,0,0,0,i.mukisa-Lylimi
964,i.murakami,Nganion,21,0,1,0,0,0,i.murakami-Nganion
965,i.mushonga,Sobianitedrucy,29,0,1,0,0,0,i.mushonga-Sobianitedrucy
966,i.mutabazi,Sobianitedrucy,24,0,0,1,0,0,i.mutabazi-Sobianitedrucy
967,i.mwase,Imaar Vircoand,25,1,0,0,0,0,i.mwase-Imaar Vircoand
968,i.nabatanzi,Greri Landmoslands,36,0,0,1,0,0,i.nabatanzi-Greri Landmoslands
969,i.nagadya,Imaar Vircoand,27,1,0,0,0,0,i.nagadya-Imaar Vircoand
970,i.najjemba,Southslands,27,0,0,1,0,0,i.najjemba-Southslands
971,i.nakato,Coastpa Barleslands,29,0,0,1,0,0,i.nakato-Coastpa Barleslands
972,i.nakityo,Dosqaly,21,0,0,1,0,0,i.nakityo-Dosqaly
973,i.nalubwama,Byasier Pujan,23,0,0,1,0,0,i.nalubwama-Byasier Pujan
974,i.nalweyiso,Nganion,23,0,1,0,0,0,i.nalweyiso-Nganion
975,i.namata,Nganion,28,0,0,1,0,0,i.namata-Nganion
976,i.namirimu,Thaijagypt,30,1,0,0,0,0,i.namirimu-Thaijagypt
977,i.namugosa,Western Niasland,25,0,0,1,0,0,i.namugosa-Western Niasland
978,i.namutosi,Dosqaly,18,0,1,0,0,0,i.namutosi-Dosqaly
979,i.nanangwe,Dosqaly,17,0,1,0,0,0,i.nanangwe-Dosqaly
980,i.nantale,Lefghau,30,0,0,1,0,0,i.nantale-Lefghau
981,i.nartey,Esia,20,1,0,0,0,0,i.nartey-Esia
982,i.nassiwa,Esia,18,0,0,0,1,0,i.nassiwa-Esia
983,i.nayak,People's Land of Maneau,24,0,1,0,0,0,i.nayak-People's Land of Maneau
984,i.ndoro,Dosqaly,17,0,1,0,0,0,i.ndoro-Dosqaly
985,i.niemi,Imaar Vircoand,28,0,0,1,0,0,i.niemi-Imaar Vircoand
986,i.niwamanya,Nganion,25,0,0,1,0,0,i.niwamanya-Nganion
987,i.nugraha,People's Land of Maneau,20,1,0,0,0,0,i.nugraha-People's Land of Maneau
988,i.nyamande,Republic of Denand Landsa,23,1,0,0,0,0,i.nyamande-Republic of Denand Landsa
989,i.ocen,People's Land of Maneau,32,0,1,0,0,0,i.ocen-People's Land of Maneau
990,i.okada,Dosqaly,33,1,0,0,0,0,i.okada-Dosqaly
991,i.okiror,Nganion,34,0,1,0,0,0,i.okiror-Nganion
992,i.oryema,Lefghau,28,0,1,0,0,0,i.oryema-Lefghau
993,i.ozturk,Rosvi,27,0,0,1,0,0,i.ozturk-Rosvi
994,i.paswan,Sobianitedrucy,25,0,0,1,0,0,i.paswan-Sobianitedrucy
995,i.raut,Rarita,20,0,0,1,0,1,i.raut-Rarita
996,i.romano,Iverde,17,0,0,1,0,0,i.romano-Iverde
997,i.saha,Rarita,26,1,0,0,0,1,i.saha-Rarita
998,i.salminen,Dosqaly,17,0,1,0,0,0,i.salminen-Dosqaly
999,i.sano,Dosqaly,18,0,0,0,1,0,i.sano-Dosqaly
1000,i.savage,Nganion,22,0,1,0,0,0,i.savage-Nganion
1001,i.shoshan,Rarita,30,1,0,0,0,1,i.shoshan-Rarita
1002,i.sinani,Mico,23,0,0,1,0,0,i.sinani-Mico
1003,i.soko,Greri Landmoslands,21,1,0,0,0,0,i.soko-Greri Landmoslands
1004,i.ssentongo,Varijitri Isles,20,0,0,1,0,0,i.ssentongo-Varijitri Isles
1005,i.stoica,Janmico,33,1,0,0,0,0,i.stoica-Janmico
1006,i.suleman,Central Badad,20,0,1,0,0,0,i.suleman-Central Badad
1007,i.tabu,Rarita,18,1,0,0,0,1,i.tabu-Rarita
1008,i.takeuchi,Rarita,19,0,0,1,0,1,i.takeuchi-Rarita
1009,i.tarigan,Esia,22,0,0,1,0,0,i.tarigan-Esia
1010,i.tng,Nganion,23,0,0,1,0,0,i.tng-Nganion
1011,i.tukahirwa,Dosqaly,27,1,0,0,0,0,i.tukahirwa-Dosqaly
1012,i.tukundane,Pierrema,28,1,0,0,0,0,i.tukundane-Pierrema
1013,i.vong,Greri Landmoslands,34,0,1,0,0,0,i.vong-Greri Landmoslands
